SA4_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
111,3896,3187,3452,3048,3464,3528,3098,2010,1625,27301,63418,46327,46341,44330,46562,45150,36272,20776,9924,359104,311,354,587,685,614,455,311,96,25,3435,5358,4349,3227,5265,8330,9504,10014,6975,2960,55994,0,0,0,0,0,0,0,0,0,4,950,620,586,761,790,918,920,622,260,6422,36,28,27,22,25,17,16,17,4,189,11957,8622,7306,8341,9785,9938,8655,5236,2203,72032,23,6,14,25,23,31,31,27,23,195,642,431,383,511,590,570,532,390,204,4249,158,103,96,158,160,184,157,90,29,1130,133,85,52,80,80,60,56,45,13,610,64,39,33,57,89,91,123,90,53,644,45,12,18,35,27,9,9,4,3,173,355,201,344,203,198,269,265,178,115,2114,966,524,531,598,516,578,453,166,53,4382,471,402,398,581,977,1440,1722,1205,522,7716,113,76,73,67,145,251,210,164,60,1169,642,466,351,426,403,455,497,423,237,3892,944,921,708,1023,1770,2535,2802,2151,1010,13861
112,4277,2743,2606,3222,3722,4372,3151,1841,1124,27052,41081,24367,22202,27770,32985,37248,29361,16553,8042,239599,213,148,277,506,592,605,510,110,9,2971,2620,1890,1438,2565,4538,6169,7331,5242,2350,34141,0,0,0,0,0,0,0,0,0,0,286,132,138,211,238,348,420,238,104,2124,0,0,0,4,5,4,3,5,0,19,7596,4754,3643,4846,6062,7313,6553,4099,1706,46582,13,4,13,6,10,34,39,32,12,160,101,45,62,85,101,125,95,60,20,696,216,138,124,219,189,224,196,130,34,1473,47,20,20,33,24,45,30,17,5,242,35,32,34,42,66,94,123,95,41,559,14,3,5,10,10,9,7,0,0,52,67,35,55,63,79,112,120,62,58,648,562,237,273,303,266,322,311,115,26,2419,462,364,292,443,891,1486,1775,1268,617,7588,24,23,9,22,46,64,81,56,28,358,236,162,116,154,178,204,171,140,69,1431,420,340,305,488,867,1440,1676,1271,643,7453
113,2696,1943,2059,1940,1948,2094,1533,955,499,15670,31092,19907,18981,18184,19888,19827,15043,9060,3950,155932,130,77,197,218,148,83,46,6,5,911,3440,2319,2115,2623,3728,4568,4601,2893,1237,27520,0,0,0,0,0,0,3,0,0,3,256,180,196,204,239,216,255,140,26,1699,89,82,84,51,35,40,20,9,4,420,9696,6035,5054,5042,5691,6223,4791,3107,1274,46900,29,9,15,20,8,5,13,10,0,108,64,41,35,49,51,54,36,26,5,372,48,25,26,59,57,74,74,34,13,419,63,47,47,42,32,28,14,7,0,269,151,145,95,130,171,207,205,128,53,1275,78,36,35,48,24,16,12,0,0,254,145,70,109,117,92,72,51,29,17,691,410,199,170,252,186,184,122,25,12,1567,396,295,349,427,722,1018,1122,790,382,5501,21,21,13,26,47,57,52,30,3,269,139,101,79,79,88,72,49,25,10,643,625,453,433,587,812,1196,1087,759,381,6325
114,2091,1448,1508,1569,1830,2062,2120,1188,538,14353,24688,14828,13273,15141,18749,21967,22061,12068,4583,147359,155,129,189,256,246,191,176,56,3,1392,2917,1837,1332,2126,3674,5213,6762,4828,1823,30512,0,0,0,0,0,3,0,0,0,4,359,146,179,219,238,340,428,276,74,2251,44,19,51,14,12,21,7,6,3,183,4583,2755,2360,2844,3743,4866,5059,2991,1040,30241,10,7,4,8,15,21,25,32,0,130,136,93,92,111,167,188,193,127,42,1160,129,49,60,110,99,121,116,78,25,788,28,10,23,20,24,22,36,17,8,190,18,14,12,26,53,87,106,73,17,396,11,3,12,8,8,0,3,0,0,43,27,14,29,30,50,61,102,58,26,388,184,122,124,95,110,171,155,71,3,1044,213,140,144,205,390,703,999,808,314,3918,22,11,19,24,35,44,61,49,21,280,17,16,9,19,30,35,27,23,7,186,287,227,191,264,479,809,1068,784,301,4412
115,2697,1916,1630,1940,2231,1837,1377,714,628,14977,46962,30790,22958,32181,33843,27941,20099,8965,4003,227741,1030,680,715,1426,1331,1181,824,253,76,7525,4752,3555,1911,3350,5453,4715,4638,3422,1321,33114,17,7,8,11,5,7,4,0,0,57,780,451,388,618,602,653,616,318,125,4553,154,103,63,98,45,40,34,23,26,598,13913,9693,5705,7889,9928,8344,6155,3482,1149,66262,35,25,20,22,33,46,39,18,12,241,771,611,358,455,721,552,320,229,85,4106,95,70,77,76,112,87,55,40,17,628,163,111,72,82,91,68,36,27,8,653,32,40,18,39,80,94,98,90,30,527,296,198,130,235,187,156,106,47,23,1379,214,153,114,172,205,196,133,56,43,1285,969,874,617,656,746,540,330,113,27,4869,764,511,324,600,880,884,782,534,204,5480,25,21,15,23,41,39,37,33,10,242,191,157,110,128,173,129,114,71,28,1102,748,614,326,530,828,955,1006,688,301,5996
116,5685,3529,4327,3810,3130,2538,1699,809,347,25881,77327,46386,52721,51901,42341,33935,21712,9736,3575,339638,1234,676,1026,1701,1215,950,659,187,53,7707,4213,2834,2490,3556,4764,4319,3989,2217,730,29117,46,25,36,29,26,41,23,14,7,252,929,588,598,735,659,598,460,195,52,4816,6,26,11,8,18,20,16,3,0,110,19638,13009,11522,13682,13092,11880,9492,4536,1706,98551,131,100,125,119,123,129,104,41,13,884,1083,728,739,801,1001,726,648,457,155,6326,155,146,140,162,181,159,120,64,28,1149,632,380,339,283,263,179,109,35,8,2229,8,23,18,30,46,54,47,53,43,325,862,522,568,631,435,457,386,166,51,4073,649,450,517,533,489,435,273,100,33,3483,1670,1099,1024,1071,977,860,365,121,30,7213,893,558,466,668,872,826,625,399,147,5450,41,30,38,31,63,57,60,51,15,384,462,260,264,255,266,196,180,96,40,2020,874,666,631,621,720,764,641,327,87,5336
117,3491,7241,13700,7107,4921,3727,2202,1141,439,43966,30253,50264,92077,51822,35328,26159,17163,9049,3428,315551,903,2316,6403,4513,1973,1450,1085,396,144,19184,1248,1266,2271,2286,2552,2508,2119,1228,454,15932,48,36,39,62,53,36,30,11,4,312,106,223,506,351,229,219,117,62,23,1842,0,0,0,0,0,0,3,0,0,8,7030,6005,13951,9933,7251,5991,4481,2739,950,58348,0,3,12,7,8,8,9,3,0,41,1340,990,1312,1421,1918,1387,1174,1501,648,11690,21,21,52,36,61,47,50,22,15,323,42,35,46,29,37,23,16,4,5,237,16,31,73,75,71,67,71,54,12,465,56,32,91,99,52,43,49,48,16,484,72,136,309,168,115,115,83,35,8,1045,223,252,533,337,201,133,78,20,8,1784,213,285,538,454,421,442,389,214,75,3027,3,6,3,15,13,20,17,16,6,86,20,33,60,51,35,32,24,14,6,275,215,235,468,380,376,393,321,179,43,2615
118,4197,4305,7607,5426,4063,3068,2544,1544,1105,33864,40752,35376,53162,41641,32891,25085,20074,11718,6344,267031,291,396,760,915,779,660,577,224,79,4687,2743,1907,2381,2672,3475,3169,2714,2134,908,22102,15,8,19,15,15,21,19,3,3,118,79,117,182,155,144,142,89,44,32,977,0,0,0,0,4,0,0,0,0,12,10190,6405,10673,8903,7864,6069,4761,3461,1606,59935,5,3,5,3,5,9,8,3,3,42,1614,1179,1016,1197,1743,1605,1176,1190,702,11421,26,16,41,81,37,31,35,33,18,317,24,11,20,25,12,24,13,0,0,117,45,42,55,61,82,54,59,68,20,478,81,34,32,64,60,37,33,44,7,398,49,49,143,116,89,78,64,36,25,646,138,134,226,194,120,99,66,20,8,991,219,231,279,351,447,477,435,320,152,2919,10,3,4,7,10,9,10,0,0,50,6,3,26,29,22,26,10,10,3,138,157,133,192,226,335,293,300,208,60,1909
119,9186,6350,8532,6392,5769,4790,3286,2230,1458,47986,107088,75868,94731,77595,71774,61072,42632,27237,13413,571417,2920,3141,5107,5196,4986,5287,3273,1232,535,31673,2768,2181,2008,2720,3873,4743,4862,3637,1992,28793,30,17,31,19,28,14,10,3,5,159,970,731,792,866,888,1045,724,381,183,6581,3,0,8,3,3,9,7,0,5,36,21882,14866,15738,16298,16790,16208,12643,8348,3918,126689,55,38,51,53,51,43,35,24,11,348,9772,7852,5687,6851,10519,7426,6228,5970,2272,62581,133,128,158,194,225,179,160,104,45,1326,212,139,138,92,116,101,49,22,6,883,30,21,29,46,64,76,87,124,66,542,1230,654,775,939,634,671,575,316,87,5885,337,292,412,346,346,372,233,143,88,2577,661,525,489,581,548,455,245,107,34,3655,712,520,573,680,880,1048,991,616,297,6309,42,37,32,47,69,93,92,87,51,545,127,77,111,92,74,78,67,50,11,682,745,525,509,633,695,963,921,609,365,5964
120,4095,3342,6062,4460,3487,2734,1822,976,567,27535,46228,36560,56870,44928,38623,30477,21014,12444,6153,293303,840,1331,2954,2534,1775,1715,1183,463,207,13006,2058,1329,1556,2068,2817,2676,2550,1531,685,17270,12,4,12,22,11,19,6,0,0,89,290,233,412,376,319,299,236,116,39,2323,3,0,8,0,0,6,0,3,3,27,13279,8287,9455,10510,11301,9849,7641,5486,2919,78724,12,6,10,14,7,7,3,5,0,74,1710,1331,1010,1166,2085,1499,1005,1370,653,11818,71,66,76,107,97,74,69,36,20,623,22,20,19,27,15,19,9,5,5,155,26,26,36,53,69,73,68,53,24,428,267,107,185,193,155,137,117,74,21,1267,90,109,204,141,143,126,71,49,27,961,219,126,282,252,165,144,114,45,15,1372,746,490,673,693,818,834,672,394,163,5488,18,14,11,17,21,46,21,19,6,169,22,32,43,43,40,42,28,15,12,278,347,275,337,422,510,605,536,303,134,3483
121,5901,3846,5837,5506,4628,3861,3036,1662,1273,35548,74978,45766,56815,62853,57207,44457,34049,19086,10136,405354,1181,772,1825,3174,2353,1715,1393,541,162,13130,7710,5185,2991,5310,8509,7449,6747,5806,2747,52455,10,8,12,13,4,18,16,13,4,95,809,396,557,766,737,687,521,300,95,4869,0,0,6,0,4,13,6,0,0,21,16219,9841,7810,11232,12581,10073,7579,5045,2281,82647,53,22,28,55,38,29,33,43,12,311,855,616,538,743,999,735,397,384,168,5442,51,32,62,81,74,60,40,33,18,444,55,30,40,48,39,24,25,10,0,272,84,54,59,98,174,141,148,170,75,1008,234,135,139,229,186,181,156,116,79,1449,221,137,237,283,299,232,172,111,56,1750,431,293,408,442,391,336,204,76,15,2599,1077,649,630,1002,1324,1254,1106,864,463,8366,24,18,17,23,43,24,29,27,4,213,164,110,133,169,140,140,98,75,52,1081,1271,926,560,1045,1441,1493,1564,1453,684,10437
122,3617,2217,2774,3225,2936,2372,1976,1203,857,21179,49853,26970,29574,38201,37394,28422,22441,13082,6941,252876,340,290,452,741,800,555,326,109,26,3634,4932,3133,1856,3688,6257,5815,5549,4751,2215,38199,13,0,6,14,6,14,9,0,0,70,393,187,265,317,301,316,273,160,76,2282,0,0,4,0,0,0,0,0,0,10,12347,7482,5392,7548,9248,7245,5368,3909,1646,60196,9,4,11,0,8,16,5,11,5,69,683,417,357,489,713,536,409,283,119,4002,99,86,92,108,91,83,69,31,8,665,84,54,36,47,31,20,25,3,0,319,58,45,23,62,136,125,99,105,63,707,164,109,82,107,149,129,131,120,48,1033,121,70,86,130,178,138,110,94,45,965,377,263,263,257,290,345,171,69,19,2043,300,208,173,339,594,811,814,636,348,4214,18,10,3,15,28,22,21,37,21,166,27,19,21,27,29,22,18,22,4,177,523,421,268,407,797,929,870,839,346,5394
123,4249,2662,2968,2592,2370,2153,1606,749,496,19845,57982,35959,36961,36428,33688,29869,19726,8280,3175,262065,906,595,830,1251,952,725,472,134,39,5904,5907,4064,3517,4904,6175,6465,6169,3154,994,41352,93,38,49,61,37,32,14,11,0,335,702,420,397,504,521,524,499,242,73,3884,156,102,123,88,57,51,19,31,3,634,16089,9873,9035,10110,10092,9551,7235,3373,990,76347,36,19,24,29,23,44,24,20,0,224,1143,573,736,718,780,603,468,235,48,5298,174,135,220,321,217,186,170,96,30,1545,461,314,255,186,198,157,97,33,0,1701,39,21,25,45,73,96,99,73,27,505,369,193,217,262,153,161,79,33,13,1474,250,140,174,176,196,222,172,76,26,1430,911,572,507,511,509,408,234,80,14,3746,361,247,299,391,533,809,850,451,139,4085,38,28,19,40,45,66,69,45,13,360,295,180,173,129,124,125,82,34,12,1155,541,442,378,472,566,719,744,400,139,4399
124,4424,3341,3899,3473,3304,3070,2332,1052,450,25351,62138,40477,42086,41357,40393,37801,26354,11738,4571,306933,465,279,506,855,622,550,408,95,20,3798,6036,4006,3576,5241,6962,7481,7087,4057,1358,45808,30,15,27,18,8,14,17,8,4,138,716,439,499,502,539,629,567,278,83,4245,226,162,144,121,86,63,43,24,19,879,17342,10915,10149,10801,11358,10913,8357,4129,1264,85219,53,27,30,37,49,44,60,33,4,333,844,538,546,573,727,570,426,316,95,4628,146,134,100,136,152,157,130,63,36,1049,266,140,156,136,110,108,76,38,7,1034,56,22,32,50,99,119,144,109,46,680,249,148,156,181,136,120,104,49,3,1153,208,126,182,161,183,240,230,87,41,1455,973,537,537,612,502,465,293,92,24,4041,561,301,368,589,809,1082,1198,718,236,5868,48,35,25,38,82,96,88,54,23,484,121,88,82,89,85,87,65,39,13,674,700,509,423,585,718,954,934,573,209,5602
125,7354,5159,9106,6185,4616,3781,2309,1412,743,40662,88474,56852,88000,66526,52359,43345,28815,16437,7588,448392,1814,2188,3795,3588,3415,3695,2467,890,382,22241,2342,1653,1934,2436,3097,3321,3599,2675,1280,22344,63,51,68,56,39,82,37,18,8,426,1135,650,851,1046,896,869,608,323,115,6504,93,60,88,45,36,34,17,15,7,393,18514,11894,12880,13636,13169,11966,9854,6191,2414,100515,44,33,40,35,56,42,41,26,11,327,1700,1207,1097,1286,1629,1192,990,957,314,10376,117,82,133,161,154,115,78,53,10,899,221,139,181,142,124,87,68,24,14,996,14,17,22,40,43,82,53,87,43,404,469,241,381,400,232,244,235,128,25,2351,333,259,415,357,296,319,166,73,48,2262,693,575,571,614,590,452,262,106,35,3908,1454,887,1161,1293,1365,1294,855,591,247,9155,26,37,18,28,60,47,50,54,27,337,128,96,131,136,134,90,81,41,24,884,881,688,739,805,872,924,857,660,302,6728
126,2146,1952,2406,2000,1627,1499,1018,696,479,13836,30897,25065,28850,25866,23637,20285,13948,8639,4930,182120,763,610,1448,1732,1283,1117,878,379,139,8356,2006,1529,1187,1553,2405,2324,2108,1547,886,15543,13,19,22,8,16,35,14,3,0,124,612,388,455,573,547,562,420,215,99,3882,91,41,51,59,16,40,25,11,10,336,7829,5442,4720,5713,5950,5330,4186,2760,1392,43325,24,9,18,23,11,26,22,16,5,155,697,443,426,492,706,511,391,337,120,4122,28,26,29,48,38,31,28,24,11,267,17,19,24,21,14,17,10,6,4,142,26,13,21,42,51,53,44,58,29,336,295,212,233,274,228,247,199,132,45,1866,160,131,196,171,148,147,116,47,33,1158,339,208,270,316,249,215,117,37,22,1774,942,617,812,836,905,827,629,442,259,6262,17,4,6,8,7,20,9,8,7,89,55,33,60,58,48,41,36,30,13,377,444,289,277,442,509,535,580,449,259,3792
127,7267,5030,5207,4485,4220,3533,2090,1174,530,33542,85388,58910,58133,55277,54278,45607,27921,14899,5545,405963,7310,6494,6372,7406,9060,9079,5383,1766,834,53703,2767,1980,2077,2451,3089,3462,2887,1882,647,21232,2727,1566,1701,1831,1624,1660,1169,546,180,13002,1169,616,809,767,643,612,484,219,76,5403,11,8,10,6,8,15,8,0,0,58,27023,18410,17270,16945,17541,16678,12481,7111,2709,136169,17,15,22,25,11,24,26,9,0,160,3901,2689,2683,2955,3377,2748,2442,1313,349,22459,145,161,170,177,203,183,159,101,29,1335,524,379,277,220,202,170,72,27,20,1883,23,17,19,25,43,61,78,77,33,376,1225,684,681,845,591,546,314,176,63,5128,385,260,292,283,245,238,176,82,20,1970,1115,759,619,665,619,479,306,89,20,4669,374,209,259,334,364,509,445,256,107,2852,39,7,14,25,18,28,47,20,9,206,228,152,163,188,146,146,88,42,16,1163,524,341,385,370,385,407,305,147,44,2903
128,2462,1622,2002,2046,1907,1818,1242,781,521,14399,41548,25757,26182,30075,30186,27200,19933,11043,5946,217877,245,149,306,533,504,412,321,88,30,2588,4436,3407,2325,3980,5656,5802,5847,4109,1870,37423,0,0,6,0,0,0,0,0,0,13,573,376,317,422,530,529,436,274,113,3569,53,31,45,21,21,14,7,5,0,211,12683,8222,6166,7610,8765,7925,6027,3759,1550,62704,43,25,24,21,36,40,33,19,6,240,1966,1486,1067,1270,1909,1377,858,532,217,10684,45,33,33,49,51,56,38,35,12,344,48,26,20,36,22,28,26,17,5,220,30,25,32,50,83,85,66,62,35,464,255,107,112,184,110,96,80,50,14,1007,86,60,81,111,111,137,129,95,48,855,483,255,245,331,263,247,175,62,30,2077,306,171,216,296,570,724,764,591,261,3912,61,45,34,32,55,58,57,42,23,410,11,15,10,23,20,19,12,5,0,125,466,453,309,416,655,938,920,608,344,5111
197,8,6,3,7,7,15,19,5,0,60,39,27,29,31,53,74,110,43,11,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,116,481,863,733,679,494,286,63,26,3744,741,1876,2703,1898,1801,1721,1195,283,74,12288,11,9,35,21,14,25,10,7,0,134,43,38,69,100,157,227,189,50,10,898,0,0,0,0,0,0,0,0,0,0,6,7,9,13,12,15,20,3,0,92,0,0,0,0,0,0,0,0,0,0,131,109,188,194,170,192,168,59,7,1214,0,0,0,0,0,0,0,0,0,7,9,5,12,24,15,9,13,10,0,96,0,0,3,3,7,6,4,0,0,30,0,3,4,0,4,0,0,0,0,15,6,5,3,0,0,4,8,3,0,28,0,0,3,4,0,0,0,0,0,9,3,0,4,0,0,4,0,0,0,18,0,5,18,7,11,16,14,3,0,70,0,5,11,9,14,49,37,8,4,138,0,0,3,7,7,6,7,3,0,26,0,4,4,3,3,11,0,0,0,30,5,7,12,16,20,52,46,14,0,175
