SA4_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
101,14723,25648,9768,9589,4499,2014,66237,2058,1230,364,193,59,19,3932,655,652,190,119,33,15,1654,2714,1884,550,309,96,34,5588,2451,1067,269,154,39,10,3993,531,275,72,40,6,3,924,236,131,34,17,8,0,427,..,..,..,..,..,..,..,84,27,11,6,0,0,130,3300,1501,396,207,49,17,5471,474,269,38,29,8,0,815,40,26,13,6,8,3,97,100,101,38,24,6,5,279,617,397,90,59,21,14,1192,70,39,23,11,3,3,152,21423,29465,10825,10183,4671,2077,78643,15782,26702,9765,9612,4443,2060,68360,2625,1333,385,210,67,30,4650,1124,878,307,141,46,15,2503,3744,2208,693,350,111,45,7158,2090,803,251,116,36,11,3306,391,183,72,33,5,4,682,549,272,107,32,16,4,989,..,..,..,..,..,..,..,19,7,0,3,0,0,25,3048,1264,438,187,54,12,5003,444,200,34,17,4,3,705,63,44,11,19,5,3,141,77,67,24,18
102,19337,32023,15278,16117,7201,3350,93303,4411,3007,720,441,139,59,8780,1853,1797,724,460,180,65,5072,6265,4804,1440,896,317,121,13852,3421,1577,306,159,46,19,5528,672,494,125,37,15,0,1352,589,645,153,66,7,5,1468,..,..,..,..,..,..,..,150,62,11,12,4,0,234,4828,2776,593,277,69,25,8577,787,295,22,34,0,8,1145,4,4,0,0,0,0,6,80,55,14,16,12,4,186,865,350,41,51,9,20,1341,67,42,19,5,0,0,135,31361,40003,17374,17350,7599,3517,117204,19069,32277,15730,16773,7583,3635,95069,4948,3236,667,375,111,38,9378,2250,1932,792,482,151,42,5645,7197,5168,1456,857,263,80,15027,3359,1859,502,235,66,29,6060,702,569,157,62,20,6,1521,670,668,168,78,16,6,1613,..,..,..,..,..,..,..,43,21,0,9,0,0,69,4776,3112,834,387,105,39,9261,537,244,62,36,7,6,889,13,7,8,5,0,0,32,63,70,49,33
103,15741,24174,9538,9117,4889,2335,65794,1744,899,251,108,41,29,3071,144,115,27,27,9,5,332,1886,1019,283,136,51,32,3405,2101,613,128,41,15,5,2907,102,28,0,0,0,0,134,25,5,0,0,0,0,31,..,..,..,..,..,..,..,50,19,7,5,7,0,83,2278,669,137,48,26,3,3158,268,79,10,14,6,4,367,32,9,5,4,3,0,56,112,73,24,18,13,0,240,409,160,38,28,20,3,669,33,29,4,5,4,0,79,20352,26059,9996,9336,4993,2372,73102,16459,24145,9603,9249,4670,2223,66346,2171,1023,281,150,38,8,3666,375,178,54,28,11,3,655,2549,1202,333,181,44,15,4323,1641,498,122,45,18,10,2328,92,16,0,0,0,0,108,8,9,0,0,0,0,22,..,..,..,..,..,..,..,3,0,3,0,0,0,10,1746,523,127,50,18,10,2466,191,45,16,10,11,3,269,20,22,4,3,4,3,53,150,176,70,50
104,8663,16361,6226,5828,2714,1371,41164,1203,780,163,92,19,11,2273,608,561,196,99,33,8,1506,1804,1343,359,190,54,20,3776,1904,889,233,91,31,15,3164,161,126,26,13,0,0,337,122,96,23,7,0,0,248,..,..,..,..,..,..,..,70,29,5,4,0,0,116,2263,1133,294,115,38,17,3857,781,422,49,28,3,4,1284,47,9,6,0,3,0,64,56,48,14,22,4,4,151,883,489,71,46,12,6,1500,26,10,0,0,0,0,45,13642,19334,6946,6186,2814,1417,50340,9155,16493,6109,5535,2635,1452,41380,1507,908,231,144,39,13,2852,710,639,256,116,43,16,1787,2224,1552,492,263,87,32,4639,1755,880,277,108,33,21,3075,214,132,34,16,12,3,412,163,116,22,12,0,0,311,..,..,..,..,..,..,..,12,0,0,3,0,0,13,2134,1132,337,141,40,25,3810,661,341,48,16,6,8,1076,69,37,12,3,3,0,132,40,43,6,14
105,9824,13608,5471,4968,2655,1515,38049,609,308,86,44,13,7,1067,16,16,9,3,6,0,55,627,326,95,48,21,5,1122,1563,512,94,54,23,9,2251,11,6,0,0,0,0,19,31,35,12,5,0,0,87,..,..,..,..,..,..,..,11,3,0,0,0,0,18,1612,554,103,69,21,14,2372,274,116,11,13,4,5,418,44,10,8,3,0,0,72,93,67,23,13,4,10,210,410,197,42,31,9,13,703,32,28,15,7,9,13,107,12506,14716,5735,5121,2718,1555,42358,9764,13069,5430,4656,2425,1383,36729,766,376,103,55,19,3,1333,37,30,14,0,0,0,83,805,413,117,57,19,3,1414,1305,461,113,51,8,7,1940,24,13,0,0,0,0,39,22,0,0,0,0,0,32,..,..,..,..,..,..,..,5,5,0,0,0,0,6,1356,482,115,49,8,7,2017,118,59,4,7,0,4,195,102,48,14,3,6,4,171,104,121,41,43
106,15200,27706,12574,12923,6068,2772,77256,2020,1462,418,222,90,30,4238,551,657,226,166,43,9,1654,2567,2119,647,392,131,41,5894,2025,931,247,109,35,15,3371,85,63,13,7,0,0,167,68,71,8,5,0,0,154,..,..,..,..,..,..,..,47,20,11,5,0,0,79,2220,1081,277,128,37,20,3768,542,242,29,10,6,6,828,9,10,7,3,0,0,37,95,59,23,18,5,3,195,644,310,54,36,12,8,1058,26,22,4,4,0,0,64,20663,31240,13556,13481,6249,2844,88033,15902,29141,13216,13536,6192,2873,80870,3142,1970,572,250,79,25,6043,1115,955,344,180,76,21,2695,4260,2927,916,431,155,49,8737,1283,438,116,51,12,5,1912,108,84,17,9,0,0,209,185,151,21,12,0,0,364,..,..,..,..,..,..,..,15,3,0,3,0,0,24,1582,674,156,71,14,8,2513,449,249,27,13,8,3,758,23,31,7,10,4,0,67,56,54,24,16
107,12874,25068,13313,14992,6512,2818,75577,2536,1962,609,340,100,37,5585,1978,2069,945,570,188,71,5818,4516,4028,1557,915,291,107,11407,3893,2047,609,294,99,33,6973,1553,1123,304,121,37,3,3135,1265,1283,380,138,29,5,3094,..,..,..,..,..,..,..,106,47,24,13,4,4,195,6819,4494,1314,571,167,46,13409,487,286,31,10,3,0,823,6,0,0,0,0,0,8,132,85,53,25,11,8,317,628,376,79,34,14,13,1148,22,22,7,0,0,0,54,24860,33989,16267,16513,6983,2984,101597,12654,25079,13349,15433,6733,3109,76352,2821,2007,594,337,116,41,5904,2679,2503,1185,746,209,116,7434,5499,4505,1773,1080,321,155,13338,3468,2150,688,361,107,59,6829,1462,1080,358,130,35,11,3069,1519,1779,514,210,47,10,4083,..,..,..,..,..,..,..,29,13,4,3,6,3,51,6476,5022,1560,703,197,73,14034,366,184,26,14,11,3,592,3,0,0,0,0,0,9,97,103,41,56
108,14567,27107,8927,8079,3934,1999,64618,2744,2081,395,195,62,24,5501,656,547,170,69,26,11,1482,3398,2625,565,265,87,39,6981,2765,1164,285,67,24,12,4317,482,312,70,23,0,0,887,509,484,73,36,0,0,1103,..,..,..,..,..,..,..,59,26,11,3,5,0,101,3814,1980,437,127,35,12,6405,820,503,37,24,10,10,1401,30,18,5,9,4,0,64,186,140,37,15,10,4,391,1032,665,82,47,19,12,1857,16,21,9,4,0,0,58,22833,32405,10018,8524,4075,2066,79922,15320,27623,9274,8154,3951,1994,66317,3497,2342,438,158,45,20,6501,602,623,186,90,23,11,1532,4098,2967,619,250,72,30,8033,2578,1093,269,90,30,13,4079,546,332,63,23,8,0,970,683,608,96,27,5,4,1415,..,..,..,..,..,..,..,11,0,0,0,0,0,17,3813,2037,435,140,36,19,6479,964,541,47,18,12,5,1588,37,25,4,3,0,0,73,95,95,28,18
109,8519,14141,5127,5048,2416,1097,36345,905,449,93,36,10,0,1496,49,53,32,6,4,5,137,955,502,120,40,12,4,1637,2620,1098,265,95,19,11,4110,70,21,4,0,0,0,101,18,3,0,5,0,0,26,..,..,..,..,..,..,..,13,7,0,0,0,0,25,2719,1134,277,98,19,11,4260,232,118,8,8,5,0,377,10,6,0,0,0,0,19,53,53,19,15,6,5,149,299,177,29,22,11,7,545,7,21,13,7,5,0,52,12500,15979,5563,5219,2470,1115,42845,9420,14433,5176,5041,2435,1015,37520,2198,951,254,114,33,7,3555,253,123,34,20,0,0,434,2450,1074,288,133,30,11,3982,945,361,83,27,9,7,1426,37,15,5,5,0,0,58,21,7,0,0,0,0,27,..,..,..,..,..,..,..,3,0,0,0,0,0,4,1004,383,92,29,9,7,1513,230,148,18,11,6,0,412,11,5,0,0,0,0,22,46,58,17,16
110,13791,22122,8613,8072,4065,1985,58660,987,481,126,72,24,7,1704,174,89,27,17,10,4,322,1159,572,156,91,31,9,2024,2730,1047,277,101,33,5,4194,50,23,4,3,0,0,83,12,8,0,0,0,0,20,..,..,..,..,..,..,..,49,12,0,3,0,0,69,2839,1087,284,111,35,5,4363,307,120,25,9,10,4,472,44,14,8,0,0,3,68,72,70,31,22,8,6,208,419,205,56,33,18,10,746,34,33,6,7,3,4,89,18244,24025,9126,8314,4151,2018,65883,14600,22015,8455,7772,3954,1854,58654,1773,802,250,133,43,13,3024,350,173,40,26,4,6,585,2122,973,290,161,49,18,3609,1688,511,145,69,19,7,2439,54,17,5,5,0,0,89,41,10,0,4,0,0,58,..,..,..,..,..,..,..,0,7,0,0,0,0,5,1782,541,158,73,19,12,2590,262,111,19,12,4,8,408,26,13,10,4,0,0,58,111,163,74,55
