SA4_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
111,9793,1257,588,11635,7760,1223,248,148,9381,446,119,562,9944,1055,507,11509,7213,1034,165,131,8548,392,74,471,9019,984,457,10455,7541,1082,193,144,8957,403,86,489,9451,1187,492,11131,7520,1125,193,134,8977,426,99,521,9501,1414,577,11486,6984,1176,236,124,8523,389,90,469,8992,1784,571,11342,6078,1326,305,88,7786,380,118,501,8293,2584,601,11473,3258,1399,225,52,4935,267,155,430,5360,4562,520,10450,974,859,102,28,1968,28,51,84,2051,7087,541,9675,226,473,37,20,753,4,15,26,782,6404,501,7689,97,237,21,32,386,8,10,17,403,11036,1334,12769,60463,17750,2365,1391,81972,4640,2451,7094,89066,46688,7544,143298,1521,3424,543,82,5572,306,703,1003,6579,4401,462,11440,4939,4043,606,187,9767,542,424,967,10733,1970,689,13392,7368,2367,443,196,10368,492,180,670,11042,1369,640,13050,8334,1791,401,168,10696,308,110,416,11110,1029,605,12743,8401,1597,384,138,10524,278,101,369,10900,1048,538,12481,7528,1379,336,117
112,3993,631,452,5069,3116,892,122,101,4242,209,65,273,4512,613,472,5601,3472,954,99,97,4618,225,69,297,4912,620,487,6015,3902,1135,129,121,5284,275,74,347,5630,845,571,7048,4032,1157,131,114,5429,252,78,330,5759,1089,593,7442,4188,1299,152,96,5734,283,81,369,6101,1430,699,8233,3904,1518,200,98,5720,266,110,382,6107,2153,747,9006,2484,1558,182,70,4291,209,140,348,4635,3542,832,9013,950,1051,107,48,2161,21,37,58,2219,5596,709,8524,295,418,35,22,764,6,17,21,786,4817,528,6126,214,253,24,56,549,7,8,15,566,8803,1276,10650,31826,14248,1436,1148,48650,2676,1341,4020,52675,34186,8313,95174,967,2207,215,93,3480,151,331,483,3961,2591,507,7067,2248,1498,185,116,4050,253,131,384,4430,773,483,5689,2744,1258,172,128,4307,200,92,295,4597,665,541,5796,3352,1255,227,125,4953,142,69,217,5173,676,551,6401,3943,1209,219,136,5511,144,74,220,5732,753,631,7116,3965,1225,188,111
113,3936,539,364,4843,3056,377,83,86,3609,153,31,179,3788,542,338,4664,2875,340,63,71,3357,130,27,157,3513,542,320,4381,3134,389,85,60,3667,131,23,160,3823,587,327,4740,3198,380,85,71,3733,111,26,136,3873,590,375,4835,3278,444,119,76,3914,121,36,163,4070,631,414,5121,3063,487,131,79,3767,114,40,152,3918,866,422,5206,1998,565,135,57,2763,82,54,135,2900,1464,387,4753,843,463,81,44,1432,8,26,34,1461,2406,384,4257,309,268,40,24,641,3,9,9,648,2243,298,3186,213,223,24,44,499,0,8,6,512,4412,684,5603,28689,6120,1070,904,36783,1457,589,2049,38825,17942,5042,61807,1310,1273,92,82,2754,112,165,277,3027,1980,381,5390,2675,807,97,126,3717,167,99,267,3979,709,405,5102,3294,591,92,103,4084,154,58,207,4293,613,408,5313,3498,509,100,93,4206,129,28,158,4365,538,353,5257,3298,459,74,78,3909,115,35,145,4054,520,330,4905,3031,409,91,71
114,2634,409,252,3291,2023,404,60,58,2545,119,23,140,2692,431,252,3374,2080,381,60,43,2563,101,19,126,2688,437,239,3362,2467,469,60,45,3049,113,28,138,3186,553,268,4012,2529,502,95,58,3183,107,32,145,3326,610,283,4214,2646,603,101,62,3412,113,43,157,3571,819,351,4736,2393,805,136,60,3399,118,46,166,3560,1326,317,5206,1468,829,90,41,2428,88,66,152,2579,2340,342,5254,586,620,63,31,1296,9,27,36,1330,4186,404,5914,203,379,23,15,622,4,14,21,637,3814,371,4820,106,207,16,26,355,3,9,9,372,6446,820,7638,20606,7328,873,650,29452,1276,569,1844,31294,23734,4404,59431,787,1155,163,58,2163,96,154,247,2409,1669,263,4342,1641,811,89,71,2613,177,61,240,2849,523,235,3604,2119,613,118,69,2918,118,41,160,3077,525,234,3839,2409,566,114,65,3148,95,29,125,3270,525,247,4043,2459,553,129,59,3196,98,25,121,3320,521,244,4089,2392,509,123,62
115,5013,400,209,5619,4342,471,80,106,4997,119,31,150,5146,287,172,5606,5571,482,79,94,6233,130,25,157,6387,285,228,6904,6645,623,95,108,7478,159,24,187,7660,357,272,8291,6559,636,91,96,7388,191,38,228,7614,440,302,8355,6176,734,101,88,7099,184,29,208,7312,482,345,8135,5037,761,135,70,6006,179,56,240,6240,793,286,7320,3112,955,105,47,4220,135,60,199,4416,1730,206,6350,1338,867,74,37,2321,41,39,85,2404,3022,229,5656,390,476,38,16,915,4,18,21,938,3067,197,4201,112,258,21,16,409,0,6,10,420,4829,460,5709,47350,11290,1137,949,60735,1611,1150,2764,63497,21301,3365,88159,847,1900,754,37,3540,85,447,531,4068,5252,227,9541,3033,2132,875,89,6125,243,231,475,6600,1458,211,8268,3678,1023,362,80,5141,186,64,255,5395,621,217,6231,4096,835,376,111,5424,162,19,183,5604,589,207,6407,6256,1036,414,154,7868,158,27,180,8045,606,262,8917,7132,1073,390,117
116,9920,1335,616,11875,9460,1281,169,300,11215,434,86,520,11743,1221,661,13626,9938,1203,152,261,11558,431,71,504,12058,1113,635,13807,8646,1119,150,224,10148,334,69,399,10545,1167,560,12269,7330,970,149,215,8661,323,71,393,9056,1298,519,10875,6578,944,173,163,7857,297,69,363,8216,1388,523,10134,5212,857,160,112,6338,276,102,377,6716,1787,434,8933,3084,864,146,95,4190,243,122,367,4557,2636,398,7593,1088,530,53,37,1702,36,27,70,1769,4191,328,6289,194,230,11,10,440,10,15,28,460,3435,276,4178,58,81,10,10,164,6,7,8,174,4966,475,5611,64494,14887,1600,2176,83153,3885,2058,5952,89101,33522,6546,129171,631,1992,928,90,3636,242,619,858,4498,7527,692,12713,3487,3204,1576,298,8565,623,485,1107,9671,3407,926,14003,5929,2371,1339,357,9999,499,219,715,10717,2456,1082,14254,7720,2016,1282,365,11386,395,103,502,11891,2124,975,14985,10962,2007,1203,346,14521,459,66,527,15046,2113,1016,18172,9835,1672,1079,260
117,18853,2708,3105,24661,14515,2675,314,329,17829,437,177,617,18444,1316,2578,22334,10417,1685,244,195,12539,378,119,495,13034,887,1764,15678,8039,1201,216,137,9585,320,83,407,9991,927,1338,12257,6371,1050,140,120,7680,344,82,431,8108,1046,1160,10318,5136,976,138,86,6336,251,70,323,6659,1313,1046,9019,3796,891,140,61,4888,232,94,323,5212,1494,892,7601,2075,872,74,51,3076,173,77,249,3335,1945,661,5940,947,599,59,33,1633,21,42,67,1696,2842,610,5149,311,276,14,14,619,12,21,28,643,2454,390,3490,103,188,15,10,317,7,11,17,334,4439,809,5580,69337,19525,1925,1656,92445,3087,2428,5518,97966,30456,17206,145629,201,859,418,25,1506,51,216,266,1770,2946,275,4990,3861,3261,1383,200,8701,432,594,1026,9728,4222,1174,15119,11818,4230,1460,337,17838,628,451,1087,18919,3342,1840,24105,14396,3756,1343,367,19868,550,233,782,20651,2352,1633,24632,11459,2538,848,212,15056,437,143,577,15638,1645,1156,18434,8217,1718,563,125
118,9676,1694,1289,12657,8832,1204,167,171,10374,202,79,285,10656,897,1260,12815,7915,864,171,118,9066,184,58,236,9306,686,960,10958,6862,755,125,123,7865,199,45,240,8108,674,774,9557,5847,761,88,96,6797,212,52,269,7066,723,713,8502,4989,871,118,78,6054,157,45,201,6252,784,602,7642,3769,826,102,59,4757,155,55,213,4966,1040,502,6512,2326,931,83,39,3379,111,66,174,3559,1510,471,5545,1267,898,69,34,2266,17,36,52,2323,2528,472,5331,478,567,44,29,1117,8,18,24,1144,2567,402,4116,263,435,31,25,755,0,6,11,763,5825,898,7488,52436,13552,1327,1131,68440,1759,1556,3315,71756,27261,9732,108747,251,1026,434,34,1750,38,198,236,1985,4094,307,6387,2057,1917,723,119,4819,189,255,442,5260,1947,496,7711,6313,1721,504,213,8749,258,152,413,9159,1365,792,11320,7703,1710,505,193,10104,234,116,347,10450,1110,832,12388,6985,1256,363,137,8729,188,59,245,8974,834,628,10432,6086,1026,302,117
119,19341,3193,1447,23985,14289,3357,332,584,18566,851,282,1133,19699,2228,1447,23378,12950,2674,272,444,16337,647,155,806,17146,1829,1140,20119,11830,2247,277,328,14673,590,168,759,15438,1848,997,18281,10969,2199,210,355,13731,590,138,730,14455,2066,926,17447,10276,2292,237,361,13168,557,176,731,13900,2694,931,17525,8464,2137,273,268,11141,494,207,701,11844,3349,809,15998,4776,2008,216,158,7157,345,246,591,7747,5040,771,13560,1870,1262,141,65,3343,60,73,131,3467,7666,664,11801,466,554,46,30,1103,10,28,37,1142,7359,561,9062,166,314,31,30,533,8,12,17,552,15428,1490,17466,95575,32991,2768,3908,135243,6434,4070,10499,145736,68645,13101,227490,593,2281,1299,90,4264,232,594,821,5083,11527,924,17534,4363,5205,2526,449,12539,832,855,1688,14227,6649,1532,22407,9119,4572,2219,582,16485,982,473,1456,17947,5070,1902,24916,10316,3794,2162,533,16803,869,235,1104,17910,4383,1851,24141,10553,3132,1977,454,16117,720,210,931,17044,4142,1591,22774,9070,2522,1668,332
120,11564,1777,1096,14436,9477,1551,180,210,11421,317,102,425,11848,899,1020,13771,8302,1127,148,162,9744,254,61,319,10060,699,827,11582,7510,948,139,149,8748,262,54,309,9060,640,635,10332,6510,934,119,133,7686,254,65,316,8005,744,587,9333,5879,1013,118,111,7121,248,71,317,7443,987,560,8982,4533,961,133,110,5740,207,82,292,6036,1280,480,7799,2718,1044,100,72,3935,158,94,249,4181,1998,402,6581,1190,830,77,40,2136,33,44,74,2218,3119,349,5680,347,422,26,15,814,8,19,31,841,3038,291,4174,138,251,16,23,430,6,12,19,441,6811,556,7805,57769,16437,1445,1544,77197,2563,1917,4477,81672,29243,7972,118888,268,1163,519,19,1962,51,241,291,2255,4381,231,6876,2651,3351,1060,210,7271,346,556,906,8174,2724,732,11632,6639,2715,857,255,10466,444,290,739,11200,2074,910,14187,8077,2171,829,235,11307,372,152,526,11838,1645,795,14272,8059,1671,667,191,10588,286,87,370,10958,1183,623,12762,6592,1295,481,124
121,10506,887,799,12198,11171,1259,217,188,12823,260,69,332,13159,638,923,14720,11768,1085,222,157,13234,336,85,413,13645,597,747,14986,11636,1119,161,157,13072,366,60,430,13506,694,745,14950,10756,1152,155,139,12206,386,65,446,12654,823,650,14128,9505,1158,164,129,10957,351,79,429,11391,1019,555,12965,7499,1357,174,97,9124,281,94,377,9504,1419,522,11448,4264,1731,148,80,6226,214,132,351,6572,2583,459,9618,2059,1708,108,44,3924,76,82,151,4073,4386,428,8888,724,1070,82,22,1897,15,41,57,1962,4633,370,6967,336,747,48,33,1162,8,17,24,1189,10263,835,12286,81854,20223,1979,1461,105515,2936,1942,4876,110387,37797,8011,156196,381,2209,869,24,3482,64,523,592,4073,8213,259,12543,3337,3374,1247,93,8056,305,374,678,8731,2314,341,11377,7114,1814,506,148,9588,336,127,463,10048,1095,448,11590,9244,1621,564,149,11578,264,84,343,11925,878,518,13314,11490,1676,558,146,13867,321,63,382,14255,969,541,15764,11551,1630,438,168
122,5783,382,407,6581,5709,737,159,108,6713,110,40,151,6861,319,443,7617,6793,688,124,123,7732,117,30,147,7877,338,436,8649,7786,731,157,119,8790,152,26,177,8971,406,500,9879,7228,807,139,118,8297,191,42,233,8528,460,421,9405,6356,956,119,99,7533,188,31,218,7750,639,434,8825,4833,977,156,75,6037,136,62,200,6232,910,385,7532,2734,1231,104,63,4128,116,70,189,4317,1674,324,6308,1135,1091,97,29,2356,32,57,94,2444,3075,294,5821,390,633,37,15,1076,7,23,28,1101,3467,287,4853,169,383,27,15,596,6,8,11,611,7065,743,8417,50934,13397,1464,1047,66843,1364,999,2365,69204,23371,5271,97851,671,2022,762,27,3487,59,351,405,3895,4332,224,8455,2495,2223,732,80,5528,141,170,313,5835,1111,229,7175,3811,1223,352,92,5480,158,74,231,5716,570,265,6548,4890,1166,327,99,6490,122,40,165,6650,514,315,7483,5586,1071,318,112,7092,129,29,155,7246,455,320,8021,6403,1111,327,101
123,7319,769,464,8550,6590,789,163,169,7712,255,68,325,8037,643,474,9154,6305,721,155,159,7353,250,48,297,7647,685,432,8765,6455,788,134,138,7512,236,58,288,7797,747,434,8982,5865,700,123,148,6836,194,50,241,7075,797,398,8267,5477,711,148,134,6473,189,57,250,6721,904,386,8004,4857,739,153,96,5842,165,60,224,6069,1250,359,7676,3001,794,166,71,4029,135,66,201,4230,2163,344,6740,1066,554,66,36,1727,23,30,57,1784,3726,355,5857,222,236,16,17,488,3,13,13,503,3041,276,3821,63,115,13,10,208,3,3,11,216,4111,541,4865,51149,10828,1491,1521,64993,2618,1274,3892,68890,24678,5354,98924,1039,1788,812,80,3720,224,375,596,4317,5130,474,9924,3160,1877,1223,166,6425,397,183,578,7006,2036,492,9528,4578,1329,981,195,7087,344,88,431,7517,1358,511,9384,5513,1413,931,208,8072,280,43,327,8398,1268,559,10225,6328,1430,903,208,8866,277,40,320,9188,1339,612,11129,5736,1312,724,171
124,8628,935,614,10178,7485,899,157,181,8724,284,48,330,9059,770,554,10389,7291,783,154,156,8386,258,47,305,8694,798,515,10012,7350,905,140,157,8554,231,47,286,8833,890,535,10262,6968,867,166,141,8142,211,51,260,8399,1024,515,9932,6524,893,169,125,7710,202,47,251,7965,1102,500,9558,5855,989,229,106,7182,195,68,264,7445,1537,497,9482,3681,1140,167,78,5060,197,93,284,5349,2831,464,8644,1328,876,100,40,2344,24,49,72,2415,4823,431,7672,296,392,23,17,732,11,10,21,754,4018,328,5102,94,181,13,17,310,4,3,4,321,5879,563,6766,60451,13538,1779,1538,77311,2861,1364,4221,81531,30652,6450,118634,1246,2129,866,100,4343,235,362,590,4934,5076,533,10537,3947,2404,1020,185,7554,445,204,650,8203,1800,590,10590,5508,1800,898,211,8418,385,109,495,8908,1361,653,10927,6504,1549,795,215,9054,270,66,337,9392,1300,645,11337,6980,1546,710,198,9430,247,50,292,9718,1279,593,11589,6566,1455,645,132
125,16631,3461,1479,21571,14535,2791,283,514,18131,963,241,1202,19331,2766,1617,23716,12513,2166,228,417,15332,731,154,888,16213,2275,1276,19768,9484,1722,184,246,11647,557,141,701,12350,2063,879,15286,7821,1624,139,255,9841,478,132,614,10452,2082,786,13316,7196,1532,143,236,9110,469,136,606,9717,2333,708,12750,5834,1417,167,185,7599,364,161,522,8127,2792,688,11608,3519,1273,149,112,5044,266,158,422,5466,3646,578,9691,1299,721,83,47,2144,38,44,82,2223,5428,480,8126,298,376,28,22,721,9,15,24,748,4837,402,5983,118,193,18,21,345,10,9,16,365,9075,858,10298,79063,24272,1948,3163,108449,6089,3306,9399,117846,53048,11382,182281,398,1689,750,66,2909,176,439,611,3517,8795,759,13071,3569,4727,1810,432,10535,753,785,1539,12068,5740,1519,19333,8435,4376,1803,623,15235,1009,448,1456,16696,5185,2012,23891,10916,3045,1751,588,16300,806,240,1042,17348,4880,1922,24150,12137,2628,1570,440,16778,758,148,904,17681,4191,1655,23530,9084,2081,1267,295
126,5660,1045,311,7013,5092,725,85,122,6031,220,56,282,6310,516,316,7137,4915,574,85,81,5652,187,44,240,5889,398,271,6553,4572,525,61,62,5228,163,37,193,5425,391,248,6065,4002,554,63,86,4703,155,33,187,4891,447,223,5561,4049,597,66,64,4774,181,37,222,4995,568,212,5773,3145,659,89,56,3951,145,51,191,4144,819,176,5136,1919,692,70,42,2724,88,61,151,2872,1438,179,4494,843,574,46,24,1489,21,27,46,1537,2255,154,3952,243,289,23,8,565,3,14,21,587,2047,132,2765,94,197,9,17,321,7,5,11,329,4858,396,5578,34845,9572,885,835,46133,1674,1317,2992,49127,20714,3071,72908,158,919,407,18,1507,39,249,285,1788,3402,128,5321,1784,1761,703,97,4343,179,254,435,4776,1612,238,6629,3896,1253,436,127,5707,242,102,345,6054,908,370,7335,5147,1209,422,160,6936,207,66,277,7215,841,369,8426,5501,1029,391,125,7048,228,53,282,7335,737,352,8421,4912,850,280,79
127,11202,1953,949,14104,8603,1463,166,330,10559,594,124,725,11283,1879,910,14068,8084,1364,144,297,9888,519,148,665,10554,1912,838,13304,7910,1510,166,296,9888,475,148,620,10510,2073,778,13359,7704,1529,148,292,9675,416,137,548,10220,2305,834,13361,7546,1486,172,292,9503,397,183,578,10082,2733,751,13568,6055,1372,168,221,7808,388,193,574,8386,3236,714,12336,3590,1063,143,135,4933,273,190,466,5401,3927,557,9888,1298,581,63,64,2008,30,44,72,2078,5464,507,8045,303,238,13,14,574,4,17,16,592,4669,374,5632,83,111,11,18,226,0,12,11,236,7972,712,8924,65994,17908,1704,2906,88508,5071,2872,7947,96455,50771,9598,156828,763,2023,1068,140,3990,282,608,887,4873,10809,900,16584,3985,2991,1929,308,9213,784,479,1269,10477,5234,1000,16709,6723,2190,1625,379,10915,678,199,881,11794,3869,1126,16783,7216,1977,1536,355,11082,566,140,704,11787,3546,1055,16386,7547,1963,1447,294,11256,523,118,641,11900,3745,1107,16748,6594,1671,1222,237
128,5622,327,269,6221,5078,478,133,95,5784,92,25,119,5906,269,312,6483,5558,443,104,86,6193,110,25,136,6335,277,284,6893,6132,564,100,86,6874,108,19,129,7004,361,320,7695,5794,547,117,108,6562,123,24,154,6716,375,308,7398,5338,675,148,105,6264,141,28,171,6438,547,253,7241,4743,747,183,69,5740,119,44,154,5902,862,303,7060,2684,983,145,45,3859,89,76,161,4025,1919,233,6180,1050,798,69,19,1933,18,29,47,1980,3218,227,5426,255,417,24,13,710,6,11,17,734,3233,175,4139,96,213,19,17,347,7,15,19,362,6366,359,7088,45405,10211,1349,929,57892,1287,781,2067,59958,21605,3457,85019,821,1673,664,29,3189,80,309,390,3578,3477,174,7231,2660,1774,719,58,5215,175,132,305,5520,918,189,6626,3817,998,456,94,5360,163,47,217,5577,497,244,6322,4432,884,381,104,5798,117,19,139,5941,369,261,6562,5029,928,353,114,6424,93,30,125,6552,419,267,7241,5168,921,344,70
197,4,0,0,5,7,0,0,0,7,0,0,0,7,0,0,11,0,0,0,0,5,0,0,0,5,0,0,5,6,0,6,0,9,0,0,0,9,0,4,9,0,0,3,0,5,0,0,0,5,3,0,9,7,0,3,0,14,0,0,0,14,4,0,14,0,0,0,0,5,0,0,0,5,4,6,7,0,0,5,0,10,0,0,0,10,9,0,16,0,0,0,0,6,0,0,0,6,19,9,31,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,3,19,4,23,28,7,19,6,61,0,0,3,60,73,21,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,465,169,294,927,186,60,10,7,267,69,15,88,354,140,195,685,166,55,5,14,238,62,7,68,301,122,206,622,149,38,10,13,209,31,3,38,247,115,281,644,107,37,3,10,161,41,9,51,208,151,218,568,88,50,10,11,159,34,7,37,201,152,225,584,92,38,13,4,140,38,3,42,186,157,177,512,43,34,9,0,89,18,5,28,114,226,138,476,22,23,4,0,48,4,0,9,52,301,107,456,4,4,0,0,11,0,0,0,11,204,53,267,4,4,0,0,4,0,0,0,8,133,50,193,1322,527,86,105,2043,465,121,586,2627,2183,2155,6959,23,22,10,4,57,13,9,24,78,83,90,253,70,48,10,11,128,36,15,49,181,92,136,411,131,59,22,13,221,38,12,49,276,107,208,586,109,69,24,12,218,35,11,43,261,113,201,574,107,45,14,7,167,36,5,45,208,111,238,562,79,25,15,6
