SA4_CODE_2021,C16_5_9_Indig_st_ns_P,C16_5_9_Tot_M,C16_5_9_Tot_F,C16_5_9_Tot_P,C16_10_14_Indigen_M,C16_10_14_Indigen_F,C16_10_14_Indigen_P,C16_10_14_NonInd_M,C16_10_14_NonInd_F,C16_10_14_NonInd_P,C16_10_14_Ind_st_ns_M,C16_10_14_Ind_st_ns_F,C16_10_14_Ind_st_ns_P,C16_10_14_Tot_M,C16_10_14_Tot_F,C16_10_14_Tot_P,C16_15_19_Indigen_M,C16_15_19_Indigen_F,C16_15_19_Indigen_P,C16_15_19_NonInd_M,C16_15_19_NonInd_F,C16_15_19_NonInd_P,C16_15_19_Ind_st_ns_M,C16_15_19_Ind_st_ns_F,C16_15_19_Ind_st_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Indigen_M,C16_20_24_Indigen_F,C16_20_24_Indigen_P,C16_20_24_NonInd_M,C16_20_24_NonInd_F,C16_20_24_NonInd_P,C16_20_24_Ind_st_ns_M,C16_20_24_Ind_st_ns_F,C16_20_24_Ind_st_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Indigen_M,C16_25_29_Indigen_F,C16_25_29_Indigen_P,C16_25_29_NonInd_M,C16_25_29_NonInd_F,C16_25_29_NonInd_P,C16_25_29_Ind_st_ns_M,C16_25_29_Ind_st_ns_F,C16_25_29_Ind_st_ns_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Indigen_M,C16_30_34_Indigen_F,C16_30_34_Indigen_P,C16_30_34_NonInd_M,C16_30_34_NonInd_F,C16_30_34_NonInd_P,C16_30_34_Ind_st_ns_M,C16_30_34_Ind_st_ns_F,C16_30_34_Ind_st_ns_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Indigen_M,C16_35_39_Indigen_F,C16_35_39_Indigen_P,C16_35_39_NonInd_M,C16_35_39_NonInd_F,C16_35_39_NonInd_P,C16_35_39_Ind_st_ns_M,C16_35_39_Ind_st_ns_F,C16_35_39_Ind_st_ns_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Indigen_M,C16_40_44_Indigen_F,C16_40_44_Indigen_P,C16_40_44_NonInd_M,C16_40_44_NonInd_F,C16_40_44_NonInd_P,C16_40_44_Ind_st_ns_M,C16_40_44_Ind_st_ns_F,C16_40_44_Ind_st_ns_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Indigen_M,C16_45_49_Indigen_F,C16_45_49_Indigen_P,C16_45_49_NonInd_M,C16_45_49_NonInd_F,C16_45_49_NonInd_P,C16_45_49_Ind_st_ns_M,C16_45_49_Ind_st_ns_F,C16_45_49_Ind_st_ns_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Indigen_M,C16_50_54_Indigen_F,C16_50_54_Indigen_P,C16_50_54_NonInd_M,C16_50_54_NonInd_F,C16_50_54_NonInd_P,C16_50_54_Ind_st_ns_M,C16_50_54_Ind_st_ns_F,C16_50_54_Ind_st_ns_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Indigen_M,C16_55_59_Indigen_F,C16_55_59_Indigen_P,C16_55_59_NonInd_M,C16_55_59_NonInd_F,C16_55_59_NonInd_P,C16_55_59_Ind_st_ns_M,C16_55_59_Ind_st_ns_F,C16_55_59_Ind_st_ns_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Indigen_M,C16_60_64_Indigen_F,C16_60_64_Indigen_P,C16_60_64_NonInd_M,C16_60_64_NonInd_F,C16_60_64_NonInd_P,C16_60_64_Ind_st_ns_M,C16_60_64_Ind_st_ns_F,C16_60_64_Ind_st_ns_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_over_Indigen_M,C16_65_over_Indigen_F,C16_65_over_Indigen_P,C16_65over_NonInd_M,C16_65over_NonInd_F,C16_65over_NonInd_P,C16_65over_Indig_st_ns_M,C16_65over_Indig_st_ns_F,C16_65over_Indig_st_ns_P,C16_65_over_Tot_M,C16_65_over_Tot_F,C16_65_over_Tot_P,C16_Tot_Indig_M,C16_Tot_Indig_F,C16_Tot_Indig_P,C16_Tot_NonInd_M,C16_Tot_NonInd_F,C16_Tot_NonInd_P,C16_Tot_Indig_st_ns_M,C16_Tot_Indig_st_ns_F,C16_Tot_Indig_st_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Indig_M,C21_0_4_Indig_F,C21_0_4_Indig_P,C21_0_4_NonInd_M,C21_0_4_NonInd_F,C21_0_4_NonInd_P,C21_0_4_Indig_st_ns_M,C21_0_4_Indig_st_ns_F,C21_0_4_Indig_st_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_9_Indig_M,C21_5_9_Indig_F,C21_5_9_Indig_P,C21_5_9_NonInd_M,C21_5_9_NonInd_F,C21_5_9_NonInd_P,C21_5_9_Indig_st_ns_M,C21_5_9_Indig_st_ns_F,C21_5_9_Indig_st_ns_P,C21_5_9_Tot_M,C21_5_9_Tot_F,C21_5_9_Tot_P,C21_10_14_Indigen_M,C21_10_14_Indigen_F,C21_10_14_Indigen_P,C21_10_14_NonInd_M,C21_10_14_NonInd_F,C21_10_14_NonInd_P,C21_10_14_Ind_st_ns_M,C21_10_14_Ind_st_ns_F,C21_10_14_Ind_st_ns_P,C21_10_14_Tot_M,C21_10_14_Tot_F,C21_10_14_Tot_P,C21_15_19_Indigen_M,C21_15_19_Indigen_F,C21_15_19_Indigen_P,C21_15_19_NonInd_M
112,1053,7450,6980,14428,593,557,1148,6118,5935,12053,559,480,1036,7267,6967,14233,517,530,1043,6013,5712,11732,511,493,1002,7039,6737,13777,385,397,784,4555,4389,8944,453,403,860,5399,5189,10589,293,267,559,4328,4622,8947,451,434,885,5069,5317,10392,253,280,533,4899,5470,10369,451,465,911,5601,6213,11815,222,251,476,5290,6049,11331,508,505,1012,6015,6802,12814,254,344,596,6226,6971,13196,567,588,1155,7048,7908,14951,274,308,588,6580,7441,14020,587,624,1213,7442,8375,15818,237,282,521,7286,7956,15241,713,694,1403,8233,8933,17165,218,231,443,8047,8836,16879,744,761,1509,9006,9825,18830,171,188,358,8019,8466,16481,827,748,1581,9013,9405,18416,254,281,530,23050,26080,49129,2001,2289,4291,25302,28647,53955,4820,4919,9742,102099,108999,211095,9337,9426,18762,116257,123343,239599,565,520,1085,5274,5032,10311,445,426,867,6283,5978,12261,628,636,1266,6232,5922,12152,612,577,1182,7465,7133,14602,765,665,1428,6890,6441,13327,619,579,1198,8276,7683,15957,602,597,1193,5965
113,733,5360,5309,10671,506,460,961,4512,4256,8760,383,349,731,5392,5062,10458,444,444,885,4485,4089,8575,360,327,685,5284,4858,10149,376,360,734,4196,4155,8343,370,307,679,4940,4823,9763,285,280,568,4191,4196,8390,356,301,663,4843,4776,9613,261,241,505,4065,4135,8202,332,318,651,4664,4700,9360,229,230,459,3831,3820,7651,319,288,611,4381,4341,8718,223,233,454,4169,4157,8326,348,332,682,4740,4721,9461,189,210,398,4275,4393,8665,375,318,695,4835,4931,9765,181,208,394,4541,4459,8996,403,337,735,5121,5003,10122,169,167,334,4623,4705,9331,412,378,792,5206,5245,10453,130,114,247,4235,4120,8352,384,388,775,4753,4621,9374,180,242,423,11749,13475,25228,1114,1296,2406,13046,15012,28060,4233,4213,8441,67652,68364,136015,5842,5632,11480,77730,78208,155932,645,647,1291,4226,4124,8348,287,289,574,5153,5056,10215,673,578,1251,4522,4230,8748,371,355,723,5556,5165,10724,610,609,1225,4588,4496,9083,384,370,754,5586,5474,11061,515,528,1043,4503
114,530,4356,4236,8591,351,347,701,3815,3588,7397,269,252,518,4433,4184,8614,350,335,686,3546,3590,7139,247,254,501,4147,4178,8324,293,236,527,2930,2601,5534,233,205,443,3460,3047,6507,226,180,411,2845,2860,5700,228,190,414,3291,3231,6520,204,178,378,2935,2995,5931,231,205,436,3374,3375,6753,153,149,301,2964,3152,6121,243,212,458,3362,3521,6883,156,167,323,3579,3817,7395,281,260,535,4012,4247,8256,144,190,337,3810,4247,8055,260,307,567,4214,4743,8957,137,148,287,4259,4603,8866,339,296,633,4736,5049,9786,137,148,285,4763,5168,9926,305,342,647,5206,5656,10860,132,108,239,4803,5367,10172,324,375,700,5254,5855,11111,192,215,407,16946,18738,35691,1236,1382,2621,18374,20341,38715,3219,3225,6442,64171,67303,131479,4689,4748,9436,72085,75277,147359,510,442,954,3356,3249,6606,228,207,435,4095,3897,7999,490,460,950,3731,3500,7231,273,262,539,4492,4222,8715,421,491,913,4037,3887,7923,313,245,551,4766,4619,9387,381,378,765,3698
115,441,8678,8096,16776,125,94,219,8325,7809,16140,229,250,482,8676,8160,16835,119,120,239,8249,7613,15863,258,260,524,8629,7994,16625,82,74,161,7079,6510,13594,216,201,413,7379,6791,14168,56,45,101,5363,5111,10469,205,214,413,5619,5368,10988,47,42,91,5402,6116,11519,162,203,368,5606,6363,11971,52,38,94,6634,7649,14285,217,211,426,6904,7909,14804,52,61,107,7956,8758,16722,282,266,550,8291,9089,17378,41,61,105,8027,8752,16783,286,298,587,8355,9121,17476,45,51,94,7752,7882,15629,342,303,645,8135,8233,16369,43,38,82,6991,7353,14345,291,233,524,7320,7622,14944,30,33,61,6105,6381,12485,219,225,447,6350,6636,12994,38,53,94,14867,16692,31560,654,761,1418,15566,17501,33070,937,892,1832,107667,110656,218324,3782,3805,7581,112396,115347,227741,134,140,275,7147,6781,13929,144,134,278,7422,7055,14477,158,134,293,9517,8976,18501,226,210,434,9902,9320,19227,167,149,314,10260,9280,19538,229,190,418,10643,9621,20266,166,129,292,9144
116,1177,13918,12950,26869,585,570,1154,10979,10185,21161,473,504,981,12034,11261,23296,586,463,1039,11002,10371,21373,552,458,1004,12135,11286,23419,469,448,914,10842,10188,21036,545,479,1023,11861,11114,22970,308,364,675,11015,11599,22617,549,546,1096,11875,12515,24386,269,286,556,12757,13765,26517,601,656,1263,13626,14711,28333,213,256,472,13023,12826,25845,571,568,1136,13807,13647,27449,210,283,497,11549,11409,22958,511,497,997,12269,12185,24453,233,296,527,10161,10325,20489,476,461,941,10875,11088,21963,198,206,403,9445,9603,19048,485,446,928,10134,10248,20379,132,172,309,8405,8772,17175,397,435,835,8933,9380,18317,113,143,258,7102,7497,14605,370,390,760,7593,8025,15616,183,217,400,15009,17598,32608,884,1129,2015,16078,18942,35024,4749,4789,9537,156539,158179,314721,7643,7736,15379,168936,170703,339638,740,725,1462,14109,13294,27405,733,694,1426,15582,14713,30296,745,680,1426,14600,14088,28687,815,793,1609,16159,15569,31723,702,662,1366,13503,12662,26162,782,753,1535,14985,14079,29059,601,622,1222,11474
117,708,4916,4656,9567,139,147,285,3457,3318,6772,286,250,535,3878,3719,7587,160,178,337,5405,6069,11469,631,639,1268,6193,6880,13073,204,205,413,15032,17536,32572,2166,2045,4203,17401,19790,37189,239,200,443,21426,21712,43142,2997,2639,5633,24661,24554,49214,171,173,341,19653,18285,37935,2501,2076,4576,22334,20529,42860,147,117,264,13809,12180,25990,1728,1268,2993,15678,13566,29246,148,134,287,10815,9268,20084,1296,918,2212,12257,10322,22577,142,171,308,9036,7666,16702,1146,764,1912,10318,8597,18917,129,121,253,7874,6635,14510,1016,634,1651,9019,7392,16413,121,101,219,6610,5962,12566,872,634,1505,7601,6694,14291,58,88,143,5252,5272,10524,628,564,1194,5940,5930,11865,112,142,255,12610,13834,26442,1497,1440,2947,14218,15425,29641,2051,2088,4131,141321,137672,278993,17693,14726,32423,161062,154483,315551,169,164,330,6587,6130,12715,276,267,549,7039,6556,13593,181,174,357,4713,4547,9256,284,253,541,5174,4981,10152,173,160,328,4325,4004,8331,235,187,418,4731,4347,9076,189,168,356,4557
118,863,7129,6864,13993,106,107,214,5602,5414,11019,379,344,719,6089,5866,11952,121,111,230,6168,6137,12308,450,384,832,6737,6634,13372,169,127,297,9800,10056,19855,926,918,1845,10894,11102,22001,126,91,214,11281,12535,23816,1253,1360,2617,12657,13986,26644,116,109,222,11506,12339,23842,1190,1264,2453,12815,13707,26517,96,69,163,9917,10299,20216,946,938,1882,10958,11309,22267,106,80,179,8692,9010,17703,765,724,1490,9557,9810,19371,87,72,162,7742,8236,15975,678,693,1371,8502,9004,17503,74,58,128,6978,7146,14125,588,546,1138,7642,7749,15387,68,47,115,5943,6391,12339,499,505,1004,6512,6947,13458,32,50,77,5051,5553,10607,462,487,941,5545,6088,11631,73,92,159,15267,19076,34345,1597,2036,3631,16935,21203,38138,1395,1209,2600,117434,125191,242629,10687,11125,21807,129507,137529,267031,77,85,159,6461,6150,12612,246,246,488,6777,6484,13267,122,112,232,6311,6163,12472,280,260,536,6713,6525,13238,129,115,241,6504,6280,12783,252,232,488,6880,6635,13518,135,116,255,5955
119,1742,18504,17646,36148,168,178,344,16080,14822,30902,811,673,1491,17063,15675,32743,158,185,339,16591,15834,32418,802,716,1516,17552,16728,34283,186,193,382,20125,19058,39181,1010,1011,2018,21323,20262,41583,139,150,289,22583,22659,45240,1258,1312,2570,23985,24120,48101,102,141,240,22005,21990,43996,1270,1126,2395,23378,23259,46635,91,113,208,18979,18841,37819,1046,952,2005,20119,19907,40023,101,135,235,17274,18239,35514,906,920,1822,18281,19294,37574,103,141,245,16485,17648,34137,860,863,1720,17447,18655,36098,94,109,205,16551,17186,33737,876,854,1731,17525,18147,35676,89,100,189,15168,16072,31243,740,771,1509,15998,16945,32944,60,75,137,12783,13801,26587,715,688,1403,13560,14566,28128,105,137,242,35924,42118,78047,2295,2709,5002,38327,44962,83290,1771,2030,3802,266541,272312,538859,14439,14325,28758,282752,288666,571417,209,196,406,17957,16625,34584,918,858,1776,19082,17677,36759,182,196,376,17801,16620,34419,1060,933,1995,19037,17752,36791,205,220,424,17009,16022,33033,923,855,1779,18137,17097,35238,200,182,384,16491
120,771,7914,7715,15632,83,85,163,6371,6055,12424,329,301,628,6780,6440,13214,58,77,130,6507,6384,12887,385,319,701,6945,6777,13720,110,91,200,10573,10595,21166,775,700,1472,11453,11386,22839,83,100,186,13344,13488,26829,1015,1009,2025,14436,14601,29041,64,71,133,12728,13081,25813,977,908,1882,13771,14060,27825,46,72,120,10746,10953,21702,785,752,1537,11582,11780,23362,59,72,133,9655,10499,20150,622,667,1287,10332,11231,21569,60,64,120,8726,9812,18543,553,543,1095,9333,10425,19756,59,65,123,8395,9245,17646,530,574,1100,8982,9883,18866,40,57,93,7294,8087,15377,463,488,957,7799,8630,16425,29,35,65,6159,7002,13162,391,435,824,6581,7469,14049,52,64,122,16563,20621,37186,1042,1265,2306,17657,21952,39615,901,1032,1932,132727,141034,273759,8814,8793,17604,142432,150861,293303,65,79,149,7701,7278,14979,237,222,463,8005,7583,15584,85,88,171,7372,7216,14584,269,252,520,7730,7557,15283,81,84,166,7172,7168,14342,217,204,418,7466,7457,14924,90,82,176,6570
121,845,13658,12743,26402,64,58,123,12034,11543,23574,405,376,774,12502,11969,24474,72,63,139,11603,11013,22611,469,389,858,12144,11465,23606,46,44,89,10318,10644,20965,532,568,1106,10898,11258,22158,46,56,111,11386,12704,24088,766,827,1594,12198,13593,25789,40,43,85,13804,15382,29187,878,882,1762,14720,16309,31026,35,42,80,14228,15716,29945,724,762,1485,14986,16520,31505,46,44,93,14172,15671,29845,724,683,1413,14950,16399,31347,34,32,67,13460,15208,28670,632,650,1281,14128,15896,30017,24,36,56,12373,13591,25964,568,594,1159,12965,14218,27182,32,21,53,10888,11965,22853,526,544,1072,11448,12531,23979,25,18,41,9119,10360,19480,476,484,961,9618,10860,20477,35,38,74,26655,33107,59758,1456,1987,3440,28142,35131,63273,595,592,1187,185101,200380,385482,9085,9604,18690,194785,210574,405354,65,56,124,10856,10196,21049,272,245,515,11192,10490,21684,49,43,95,13567,12679,26248,291,283,570,13904,13010,26907,61,62,130,13741,13186,26926,285,262,548,14091,13507,27603,77,75,152,12210
122,662,9225,8737,17967,85,65,154,7987,7499,15490,276,294,570,8351,7855,16212,64,62,130,7111,6602,13710,308,268,575,7484,6935,14412,50,64,120,6121,5689,11814,305,319,621,6484,6070,12553,37,54,91,6157,6465,12621,384,395,780,6581,6912,13492,32,47,81,7161,7982,15147,418,435,854,7617,8462,16080,47,30,75,8177,8760,16938,423,447,867,8649,9238,17888,38,53,95,9326,9934,19261,504,450,960,9879,10439,20310,45,42,91,8954,9683,18635,407,411,815,9405,10135,19539,56,33,92,8326,8597,16922,443,402,842,8825,9027,17856,38,25,67,7105,7425,14530,387,372,754,7532,7821,15351,30,21,46,5962,6426,12390,324,315,635,6308,6763,13070,54,42,100,17917,21868,39784,1110,1471,2578,19086,23382,42464,724,673,1394,116832,122475,239303,5954,6224,12180,123508,129370,252876,79,69,146,6973,6690,13663,179,174,354,7237,6930,14169,87,74,159,8109,7604,15721,208,195,401,8402,7877,16274,90,64,152,9110,8579,17685,224,219,442,9430,8862,18291,97,83,185,8142
123,935,10237,9759,19994,596,526,1126,8546,8097,16645,427,392,823,9567,9025,18587,509,526,1033,8378,7899,16277,424,378,798,9307,8806,18110,391,404,796,8081,8053,16133,458,456,920,8933,8911,17847,291,310,603,7820,8390,16207,446,459,907,8550,9157,17712,186,327,509,8506,9298,17806,457,477,933,9154,10103,19254,198,270,465,8148,8544,16692,422,461,881,8765,9279,18045,212,285,498,8369,8735,17103,404,381,789,8982,9404,18387,188,252,438,7697,8100,15801,390,378,765,8267,8733,17001,166,190,356,7462,8113,15576,377,376,751,8004,8678,16689,125,197,327,7204,7655,14854,352,381,724,7676,8224,15905,103,138,244,6297,6718,13017,334,360,699,6740,7221,13961,160,174,337,13443,15279,28723,934,1183,2115,14541,16637,31179,4285,4693,8973,118089,122047,240134,6355,6603,12961,128722,133341,262065,795,702,1501,10012,9650,19661,441,458,899,11249,10807,22056,738,718,1456,10342,9857,20201,539,529,1068,11622,11101,22725,772,717,1488,9771,9293,19069,499,510,1009,11043,10518,21566,675,616,1290,8799
124,905,10826,10497,21324,670,563,1229,9111,8666,17778,433,405,839,10210,9639,19847,653,594,1242,9265,8751,18015,455,470,926,10368,9806,20178,541,544,1092,9222,8946,18174,511,525,1040,10281,10018,20299,409,446,852,9206,9612,18818,571,555,1127,10178,10614,20800,330,353,684,9528,10030,19554,528,531,1054,10389,10904,21290,255,328,588,9254,9571,18824,494,480,979,10012,10376,20388,304,363,670,9424,9890,19307,528,461,996,10262,10710,20972,277,306,580,9141,9804,18946,513,495,1010,9932,10604,20534,228,256,481,8839,9529,18363,498,513,1006,9558,10298,19856,197,196,396,8805,9892,18692,482,489,973,9482,10582,20058,136,155,288,8059,8518,16581,447,429,875,8644,9098,17746,192,260,458,18263,21536,39800,1084,1331,2416,19535,23131,42669,5602,5655,11257,137401,143191,280598,7470,7614,15078,150470,156462,306933,940,890,1832,9990,9250,19241,484,459,950,11415,10601,22020,945,815,1757,10070,9653,19721,547,587,1132,11555,11046,22605,832,827,1664,10022,9461,19481,525,505,1025,11384,10785,22169,848,684,1533,9207
125,1439,15337,14562,29901,125,106,230,11974,11133,23106,546,502,1050,12646,11744,24384,141,133,279,12079,11210,23291,591,515,1101,12808,11860,24666,202,160,362,16245,13831,30078,911,843,1751,17355,14828,32182,164,146,311,20148,19174,39328,1254,1237,2492,21571,20557,42126,141,118,267,22120,20732,42851,1457,1297,2754,23716,22150,45869,108,98,207,18495,16102,34602,1162,924,2085,19768,17133,36892,118,94,220,14406,13530,27936,762,711,1477,15286,14341,29630,102,112,205,12541,12631,25167,678,648,1331,13316,13389,26702,84,103,190,12019,12142,24162,648,660,1307,12750,12905,25655,64,63,128,10927,11204,22125,620,601,1223,11608,11875,23484,69,62,127,9118,9635,18754,504,482,981,9691,10175,19863,98,97,196,22979,26662,49637,1324,1675,3002,24405,28437,52833,1695,1604,3302,213834,207480,421319,12044,11724,23771,227574,220818,448392,165,155,318,15924,14931,30855,890,822,1715,16976,15915,32892,149,133,282,15535,15031,30565,986,930,1917,16663,16097,32764,153,170,320,13775,13058,26837,892,786,1679,14825,14018,28838,150,151,303,12221
126,314,5528,5170,10693,35,35,68,4749,4451,9202,145,116,264,4936,4600,9535,43,25,70,5577,4834,10415,193,156,348,5816,5019,10834,27,45,73,6773,6822,13594,260,300,564,7067,7169,14232,35,22,51,6698,7036,13734,285,306,594,7013,7363,14380,17,15,33,6823,7033,13864,292,289,578,7137,7336,14477,14,18,28,6294,6575,12867,250,246,498,6553,6840,13395,23,25,46,5807,6169,11976,233,214,452,6065,6404,12471,12,15,30,5329,6059,11390,212,190,397,5561,6260,11821,13,17,38,5544,5840,11378,216,182,399,5773,6044,11822,15,14,28,4944,5442,10386,179,178,356,5136,5626,10766,17,3,16,4311,4846,9159,166,171,339,4494,5027,9518,20,13,37,11767,14538,26304,518,662,1174,12303,15218,27519,322,296,613,85221,89647,174865,3295,3343,6635,88834,93282,182120,31,33,61,5240,5136,10371,166,157,322,5431,5327,10759,34,26,66,6099,5744,11845,178,161,337,6313,5935,12248,49,40,88,5671,5382,11052,152,125,277,5868,5547,11419,45,61,102,5152
127,1466,14690,14057,28746,267,253,517,13529,12796,26327,716,678,1392,14509,13728,28234,259,236,492,14041,13121,27164,727,647,1377,15025,14010,29039,211,219,432,14151,13740,27887,842,712,1556,15209,14668,29876,142,165,308,13136,13842,26973,830,788,1613,14104,14794,28899,136,151,282,13103,14196,27299,836,816,1653,14068,15165,29232,115,118,238,12407,13294,25702,778,784,1556,13304,14196,27497,102,152,249,12537,13576,26110,729,697,1422,13359,14419,27776,108,129,234,12518,13162,25677,739,685,1423,13361,13980,27340,100,132,234,12798,12586,25382,675,653,1320,13568,13367,26939,72,100,180,11620,12031,23645,643,631,1273,12336,12767,25099,62,71,137,9312,9987,19296,512,564,1073,9888,10622,20511,119,132,254,21169,24036,45202,1315,1590,2905,22607,25759,48363,2292,2373,4666,187458,192236,379693,10863,10740,21598,200613,205344,405963,364,376,745,15400,14370,29770,812,781,1596,16581,15534,32111,403,337,734,16049,15053,31105,970,892,1866,17423,16283,33702,393,354,754,15762,14998,30760,903,773,1673,17055,16124,33184,323,299,624,15418
128,455,7347,6958,14312,141,128,269,6630,6334,12966,235,180,415,7003,6651,13650,115,104,225,6384,6051,12440,220,213,429,6714,6375,13094,88,95,185,6148,5853,12000,259,233,492,6492,6177,12666,87,90,177,5863,6063,11934,269,312,584,6221,6471,12692,72,81,153,6092,6645,12736,315,285,602,6483,7008,13488,66,74,142,6554,6944,13497,272,276,549,6893,7300,14195,70,76,146,7301,7823,15123,325,290,614,7695,8193,15881,79,63,141,7015,7633,14646,302,262,567,7398,7957,15347,64,59,123,6929,7270,14197,251,273,520,7241,7593,14841,60,56,115,6704,7128,13827,297,262,553,7060,7445,14500,37,49,81,5915,6209,12130,228,262,493,6180,6520,12698,73,78,151,15841,19330,35169,727,870,1598,16648,20279,36927,1223,1197,2419,101068,106118,207189,4120,4155,8273,106414,111467,217877,162,148,312,6477,6163,12644,166,163,328,6805,6477,13283,173,124,295,7106,6563,13667,203,182,388,7477,6866,14346,184,174,360,7282,6831,14106,183,135,317,7651,7135,14780,194,185,376,6885
197,0,5,3,11,0,4,4,6,9,11,0,0,0,5,11,12,0,0,0,3,6,13,0,0,0,3,11,13,0,0,0,5,3,9,0,0,0,5,3,9,0,0,0,5,9,8,0,0,0,5,8,17,0,0,0,8,7,18,0,5,3,11,8,19,0,0,0,5,3,8,0,0,0,5,3,7,0,0,0,11,13,20,0,0,3,9,10,24,0,4,4,9,7,15,0,0,0,9,10,16,0,0,0,14,16,32,0,0,5,14,25,36,0,0,0,7,26,28,3,0,0,7,21,35,0,0,5,10,19,33,0,6,8,16,28,45,0,0,0,60,86,144,8,11,17,71,95,162,7,8,12,149,205,359,22,28,44,174,240,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,21,117,122,242,14,7,20,57,65,120,10,9,24,82,80,157,25,27,55,215,170,378,44,36,80,283,231,516,66,43,105,589,471,1059,95,101,197,746,614,1359,64,23,88,641,492,1135,216,119,342,927,634,1561,51,18,70,544,354,896,95,79,177,685,453,1139,66,33,95,475,246,728,80,58,142,622,335,959,52,22,78,466,230,693,125,42,169,644,296,938,58,34,92,439,237,673,74,45,120,568,310,878,38,14,55,437,273,707,106,56,157,584,335,920,19,14,33,404,281,688,88,41,129,512,343,857,15,17,35,391,317,709,64,48,117,476,393,866,23,12,35,760,533,1295,133,97,226,915,641,1553,539,298,839,5658,3871,9526,1155,763,1921,7353,4938,12288,66,50,119,131,97,230,59,60,118,258,203,460,41,44,82,96,98,195,70,86,155,199,227,428,32,25,57,86,91,178,63,70,136,185,185,369,50,49,94,152
