SA4_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
111,234,947,1923,1623,1119,764,441,218,52,7336,14,33,19,16,20,21,12,18,5,154,18,97,220,292,313,222,120,64,27,1363,1862,1444,2449,2771,3185,2969,3273,3654,2188,23794,3268,10985,29528,30194,29773,24679,15095,9403,3847,156769,12,311,981,867,708,699,505,181,44,4308,32,296,866,785,549,347,140,28,3,3037,127,1487,5491,5278,6170,5950,4750,2423,866,32530,106,734,2312,2121,2079,1745,1222,672,212,11194,36,220,576,707,532,341,220,69,23,2729,147,1076,4693,4125,4014,3920,1938,851,306,21067,37,486,2579,2821,2558,3517,2185,915,248,15348,383,2012,6381,6603,5943,4793,3072,1099,347,30640,301,1518,3929,3983,3537,2951,1565,558,132,18491,106,736,1593,1111,753,563,348,133,36,5374,291,946,2153,1747,1403,889,644,231,93,8397,31,55,43,20,33,42,48,67,38,379,22,118,284,380,403,309,182,88,27,1817,1203,1294,2583,2400,2897,2959,3152,3092,2762,22353,2836,11297,34462,32952,31581,29029,19959,10400,5139,177659
112,190,557,1335,1337,1103,717,369,192,41,5854,10,16,11,22,19,22,13,8,5,125,8,45,127,196,239,206,92,63,37,1015,1390,806,1475,1943,2391,2354,2373,2772,1544,17051,2270,4721,13577,18741,21600,19114,10641,6747,2739,100146,4,58,261,428,440,464,351,113,36,2157,29,86,231,314,329,274,122,26,0,1410,82,546,1703,2067,2661,3131,2742,1447,508,14887,46,301,1218,1491,1620,1640,1133,542,161,8152,58,191,559,766,784,684,357,119,37,3560,76,401,1739,2390,2704,3269,1647,711,258,13194,29,208,1269,1808,2019,2943,1819,659,206,10955,165,756,2449,3295,3458,3306,2169,793,309,16702,132,582,1831,2560,2803,2792,1473,373,92,12637,50,274,833,1087,943,792,435,147,47,4612,200,592,1438,1399,1225,898,601,212,83,6643,16,30,25,31,39,52,69,75,41,371,14,45,145,250,291,265,181,95,38,1322,1641,1075,2217,2650,3267,3842,3254,2700,1915,22547,2542,5138,15914,20550,22580,24357,16347,7988,3725,119155
113,131,448,804,648,512,315,157,57,17,3084,15,11,5,10,13,8,6,3,0,70,6,34,125,127,130,86,40,21,0,581,1102,863,1474,1571,1678,1527,1597,1472,691,11957,1888,4601,11054,11620,11514,8930,5032,2929,1113,58680,4,82,289,316,211,184,116,31,9,1230,31,74,252,176,129,99,42,6,0,801,99,762,1901,1827,1953,1777,1174,502,143,10150,67,384,815,613,619,623,401,192,48,3775,75,257,652,736,743,603,372,164,51,3647,73,444,1429,1238,1238,1249,711,348,133,6854,20,213,1050,1149,1062,1197,669,274,81,5713,121,678,2143,2142,2152,1734,912,279,96,10268,86,444,1378,1264,1205,953,426,139,33,5918,23,135,352,230,172,147,81,49,17,1201,133,464,959,676,530,407,237,75,27,3514,20,26,29,21,31,29,37,35,10,239,11,40,140,143,156,132,67,31,17,742,1158,990,1954,1976,2070,2225,1954,1618,894,14839,1923,5004,13351,12503,12267,11364,7199,3741,1553,68892
114,110,365,681,738,597,420,303,115,29,3356,5,5,14,10,20,11,9,5,7,89,7,30,69,120,152,134,82,42,14,655,966,594,1011,1308,1584,1530,1856,1940,1034,11829,1472,3096,7376,10569,12672,11931,9179,5296,1860,63445,5,52,149,198,233,335,317,115,32,1433,12,54,146,157,148,132,95,21,0,760,40,447,1419,1524,2063,2530,2449,1394,414,12276,64,261,804,825,986,981,810,427,91,5252,29,120,327,407,435,344,236,95,20,2025,47,251,888,1082,1331,1667,1096,552,145,7053,20,117,639,918,1065,1605,1326,488,113,6288,108,491,1519,1879,2044,2239,2155,800,213,11455,80,421,1103,1371,1586,1584,1192,441,96,7878,18,127,316,409,415,374,314,137,40,2153,104,384,818,765,682,537,447,134,60,3943,15,18,15,6,20,23,32,37,17,182,17,26,91,140,149,166,143,63,26,829,878,687,1366,1430,1713,1908,2264,1859,1151,13253,1426,3463,9614,11123,12868,14425,12867,6564,2428,74789
115,131,492,743,1047,725,484,238,82,25,3969,4,6,14,11,17,14,3,6,0,86,12,76,185,249,277,194,97,32,14,1128,1074,613,950,1487,1568,1438,1217,950,821,10115,1834,6835,15851,24064,23591,17736,8763,3534,1649,103859,5,240,512,837,1056,880,493,171,48,4241,27,234,1083,2251,1300,605,176,25,4,5702,61,626,2011,3384,4173,3568,2542,1058,339,17764,104,519,1218,1446,1512,985,578,304,72,6734,23,157,306,435,397,294,175,54,24,1873,49,581,1633,2048,2339,1917,1146,500,156,10372,14,350,1316,1810,1908,2201,1310,474,134,9513,150,1468,5075,7862,7300,5142,3037,836,292,31162,124,997,2222,2697,2468,1989,1013,308,86,11915,76,656,1027,939,647,349,239,88,31,4039,132,398,849,985,896,517,347,109,32,4260,11,9,18,14,9,33,28,18,7,150,14,79,219,333,341,239,145,78,23,1480,793,550,1077,1426,1629,1270,1224,892,960,9830,1578,6863,18577,26470,25975,19975,12465,4932,2195,119024
116,202,832,1818,1206,760,440,189,70,13,5531,25,28,33,38,46,28,16,4,3,226,15,112,471,483,381,193,88,28,8,1772,2196,1660,3280,3284,3038,2676,2098,1551,623,20407,3469,9835,31064,29016,22372,14952,6671,3190,992,121565,11,361,1085,1202,905,621,251,65,6,4509,80,612,3156,3676,1074,384,91,8,0,9071,103,935,3928,5161,5108,4098,2240,888,202,22665,114,599,1443,1409,1165,785,499,235,72,6326,24,133,373,398,348,275,93,32,9,1674,96,896,3465,2918,2151,1688,672,207,81,12169,45,529,2166,2150,1599,1321,803,236,83,8941,299,2371,10159,9770,6075,3989,1699,379,91,34839,192,1396,4007,3759,2919,1886,729,188,38,15117,83,604,1401,864,454,263,139,45,12,3869,245,703,2238,1532,963,581,300,89,19,6673,32,48,70,59,59,68,72,37,10,458,27,139,583,692,510,326,149,51,18,2493,1652,1605,3763,3481,2986,2476,2063,1310,615,19944,2999,10941,37834,37076,26319,18757,9807,3781,1247,148751
117,89,935,2472,1536,807,403,178,47,22,6500,58,79,57,30,25,18,14,12,0,291,11,228,859,665,425,237,118,36,17,2602,1512,4194,9340,5198,3822,3149,2361,1730,844,32143,2154,16175,61422,36496,21877,14601,7224,3560,1294,164801,50,952,2779,1477,954,611,330,137,22,7309,29,683,3736,2530,943,379,101,14,0,8410,45,1425,5691,2824,2230,1699,1190,597,166,15874,30,501,2767,1658,1149,717,391,197,48,7453,9,120,517,387,247,175,67,30,5,1552,32,800,4638,2624,1855,1371,811,331,100,12561,36,357,2135,1496,1421,1469,950,271,80,8207,213,5810,20562,11257,5816,3130,1423,343,121,48672,97,2520,10670,6322,4110,3119,1644,491,99,29066,126,2162,8404,4095,2170,1044,409,138,42,18587,106,945,2871,1620,1034,516,262,86,21,7470,147,219,130,57,66,59,46,34,11,774,28,296,1090,767,531,342,151,76,22,3310,1486,4748,11661,6018,4129,3245,2221,1556,851,35912,2441,21530,77657,43135,26654,17878,9993,4288,1581,205158
118,46,483,1367,1158,678,481,256,139,56,4668,43,54,23,11,13,21,22,12,8,210,6,166,530,598,420,247,148,66,33,2218,1428,2462,6185,4385,3316,2791,2434,2003,1306,26310,1873,10573,43282,33576,23652,17290,10075,5757,2856,148928,25,567,1666,1227,901,649,531,189,69,5823,10,284,1283,1401,809,371,114,17,0,4291,34,1197,3797,2302,1991,1790,1563,899,395,13961,23,470,2389,1617,1247,810,554,250,94,7460,6,89,391,345,259,149,74,45,21,1386,21,490,3729,2791,2318,2086,1434,806,341,14013,28,242,1656,1528,1479,1775,1264,518,206,8695,125,2608,12149,10271,7002,3971,2278,852,419,39683,61,1315,6621,5636,4415,3126,2163,701,228,24272,74,1070,4445,3055,1778,906,473,185,71,12053,59,354,1356,1085,832,467,408,158,79,4795,77,78,49,20,21,23,42,49,17,394,18,175,544,626,493,321,208,81,45,2513,1089,2202,6181,4268,3261,2506,2323,1800,1372,25000,1653,11130,46254,36184,26802,18950,13434,6562,3359,164326
119,263,1491,3565,2462,1518,926,469,240,68,11004,53,90,60,63,94,76,36,34,11,509,15,208,696,689,545,300,136,102,36,2732,3460,3189,6843,6207,6074,5167,4411,4301,2578,42219,5123,18452,58309,49133,39853,26198,14754,9938,4499,226257,31,697,1910,1619,1635,1025,511,212,52,7688,77,956,5040,4338,1980,724,168,11,0,13297,118,1653,6330,6166,6868,6002,4004,2433,910,34488,131,968,2827,2778,2282,1454,955,602,195,12186,15,142,472,448,394,292,123,72,17,1971,101,1516,5784,3732,3136,2501,1222,664,232,18887,63,976,3611,3111,2915,2747,1583,664,231,15902,384,5386,22899,15761,11067,6628,3283,1073,517,67005,255,2385,7373,6316,4791,3511,1483,450,133,26700,110,1264,2968,2022,1215,689,355,163,50,8832,255,986,3907,2922,1986,1063,664,247,112,12136,81,128,168,109,138,158,139,98,46,1067,39,213,765,848,724,505,251,119,48,3512,2330,2854,7035,5329,5010,4268,3576,3228,2616,36251,3995,20121,71094,55490,44141,31563,18322,10051,5164,259934
120,86,786,1921,1275,761,424,189,88,35,5562,9,63,29,21,31,16,8,11,4,197,18,135,499,513,431,253,108,60,17,2021,1279,1755,4195,3281,2840,2280,2002,2071,1421,21134,1795,10359,40420,34466,25938,17683,8422,4890,2350,146325,13,497,1482,1286,1228,834,475,170,57,6036,24,511,3599,2693,1278,501,107,17,5,8728,42,865,3982,3022,2999,2597,1692,902,370,16472,23,363,1509,1553,1398,874,588,316,75,6696,3,83,302,347,276,182,101,30,10,1334,31,776,3987,2708,2483,2069,1206,524,224,14007,16,374,1970,1880,1949,2136,1386,486,180,10377,155,3304,14254,10746,7615,4474,2131,589,262,43540,61,1371,5418,5363,4238,3218,1801,477,127,22077,73,1187,3458,2660,1732,936,369,134,42,10588,90,535,1881,1304,961,513,323,122,41,5780,51,84,72,49,58,74,56,53,20,514,18,171,572,610,493,339,157,78,26,2462,884,1777,4792,3418,2751,2278,1736,1289,919,19842,1486,11900,47288,37633,29450,21049,12121,5174,2361,168462
121,119,570,1469,1382,910,554,269,128,65,5457,28,13,21,27,27,38,28,13,6,194,16,170,602,748,618,466,243,114,70,3045,1670,1432,3706,3357,3000,2535,2069,2053,1798,21615,2295,10893,45620,50082,43721,32316,19248,10506,4996,219669,6,553,1759,2187,2268,1703,1365,649,228,10720,18,374,3237,4789,2556,1206,316,43,9,12546,47,622,4089,4731,4563,3751,3037,1774,748,23365,32,346,1677,1683,1683,1276,812,466,150,8133,8,114,490,612,512,349,234,129,47,2496,60,823,4442,4408,4359,3805,2745,1666,744,23055,21,351,2181,2554,2765,3174,2626,1282,415,15370,138,2706,15302,17935,15200,9506,6225,2516,1020,70561,91,1527,6569,7726,7398,5626,3768,1565,516,34792,110,1189,3664,3165,2180,1307,685,371,156,12820,137,476,1487,1351,1124,585,430,156,68,5818,29,42,30,31,49,53,35,32,23,323,19,182,573,832,729,501,361,147,90,3427,1128,1249,3993,3547,2947,2449,2094,1668,1784,20868,1848,10550,49493,55550,48334,35299,24735,12477,6010,244302
122,99,484,1316,1351,915,502,380,147,52,5255,11,6,7,23,14,13,10,8,7,103,12,69,238,410,301,222,114,60,35,1455,1009,801,2011,2144,1973,1703,1611,1709,1716,14678,1527,6166,23769,31019,25327,18043,11558,6419,3384,127214,0,206,688,1112,1073,817,568,217,65,4754,25,144,765,1421,1050,520,173,34,3,4139,31,458,2049,2850,3455,2817,2293,1408,551,15907,36,439,1820,2069,1925,1213,812,482,142,8935,12,101,426,648,494,288,134,90,27,2221,40,401,2037,2337,2360,1965,1250,784,313,11474,17,262,1525,1998,1974,2203,1453,698,210,10339,97,1335,6459,9320,8519,5222,3572,1463,624,36604,73,837,3085,4273,3700,2545,1676,540,185,16911,75,720,2063,2130,1475,810,455,188,86,7996,103,393,1174,1255,1192,623,440,189,66,5440,15,19,20,26,27,14,27,30,22,197,24,61,276,465,440,233,173,75,44,1789,821,749,2002,2278,2107,1737,1686,1509,1537,14431,1373,6123,24380,32184,29776,21012,14701,7705,3869,141118
123,206,644,1268,1077,656,503,183,61,7,4608,19,12,15,28,32,19,12,3,0,138,26,71,207,276,235,176,58,27,9,1084,1894,1183,2082,2402,2479,2239,1642,1281,689,15900,3141,7953,20119,20561,18457,14126,6163,2753,1057,94329,4,223,571,552,492,380,194,60,17,2493,50,279,1133,1166,471,276,79,12,0,3470,119,956,3366,3750,4125,3957,2397,957,209,19836,139,693,1573,1545,1128,920,562,236,51,6841,43,166,478,434,339,229,99,39,7,1837,134,691,2142,2046,1808,1485,744,223,66,9342,43,454,1965,1915,1571,1610,792,250,58,8659,254,1667,5556,5550,4439,3329,1587,361,100,22838,216,1300,3444,3160,2356,1589,648,125,35,12866,81,472,969,541,349,273,149,42,15,2898,196,657,1709,1229,888,552,343,96,18,5689,26,29,23,48,30,46,62,31,10,304,17,90,274,330,307,218,131,31,4,1409,1400,1256,2474,2392,2227,2038,1877,1284,977,15930,2735,8946,25671,24667,20535,16903,9649,3739,1566,114407
124,270,949,1708,1291,904,619,260,94,35,6131,24,25,19,27,24,26,10,3,3,170,21,89,246,335,286,244,96,50,13,1390,1861,1578,2565,2764,2998,2748,2169,1769,973,19432,3296,10010,24530,25246,24671,20006,9687,4590,1816,123861,6,229,584,680,600,600,401,110,22,3242,46,312,1008,1019,549,348,136,15,3,3442,108,1142,3923,4049,4544,4169,2885,1178,318,22314,154,820,1960,1740,1606,1186,774,335,77,8654,56,241,673,611,531,379,159,67,23,2736,138,723,2488,2386,2327,2357,1172,507,160,12269,35,518,2321,2411,2270,2755,1538,520,123,12493,308,1781,5701,6039,5092,4322,2283,666,214,26410,255,1443,3879,3605,3195,2644,1436,401,67,16929,89,641,1367,1124,794,651,373,127,40,5205,288,962,2083,1490,1135,689,411,137,47,7231,21,52,38,30,39,49,74,36,8,349,29,97,292,388,376,264,150,76,30,1693,1440,1506,3340,2987,2882,2637,2387,1631,854,19666,2970,10471,29663,28566,25938,23052,14177,5799,1987,142630
125,161,1389,2750,1536,884,544,251,109,41,7662,43,57,68,58,69,49,42,9,0,383,12,175,716,555,387,244,98,57,12,2250,2619,3286,6981,5131,4491,3408,2798,2762,1614,33098,3769,15584,52949,38007,28629,19402,10709,6345,2606,178008,21,576,2159,1751,1345,915,498,183,43,7494,59,864,6632,5206,1579,589,141,13,3,15091,71,1257,6819,5843,5054,4424,2813,1601,542,28418,115,673,2281,2053,1586,1009,633,341,102,8799,14,116,386,385,327,241,99,60,25,1653,77,1186,5581,3390,2369,2008,1001,485,149,16246,46,706,2837,2272,2076,1806,1212,517,171,11643,321,3844,18921,13090,7392,4807,2496,801,307,51993,175,1775,5985,4840,3754,2694,1139,381,109,20853,83,780,2239,1398,784,466,255,103,26,6136,170,709,2929,1902,1168,647,361,139,49,8066,37,94,167,95,119,128,94,52,22,805,35,183,886,700,475,314,173,81,23,2866,1785,2727,7859,5483,4084,3290,2518,2012,1416,31160,3008,15496,65672,48408,32115,23340,13426,6756,2999,211214
126,54,297,701,650,473,261,137,69,29,2676,19,41,8,12,32,25,8,5,4,154,10,99,234,236,232,163,71,47,22,1120,682,885,1283,1058,1130,1055,932,1115,1050,9190,1082,6413,19276,18972,17421,12516,6748,4351,2254,89042,0,349,1036,942,975,821,544,217,80,4967,18,255,2085,2432,1244,547,131,15,11,6745,30,424,2398,2419,2511,2211,1493,892,376,12754,15,218,668,761,756,508,325,212,68,3518,11,63,204,191,225,172,83,42,12,1000,19,501,2042,1713,1613,1600,943,503,206,9139,6,238,1040,1051,1231,1422,1035,501,213,6749,104,2247,8398,6781,5247,3482,1868,747,377,29253,55,844,2581,2628,2314,1822,1107,403,149,11905,43,581,1359,1041,714,421,215,87,31,4501,65,359,833,667,559,305,200,76,46,3108,28,36,22,9,19,40,32,23,12,234,10,112,279,299,263,202,121,64,35,1389,473,721,1567,1258,1086,975,838,891,1039,8848,874,6947,24509,22199,18767,14530,8938,4689,2651,104103
127,196,870,1759,1569,1032,580,224,64,13,6308,42,38,48,42,62,49,11,8,4,309,23,107,316,351,319,194,85,33,5,1430,3044,2159,4346,4585,4696,3851,3100,2245,854,28876,4504,11991,30134,27791,23666,15561,7711,3933,1202,126481,13,476,938,819,748,522,243,59,6,3842,61,581,2144,1931,889,298,74,3,0,5980,125,1171,3943,4583,5429,4407,2559,1095,267,23573,155,849,1973,1780,1628,1055,685,319,80,8518,10,91,254,270,264,222,92,38,4,1250,121,1078,3035,2309,1819,1334,610,199,55,10560,47,788,2699,2035,1635,1339,808,268,46,9665,319,2912,9465,8050,5715,3470,1398,357,94,31778,215,1875,4306,3423,2715,1820,641,163,30,15182,74,770,1363,840,432,287,148,58,16,3979,219,805,2190,1919,1430,716,384,111,26,7799,43,63,100,96,107,123,109,59,21,720,38,157,393,464,456,278,174,71,16,2045,2219,2200,4660,4275,4021,3494,2573,1747,884,26071,3656,13830,37463,32782,27267,19363,10498,4557,1547,150966
128,139,540,1182,1101,722,533,305,150,29,4699,6,12,11,12,19,15,13,3,0,94,8,56,182,248,212,173,55,29,13,984,938,695,1508,1566,1629,1553,1363,1684,1034,11963,1709,7259,19918,22596,20992,16454,8879,5426,2126,105353,3,195,493,671,621,594,380,123,40,3126,12,179,728,920,568,360,109,13,0,2887,48,747,2504,3195,3966,3598,2765,1569,661,19062,67,570,1713,1803,1527,1062,630,376,123,7875,13,99,319,345,280,215,87,48,10,1417,51,551,1852,1960,1886,1673,843,425,172,9412,19,396,1862,1913,1881,2540,1256,464,132,10465,129,1336,4929,6303,5799,4735,2796,1018,435,27490,109,1004,2801,2804,2258,1657,902,284,86,11902,55,560,1235,976,559,368,228,119,46,4140,111,427,1137,1179,915,526,441,143,79,4962,12,4,23,15,20,27,34,18,12,167,7,65,197,266,251,198,115,46,23,1167,629,545,1486,1577,1495,1384,1199,1196,1117,10626,1265,6694,21279,23931,22050,18928,11779,5854,2930,114702
197,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,18,0,0,0,6,10,12,16,15,0,63,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,17,3,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,4,3,8,0,0,18,0,0,10,0,3,4,8,4,0,28,0,0,0,0,0,6,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,6,10,18,18,0,68,3,7,30,17,25,41,62,23,3,214
199,20,41,94,48,37,21,15,0,0,288,0,0,0,0,0,4,0,0,0,11,3,4,26,24,10,10,7,0,0,87,144,223,586,625,602,406,239,91,58,2983,217,694,1939,1417,1272,1019,564,140,73,7320,0,20,56,18,14,20,8,5,0,139,5,15,55,41,13,10,0,0,0,145,8,71,202,112,125,149,124,19,0,805,6,28,78,67,49,62,50,5,0,339,3,12,36,25,15,21,7,0,0,123,5,34,129,64,64,79,54,10,4,431,0,12,47,29,43,58,36,3,0,238,12,111,256,136,120,107,68,10,0,825,3,82,159,83,82,94,64,9,0,581,0,32,104,50,44,18,15,0,0,266,10,49,83,52,33,33,20,0,0,276,7,9,6,4,0,4,0,0,0,25,0,9,18,8,16,10,9,0,0,74,130,319,797,706,668,481,266,92,26,3476,176,805,2020,1397,1277,1143,722,153,39,7737
