SA4_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
101,148,490,1140,1139,844,622,312,102,28,4822,14,7,9,10,20,10,10,13,7,93,0,33,165,260,257,225,109,51,13,1119,1402,860,1781,2234,2399,2415,2358,2147,1037,16636,2177,4583,13272,18330,19396,17555,10553,5307,1955,93116,0,81,304,501,576,555,471,127,52,2667,42,136,483,516,471,366,148,22,8,2186,66,614,2092,2329,2990,3005,2513,1244,334,15183,76,485,1199,1192,1409,1475,949,442,108,7332,47,246,621,889,962,848,575,215,53,4457,41,309,1254,1437,1924,2373,1346,613,179,9475,17,194,1012,1354,1494,2125,1504,500,115,8325,150,742,2550,3301,3805,3072,2046,612,189,16464,128,604,1971,2528,2776,2510,1496,383,79,12480,22,175,573,546,530,514,337,126,34,2871,165,532,1294,1128,961,712,511,130,39,5471,15,14,10,19,25,37,50,41,16,225,16,47,161,272,325,261,178,71,39,1365,1536,1057,2296,2500,3082,3090,3076,2360,1375,20369,2317,5239,15818,18499,21323,20945,15202,6900,2621,108862
102,262,822,1814,1850,1300,952,541,249,74,7865,12,12,22,25,23,27,13,17,7,157,21,53,154,264,231,200,124,72,42,1164,2128,1194,2113,2914,3263,3079,3706,4240,2663,25300,3599,8108,21350,26325,26543,21724,14808,9932,4349,136733,8,156,446,582,509,469,342,150,48,2710,58,186,678,802,657,369,160,33,4,2945,113,764,2867,3374,4483,4621,4000,2285,842,23343,107,653,2090,2264,2246,1829,1321,739,219,11474,45,252,632,677,611,448,224,111,35,3034,147,676,2742,2988,3299,3168,1715,777,271,15790,32,381,2083,2211,2135,2752,1785,763,211,12348,286,1470,4497,5867,5589,4747,3557,1349,500,27863,276,1219,3285,3548,3422,2682,1507,463,145,16554,118,503,1083,1056,752,609,373,182,53,4735,280,879,2072,1844,1578,1054,863,323,111,9003,35,27,29,26,42,45,76,110,32,413,18,81,191,304,353,282,195,90,57,1573,1609,1289,2383,2703,3141,3117,3499,3401,2617,23759,3127,8525,25081,28247,28815,26192,19631,10773,5142,155543
103,155,562,1046,964,614,407,242,94,20,4093,12,12,14,14,13,10,12,7,0,89,11,36,84,159,157,110,54,43,15,673,1557,1105,1833,2178,2139,2260,2292,1994,838,16192,2473,5582,13537,15616,15591,13427,8118,4505,1499,80353,3,55,236,308,280,246,204,58,14,1406,28,73,275,228,190,154,77,19,4,1045,131,926,2752,2611,2886,2648,1991,875,252,15073,78,364,969,937,901,866,581,274,65,5026,68,248,643,839,892,814,622,291,61,4485,92,512,1715,1590,1762,1947,1163,519,206,9509,41,275,1321,1505,1428,1817,1085,407,130,8004,150,796,2496,2764,2940,2276,1414,476,144,13456,150,635,1737,1727,1725,1369,767,221,58,8380,34,150,442,412,346,247,234,68,20,1940,187,544,1167,1011,799,493,338,116,39,4691,26,31,17,19,17,28,35,39,16,233,14,41,125,161,209,154,102,55,22,878,1727,1521,2621,2606,3027,2934,3067,2243,1027,20772,2726,6179,16510,16716,17397,15989,11677,5659,2052,94906
104,109,354,743,715,580,446,235,85,22,3280,13,12,7,8,8,8,5,10,4,70,8,19,55,111,116,127,48,31,5,519,852,489,856,1132,1325,1351,1441,1571,926,9939,1465,2777,7152,9848,11879,11146,6525,3766,1511,56065,5,41,124,194,208,233,194,58,19,1074,19,78,188,166,133,154,70,10,4,823,63,402,1080,1181,1670,1965,1796,852,280,9287,36,186,569,676,827,1034,689,331,80,4419,18,118,349,432,453,359,194,80,26,2033,39,253,945,1160,1390,1678,903,379,125,6865,14,134,703,872,1010,1588,1013,372,80,5777,129,506,1421,1841,2025,2082,1307,494,164,9968,73,342,1028,1331,1546,1578,766,206,57,6922,20,97,303,355,283,323,206,69,19,1671,133,331,783,699,632,520,352,119,53,3631,16,15,17,13,17,15,28,35,21,174,6,24,68,130,159,149,116,56,25,724,928,605,1234,1335,1660,1936,1857,1630,1017,12205,1505,3127,8807,10384,12016,13595,9496,4690,1965,65578
105,81,267,530,453,322,240,143,61,11,2098,5,8,6,7,12,7,0,0,0,54,3,19,41,76,62,66,26,20,6,321,985,684,1237,1388,1534,1432,1499,1387,585,10722,1480,3067,7643,8260,8551,6806,4067,2445,845,43159,0,14,124,115,115,86,49,21,0,528,3,46,156,89,88,74,26,10,0,493,71,481,1300,1170,1269,1269,850,378,119,6909,33,173,475,402,417,456,290,149,33,2425,48,171,438,494,555,438,268,125,34,2557,47,306,1017,837,924,1008,522,233,81,4980,20,157,917,851,778,808,423,141,54,4146,61,386,1443,1374,1450,1101,546,174,45,6571,70,330,1086,898,922,729,294,63,17,4422,3,67,147,122,86,118,71,12,7,628,77,269,593,468,377,276,213,56,15,2350,5,14,12,9,12,15,29,25,7,130,5,27,73,84,83,75,53,27,9,431,929,907,1958,1657,1900,1911,1744,1346,692,13042,1372,3347,9744,8567,8993,8359,5381,2746,1112,49616
106,176,751,1632,1437,834,591,331,111,25,5890,13,13,5,13,19,19,5,6,3,95,19,39,152,256,177,142,82,36,14,920,1712,1071,2056,2547,2581,2537,2433,2271,1012,18215,2800,7040,18074,20289,19552,16152,9783,5106,1719,100523,3,76,357,409,373,373,236,81,22,1917,15,97,361,312,237,207,105,13,0,1359,134,1546,4770,4840,5304,4490,3263,1446,371,26153,73,378,1162,1154,1223,1112,881,398,111,6495,67,244,589,720,585,430,248,101,25,3010,112,531,1940,2023,2263,2369,1323,520,154,11230,23,232,1387,1494,1484,1864,1151,416,127,8176,271,1334,3925,4132,3814,3027,2003,608,160,19282,184,838,2128,2108,1946,1625,841,245,54,9969,42,209,465,449,329,311,242,90,30,2177,218,825,1850,1569,1141,697,567,186,43,7098,29,18,37,35,29,52,58,39,21,320,20,65,171,246,266,178,134,80,19,1179,1605,1303,2958,2785,3012,2978,3000,2286,1255,21185,2789,7707,22099,22274,22006,19721,14046,6507,2401,119549
107,199,736,1585,1397,955,580,340,135,41,5972,18,58,21,15,18,25,18,10,4,192,23,84,205,253,258,166,78,49,16,1136,1665,1264,1995,2195,2554,2490,2566,2915,1200,18836,2901,9447,23288,24897,24373,18809,10806,6724,2303,123537,11,359,845,752,592,566,401,135,22,3700,27,296,969,864,525,296,118,23,0,3128,114,1394,4187,4413,5207,5086,3638,1907,605,26546,139,756,1822,1864,1758,1271,855,515,149,9132,22,164,475,535,404,290,139,53,23,2101,104,817,2890,2735,2593,2387,1136,486,158,13312,51,469,2204,2325,2116,2941,1595,594,146,12439,268,1873,4924,5367,4946,3852,2198,711,267,24407,214,1440,3574,3461,3191,2458,1210,357,87,15991,74,611,1164,963,686,493,268,121,30,4407,243,849,1665,1463,1194,736,502,184,64,6908,34,59,35,22,38,40,69,58,31,377,29,103,239,312,297,232,143,66,28,1440,1343,1325,2386,2251,2530,2563,2700,2501,1575,19172,2682,10511,27387,27323,26065,23213,14965,7724,3193,143055
108,148,462,1029,1029,900,715,430,171,45,4933,18,5,10,5,18,16,19,13,7,118,12,17,90,127,140,168,117,53,23,742,1338,726,1199,1692,2105,2365,2834,3131,1795,17182,2146,3806,9556,13986,17185,16732,12331,7607,2985,86337,0,32,109,217,240,302,307,108,29,1344,38,85,187,232,256,253,161,28,0,1247,86,539,1390,1816,2567,3309,3477,1878,615,15666,71,254,816,1019,1372,1537,1180,644,151,7046,34,152,417,540,601,564,344,129,31,2807,63,355,1304,1568,2172,2693,1556,669,217,10591,26,181,957,1238,1439,2250,1632,660,162,8545,173,693,1883,2494,2952,3157,2636,970,326,15279,108,524,1493,1864,2059,2019,1112,321,72,9581,29,98,272,340,347,394,302,137,48,1969,169,472,1086,1156,956,843,672,220,76,5658,23,25,17,23,26,37,56,71,33,308,12,30,74,140,167,190,201,82,34,929,1441,918,1733,1850,2579,3052,3655,3097,2021,20333,2278,4360,11744,14489,17734,20593,17277,9028,3809,101309
109,126,325,638,636,436,314,169,77,21,2743,8,3,8,3,4,3,0,0,0,36,4,14,69,81,85,79,42,17,9,399,824,458,758,964,1157,1276,1405,1420,771,9034,1343,2972,7577,8337,8769,7452,4673,2777,1150,45050,0,22,137,179,135,123,74,29,5,717,3,52,150,150,100,87,45,3,0,598,75,465,1296,1211,1385,1468,1153,503,152,7705,45,253,628,507,500,581,379,210,59,3165,31,174,539,595,590,489,295,118,38,2865,35,273,999,895,973,1179,690,272,97,5416,9,160,733,766,796,960,562,240,57,4292,64,474,1515,1639,1547,1280,730,273,98,7618,79,340,903,1015,1012,840,441,109,17,4762,18,80,223,178,150,121,91,36,12,916,105,321,748,628,529,370,252,103,37,3083,14,25,19,6,18,21,29,33,12,182,6,15,73,105,109,87,46,39,13,483,824,693,1198,1226,1428,1714,1719,1465,726,10992,1310,3362,9163,9092,9271,9325,6505,3440,1313,52778
110,145,464,813,737,565,386,192,62,20,3393,16,17,19,16,9,12,6,0,0,91,11,26,102,153,150,99,74,17,18,651,1388,859,1505,1833,1944,1916,2098,1893,880,14311,2250,4664,11432,13117,13840,11930,7358,3885,1437,69916,0,86,273,314,284,306,205,73,25,1567,21,75,210,176,144,101,54,11,4,807,120,742,1947,1768,1969,2028,1453,647,158,10844,65,288,734,670,749,743,541,258,49,4111,90,295,858,960,950,696,554,244,33,4673,91,400,1474,1308,1551,1782,997,434,161,8197,24,220,1081,1296,1356,1533,975,381,97,6963,138,663,2123,2323,2389,2001,1217,391,122,11354,147,574,1606,1703,1635,1465,793,212,36,8177,21,98,314,263,273,197,175,81,24,1447,144,409,977,733,593,472,264,86,20,3704,31,25,28,16,31,24,49,43,13,253,10,35,108,135,177,153,106,36,5,776,1635,1182,2202,2229,2641,2822,2689,2065,989,18452,2533,5107,13937,13897,14743,14317,10073,4967,1746,81328
