SA4_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
111,770,455,150,61,1438,1294,503,166,98,2052,2589,1088,311,113,4098,1558,836,235,60,2688,1114,620,160,44,1930,507,259,76,26,869,332,263,86,16,699,205,153,52,17,425,533,453,178,55,1220,161,42,22,15,242,10669,5400,1693,601,18358
112,651,338,124,37,1153,989,354,146,50,1546,1928,709,231,89,2950,989,485,144,53,1675,516,308,68,28,927,241,128,32,15,410,133,102,34,15,279,133,63,31,10,239,466,326,128,55,976,137,54,30,12,229,7470,3460,1159,404,12498
113,281,190,97,48,612,493,214,97,50,854,849,406,166,76,1495,476,241,83,38,830,296,185,45,16,548,119,47,25,7,198,79,79,33,10,200,55,22,17,4,97,184,163,76,29,454,87,47,15,4,156,3698,1974,810,369,6847
114,335,170,76,32,619,529,199,70,44,846,962,403,160,66,1589,521,257,81,33,892,298,155,52,9,524,142,65,28,7,246,108,70,24,13,211,82,48,19,10,155,247,152,72,26,496,73,19,14,8,109,3978,1870,707,279,6835
115,193,122,39,15,373,315,130,41,16,506,700,344,116,22,1181,611,354,94,15,1077,547,335,99,18,1003,335,179,51,13,578,291,269,61,26,649,301,312,87,25,722,206,205,87,12,516,46,25,3,4,82,4053,2554,751,192,7550
116,630,370,184,124,1302,960,392,195,107,1661,2005,899,349,181,3437,1321,656,241,115,2334,1047,605,182,77,1916,478,310,99,34,924,384,367,130,44,925,199,225,101,40,563,375,310,154,78,922,191,76,34,23,320,9200,5091,2043,1031,17358
117,357,109,33,21,517,565,142,26,12,747,1034,355,62,19,1472,813,321,56,10,1200,784,335,59,4,1175,293,97,20,4,413,323,196,30,12,554,479,246,49,6,787,257,187,59,18,532,86,18,4,3,110,5981,2330,473,133,8917
118,276,94,28,6,402,380,123,33,8,543,897,320,53,23,1289,730,303,42,4,1086,681,340,73,9,1101,275,122,25,7,424,389,197,45,0,633,618,476,107,18,1212,328,220,78,22,644,76,22,4,0,100,5310,2461,549,109,8434
119,1115,526,200,96,1933,1580,461,196,124,2356,3312,1205,420,179,5117,2136,941,284,129,3495,1691,827,249,88,2849,857,476,105,63,1502,596,619,183,67,1463,375,465,189,71,1101,606,451,223,126,1409,242,114,50,21,420,15288,7371,2582,1157,26401
120,358,115,33,12,520,579,154,34,14,774,1270,405,83,15,1772,1023,381,62,12,1474,957,415,68,10,1446,406,159,25,5,594,428,279,53,21,785,527,411,99,15,1057,306,241,73,24,643,85,30,11,0,129,6981,2956,609,157,10702
121,363,161,32,4,563,540,165,48,8,757,1394,541,101,25,2061,1171,550,96,21,1838,1198,569,134,10,1907,518,210,40,11,777,633,352,59,13,1049,990,732,167,26,1914,376,372,128,17,892,79,28,8,0,108,8434,4268,920,143,13763
122,232,114,26,8,377,374,120,29,11,533,935,383,95,21,1428,807,411,101,8,1327,723,393,86,12,1217,339,161,29,13,538,335,233,83,5,655,383,428,113,11,938,271,266,118,19,675,63,35,0,0,104,4966,2794,708,125,8589
123,493,370,169,94,1127,823,358,172,95,1451,1599,789,333,156,2876,1102,581,217,98,2003,822,482,155,64,1514,418,227,67,41,761,313,251,91,42,700,151,155,68,28,406,343,239,152,64,804,146,70,37,15,266,7508,4258,1783,815,14360
124,703,390,167,74,1333,955,362,165,87,1563,2085,906,310,118,3419,1400,675,205,78,2360,1050,575,171,59,1855,524,260,90,35,910,394,308,76,34,816,222,179,63,35,498,418,319,153,54,943,126,66,22,15,234,9278,4795,1682,717,16474
125,753,339,151,63,1315,1069,373,146,92,1679,2239,889,245,155,3521,1533,696,185,93,2503,1214,563,160,73,2012,646,299,100,46,1095,458,394,127,54,1027,296,258,138,51,750,407,318,138,78,944,180,76,35,14,304,10876,5183,1783,892,18729
126,244,106,18,5,372,337,91,22,3,459,800,274,46,9,1133,588,228,38,9,864,532,287,47,3,874,282,107,26,4,418,248,193,43,7,483,256,202,49,10,522,179,132,53,13,376,49,12,0,0,58,4168,1905,386,79,6544
127,887,564,276,115,1846,1413,547,267,150,2379,2756,1364,490,202,4818,1651,941,370,155,3119,1189,784,263,112,2355,551,483,180,77,1292,391,539,189,105,1228,189,318,163,73,739,454,403,208,115,1179,233,124,44,27,427,12106,7555,3027,1394,24087
128,239,136,36,15,422,422,163,53,9,650,985,395,107,34,1519,757,370,117,20,1268,681,374,104,17,1177,372,174,40,16,607,329,252,51,17,644,221,249,70,14,550,279,210,97,23,608,62,22,0,0,80,4873,2580,743,183,8386
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
