SA4_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
101,9,4,200,579,312,72,51,18,9,1043,287,261,85,56,24,14,736,23446,30749,11049,10263,4650,2144,82307,17787,29797,10766,10678,4875,2439,76349,2855,1374,417,238,76,33,4994,1371,1000,359,224,73,21,3039,4221,2377,772,455,147,58,8034,2158,895,282,131,42,13,3525,436,219,66,37,10,4,767,535,273,99,50,17,6,981,40,28,7,5,0,0,82,56,27,22,13,3,4,121,3231,1437,475,231,71,29,5476,406,217,22,11,7,8,675,15,8,0,0,0,0,25,66,62,22,10,10,3,176,484,282,51,24,19,12,872,172,95,29,33,6,8,342,25903,33995,12097,11429,5114,2544,91076
102,7,4,227,608,328,110,75,16,11,1145,301,138,51,29,18,14,550,31955,41025,18177,18125,7978,3777,121046,21660,35555,16938,17686,7638,3749,103225,5217,3204,712,345,101,50,9627,2462,2161,811,474,162,46,6113,7675,5365,1523,815,260,99,15743,3578,1890,591,296,88,28,6473,737,544,150,66,15,10,1519,1067,1035,250,93,26,3,2473,250,244,73,23,0,0,600,156,162,41,29,17,10,423,5798,3872,1109,511,143,54,11486,518,239,46,19,8,0,825,5,6,3,0,0,0,8,60,51,15,8,6,0,148,577,298,58,30,15,4,983,154,67,25,17,8,9,280,35866,45162,19658,19055,8059,3917,131713
103,36,9,497,365,243,90,61,50,15,815,409,211,65,55,36,22,796,21520,26327,10215,9591,4806,2285,74746,18186,26151,10191,9481,4997,2367,71378,2856,1224,369,175,51,23,4700,484,167,67,37,9,11,774,3340,1385,442,211,62,32,5467,1507,437,93,57,13,10,2119,70,22,0,3,0,0,94,0,0,0,0,0,0,4,0,0,3,0,0,0,3,27,19,4,4,0,0,56,1602,482,103,64,14,11,2273,184,61,6,4,3,0,262,3,3,0,0,0,0,15,109,117,45,44,22,12,354,303,184,52,51,23,17,627,124,82,35,31,19,6,293,23550,28285,10820,9837,5125,2430,80039
104,4,4,110,767,425,64,33,15,11,1319,171,189,44,37,17,8,472,14452,19789,7045,6010,2797,1525,51612,10244,18033,6632,5995,2773,1607,45287,1610,956,260,134,58,15,3038,795,709,275,155,53,38,2018,2405,1665,535,282,108,54,5051,1812,867,259,127,57,22,3136,235,151,54,24,7,0,480,171,103,13,5,0,0,286,53,54,4,0,0,0,115,68,44,7,5,3,3,133,2342,1220,333,155,66,29,4150,574,313,34,21,5,15,961,17,4,0,0,0,0,21,54,64,26,24,5,3,184,643,381,57,53,12,20,1162,109,72,23,19,7,4,235,15746,21373,7578,6510,2970,1715,55888
105,20,17,355,321,228,63,53,30,23,718,144,122,37,21,20,15,354,12394,14313,5761,4836,2500,1432,41242,10063,13021,5412,4689,2448,1381,37014,1196,559,153,84,28,10,2023,46,26,17,5,0,4,94,1238,589,168,88,29,16,2120,1112,339,121,58,18,4,1650,11,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,0,0,0,29,1122,360,131,61,19,4,1690,85,37,4,6,3,0,140,127,70,13,4,0,0,220,37,35,15,5,7,3,97,251,142,34,18,13,0,462,206,103,47,32,24,11,420,12882,14208,5786,4886,2522,1416,41704
106,0,7,157,531,328,63,38,15,11,985,410,222,76,57,23,8,789,22687,33302,14427,14135,6394,2949,93890,18774,33640,15148,14890,7016,3501,92959,3914,2266,678,329,122,35,7346,1380,1123,335,224,53,25,3139,5293,3386,1018,554,173,64,10485,1060,377,89,31,7,0,1578,132,100,14,5,0,0,250,211,214,31,12,4,0,466,0,0,0,0,0,0,0,67,71,23,17,8,5,190,1474,765,153,72,25,5,2490,491,256,31,17,7,4,810,14,0,3,0,0,0,22,69,46,21,6,0,4,139,571,308,53,26,13,11,980,127,83,30,19,9,6,277,26243,38182,16396,15554,7222,3581,107191
107,16,11,314,468,282,69,67,20,17,918,292,226,56,48,15,6,639,25390,35122,16799,17336,7284,3361,105294,14444,28294,14532,16433,6932,3048,83681,3019,2010,653,337,97,55,6171,3119,3006,1394,907,277,112,8809,6139,5015,2049,1249,372,166,14978,3697,2067,686,325,120,56,6957,1625,1190,321,133,23,16,3305,1766,1848,412,176,30,9,4236,746,948,246,97,31,11,2075,139,144,50,50,22,12,411,7971,6203,1706,785,217,97,16984,348,175,13,8,6,0,551,0,0,0,0,0,0,3,160,129,47,28,14,6,378,505,296,58,40,11,6,929,97,52,22,19,9,3,209,29162,39866,18371,18513,7548,3319,116785
108,9,4,250,1102,652,80,42,13,7,1905,241,216,63,53,17,14,607,24579,33498,10472,8638,4098,2062,83343,17780,31072,10066,8816,4121,2299,74159,3764,2338,429,217,69,35,6850,808,731,197,109,33,20,1908,4578,3073,629,329,103,54,8754,2699,1123,253,90,33,19,4224,713,375,78,20,9,3,1202,742,511,87,23,4,0,1370,87,112,7,0,3,0,213,28,36,15,11,3,3,96,4271,2160,446,149,51,28,7108,659,364,35,17,6,0,1086,11,8,3,0,0,0,18,106,63,27,13,10,0,214,778,436,62,24,15,3,1322,168,106,14,18,7,3,317,27569,36850,11225,9340,4298,2386,91662
109,7,0,155,290,212,38,26,20,7,587,101,81,13,14,17,8,236,13261,16194,5598,5238,2504,1047,43844,10398,15834,5599,5416,2636,1169,41057,3269,1392,328,120,35,21,5165,286,124,36,14,3,0,465,3553,1516,369,136,36,22,5636,262,98,16,7,0,0,385,43,22,13,0,0,0,75,13,11,0,0,0,0,32,0,0,0,0,0,0,0,0,6,4,0,0,0,10,321,127,30,11,0,0,501,135,66,6,3,3,4,210,0,7,0,0,0,0,12,20,31,8,8,3,0,74,156,103,15,9,4,7,295,96,74,13,15,5,6,206,14523,17659,6021,5592,2685,1207,47684
110,20,18,440,399,291,97,67,22,27,905,188,181,69,45,31,23,536,19097,24002,9070,8124,4079,1931,66300,15906,23126,8641,7858,3931,1994,61453,2843,1098,317,181,59,19,4530,442,195,57,34,10,3,736,3276,1292,376,216,76,24,5263,867,245,80,38,10,5,1253,34,21,10,3,0,0,72,17,4,0,4,0,0,26,0,3,0,0,0,0,3,15,13,7,0,0,0,40,942,291,89,54,10,10,1395,221,89,11,4,4,0,336,22,6,3,0,0,0,37,48,39,11,11,9,6,111,288,141,28,12,16,3,478,153,87,26,18,13,0,303,20576,24928,9162,8155,4034,2039,68894
