SA4_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
111,5,3,263,494,240,58,36,9,11,840,208,132,43,25,4,15,440,35716,47168,21354,20130,7894,3233,135503,24079,41272,20179,20395,8035,3294,117250,5229,3229,771,398,128,38,9796,3271,3195,1416,691,219,95,8885,8495,6422,2185,1096,347,128,18679,3538,1547,371,140,39,20,5651,1424,919,177,73,17,7,2618,1261,1063,211,63,9,0,2619,815,648,121,40,9,0,1638,201,174,52,37,17,6,488,7249,4346,925,354,88,35,13011,213,115,3,5,0,0,334,0,3,3,0,0,0,8,146,94,30,22,13,0,312,362,215,38,30,12,0,653,145,75,17,12,4,3,257,40325,52334,23351,21886,8483,3474,149852
112,27,10,326,1651,844,135,76,41,20,2765,310,234,78,40,28,15,705,26234,33653,12679,11136,4964,2283,90955,16432,27726,11334,10720,4841,2538,73590,4234,3034,856,519,151,53,8849,2210,2155,880,530,135,36,5947,6450,5192,1736,1046,286,85,14791,2478,1219,341,166,31,22,4255,916,699,190,85,18,0,1909,303,326,33,16,9,0,693,229,261,37,13,5,0,552,154,114,45,28,4,5,349,4081,2622,640,312,69,31,7760,1127,511,49,26,5,7,1724,35,16,5,0,3,0,53,91,84,21,8,5,9,209,1247,606,73,34,15,11,1986,193,92,31,24,4,3,356,28401,36235,13812,12144,5219,2661,98479
113,22,13,263,212,162,44,42,29,11,512,94,107,36,43,27,14,310,15049,19747,7695,7343,3849,1829,55510,12517,18947,7761,7319,3912,2047,52498,1369,585,141,76,32,12,2215,196,109,24,16,5,0,346,1567,693,162,92,38,16,2562,2167,859,355,178,49,28,3639,118,29,11,0,0,0,164,30,8,0,0,0,0,40,0,0,0,0,0,0,3,21,15,4,0,0,0,43,2341,914,378,179,53,26,3892,91,32,7,8,3,0,150,12,3,5,5,0,0,23,90,67,24,21,12,11,229,197,109,32,37,13,8,394,91,67,22,19,14,8,225,16705,20731,8364,7639,4032,2103,59571
114,0,4,81,667,379,45,30,9,7,1139,170,130,31,40,24,9,405,15537,22098,7205,6511,3047,1491,55894,13285,22681,7590,7113,3205,1544,55428,1972,1243,208,102,27,13,3568,611,412,91,48,17,6,1182,2584,1657,298,149,46,25,4749,678,270,77,52,15,4,1094,27,18,3,0,0,0,50,3,3,0,0,0,0,11,0,0,0,0,0,0,0,68,73,11,14,3,5,174,779,361,98,65,25,8,1330,536,294,26,6,4,0,865,10,7,0,0,0,0,15,41,35,19,5,4,4,109,587,337,39,16,10,7,992,190,67,17,6,3,4,293,17421,25101,8043,7353,3288,1586,62790
115,3,0,50,147,74,28,22,9,3,288,94,75,43,36,16,12,281,8901,18800,12893,17235,8031,3960,69815,6806,18602,13256,17971,8121,4249,69009,622,430,112,102,22,9,1300,1109,1438,1247,1418,351,119,5674,1736,1867,1357,1524,365,132,6977,741,338,125,95,26,5,1333,349,425,213,152,25,8,1171,852,1089,430,272,55,20,2721,280,424,177,119,15,6,1024,86,77,38,53,17,15,278,2315,2355,988,687,134,45,6517,86,43,9,0,0,0,141,3,4,0,0,0,0,9,5,3,5,4,3,0,32,100,53,15,13,5,3,181,65,50,19,23,10,6,173,11011,22927,15644,20218,8632,4431,82862
116,15,10,165,192,131,56,44,19,12,459,106,87,72,47,24,16,349,15483,24846,20211,22768,10807,7806,101920,13218,24365,20285,23627,10229,7083,98799,1309,1134,736,709,275,149,4312,1846,2240,2274,2433,1018,577,10384,3152,3371,3014,3143,1295,727,14701,749,194,90,75,22,8,1142,285,116,87,69,14,8,574,1777,2036,1320,850,224,63,6271,43,64,73,31,9,0,224,193,227,125,92,37,30,706,3041,2637,1696,1121,308,114,8917,4,0,0,0,0,0,5,3,3,0,4,0,0,10,15,23,18,13,7,0,81,24,27,18,21,7,0,100,59,52,47,28,20,10,213,19485,30446,25054,27935,11863,7937,122728
117,41,24,987,363,339,175,102,41,31,1049,408,213,99,68,21,14,825,41702,45895,18175,12684,3994,2224,124674,2360,4307,2847,3115,1170,659,14445,2593,3943,1840,1383,314,91,10160,4553,6057,3469,2797,734,238,17833,7139,9998,5307,4177,1044,332,27999,3605,2461,822,464,112,35,7489,7202,5350,1509,756,163,54,15031,15875,15241,4060,1758,386,147,37465,15828,16142,4666,2315,716,380,40037,130,109,36,21,12,3,311,42642,39298,11086,5313,1382,614,100334,0,0,0,0,0,0,0,0,3,0,0,0,0,4,509,433,195,92,26,17,1277,509,432,195,92,26,22,1282,331,151,39,28,7,0,556,52977,54177,19473,12729,3632,1629,144616
118,41,24,955,339,316,151,93,41,24,963,177,121,55,48,23,17,448,27175,34164,16245,14190,5191,1848,98819,3103,6421,4023,5817,2817,1031,23204,1459,1726,1173,1445,366,88,6256,2447,3868,2442,2896,922,195,12777,3906,5597,3614,4342,1282,285,19029,4120,4042,1683,1028,192,43,11107,10131,11087,3551,1650,281,57,26766,6183,6083,1901,815,145,35,15159,2564,2433,773,369,65,24,6224,75,82,41,34,11,7,243,23063,23730,7944,3892,699,171,59501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,388,157,80,22,11,1097,444,388,157,80,22,11,1097,91,48,19,9,0,3,185,30608,36187,15765,14140,4822,1495,103014
119,68,71,1005,323,286,192,151,75,69,1100,237,184,99,84,54,36,687,37020,50256,34204,34187,16766,11972,184406,15170,27185,18348,20703,11369,8928,101700,3148,2766,1475,1315,517,275,9491,3613,4756,3599,4007,1931,1249,19166,6759,7516,5084,5322,2451,1522,28653,5536,3835,2314,1681,640,309,14316,6060,5653,3536,2421,822,337,18821,6863,7676,4531,2890,910,287,23160,2748,4458,2223,1295,438,170,11339,360,382,209,182,110,92,1331,21557,22011,12807,8472,2924,1199,68968,50,17,0,0,0,0,74,0,0,0,0,0,0,0,373,290,187,121,43,34,1043,420,310,187,116,43,34,1112,164,112,57,48,24,15,424,44076,57131,36486,34659,16805,11697,200853
120,51,28,1099,304,405,217,106,51,28,1114,341,202,97,72,36,17,765,24741,33793,19561,17791,6198,2868,104955,6167,11584,7395,9025,3738,1745,39660,1879,2655,1512,1431,316,79,7874,2133,3485,2071,1986,555,211,10438,4011,6143,3586,3416,872,294,18317,5188,4061,1629,958,201,61,12092,5821,5344,2402,1389,343,85,15385,6163,7612,3367,1866,472,137,19617,2607,4174,1870,1071,255,70,10054,99,96,38,27,12,11,282,19880,21292,9310,5314,1279,357,57425,3,4,0,0,0,0,5,0,0,0,0,0,0,0,394,400,164,104,36,12,1103,394,400,164,104,36,12,1105,139,82,22,23,8,3,276,30594,39500,20476,17881,5929,2412,116784
121,8,6,260,95,96,38,29,9,6,278,194,121,46,25,25,9,425,34080,47243,25121,26612,10156,3497,146712,8768,20922,13556,19373,8103,2899,73621,932,1093,638,675,136,32,3509,2050,2881,1635,1543,322,78,8515,2982,3979,2278,2213,452,115,12023,3998,3515,1290,864,159,38,9870,8613,7479,2869,1601,248,63,20877,8612,9020,4173,2366,398,78,24641,6570,6686,2697,1481,238,77,17750,133,139,61,49,16,5,411,27930,26841,11095,6369,1060,258,73552,10,9,0,0,0,0,22,0,0,0,0,0,0,0,133,161,60,41,12,5,402,141,170,63,42,12,5,428,113,59,28,17,8,0,228,39932,51972,27019,28022,9630,3279,159847
122,8,0,256,188,149,57,42,10,8,457,143,117,53,45,18,9,380,19132,27433,14198,17499,7079,2601,87933,6526,14974,9270,14530,6342,2397,54040,924,588,221,264,74,29,2097,1929,2068,891,999,257,58,6201,2854,2654,1112,1262,330,87,8299,2783,2346,880,581,135,42,6758,4740,5558,2135,1122,165,34,13756,3081,3554,1245,550,82,22,8541,734,781,242,115,19,5,1906,133,196,73,80,30,8,513,11466,12444,4573,2451,429,108,31478,43,19,6,5,0,0,72,3,0,0,0,0,0,6,97,115,45,38,10,5,310,140,138,55,37,10,5,388,73,52,26,12,10,4,177,21056,30257,15040,18301,7118,2604,94377
123,11,11,104,130,61,26,22,12,11,262,74,151,16,19,6,7,281,13987,23652,15297,16539,8045,5202,82719,11439,22941,15440,17086,8541,5357,80800,2145,1463,701,496,191,84,5081,1872,1571,936,744,284,199,5605,4016,3030,1634,1245,477,287,10684,752,334,109,69,26,12,1298,271,172,36,19,4,0,501,623,606,240,98,30,3,1600,78,62,29,5,5,0,184,191,144,70,55,37,21,521,1919,1321,478,250,94,40,4107,88,23,3,0,0,0,112,8,0,0,0,0,0,12,32,16,6,0,0,4,55,124,38,6,0,0,4,179,76,39,11,5,4,3,145,17573,27371,17573,18583,9117,5690,95914
124,6,5,107,163,82,36,8,4,7,313,153,135,51,37,21,20,422,22545,32459,18016,17993,8423,4742,104166,17981,30679,17163,17554,8165,4559,96097,2456,1443,617,398,143,73,5131,2376,2132,1286,935,332,195,7261,4834,3571,1901,1336,480,273,12396,1757,589,178,76,25,9,2628,1025,531,171,84,12,7,1827,1104,863,259,119,13,5,2360,361,354,77,30,7,0,831,168,137,64,45,27,20,456,4414,2470,748,345,86,36,8104,91,30,0,0,0,0,121,3,4,0,0,5,0,9,42,39,9,11,4,4,107,132,78,11,9,4,4,241,114,55,17,10,7,7,207,27473,36851,19838,19261,8745,4876,117044
125,72,59,599,131,135,122,123,78,61,649,247,144,110,63,42,38,647,27480,36911,27333,26396,12740,10007,140862,11029,19214,13673,15576,8446,7478,75417,2113,1357,867,815,294,143,5591,3058,4207,3579,3844,1592,1037,17316,5171,5560,4453,4655,1884,1182,22904,4155,2585,1572,1158,310,154,9930,4630,4361,3001,1981,579,265,14824,5446,6951,4637,3089,773,302,21200,3900,5586,3261,1947,494,208,15396,272,296,207,179,113,106,1174,18400,19777,12678,8356,2276,1038,62524,4,0,0,0,3,0,7,0,0,0,0,0,0,6,116,106,86,73,28,22,427,115,106,87,77,28,23,443,198,135,71,47,19,19,487,34907,44796,30954,28722,12650,9742,161771
126,5,3,122,51,40,24,19,5,4,142,94,71,45,36,17,6,268,13363,18755,11628,11988,4733,2307,62773,4516,10012,6522,8513,3585,1825,34975,998,992,565,595,144,46,3346,1520,1914,1225,1157,304,118,6239,2525,2907,1795,1751,445,167,9579,1112,551,160,102,30,5,1971,3618,2668,1278,716,137,30,8450,3348,4200,2068,1214,243,37,11122,2268,3228,1247,558,89,19,7406,91,94,30,22,10,10,254,10435,10738,4787,2612,515,102,29197,9,0,0,0,0,0,8,0,0,0,0,0,0,0,52,51,21,15,0,0,134,51,48,21,16,0,0,141,72,36,23,8,3,0,147,17593,23749,13147,12910,4549,2097,74041
127,57,44,415,175,116,84,72,62,46,548,206,130,82,62,30,29,540,17828,27222,21812,24661,14112,11254,116885,12468,24449,19698,23537,13672,11328,105155,978,814,453,425,186,117,2972,2489,2931,2365,2402,1221,757,12167,3473,3747,2817,2825,1410,875,15142,1758,935,498,365,152,57,3753,2470,1890,1076,747,233,83,6507,1054,1209,747,483,181,76,3746,1272,1257,706,427,147,68,3878,307,374,242,201,125,96,1344,6861,5665,3265,2222,834,382,19230,113,32,6,0,0,0,151,0,4,0,0,0,0,6,39,23,12,6,6,5,97,158,55,17,9,6,8,255,112,111,70,65,32,31,412,23068,34036,25864,28650,15947,12626,140189
128,7,0,186,171,112,50,28,10,3,371,65,67,28,27,7,4,193,16019,23888,12699,14848,6452,2265,76169,6036,15283,8681,12701,5730,2057,50484,1079,791,340,326,86,20,2649,2428,2971,1667,1372,379,97,8913,3507,3757,2011,1698,468,117,11559,1918,1128,390,177,40,5,3657,3604,3354,1179,486,89,16,8726,2479,2660,799,325,55,16,6329,715,740,186,95,24,5,1767,52,53,25,22,14,3,171,8769,7934,2580,1100,222,51,20649,69,22,7,0,0,0,105,0,0,0,0,0,0,0,50,79,22,19,3,0,181,127,105,26,20,5,0,285,56,34,9,7,4,4,115,18494,27105,13308,15525,6432,2230,83097
