SA4_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
111,415,194,280,467,339,348,690,458,841,1304,469,915,1387,646,1044,1693,17,12,27,19,26,45,9,12,26,638,1108,1745,680,1218,1899,1003,1404,2406,9866,9786,19651,9664,10466,20130,8539,8580,17122,49311,50664,99972,51462,53904,105366,55098,57760,112854
112,324,136,178,314,170,225,398,311,662,977,283,587,865,412,764,1179,18,8,23,14,9,22,18,17,25,450,877,1324,425,772,1199,599,1003,1603,7499,7610,15110,10681,11219,21906,9847,10086,19928,31549,34298,65848,33841,36883,70723,35118,37964,73082
113,233,181,126,309,199,158,360,149,321,473,153,310,462,214,394,616,10,5,17,7,12,19,9,6,11,303,420,720,344,445,789,428,561,991,5817,4895,10710,7744,6752,14497,6852,5676,12525,23452,23571,47026,24512,24927,49436,24955,25565,50524
114,163,78,131,206,138,128,262,163,391,549,152,385,540,162,381,548,6,5,10,5,8,10,9,11,13,240,482,725,237,522,765,310,516,824,5130,4781,9913,6427,6097,12531,5541,4839,10385,19009,19828,38836,20080,21000,41081,20727,21346,42073
115,375,231,325,552,305,289,588,310,625,937,348,596,946,482,681,1163,10,19,22,10,13,20,0,15,20,474,861,1333,587,933,1517,792,975,1766,4496,4458,8956,4458,4877,9341,3756,3805,7557,34202,34141,68345,36387,36583,72973,41914,41906,83814
116,911,652,711,1362,1145,903,2050,551,906,1460,630,1084,1713,1056,1340,2396,23,36,54,19,25,45,27,25,54,987,1436,2426,1296,1824,3117,2228,2267,4501,10512,9506,20017,10694,9997,20689,12338,10923,23256,50189,49676,99866,55496,55374,110868,67359,67551,134907
117,2347,1807,2429,4237,1492,1893,3388,960,1244,2206,1557,2054,3608,2034,2503,4541,42,30,70,26,49,67,28,15,41,2050,2569,4622,3387,4527,7916,3562,4408,7970,16888,13913,30795,18945,16051,34999,11455,9568,21020,43898,43428,87332,54462,56766,111226,48848,50468,99314
118,755,393,524,920,354,382,738,541,970,1510,806,1200,2004,860,1260,2122,13,15,24,12,19,31,18,14,30,886,1406,2289,1209,1749,2951,1237,1656,2889,13875,12043,25925,12924,12098,25023,7883,7348,15228,41779,41170,82948,45462,46120,91587,38906,40662,79570
119,2039,1450,1776,3222,2117,1703,3818,1083,1742,2825,1423,2431,3861,1951,2478,4426,44,53,98,57,62,118,51,43,95,2145,2812,4953,2924,4277,7201,4112,4231,8345,20438,19642,40085,17874,18194,36068,18928,18579,37506,83557,82094,165654,90863,91147,182014,97740,96472,194216
120,1051,733,809,1541,1066,939,2007,592,1064,1651,788,1223,2012,1182,1533,2719,22,25,51,15,25,36,17,16,35,1135,1618,2747,1533,2054,3588,2273,2488,4761,9857,9222,19075,9603,9744,19347,6910,6802,13711,39688,40467,80155,44502,46408,90913,44746,46379,91121
121,724,391,539,933,484,579,1064,808,1516,2329,808,1510,2316,1061,1602,2662,29,29,59,9,19,23,11,16,26,1175,1940,3114,1207,2062,3276,1557,2200,3757,10231,10409,20642,9981,10908,20885,6083,6802,12887,57293,59738,117035,61681,64870,126542,62871,65616,128492
122,405,202,244,452,222,259,483,458,908,1372,522,944,1463,574,823,1399,7,25,30,8,7,19,6,0,8,648,1153,1804,730,1195,1932,796,1087,1884,6552,6467,13020,6655,7425,14079,4325,4695,9018,34770,35165,69934,37842,39058,76898,38681,39611,78289
123,380,250,396,645,372,455,832,320,710,1033,329,838,1167,502,809,1315,13,19,33,10,17,24,6,3,15,503,935,1446,589,1253,1838,884,1272,2158,7603,7774,15372,7580,8337,15920,7457,7828,15287,36930,38422,75353,40029,42166,82193,45646,48048,93699
124,410,240,358,597,381,388,768,420,905,1327,379,931,1310,561,904,1463,8,12,24,11,20,35,14,13,25,600,1161,1760,625,1314,1939,955,1302,2257,9183,8985,18173,9383,9492,18878,8917,8896,17811,43724,45427,89150,45306,47665,92971,48727,51485,100213
125,1921,1239,1329,2571,2252,1750,3999,948,1453,2400,1109,1870,2984,1862,2045,3909,62,67,125,41,34,72,48,35,86,1942,2503,4441,2394,3234,5627,4166,3839,8004,17728,15027,32756,16882,14996,31881,18451,15353,33811,66162,62761,128926,73237,70874,144117,84373,81295,165672
126,364,253,284,535,335,381,722,327,518,850,342,634,982,607,804,1405,7,12,23,7,13,14,6,5,14,511,728,1236,601,930,1531,944,1194,2137,3942,3912,7857,3887,4067,7951,3705,3949,7644,26062,26084,52149,28888,29212,58105,30725,31804,62528
127,1262,916,1236,2157,930,1111,2044,505,1065,1564,793,1580,2377,1178,1842,3021,48,50,99,44,52,100,45,47,91,1076,1856,2929,1753,2879,4630,2157,3001,5152,14448,14350,28799,13859,14118,27983,14410,14042,28453,59652,60849,120494,65424,68023,133444,76521,78856,155375
128,229,120,155,278,148,162,312,359,641,996,311,627,939,379,594,974,7,13,19,0,19,19,8,5,11,464,783,1244,436,791,1235,536,760,1299,5058,5114,10169,4573,4840,9408,3707,4043,7754,30145,30776,60920,30566,31405,61969,32347,33231,65578
197,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,7,4,7,19,29,52,0,0,0,18,4,18,33,57,94,0,0,0
199,61,25,36,59,14,19,31,27,38,57,37,31,69,14,24,37,5,0,4,0,0,7,0,0,0,53,70,124,59,71,130,28,43,68,1955,867,2820,2236,1125,3356,2245,1516,3758,2733,1745,4484,2818,1779,4597,2746,2157,4898
