SA4_CODE_2021,C21_M_40_44_Em_Tot,C21_M_40_44_Unem_Look_FT,C21_M_40_44_Unem_Look_PT,C21_M_40_44_Unem_Tot,C21_M_40_44_Tot_LF,C21_M_40_44_Not_LF,C21_M_40_44_LF_NS,C21_M_40_44_Tot,C21_M_45_49_Em_FT,C21_M_45_49_Em_PT,C21_M_45_49_Em_AFW,C21_M_45_49_Em_Hrs_NS,C21_M_45_49_Em_Tot,C21_M_45_49_Unem_Look_FT,C21_M_45_49_Unem_Look_PT,C21_M_45_49_Unem_Tot,C21_M_45_49_Tot_LF,C21_M_45_49_Not_LF,C21_M_45_49_LF_NS,C21_M_45_49_Tot,C21_M_50_54_Em_FT,C21_M_50_54_Em_PT,C21_M_50_54_Em_AFW,C21_M_50_54_Em_Hrs_NS,C21_M_50_54_Em_Tot,C21_M_50_54_Unem_Look_FT,C21_M_50_54_Unem_Look_PT,C21_M_50_54_Unem_Tot,C21_M_50_54_Tot_LF,C21_M_50_54_Not_LF,C21_M_50_54_LF_NS,C21_M_50_54_Tot,C21_M_55_59_Em_FT,C21_M_55_59_Em_PT,C21_M_55_59_Em_AFW,C21_M_55_59_Em_Hrs_NS,C21_M_55_59_Em_Tot,C21_M_55_59_Unem_Look_FT,C21_M_55_59_Unem_Look_PT,C21_M_55_59_Unem_Tot,C21_M_55_59_Tot_LF,C21_M_55_59_Not_LF,C21_M_55_59_LF_NS,C21_M_55_59_Tot,C21_M_60_64_Em_FT,C21_M_60_64_Em_PT,C21_M_60_64_Em_AFW,C21_M_60_64_Em_Hrs_NS,C21_M_60_64_Em_Tot,C21_M_60_64_Unem_Look_FT,C21_M_60_64_Unem_Look_PT,C21_M_60_64_Unem_Tot,C21_M_60_64_Tot_LF,C21_M_60_64_Not_LF,C21_M_60_64_LF_NS,C21_M_60_64_Tot,C21_M_65_69_Em_FT,C21_M_65_69_Em_PT,C21_M_65_69_Em_AFW,C21_M_65_69_Em_Hrs_NS,C21_M_65_69_Em_Tot,C21_M_65_69_Unem_Look_FT,C21_M_65_69_Unem_Look_PT,C21_M_65_69_Unem_Tot,C21_M_65_69_Tot_LF,C21_M_65_69_Not_LF,C21_M_65_69_LF_NS,C21_M_65_69_Tot,C21_M_70_74_Em_FT,C21_M_70_74_Em_PT,C21_M_70_74_Em_AFW,C21_M_70_74_Em_Hrs_NS,C21_M_70_74_Em_Tot,C21_M_70_74_Unem_Look_FT,C21_M_70_74_Unem_Look_PT,C21_M_70_74_Unem_Tot,C21_M_70_74_Tot_LF,C21_M_70_74_Not_LF,C21_M_70_74_LF_NS,C21_M_70_74_Tot,C21_M_75over_Em_FT,C21_M_75over_Em_PT,C21_M_75over_Em_AFW,C21_M_75over_Em_Hrs_NS,C21_M_75over_Em_Tot,C21_M_75over_Unem_Lo_ft_wor,C21_M_75over_Unem_Lo_pt_wor,C21_M_75over_Unempl_Tot,C21_M_75over_Tot_LF,C21_M_75over_N_lab_forc,C21_M_75over_LF_NS,C21_M_75over_Tot,C21_M_Tot_Em_FT,C21_M_Tot_Em_PT,C21_M_Tot_Em_AFW,C21_M_Tot_Em_Hrs_NS,C21_M_Tot_Em_Tot,C21_M_Tot_Unem_Look_FT,C21_M_Tot_Unem_Look_PT,C21_M_Tot_Unem_Tot,C21_M_Tot_Tot_labo_for,C21_M_Tot_Not_LF,C21_M_Tot_LF_NS,C21_M_Tot_Tot,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Not_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Not_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Not_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Not_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Not_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Not_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Not_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Not_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot
111,9369,263,66,330,9694,1101,517,11310,7700,1363,331,109,9505,291,82,369,9875,1435,499,11804,7250,1449,396,117,9201,311,86,397,9598,1735,449,11784,6224,1521,410,70,8224,282,86,371,8588,2405,471,11470,3926,1678,436,60,6102,223,125,354,6456,4521,429,11403,1271,1159,196,22,2649,73,61,130,2777,7218,463,10462,322,573,67,8,971,5,28,36,1006,7947,427,9383,126,365,44,20,549,0,8,9,559,13708,1261,15529,64907,22708,4591,1290,93495,3360,2053,5418,98910,49900,7441,156252,951,4212,260,170,5588,310,624,934,6522,3987,346,10859,3779,3913,368,180,8238,378,376,753,8990,2539,433,11963,4660,2520,494,104,7778,240,189,428,8205,2237,400,10843,3132,3251,616,94,7089,162,194,352,7445,2479,337,10261,3134,4238,508,100,7977,163,217,377,8354,2619,372,11342,3701,4347,348,122,8517,174,206,379,8898,2255,334,11485,4311,4048,284,124,8773,159,167,329,9100,2361,382,11842,4408,3627,375,135,8540,118,140,254,8793,2752,419,11964
112,5492,153,65,216,5711,767,591,7073,4262,1379,239,97,5972,162,71,231,6209,1078,637,7925,3974,1412,234,116,5736,183,77,260,5999,1312,601,7906,3787,1590,287,87,5747,173,84,258,6003,1922,611,8535,2853,1738,305,71,4969,176,137,313,5274,3477,646,9400,1214,1299,151,43,2710,41,75,116,2827,5663,588,9077,415,697,68,31,1207,0,19,25,1232,6457,533,8217,221,401,35,53,710,5,13,13,723,10331,1167,12220,33947,17169,2538,1193,54843,1780,1237,3020,57851,36464,8099,102417,400,2399,158,99,3056,198,371,571,3625,3024,289,6943,1339,1597,130,78,3138,226,207,429,3570,1331,221,5116,1390,1394,205,51,3035,159,144,308,3346,1487,205,5042,1357,1816,243,66,3482,155,189,339,3819,1699,253,5772,1720,2585,238,96,4631,164,159,321,4957,1951,287,7196,2305,2962,205,92,5561,156,207,364,5927,1762,308,7994,2844,2978,200,106,6135,197,192,390,6529,1756,297,8581,2994,3124,258,95,6471,183,184,360,6834,2134,342,9310
113,3596,95,11,113,3712,513,323,4548,3158,385,71,64,3679,82,26,107,3784,612,359,4757,3175,375,80,56,3687,79,20,98,3789,692,366,4839,3092,484,132,76,3786,78,28,103,3886,797,322,5006,2443,613,132,67,3247,74,41,115,3363,1415,324,5105,1123,586,89,29,1830,25,34,55,1886,2381,315,4584,425,364,28,30,841,5,12,13,856,2748,283,3890,247,284,38,51,622,0,3,5,624,5106,628,6365,30771,7145,1113,931,39952,1114,551,1671,41627,18629,4796,65059,525,1615,116,82,2339,153,221,371,2708,2303,216,5229,1576,1149,127,72,2926,181,116,299,3229,1308,227,4766,1615,1042,180,48,2874,121,90,210,3087,1124,187,4394,1192,1291,196,49,2731,70,83,146,2876,1130,149,4151,1387,1625,158,43,3217,79,79,162,3380,1083,157,4619,1743,1716,115,62,3635,72,61,131,3770,935,182,4883,1994,1656,127,63,3839,80,61,140,3972,833,161,4973,2050,1521,154,80,3799,54,45,99,3897,1028,211,5132
114,3086,95,25,119,3201,542,241,3986,2611,643,126,62,3443,89,27,114,3556,641,298,4497,2633,705,154,53,3553,88,27,119,3675,756,276,4703,2381,915,202,59,3560,98,39,138,3695,1254,259,5208,1765,1068,213,50,3096,73,55,133,3223,2349,315,5890,701,787,118,24,1637,30,42,70,1700,3921,284,5910,296,439,60,12,809,4,16,19,824,4896,288,6010,154,301,23,30,509,3,12,11,516,8186,732,9442,22343,9057,1645,666,33717,1060,556,1613,35331,26314,3910,65553,324,1311,103,60,1804,125,179,305,2110,1947,181,4232,911,821,64,66,1865,120,60,181,2044,712,151,2906,839,657,141,25,1660,58,66,124,1784,785,124,2689,680,933,135,34,1782,61,67,131,1911,922,128,2967,953,1349,119,41,2458,66,81,146,2610,1025,155,3795,1271,1653,125,58,3102,92,87,181,3277,953,177,4408,1597,1707,116,43,3470,100,83,184,3652,964,193,4808,1655,1693,168,44,3564,75,67,145,3706,1191,211,5108
115,8711,186,28,214,8928,642,263,9827,6885,1120,398,110,8509,171,33,202,8717,693,247,9651,5831,1045,417,87,7388,231,36,266,7652,865,229,8747,4909,1159,447,72,6588,194,42,236,6822,1050,202,8073,3265,1103,363,65,4799,148,64,212,5009,2016,163,7184,1478,892,239,33,2641,61,69,126,2772,3307,174,6250,489,552,141,14,1199,12,24,41,1242,4079,163,5479,187,342,71,24,620,3,9,16,638,6967,674,8281,48090,14215,5249,997,68555,1850,1095,2940,71501,28141,3224,102863,508,2505,169,94,3277,67,361,429,3699,3878,183,7761,2539,2323,181,126,5161,146,174,315,5475,978,187,6642,2586,900,196,72,3759,110,59,168,3922,783,140,4847,2129,1566,343,70,4109,63,84,149,4255,1325,165,5741,2523,2773,287,81,5660,82,145,229,5884,1826,205,7920,3167,3163,166,72,6566,96,151,245,6811,1692,254,8763,3631,2816,163,107,6715,105,114,217,6935,1372,238,8544,3539,2457,210,83,6293,79,101,176,6474,1379,194,8040
116,12848,424,69,489,13336,2084,771,16190,7426,1434,961,179,10002,329,72,398,10405,1995,676,13076,5806,1202,878,122,8001,310,90,396,8395,2074,569,11042,4885,1064,813,119,6882,233,73,304,7185,2394,485,10060,3094,949,688,95,4824,245,79,325,5144,3068,416,8626,1192,604,366,36,2189,64,55,120,2309,4415,333,7054,261,237,109,7,613,15,12,24,641,4835,318,5792,67,105,34,16,222,0,3,10,234,6571,603,7407,61298,18856,11259,2288,93701,3831,1933,5763,99466,45048,8863,153377,714,2535,133,147,3532,329,540,868,4397,5886,444,10726,3473,2373,246,225,6314,454,340,798,7112,2590,465,10166,4759,1998,476,155,7382,362,243,611,7993,3328,458,11782,4162,2742,624,151,7681,324,295,617,8293,3659,476,12429,4073,3093,354,121,7638,319,284,596,8241,3374,430,12047,4195,2755,207,121,7285,271,242,510,7796,2856,385,11037,4378,2312,184,136,7017,262,181,441,7460,2480,412,10348,3882,1943,191,140,6156,205,139,345,6499,2500,374,9371
117,10619,399,75,474,11095,1320,876,13292,6456,1365,430,77,8326,338,91,428,8754,1350,710,10807,5319,1309,447,77,7153,302,86,391,7538,1562,647,9755,4004,1225,419,57,5710,276,88,367,6072,1880,603,8560,2383,1090,305,34,3821,177,86,261,4078,2456,526,7062,1007,681,160,15,1863,75,56,131,1996,3000,414,5407,396,442,86,10,935,11,21,34,971,3361,378,4706,131,260,39,13,439,3,9,15,450,5429,824,6706,69647,22727,7903,1546,101832,3688,2142,5830,107664,34846,11057,153568,294,1181,101,54,1620,73,308,380,2004,2690,505,5203,4022,3691,281,175,8171,302,672,971,9147,3782,1675,14604,10321,3173,471,168,14131,398,338,731,14858,2607,2048,19521,8527,2660,638,126,11950,273,206,482,12431,2268,1625,16323,5599,2475,500,99,8672,197,148,344,9014,1818,1056,11888,4142,1923,263,98,6427,162,144,310,6737,1519,772,9030,3394,1523,168,86,5167,161,94,254,5428,1243,668,7336,2852,1280,125,60,4317,133,97,233,4548,1407,605,6557
118,7526,207,32,235,7761,802,507,9069,5647,1046,295,88,7080,216,53,268,7349,852,399,8597,4911,1060,244,78,6292,188,38,226,6518,1002,408,7933,3884,1108,280,75,5351,162,50,215,5564,1227,344,7133,2400,1111,217,41,3768,121,47,175,3939,1789,270,6002,1206,912,172,20,2312,40,32,78,2385,2459,241,5092,592,696,120,22,1432,17,26,40,1473,3155,245,4879,280,570,91,23,964,0,14,15,973,6814,976,8766,48319,15148,4244,1154,68869,1863,1064,2927,71791,27466,6448,105703,214,1189,81,49,1538,38,316,356,1892,3511,427,5821,3028,2712,218,121,6072,185,449,632,6708,2817,923,10450,7665,1956,316,152,10083,215,140,353,10437,1473,1302,13208,6832,2070,639,107,9650,169,133,299,9946,1637,1095,12680,4475,2769,536,85,7863,144,141,286,8158,2013,928,11092,3553,2685,227,82,6551,117,143,260,6809,1757,722,9289,3340,2274,148,94,5847,108,136,241,6087,1440,626,8153,2930,1945,157,93,5127,120,97,215,5342,1379,557,7281
119,13594,652,149,798,14391,3815,1234,19440,8502,2324,1679,262,12769,584,119,705,13480,3842,1068,18390,7593,2161,1684,243,11680,554,135,689,12373,4256,964,17589,6630,2244,1818,200,10898,510,172,684,11586,5177,984,17742,4500,1926,1416,144,7988,387,223,609,8592,6454,836,15888,1770,1156,652,78,3657,113,93,203,3861,8484,662,13013,540,582,249,32,1413,9,33,47,1455,9108,730,11295,176,312,116,22,627,8,16,22,646,17406,2181,20226,73741,32200,19469,3423,128824,6450,3308,9758,138582,90315,16450,245348,679,3166,238,190,4269,245,698,941,5207,9540,731,15481,5002,4758,383,412,10551,607,660,1265,11818,5092,978,17891,8551,3422,645,339,12957,595,407,999,13959,5622,1243,20820,6764,3805,837,204,11612,408,375,783,12394,6201,1142,19740,6081,4538,635,243,11499,320,423,745,12246,5988,1085,19320,6335,4807,344,290,11774,324,449,772,12544,5268,946,18764,6735,4595,308,287,11916,350,365,716,12636,4662,917,18214,6236,3724,370,229,10562,351,304,648,11211,5021,882,17109
120,8489,239,58,297,8791,999,476,10263,6160,1207,397,89,7857,269,50,319,8175,1136,359,9674,5216,1202,465,84,6973,247,67,312,7286,1272,334,8890,4398,1248,483,66,6202,253,70,322,6524,1739,334,8595,2798,1211,407,55,4465,208,84,290,4754,2335,303,7397,1252,876,247,39,2403,69,53,125,2526,3362,274,6160,467,572,123,18,1176,9,26,37,1215,3904,271,5384,165,323,66,22,576,9,11,16,587,7856,767,9212,52732,19004,6589,1399,79726,2799,1748,4545,84274,34615,6420,125306,286,1536,98,68,1986,40,282,322,2302,3745,289,6336,2719,2884,188,133,5931,253,380,634,6560,2298,587,9454,6547,2136,347,150,9190,331,227,562,9747,1911,847,12501,5898,2272,659,93,8916,221,164,385,9302,2190,697,12187,4691,3030,619,91,8430,164,180,349,8777,2339,675,11785,4401,2992,305,124,7814,155,175,325,8140,1957,531,10630,4458,2690,198,117,7460,175,150,320,7783,1677,525,9979,3938,2094,185,104,6310,141,117,254,6568,1619,407,8593
121,13789,319,63,382,14167,968,469,15601,10918,1526,425,117,12984,348,61,405,13387,1140,395,14923,9430,1670,431,107,11631,354,69,420,12049,1362,355,13773,7564,1705,456,71,9798,360,81,442,10236,1884,315,12434,4728,1963,372,54,7118,277,115,392,7510,2989,317,10822,2157,1717,270,39,4183,86,88,173,4355,4503,303,9163,894,1230,175,22,2320,21,40,59,2378,5886,258,8519,438,999,113,29,1572,4,36,44,1615,12719,826,15158,79238,23127,6419,1170,109955,3052,1714,4769,114725,44924,5343,164993,340,2931,205,99,3571,60,496,557,4127,6382,367,10879,3673,3866,260,144,7947,210,369,577,8521,1952,515,10992,7974,1905,388,125,10388,272,144,413,10806,1540,767,13117,7184,2695,880,98,10859,219,179,399,11258,2617,756,14624,5737,4073,725,111,10649,210,234,447,11095,3505,690,15286,5644,4762,370,122,10898,217,282,497,11395,3534,618,15554,5907,4388,287,127,10709,224,247,472,11184,2931,548,14666,5521,3899,287,116,9824,167,154,322,10143,2602,472,13223
122,7947,136,32,166,8111,540,307,8954,7110,1264,335,71,8775,183,32,219,8993,681,293,9969,6365,1283,357,71,8072,187,38,228,8299,818,283,9403,5146,1390,379,62,6978,200,46,237,7217,1187,264,8672,3107,1474,332,31,4940,132,77,210,5153,1966,244,7372,1282,1141,217,23,2669,44,49,89,2753,3016,197,5966,454,691,116,9,1268,10,24,32,1302,4029,216,5548,176,508,79,10,784,3,11,19,794,8817,685,10303,47514,16555,4636,798,69496,1506,964,2473,71976,28054,3836,103861,360,2172,140,100,2768,50,272,331,3098,2979,181,6258,2361,1929,149,111,4560,114,111,227,4784,808,245,5837,3988,1267,214,81,5558,93,81,167,5726,782,323,6829,3667,2023,485,81,6261,92,91,175,6433,1418,366,8223,3249,3444,491,93,7273,78,164,243,7517,2080,385,9981,3328,3770,240,87,7429,72,190,267,7692,1909,346,9945,3534,3437,199,107,7272,99,142,241,7514,1382,289,9182,3194,2803,210,80,6293,96,105,197,6485,1240,269,8000
123,7940,254,34,290,8232,1329,515,10074,5511,1226,683,133,7561,227,47,273,7831,1310,468,9605,4736,1046,621,117,6518,189,41,231,6753,1378,393,8521,4129,933,626,94,5783,163,45,207,5989,1624,375,7987,2973,913,561,69,4517,140,58,194,4714,2461,280,7455,1157,601,280,29,2068,45,20,68,2139,3929,266,6332,292,292,98,18,701,6,11,18,721,4387,271,5372,81,133,39,10,272,3,10,7,275,5747,698,6723,45239,14307,8471,1502,69519,2544,996,3540,73058,33290,5910,112256,738,2356,146,130,3367,337,445,778,4144,4360,375,8877,3067,2036,201,155,5454,386,196,581,6034,1792,392,8222,3534,1551,363,129,5575,219,149,363,5938,2046,335,8315,2579,2023,383,96,5072,168,169,337,5413,2401,334,8148,2783,2641,269,105,5798,198,179,376,6172,2356,337,8864,3089,2479,183,93,5844,168,168,340,6179,2059,349,8585,3511,2364,160,136,6178,158,134,290,6474,1715,358,8549,3438,2133,222,96,5893,135,90,225,6123,1977,328,8430
124,8799,214,56,275,9072,1206,568,10844,6353,1387,586,141,8464,214,41,252,8718,1430,520,10669,5807,1311,565,118,7801,198,49,248,8046,1506,470,10023,5052,1321,587,105,7070,205,41,251,7316,1759,433,9504,3554,1344,581,65,5541,200,79,278,5816,2947,343,9103,1388,897,304,25,2621,54,48,95,2716,4823,302,7848,386,484,121,8,1001,12,17,34,1028,5591,336,6955,126,248,57,20,445,0,15,11,459,7678,773,8913,53399,17882,7734,1516,80530,2668,1136,3802,84334,37755,6749,128840,1005,3064,193,155,4418,314,465,771,5189,4546,374,10110,3814,2556,279,165,6810,369,257,622,7431,1890,396,9724,4088,2032,441,127,6692,208,175,386,7076,2237,379,9694,3099,2700,504,84,6389,163,188,348,6737,2587,342,9672,3206,3326,380,111,7026,159,208,374,7396,2487,373,10255,3767,3405,261,130,7568,176,191,371,7936,2191,382,10507,4251,3130,220,132,7730,165,168,328,8060,1937,424,10415,4420,3024,286,125,7856,156,120,277,8130,2220,390,10734
125,12729,570,117,684,13412,3743,1286,18441,6685,1588,1174,220,9667,470,105,574,10247,3429,975,14650,5491,1514,1081,177,8264,443,110,547,8816,3622,874,13310,4798,1406,1117,161,7480,420,114,529,8007,3824,777,12613,3267,1285,865,99,5512,320,152,472,5985,4619,682,11289,1371,793,430,45,2638,97,70,162,2804,5841,560,9207,396,362,166,23,951,18,22,37,987,6050,462,7495,113,189,66,22,394,4,10,18,408,10581,1150,12140,66650,25694,13857,3192,109389,5824,2759,8585,117973,70504,14639,203119,470,2253,168,153,3039,190,547,733,3774,7234,555,11564,4131,3417,303,317,8172,526,502,1034,9209,4307,932,14451,7450,2873,523,254,11100,599,364,965,12065,5385,1118,18570,5767,2852,657,193,9461,466,305,761,10224,5525,922,16669,4653,3084,421,124,8284,323,326,648,8932,4794,739,14466,4505,3041,227,178,7948,294,308,598,8546,4187,710,13447,4748,2848,185,172,7959,278,257,534,8495,3693,620,12806,4389,2418,211,132,7148,226,211,438,7589,3709,606,11907
126,6110,186,24,213,6324,620,268,7214,4183,776,247,73,5284,169,26,195,5481,634,206,6321,3497,735,288,44,4566,155,32,187,4760,742,201,5705,3081,845,297,52,4279,149,42,190,4465,1093,216,5770,1921,788,289,38,3040,112,64,175,3214,1668,172,5056,857,610,157,17,1646,48,40,88,1733,2514,149,4393,304,385,65,8,754,12,15,28,787,2902,134,3825,113,223,48,10,389,0,12,12,402,5417,530,6350,35358,11384,4027,851,51614,1728,985,2716,54331,23093,3344,80762,205,1271,84,41,1601,36,256,296,1900,2810,124,4836,1563,1865,142,77,3656,123,349,475,4132,2240,312,6687,3154,882,182,73,4284,181,120,303,4587,1112,246,5947,2530,1174,286,41,4027,96,103,204,4226,1254,216,5696,2253,1614,239,59,4164,102,116,222,4380,1425,175,5981,2335,1913,137,57,4440,107,123,229,4665,1280,165,6111,2542,1928,90,58,4621,91,109,194,4821,1097,174,6093,2448,1654,120,63,4290,67,74,138,4427,1173,174,5776
127,9730,462,115,581,10308,3758,973,15034,6089,1706,1317,213,9322,477,114,588,9911,3876,880,14667,5623,1568,1322,221,8731,375,120,498,9225,4314,753,14290,5104,1498,1319,183,8101,353,182,531,8630,4898,881,14411,3556,1189,991,128,5865,329,160,483,6350,5708,681,12739,1331,694,481,47,2557,83,76,157,2713,6653,570,9943,334,270,159,19,773,10,17,21,796,6660,513,7970,95,129,64,15,305,4,6,8,311,9878,1410,11602,54958,19874,14478,2526,91836,4922,2327,7244,99080,72947,11847,183872,635,2473,205,158,3465,289,596,880,4345,8369,560,13276,3958,2980,230,331,7498,548,407,962,8458,3681,600,12733,5265,1815,399,228,7718,408,233,644,8357,4144,715,13216,3843,2236,436,171,6695,292,244,535,7227,4786,686,12692,3852,2975,301,197,7323,286,327,613,7937,4810,705,13461,4059,3031,218,186,7493,274,307,582,8075,4577,659,13309,4343,2740,217,230,7529,290,276,571,8095,4277,622,12991,3946,2330,256,201,6728,267,262,528,7255,4745,623,12623
128,6507,117,16,137,6647,513,236,7397,5464,1024,396,57,6947,136,15,155,7101,633,236,7973,4907,977,354,63,6306,142,35,176,6478,705,249,7435,4090,1054,449,62,5657,146,54,200,5856,1040,209,7103,2754,1073,373,28,4237,114,60,168,4401,2156,173,6730,1069,800,239,29,2148,23,38,62,2211,3435,153,5799,349,479,113,9,947,7,15,25,968,3990,170,5128,128,293,70,13,502,0,7,9,516,7622,632,8770,40693,12894,4915,740,59245,1319,785,2104,61351,25783,3188,90325,502,2535,136,98,3269,82,311,396,3661,2761,141,6566,2891,2147,212,120,5368,158,119,281,5647,742,202,6587,3797,1152,316,73,5342,84,64,150,5498,735,235,6467,2595,1914,507,51,5064,78,64,148,5211,1249,252,6711,2404,3038,367,75,5888,65,123,193,6077,1548,199,7827,2661,3197,197,84,6129,83,123,205,6335,1355,200,7887,3064,2937,181,85,6266,101,107,213,6482,1065,211,7757,3166,2723,214,83,6193,81,68,141,6336,1158,207,7704
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,131,32,10,41,169,128,246,542,78,30,16,4,132,31,9,38,175,134,230,540,54,27,15,8,91,31,10,32,130,134,205,473,61,33,12,4,112,20,11,27,137,154,191,480,39,25,7,3,68,18,7,27,98,252,118,470,14,20,6,3,45,4,3,6,48,267,90,403,3,7,0,0,10,0,0,5,12,199,40,250,4,0,0,5,6,0,0,0,4,140,40,192,762,410,152,66,1388,285,106,392,1775,1917,2040,5734,27,44,3,0,78,37,33,73,152,169,51,372,129,100,12,12,249,42,23,64,316,222,74,608,162,81,27,10,287,38,24,68,351,196,92,641,123,61,13,0,205,34,23,58,264,175,81,520,76,49,7,0,130,23,12,36,170,141,77,385,51,35,13,0,99,15,18,36,132,132,76,340,55,41,7,4,106,19,7,33,139,130,47,319,61,48,8,3,119,23,5,26,142,149,58,355
