region_id,Netherlands_C01_P,Netherlands_C06_M,Netherlands_C06_F,Netherlands_C06_P,Netherlands_C11_M,Netherlands_C11_F,Netherlands_C11_P,New_Zealand_C01_M,New_Zealand_C01_F,New_Zealand_C01_P,New_Zealand_C06_M,New_Zealand_C06_F,New_Zealand_C06_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,Philippines_C01_M,Philippines_C01_F,Philippines_C01_P,Philippines_C06_M,Philippines_C06_F,Philippines_C06_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Poland_C01_M,Poland_C01_F,Poland_C01_P,Poland_C06_M,Poland_C06_F,Poland_C06_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Singapore_C01_M,Singapore_C01_F,Singapore_C01_P,Singapore_C06_M,Singapore_C06_F,Singapore_C06_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,South_Africa_C01_M,South_Africa_C01_F,South_Africa_C01_P,South_Africa_C06_M,South_Africa_C06_F,South_Africa_C06_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,Sth_East_Eur_nf_C01_M,Sth_East_Eur_nf_C01_F,Sth_East_Eur_nf_C01_P,Sth_East_Eur_nf_C06_M,Sth_East_Eur_nf_C06_F,Sth_East_Eur_nf_C06_P,Sth_East_Eur_nf_C11_M,Sth_East_Eur_nf_C11_F,Sth_East_Eur_nf_C11_P,Sri_Lanka_C01_M,Sri_Lanka_C01_F,Sri_Lanka_C01_P,Sri_Lanka_C06_M,Sri_Lanka_C06_F,Sri_Lanka_C06_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Thailand_C01_M,Thailand_C01_F,Thailand_C01_P,Thailand_C06_M,Thailand_C06_F,Thailand_C06_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Turkey_C01_M,Turkey_C01_F,Turkey_C01_P,Turkey_C06_M,Turkey_C06_F,Turkey_C06_P,Turkey_C11_M,Turkey_C11_F,Turkey_C11_P,Unitd_Kingdom_C01_M,Unitd_Kingdom_C01_F,Unitd_Kingdom_C01_P,Unitd_Kingdom_C06_M,Unitd_Kingdom_C06_F,Unitd_Kingdom_C06_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unit_Sts_Amer_C01_M,Unit_Sts_Amer_C01_F,Unit_Sts_Amer_C01_P,Unit_Sts_Amer_C06_M,Unit_Sts_Amer_C06_F,Unit_Sts_Amer_C06_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Vietnam_C01_M,Vietnam_C01_F,Vietnam_C01_P,Vietnam_C06_M,Vietnam_C06_F,Vietnam_C06_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Born_elsewhere_C01_M,Born_elsewhere_C01_F,Born_elsewhere_C01_P,Born_elsewhere_C06_M,Born_elsewhere_C06_F,Born_elsewhere_C06_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Country_birt_ns_C01_M,Country_birt_ns_C01_F,Country_birt_ns_C01_P,Country_birt_ns_C06_M,Country_birt_ns_C06_F,Country_birt_ns_C06_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
101,954,480,471,951,428,465,893,1107,1032,2139,1250,1130,2380,1301,1315,2616,95,317,412,112,361,473,206,485,691,142,157,299,135,136,271,121,143,264,32,51,83,32,61,93,45,75,120,141,152,293,187,184,371,261,253,514,258,221,479,130,113,243,108,95,203,52,46,98,65,54,119,72,71,143,23,58,81,34,101,135,57,140,197,19,11,30,24,14,38,19,21,40,4425,4416,8841,4555,4621,9176,4658,4609,9267,241,254,495,297,313,610,378,398,776,101,70,171,99,74,173,105,95,200,1606,1393,2999,1808,1661,3469,2052,1893,3945,6489,5964,12453,7516,6682,14198,7252,6356,13608,577,606,1183,545,544,1089,564,571,1135,100839,99161,200000,106497,104696,211193,110284,108953,219237
102,1160,551,556,1107,550,555,1105,2299,2400,4699,2365,2527,4892,2601,2736,5337,236,673,909,274,715,989,341,926,1267,141,139,280,140,140,280,137,157,294,54,82,136,50,82,132,61,85,146,416,456,872,518,539,1057,691,678,1369,147,125,272,104,98,202,82,78,160,64,62,126,82,77,159,90,84,174,44,107,151,48,145,193,86,263,349,38,18,56,40,29,69,47,32,79,8530,8888,17418,8524,8670,17194,8758,9072,17830,279,314,593,374,372,746,453,456,909,47,63,110,51,50,101,76,93,169,1997,1966,3963,2140,2210,4350,2530,2746,5276,7816,7962,15778,9665,10570,20235,7810,8293,16103,379,548,927,384,578,962,358,463,821,138065,147443,285508,141418,152293,293711,148625,160006,308631
103,519,252,251,503,267,247,514,844,749,1593,848,762,1610,1028,877,1905,85,249,334,104,286,390,166,372,538,96,99,195,69,78,147,51,78,129,30,29,59,27,30,57,20,39,59,105,114,219,162,160,322,219,223,442,87,54,141,55,45,100,49,37,86,56,63,119,44,45,89,69,62,131,19,35,54,18,42,60,40,76,116,8,5,13,16,8,24,22,13,35,2354,2445,4799,2214,2359,4573,2361,2355,4716,122,126,248,141,129,270,152,171,323,38,23,61,36,29,65,65,46,111,796,718,1514,911,764,1675,1138,959,2097,5120,4693,9813,5254,5114,10368,6032,5396,11428,212,291,503,215,238,453,304,332,636,94784,94310,189094,94322,94510,188832,98858,97919,196777
104,528,306,232,538,285,246,531,640,713,1353,754,866,1620,851,926,1777,30,193,223,31,230,261,54,306,360,40,22,62,30,33,63,35,36,71,15,12,27,15,20,35,20,12,32,102,108,210,132,127,259,175,211,386,26,17,43,24,22,46,22,19,41,14,18,32,11,11,22,21,19,40,9,33,42,20,51,71,24,79,103,9,5,14,16,11,27,15,4,19,2453,2495,4948,2657,2703,5360,2745,2746,5491,124,101,225,130,139,269,169,170,339,21,26,47,21,20,41,23,31,54,581,593,1174,742,765,1507,994,1085,2079,2908,2852,5760,3401,3321,6722,3196,3117,6313,305,360,665,278,337,615,311,379,690,60514,62097,122611,62572,65058,127630,64877,67892,132769
105,235,109,109,218,96,108,204,405,426,831,437,411,848,450,470,920,23,153,176,35,152,187,74,199,273,32,26,58,32,25,57,20,24,44,3,6,9,3,7,10,9,22,31,48,59,107,59,70,129,85,103,188,101,59,160,61,41,102,39,23,62,31,29,60,36,28,64,68,65,133,3,14,17,6,16,22,10,39,49,6,8,14,3,9,12,4,0,4,983,931,1914,892,858,1750,909,820,1729,63,65,128,77,67,144,72,95,167,14,5,19,13,11,24,21,18,39,455,317,772,455,389,844,552,426,978,3997,3656,7653,4480,4199,8679,4060,3593,7653,176,185,361,142,165,307,207,180,387,60937,60160,121097,57970,57903,115873,58105,57890,115995
106,568,333,284,617,327,285,612,1074,994,2068,1194,1182,2376,1586,1416,3002,78,389,467,90,420,510,163,551,714,120,124,244,104,109,213,81,106,187,19,38,57,30,38,68,32,38,70,122,123,245,215,209,424,406,376,782,84,65,149,64,41,105,43,39,82,29,27,56,29,24,53,53,38,91,13,59,72,35,90,125,49,154,203,15,13,28,13,16,29,14,8,22,3370,3375,6745,3579,3536,7115,3798,3775,7573,164,144,308,169,208,377,234,249,483,43,25,68,47,29,76,64,36,100,835,790,1625,994,945,1939,1158,1174,2332,5889,5409,11298,6368,6450,12818,6490,6123,12613,306,319,625,323,332,655,312,371,683,105139,105404,210543,111976,113191,225167,121180,121880,243060
107,1433,612,632,1244,562,594,1156,1154,1191,2345,1124,1204,2328,1362,1392,2754,257,719,976,241,727,968,285,835,1120,373,378,751,272,351,623,224,321,545,50,65,115,56,66,122,54,89,143,202,207,409,300,304,604,364,361,725,831,735,1566,468,429,897,358,313,671,89,87,176,93,91,184,122,138,260,135,199,334,108,241,349,197,406,603,404,366,770,362,345,707,387,347,734,8656,9120,17776,7871,8536,16407,7614,8391,16005,250,265,515,270,325,595,341,438,779,378,347,725,329,331,660,355,395,750,4303,4063,8366,4112,4093,8205,4674,4651,9325,6922,6621,13543,7870,7887,15757,6170,5985,12155,644,771,1415,620,726,1346,740,765,1505,127686,129824,257510,129002,132867,261869,135154,139272,274426
108,782,410,373,783,407,393,800,854,902,1756,979,1046,2025,1158,1186,2344,50,295,345,75,318,393,78,388,466,75,49,124,63,49,112,44,58,102,21,35,56,16,32,48,15,45,60,106,130,236,125,200,325,211,243,454,50,33,83,42,36,78,47,30,77,18,18,36,30,19,49,30,29,59,11,53,64,16,66,82,27,105,132,12,6,18,11,9,20,10,11,21,3870,4177,8047,4103,4335,8438,4264,4519,8783,123,129,252,169,179,348,223,201,424,13,14,27,25,27,52,35,39,74,758,717,1475,862,847,1709,976,1005,1981,4420,4343,8763,5537,5907,11444,5293,5453,10746,282,374,656,288,380,668,257,304,561,90293,94609,184902,94556,99095,193651,97903,103320,201223
109,456,231,199,430,224,195,419,473,435,908,533,479,1012,556,519,1075,39,162,201,62,195,257,102,253,355,52,48,100,39,38,77,30,37,67,7,12,19,8,22,30,10,15,25,62,63,125,94,98,192,115,117,232,59,65,124,38,38,76,26,26,52,35,29,64,23,35,58,36,40,76,3,20,23,9,28,37,11,61,72,7,3,10,4,3,7,9,3,12,1403,1397,2800,1435,1387,2822,1407,1461,2868,62,53,115,63,79,142,63,91,154,14,15,29,17,15,32,28,17,45,439,411,850,458,476,934,666,672,1338,3024,2904,5928,3312,3039,6351,3158,2867,6025,135,134,269,167,175,342,169,160,329,54017,53890,107907,55028,55248,110276,54805,55683,110488
110,395,211,177,388,186,147,333,629,600,1229,620,591,1211,689,696,1385,36,190,226,48,211,259,128,298,426,39,35,74,33,32,65,24,24,48,39,45,84,32,46,78,35,49,84,112,107,219,119,123,242,183,173,356,66,47,113,34,27,61,24,23,47,39,33,72,41,37,78,40,41,81,17,27,44,19,36,55,34,60,94,5,3,8,13,4,17,10,4,14,1650,1773,3423,1647,1736,3383,1704,1718,3422,188,194,382,237,247,484,242,264,506,27,31,58,24,17,41,55,53,108,615,572,1187,643,584,1227,911,796,1707,4458,4204,8662,5032,5014,10046,5247,5172,10419,340,392,732,255,301,556,384,347,731,86167,87314,173481,85586,87652,173238,87317,89083,176400
