region_id,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot
101,92,83,65,43,34,16,15,4,13,121,602,1905,928,2267,3467,2309,3235,2872,1682,586,236,409,823,20719
102,106,91,54,126,105,49,10,0,14,228,928,1324,1406,1925,2880,2401,5694,8769,4864,1092,326,301,958,31940
103,129,118,47,35,27,8,5,3,5,163,672,2300,1168,3187,4303,2140,2771,2181,1112,249,57,189,910,20567
104,66,71,23,51,42,21,4,0,0,100,447,935,661,1297,2058,1531,2592,3108,1630,318,74,144,510,14858
105,115,74,14,17,9,9,3,3,7,90,447,2394,850,3026,2695,1071,1162,641,275,40,23,108,667,12952
106,73,78,48,66,62,30,5,0,10,194,682,1646,1117,2086,3093,2454,4163,4982,3103,526,102,205,998,24475
107,88,90,49,79,83,50,24,7,17,210,894,1602,2373,2520,3296,2218,4059,5889,4225,1339,412,347,1048,29328
108,83,133,64,88,41,16,5,4,3,143,661,1413,992,2326,4156,2535,3916,3567,1614,299,83,180,767,21848
109,97,61,27,24,10,0,0,0,5,102,393,1307,644,2531,2723,1187,1600,1034,381,79,40,97,498,12121
110,127,114,50,47,38,21,0,4,5,134,668,2651,884,3524,4240,2115,2672,1968,840,127,32,140,903,20096
111,134,100,41,77,97,46,18,8,27,251,1028,1906,2514,2935,3698,2393,5347,8820,5448,1585,492,550,1338,37026
112,86,74,38,55,72,65,24,10,26,167,741,1551,1034,2048,2825,1980,3501,5617,4704,1286,409,460,902,26317
113,96,89,28,33,26,3,3,0,7,106,504,1905,873,2444,3499,1793,2122,1733,766,155,38,113,681,16122
114,40,54,33,49,28,9,3,4,10,67,350,850,403,1231,1922,1515,2537,2272,1074,245,105,149,423,12726
115,5,12,3,3,13,14,18,9,13,46,148,674,84,233,317,298,402,739,1890,2098,1182,1098,419,9434
116,89,63,39,50,106,82,10,4,9,190,825,1376,1845,2186,2227,1577,2692,6642,6368,1614,653,317,1090,28587
117,61,72,22,39,126,187,159,109,254,307,1637,2468,3455,2048,1815,1284,2803,6135,9791,9734,8050,10413,2064,60060
118,36,34,10,14,78,115,112,87,160,225,1024,1654,1439,1027,855,637,1254,3003,7886,8780,5611,9045,1423,42614
119,78,60,33,79,182,234,80,25,26,332,1426,2789,3022,2670,2512,1647,3858,11201,14866,6684,2021,1188,2204,54662
120,24,25,12,23,52,100,52,34,42,134,566,1287,1112,958,1034,815,1597,4433,8865,6791,4190,4175,1100,36357
121,24,16,9,14,32,91,99,69,173,175,785,1547,794,692,646,499,964,3007,9629,9351,5272,8998,1259,42658
122,19,19,14,15,29,49,58,31,61,128,493,978,498,539,400,381,611,1758,4824,4211,2698,5053,750,22701
123,50,42,25,43,77,32,7,5,8,148,542,984,1222,1616,1634,1139,2624,4751,3450,991,203,156,788,19558
124,51,45,36,46,103,46,5,4,8,169,611,1101,887,1342,1844,1942,3664,7685,4766,887,217,210,889,25434
125,90,58,37,70,129,185,83,13,30,295,1213,2214,2810,2604,2300,1433,3077,9580,14499,4861,1222,702,1843,47145
126,16,14,4,11,29,43,30,20,21,92,340,822,736,655,578,364,810,2637,5036,2867,1414,1216,643,17778
127,78,59,57,78,128,131,27,4,5,233,959,1784,1913,2341,2251,1883,3896,6581,7561,2154,391,274,1370,32399
128,22,8,7,11,15,46,15,16,7,90,292,655,652,538,565,509,849,2444,4663,2368,1144,927,477,15791
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
