region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
101,93,53,288,261,396,1343,164,104,3214,3393,6607,1507,910,36,34,140,153,462,1568,132,81,2277,2746,5023,794,429,25,14,64,103,550,2165,77,110,1510,2821,4331,138,153,7,8,18,19,7,23,335,319,505,522,1027,45015,44039,2915,3031,7729,8571,2560,8453,30269,24294,88488,88388,176876
102,139,102,419,672,599,2329,249,200,4813,5961,10774,2574,1807,82,67,300,425,832,2979,172,151,3960,5429,9389,1645,975,37,27,133,272,1192,4290,124,194,3131,5758,8889,114,164,3,11,37,26,9,34,115,181,278,416,694,58099,58962,4258,5288,10586,15629,4044,14676,40572,35685,117559,130240,247799
103,94,41,235,222,379,1317,216,124,2898,3227,6125,1314,818,43,31,129,124,456,1539,116,107,2058,2619,4677,659,367,16,12,49,81,467,2135,86,135,1277,2730,4007,90,92,10,7,10,9,4,11,148,154,262,273,535,38263,37420,2581,2774,6398,6972,2345,8229,27971,22690,77558,78085,155643
104,65,44,233,204,253,928,113,72,2410,2541,4951,1169,694,46,27,116,127,301,1063,77,45,1709,1956,3665,645,343,19,10,53,76,453,1636,37,61,1207,2126,3333,117,117,0,7,14,26,6,10,130,153,267,313,580,26421,26484,1936,2209,5313,6480,1701,5914,16745,14642,52116,55729,107845
105,54,25,158,135,259,876,115,63,1714,1942,3656,779,485,25,6,90,55,273,959,74,58,1241,1563,2804,354,168,6,5,42,38,286,1158,39,62,727,1431,2158,58,64,3,3,4,17,5,3,130,85,200,172,372,21529,20964,1633,1628,3925,4078,1549,5026,17031,14449,45667,46145,91812
106,79,54,255,258,367,1430,150,96,3116,3546,6662,1415,894,37,17,113,140,416,1721,111,103,2092,2875,4967,753,406,15,9,54,100,557,2209,59,92,1438,2816,4254,124,128,0,5,20,26,9,13,118,156,271,328,599,48389,48105,3141,3363,7809,9440,2514,8983,33165,27077,95018,96968,191986
107,81,87,244,358,496,1885,190,90,3908,4649,8557,2032,1281,35,39,134,224,614,2268,119,91,2934,3903,6837,1123,592,24,12,87,134,744,2882,77,100,2055,3720,5775,210,230,8,6,28,29,10,34,411,403,667,702,1369,53932,54552,2992,3686,7891,10821,3068,11182,40245,33422,108128,113663,221791
108,123,80,455,355,520,1752,179,131,4428,4765,9193,2229,1523,67,44,207,226,663,2071,140,80,3306,3944,7250,1333,705,26,12,83,141,876,3061,86,98,2404,4017,6421,111,120,0,4,17,22,3,24,93,103,224,273,497,41465,41614,3070,3433,8389,9810,3260,10844,23363,20060,79547,85761,165308
109,45,41,141,143,213,767,99,73,1739,1981,3720,918,582,26,16,93,69,304,900,67,45,1408,1612,3020,486,245,13,8,24,42,339,1296,47,57,909,1648,2557,52,48,0,5,8,11,3,7,86,75,149,146,295,22513,22357,1466,1630,3744,4141,1450,4785,14843,12373,44016,45286,89302
110,81,40,189,186,361,1253,168,114,2635,2844,5479,1135,709,31,23,106,94,350,1484,94,91,1716,2401,4117,624,306,18,14,42,59,452,1928,60,81,1196,2388,3584,106,71,5,0,16,11,3,11,214,222,344,315,659,34184,33745,2279,2558,5450,6140,2160,7715,24545,21283,68618,71441,140059
