region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
101,181,24,2269,1718,395,1048,85,190,33,3469,1315,157,684,23,121,10,2310,2108,140,754,23,198,15,3238,1950,102,628,9,178,10,2877,1132,39,419,6,85,3,1684,378,5,158,3,44,0,588,150,0,63,3,21,0,237,221,5,107,3,68,4,408,164,131,286,40,171,34,826,9827,2381,5588,532,1669,741,20738
102,275,22,1927,1208,518,737,145,237,38,2883,1251,164,791,54,124,20,2404,4033,227,1254,60,96,26,5696,6902,185,1505,21,122,39,8774,4015,26,758,3,50,16,4868,908,4,157,3,15,5,1092,257,0,61,0,6,0,324,199,15,64,5,19,0,302,276,236,248,52,81,70,963,19360,3763,6390,668,1133,650,31964
103,206,48,3188,2356,643,1054,58,164,35,4310,1258,203,578,24,75,6,2144,2098,95,489,15,66,8,2771,1768,19,339,6,44,7,2183,924,4,156,4,20,4,1112,192,4,32,6,19,0,253,31,4,15,0,5,0,55,95,7,64,0,20,4,190,203,196,253,40,193,27,912,10170,3076,4753,511,1302,770,20582
104,166,27,1295,869,249,710,85,130,16,2059,848,84,492,28,71,13,1536,1668,122,659,34,94,17,2594,2311,39,666,14,71,12,3113,1295,8,280,3,41,6,1633,256,5,48,3,7,0,319,50,3,12,0,8,0,73,69,11,33,0,30,0,143,118,132,119,37,73,31,510,7698,1689,3790,431,846,421,14875
105,321,40,3031,1391,288,676,103,220,24,2702,640,61,295,6,65,3,1070,803,28,270,9,46,5,1161,486,18,118,3,20,0,645,204,4,44,6,15,3,276,13,0,11,0,13,0,37,4,0,8,0,9,0,21,31,5,48,0,20,4,108,80,104,201,39,209,37,670,4511,1932,3189,740,1870,726,12968
106,187,26,2086,1395,594,669,78,347,13,3096,1183,252,581,26,394,16,2452,2808,297,785,31,232,15,4168,4014,83,714,17,139,13,4980,2682,11,364,0,36,9,3102,440,4,69,0,14,0,527,67,3,21,3,11,0,105,111,7,63,0,20,3,204,270,216,223,50,194,48,1001,13472,3538,4458,442,1938,634,24482
107,134,18,2530,1283,1086,702,90,103,36,3300,1090,403,598,38,77,10,2216,2365,646,886,39,99,26,4061,4177,347,1209,29,102,31,5895,3346,39,780,12,40,9,4226,1080,10,223,0,17,8,1338,324,11,70,4,5,0,414,188,39,86,5,26,7,351,206,452,210,68,70,44,1050,14496,7576,5510,522,754,498,29356
108,234,24,2325,2245,468,1003,173,237,31,4157,1459,163,761,35,105,14,2537,2865,107,798,42,90,20,3922,2808,34,641,27,52,9,3571,1312,8,258,0,34,0,1612,238,4,37,3,17,0,299,51,6,16,0,7,0,80,85,6,59,0,27,0,177,165,150,237,52,124,46,774,11916,2455,4989,751,1132,615,21858
109,139,24,2530,1599,173,720,90,120,22,2724,714,70,332,9,51,11,1187,1194,43,308,3,47,6,1601,801,8,188,0,30,9,1036,295,4,59,3,17,3,381,49,0,21,0,8,0,78,19,0,15,0,8,0,42,35,4,41,0,16,0,96,122,72,128,34,122,27,505,6183,1171,2964,401,950,462,12131
110,307,44,3530,2146,613,1073,129,255,33,4249,1201,206,558,38,99,11,2113,1912,91,543,24,98,8,2676,1517,16,365,10,52,8,1968,634,4,138,3,55,4,838,78,4,25,3,16,0,126,15,3,3,0,13,0,34,47,7,72,3,11,3,143,152,132,221,46,304,47,902,9021,2534,4799,730,2054,978,20116
