region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
101,3,11,267,25,25,40,64,98,259,197,165,88,42,32,63,1098,15,20,9,37,33,83,56,49,21,19,12,17,371,39,30,24,59,44,108,94,68,36,22,17,40,581,95,82,83,186,199,507,389,327,162,92,64,131,2317,883,551,510,1063,1385,3459,3406,4016,2291,1992,1159,1032,21747
102,15,19,475,56,36,42,71,118,314,371,424,160,96,45,125,1858,28,26,19,60,61,173,151,168,44,29,16,40,815,99,62,61,90,124,287,260,214,69,61,27,96,1450,193,134,134,243,339,870,875,916,301,210,103,280,4598,1136,635,619,1150,1537,4448,5820,9273,4500,2930,1517,1747,35312
103,0,13,242,37,34,45,81,133,259,170,129,41,26,9,50,1014,12,15,19,26,39,61,39,39,8,15,8,17,298,44,32,32,52,58,132,65,51,15,8,4,45,538,99,99,103,189,252,509,310,252,76,57,21,125,2092,881,519,576,1044,1539,3644,3395,3646,1513,1010,590,1024,19381
104,3,5,182,19,21,27,57,81,178,161,110,27,22,17,44,764,11,19,17,21,37,73,45,40,12,8,0,11,294,20,23,24,49,41,75,50,43,20,11,9,29,394,57,70,74,137,182,381,297,212,62,44,29,89,1634,527,421,359,724,968,2269,2257,2362,869,553,359,570,12238
105,3,4,131,43,49,52,106,101,165,110,55,25,10,8,49,773,8,13,12,28,22,31,21,7,0,5,3,9,159,18,28,29,42,32,58,27,20,8,6,3,22,293,77,100,102,188,179,280,178,91,36,24,17,84,1356,622,398,433,832,1009,2077,1585,1381,508,309,262,608,10024
106,7,11,311,42,19,37,67,93,320,290,267,87,53,30,77,1382,24,22,19,40,44,113,88,74,15,16,10,25,490,46,44,28,64,77,164,125,102,29,25,16,46,766,124,88,91,191,249,654,571,505,154,100,63,159,2949,896,557,534,1087,1484,4211,5022,6403,2813,2084,995,1378,27464
107,11,19,342,56,22,30,55,79,240,233,323,126,87,33,71,1355,17,22,14,41,51,113,102,100,55,38,20,29,602,63,45,33,46,83,157,150,160,79,38,17,56,927,147,92,87,157,235,570,547,651,300,184,81,175,3226,880,535,453,935,1318,3526,4227,6981,4213,3219,1459,1303,29049
108,7,16,288,34,33,32,84,109,275,237,126,65,24,15,63,1097,13,20,21,43,52,92,49,60,11,3,10,21,395,53,38,38,56,77,129,66,70,12,14,8,32,593,109,101,100,209,267,579,402,289,96,49,40,132,2373,796,594,552,1077,1414,3319,3157,3328,1425,875,516,872,17925
109,0,12,141,23,22,31,76,79,143,94,53,8,13,6,28,576,10,13,15,23,42,46,36,21,8,0,3,12,229,23,26,10,19,46,63,34,27,8,4,5,26,291,68,70,65,131,184,282,186,112,27,20,14,78,1237,656,347,393,751,984,2419,2035,1818,524,392,285,663,11267
110,3,6,221,42,44,43,116,119,257,139,83,25,5,10,63,946,10,6,20,36,44,71,36,27,8,3,5,15,281,34,36,33,49,46,79,48,35,10,3,16,42,431,90,94,111,223,239,475,255,169,49,14,34,126,1879,894,526,534,1115,1489,3381,2820,2388,936,576,456,936,16051
