region_id,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_Tot,C11_Tot_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_Tot_SOL_SE_Tot,C11_Tot_LPE_NS,C11_T_T
101,306,366,4332,193693,10922,1397,208,12527,11882,218102
102,414,819,8889,279884,13283,1670,227,15180,12747,307811
103,159,279,4006,179947,5626,759,108,6493,9705,196145
104,116,173,3333,121600,4744,788,102,5634,4849,132083
105,57,194,2159,105676,2881,379,61,3321,6610,115607
106,170,341,4256,225014,5963,840,127,6930,10433,242377
107,1078,367,5775,223689,32800,6992,503,40295,8934,272918
108,233,689,6421,187289,4626,476,73,5175,8200,200664
109,143,171,2559,101192,3721,600,73,4394,4570,110156
110,95,274,3585,162676,4144,668,83,4895,8095,175666
111,686,628,8697,306772,17393,2895,300,20588,11329,338689
112,247,539,6542,210954,8301,920,169,9390,9471,229815
113,281,204,3089,133016,8246,1631,164,10041,6534,149591
114,166,400,3726,122592,4791,532,92,5415,6349,134356
115,487,115,3194,153801,43426,5230,417,49073,5046,207920
116,1185,168,2796,177621,97591,14330,1425,113346,11326,302293
117,1007,409,2876,157668,70806,15473,944,87223,31586,276477
118,1475,586,5670,167361,51651,6565,643,58859,21926,248146
119,3110,842,11391,202444,232348,58477,3298,294123,25952,522519
120,1995,342,5185,143577,84388,18569,1172,104129,14183,261889
121,1277,632,9256,267031,76101,12398,798,89297,15507,371835
122,891,419,6212,193122,28521,3585,399,32505,8312,233939
123,369,323,2500,181495,38119,5248,547,43914,9161,234570
124,484,323,4021,242863,28146,3440,441,32027,11931,286821
125,1796,713,6411,155556,170465,43328,2661,216454,23274,395284
126,808,249,4123,93633,52263,10227,522,63012,5345,161990
127,2233,274,3793,129057,160050,51483,2653,214186,16118,359361
128,385,321,4604,177146,21810,2542,245,24597,5861,207604
197,0,3,38,1579,145,27,3,175,345,2099
