region_id,Age_74_C11_P,Age_70_74_C01_M,Age_70_74_C01_F,Age_70_74_C01_P,Age_70_74_C06_M,Age_70_74_C06_F,Age_70_74_C06_P,Age_70_74_C11_M,Age_70_74_C11_F,Age_70_74_C11_P,Age_75_C01_M,Age_75_C01_F,Age_75_C01_P,Age_75_C06_M,Age_75_C06_F,Age_75_C06_P,Age_75_C11_M,Age_75_C11_F,Age_75_C11_P,Age_76_C01_M,Age_76_C01_F,Age_76_C01_P,Age_76_C06_M,Age_76_C06_F,Age_76_C06_P,Age_76_C11_M,Age_76_C11_F,Age_76_C11_P,Age_77_C01_M,Age_77_C01_F,Age_77_C01_P,Age_77_C06_M,Age_77_C06_F,Age_77_C06_P,Age_77_C11_M,Age_77_C11_F,Age_77_C11_P,Age_78_C01_M,Age_78_C01_F,Age_78_C01_P,Age_78_C06_M,Age_78_C06_F,Age_78_C06_P,Age_78_C11_M,Age_78_C11_F,Age_78_C11_P,Age_79_C01_M,Age_79_C01_F,Age_79_C01_P,Age_79_C06_M,Age_79_C06_F,Age_79_C06_P,Age_79_C11_M,Age_79_C11_F,Age_79_C11_P,Age_75_79_C01_M,Age_75_79_C01_F,Age_75_79_C01_P,Age_75_79_C06_M,Age_75_79_C06_F,Age_75_79_C06_P,Age_75_79_C11_M,Age_75_79_C11_F,Age_75_79_C11_P,Age_80_84_C01_M,Age_80_84_C01_F,Age_80_84_C01_P,Age_80_84_C06_M,Age_80_84_C06_F,Age_80_84_C06_P,Age_80_84_C11_M,Age_80_84_C11_F,Age_80_84_C11_P,Age_85ov_C01_M,Age_85ov_C01_F,Age_85ov_C01_P,Age_85ov_C06_M,Age_85ov_C06_F,Age_85ov_C06_P,Age_85ov_C11_M,Age_85ov_C11_F,Age_85ov_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
111,2512,5944,7061,13005,5550,6416,11966,5963,6819,12782,1145,1358,2503,1079,1290,2369,1079,1323,2402,1053,1354,2407,1058,1272,2330,981,1150,2131,963,1196,2159,983,1281,2264,983,1134,2117,926,1239,2165,1052,1374,2426,878,1157,2035,863,1143,2006,836,1197,2033,865,1110,1975,4950,6290,11240,5008,6414,11422,4786,5874,10660,2787,4475,7262,3662,5291,8953,3780,5471,9251,1668,3917,5585,2139,4767,6906,3026,5673,8699,584,746,1330,678,771,1449,753,770,1523,156037,163830,319867,159505,167505,327010,166494,173716,340210
112,1999,4911,5316,10227,4735,5240,9975,4948,5375,10323,906,1056,1962,923,1048,1971,901,985,1886,855,941,1796,874,1046,1920,823,1055,1878,765,881,1646,885,980,1865,778,927,1705,741,866,1607,837,918,1755,787,888,1675,662,808,1470,754,892,1646,758,856,1614,3929,4552,8481,4273,4884,9157,4047,4711,8758,2255,3032,5287,2908,3817,6725,3201,4015,7216,1291,2501,3792,1792,3196,4988,2424,4119,6543,1161,1292,2453,922,1111,2033,941,1137,2078,104452,108997,213449,109542,115321,224863,112279,119616,231895
113,1061,2392,2587,4979,2379,2563,4942,2714,2800,5514,389,513,902,386,505,891,449,490,939,362,460,822,410,437,847,435,478,913,348,416,764,389,457,846,400,463,863,306,435,741,384,466,850,354,450,804,284,408,692,381,447,828,382,420,802,1689,2232,3921,1950,2312,4262,2020,2301,4321,942,1602,2544,1285,1885,3170,1506,1956,3462,607,1420,2027,767,1709,2476,1018,2072,3090,247,238,485,245,250,495,318,241,559,74808,73170,147978,74393,73969,148362,75065,75090,150155
114,1379,3122,3122,6244,3092,3209,6301,3647,3741,7388,512,536,1048,550,614,1164,633,699,1332,497,545,1042,565,587,1152,587,608,1195,461,472,933,556,578,1134,530,546,1076,374,451,825,493,519,1012,505,554,1059,376,436,812,450,529,979,482,569,1051,2220,2440,4660,2614,2827,5441,2737,2976,5713,1125,1588,2713,1580,2048,3628,1984,2362,4346,636,1360,1996,885,1722,2607,1394,2332,3726,186,261,447,197,239,436,246,275,521,60899,63489,124388,62644,66106,128750,65622,69257,134879
115,1091,1822,1939,3761,1997,2060,4057,2927,2911,5838,290,369,659,374,379,753,456,449,905,267,339,606,340,409,749,382,461,843,248,316,564,320,386,706,351,403,754,221,347,568,307,373,680,317,342,659,215,376,591,271,364,635,302,350,652,1241,1747,2988,1612,1911,3523,1808,2005,3813,789,1312,2101,1027,1689,2716,1320,1739,3059,507,1486,1993,744,1748,2492,1043,2150,3193,459,642,1101,526,729,1255,592,844,1436,88633,91284,179917,97942,101149,199091,102983,106373,209356
116,1162,2515,2971,5486,2625,3108,5733,3160,3438,6598,408,518,926,470,516,986,539,611,1150,374,511,885,447,573,1020,433,557,990,309,431,740,394,472,866,409,535,944,304,384,688,343,455,798,375,528,903,262,422,684,328,443,771,385,504,889,1657,2266,3923,1982,2459,4441,2141,2735,4876,758,1313,2071,1130,1793,2923,1439,2016,3455,428,1059,1487,580,1378,1958,856,1940,2796,502,683,1185,664,935,1599,782,1248,2030,128198,130133,258331,136011,138506,274517,150704,153625,304329
117,1125,3203,3219,6422,3044,2855,5899,3184,3187,6371,530,577,1107,538,535,1073,536,557,1093,486,546,1032,537,515,1052,525,501,1026,427,480,907,476,529,1005,473,477,950,371,481,852,471,489,960,475,510,985,347,455,802,414,453,867,376,426,802,2161,2539,4700,2436,2521,4957,2385,2471,4856,1121,1824,2945,1439,1880,3319,1618,1911,3529,826,1678,2504,900,1745,2645,989,1886,2875,8576,7871,16447,7401,6930,14331,8226,7795,16021,126532,115656,242188,140791,128114,268905,152098,140398,292496
118,1323,3465,4247,7712,3152,3650,6802,3407,3933,7340,661,900,1561,628,764,1392,567,660,1227,629,886,1515,600,767,1367,518,658,1176,541,857,1398,601,768,1369,545,625,1170,557,802,1359,567,716,1283,494,642,1136,509,790,1299,550,687,1237,472,570,1042,2897,4235,7132,2946,3702,6648,2596,3155,5751,1830,3060,4890,2250,3465,5715,2151,3095,5246,1343,2959,4302,1584,3264,4848,1935,3738,5673,2840,3209,6049,2559,2771,5330,2297,2645,4942,115006,122870,237876,116335,122919,239254,122921,130167,253088
119,3180,8050,9400,17450,7661,8479,16140,7905,8742,16647,1491,1952,3443,1428,1679,3107,1485,1665,3150,1403,1870,3273,1440,1627,3067,1400,1581,2981,1276,1741,3017,1291,1648,2939,1339,1542,2881,1215,1692,2907,1353,1627,2980,1225,1481,2706,1132,1669,2801,1238,1620,2858,1142,1401,2543,6517,8924,15441,6750,8201,14951,6591,7670,14261,3985,6135,10120,4760,7009,11769,5129,6725,11854,2419,5276,7695,3085,6277,9362,3979,7411,11390,1616,1962,3578,1465,1918,3383,1720,2424,4144,235066,243352,478418,242070,250695,492765,259356,267308,526664
120,1376,3540,4089,7629,3443,3830,7273,3520,4080,7600,631,753,1384,625,749,1374,663,744,1407,559,741,1300,659,742,1401,595,745,1340,522,705,1227,572,744,1316,606,698,1304,470,694,1164,582,672,1254,575,663,1238,475,715,1190,527,641,1168,522,640,1162,2657,3608,6265,2965,3548,6513,2961,3490,6451,1611,2737,4348,1940,2939,4879,2324,3046,5370,1170,2881,4051,1430,3024,4454,1694,3492,5186,1363,1640,3003,1204,1553,2757,1239,1647,2886,112830,120213,233043,118352,126273,244625,128146,136631,264777
121,2082,4874,6008,10882,4583,5363,9946,5505,6194,11699,917,1175,2092,854,1115,1969,902,1139,2041,813,1217,2030,867,1073,1940,890,1034,1924,748,1147,1895,870,1151,2021,790,959,1749,805,1146,1951,770,1114,1884,768,954,1722,712,1143,1855,791,1032,1823,765,936,1701,3995,5828,9823,4152,5485,9637,4115,5022,9137,2528,4712,7240,3204,5086,8290,3350,4719,8069,1866,5031,6897,2397,5691,8088,3039,6214,9253,2289,2880,5169,2154,2641,4795,2350,2795,5145,163024,179299,342323,169033,184946,353979,180603,196373,376976
122,1415,3348,4112,7460,3133,3602,6735,3786,4068,7854,628,816,1444,588,757,1345,518,711,1229,659,837,1496,559,797,1356,595,678,1273,532,793,1325,582,737,1319,544,650,1194,535,771,1306,588,761,1349,514,668,1182,530,807,1337,505,693,1198,510,638,1148,2884,4024,6908,2822,3745,6567,2681,3345,6026,1908,3144,5052,2281,3437,5718,2249,3237,5486,1327,2970,4297,1704,3612,5316,2141,4068,6209,1306,1391,2697,1209,1406,2615,1028,1215,2243,107436,111794,219230,109396,114574,223970,115227,120952,236179
123,978,1693,2119,3812,1911,2190,4101,2590,2803,5393,334,376,710,304,415,719,424,492,916,263,397,660,304,423,727,362,407,769,232,333,565,280,383,663,316,347,663,223,319,542,233,343,576,334,385,719,214,324,538,259,343,602,264,384,648,1266,1749,3015,1380,1907,3287,1700,2015,3715,693,1194,1887,933,1483,2416,1092,1690,2782,385,1001,1386,545,1282,1827,808,1693,2501,382,498,880,307,413,720,296,404,700,107624,110447,218071,109646,113302,222948,115194,120074,235268
124,1350,2724,3364,6088,2953,3381,6334,3631,4095,7726,487,695,1182,536,602,1138,595,692,1287,454,656,1110,466,604,1070,530,671,1201,423,603,1026,464,583,1047,460,548,1008,400,566,966,412,633,1045,445,612,1057,372,558,930,377,578,955,453,534,987,2136,3078,5214,2255,3000,5255,2483,3057,5540,1163,2102,3265,1500,2511,4011,1706,2454,4160,735,1656,2391,898,2234,3132,1245,2778,4023,571,707,1278,566,712,1278,482,602,1084,138197,142140,280337,137085,141932,279017,141019,146891,287910
125,1960,4803,5690,10493,4632,5153,9785,5145,5478,10623,801,1131,1932,825,1001,1826,928,1006,1934,779,1176,1955,760,1048,1808,799,885,1684,726,1005,1731,757,978,1735,816,861,1677,644,971,1615,727,909,1636,729,857,1586,617,918,1535,720,952,1672,699,850,1549,3567,5201,8768,3789,4888,8677,3971,4459,8430,2107,3518,5625,2544,4114,6658,2886,4010,6896,1266,3011,4277,1568,3514,5082,2070,4339,6409,1309,1347,2656,1458,1785,3243,1833,2365,4198,169667,168840,338507,180379,178917,359296,200526,198956,399482
126,1023,2403,3068,5471,2230,2604,4834,2341,2849,5190,440,600,1040,440,558,998,431,512,943,408,616,1024,443,518,961,392,460,852,366,556,922,393,562,955,392,477,869,363,575,938,410,538,948,409,471,880,355,572,927,390,552,942,348,468,816,1932,2919,4851,2076,2728,4804,1972,2388,4360,1219,2072,3291,1534,2441,3975,1618,2338,3956,812,2199,3011,1041,2432,3473,1350,2774,4124,971,1194,2165,1019,1351,2370,1125,1509,2634,73719,78762,152481,75621,80793,156414,79839,84784,164623
127,1695,3635,4151,7786,4014,4494,8508,4634,5043,9677,597,758,1355,664,789,1453,754,862,1616,558,681,1239,728,812,1540,695,848,1543,486,596,1082,596,718,1314,688,808,1496,419,574,993,510,674,1184,603,705,1308,363,542,905,490,614,1104,578,744,1322,2423,3151,5574,2988,3607,6595,3318,3967,7285,1148,1831,2979,1714,2515,4229,2249,2970,5219,743,1498,2241,939,1872,2811,1356,2435,3791,544,698,1242,450,611,1061,591,856,1447,164155,164382,328537,167319,170160,337479,178215,182591,360806
128,1244,3011,3706,6717,2727,3241,5968,3113,3460,6573,508,658,1166,541,716,1257,549,637,1186,497,608,1105,544,714,1258,472,611,1083,471,629,1100,541,646,1187,465,581,1046,409,629,1038,505,655,1160,485,629,1114,399,543,942,471,655,1126,459,584,1043,2284,3067,5351,2602,3386,5988,2430,3042,5472,1275,2118,3393,1761,2647,4408,2083,2999,5082,745,1852,2597,1096,2270,3366,1552,3053,4605,386,543,929,395,436,831,389,457,846,99535,103019,202554,99012,103585,202597,101594,106851,208445
197,37,20,17,37,0,0,0,115,125,240,0,0,0,0,0,0,21,13,34,3,0,3,0,0,0,18,11,29,0,3,3,0,0,0,14,14,28,3,3,6,0,0,0,7,22,29,3,4,7,0,0,0,8,16,24,9,10,19,0,0,0,68,76,144,12,6,18,0,0,0,56,59,115,33,8,41,0,0,0,17,18,35,78,69,147,36,37,73,71,95,166,1184,406,1590,325,130,455,1072,1194,2266
