region_id,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_T,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_T,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creativ_art_85o,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_FoodHos_PS_T,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C01_P_NatPhy_sci_15_19,C01_P_NatPhy_sci_20_24,C01_P_NatPhy_sci_25_34,C01_P_NatPhy_sci_35_44,C01_P_NatPhy_sci_45_54,C01_P_NatPhy_sci_55_64,C01_P_NatPhy_sci_65_74,C01_P_NatPhy_sci_75_84,C01_P_NatPhy_sci_85_ov,C01_P_NatPhy_sci_Tot,C01_P_InfTec_15_19,C01_P_InfTec_20_24,C01_P_InfTec_25_34,C01_P_InfTec_35_44,C01_P_InfTec_45_54,C01_P_InfTec_55_64,C01_P_InfTec_65_74,C01_P_InfTec_75_84,C01_P_InfTec_85_ov,C01_P_InfTec_Tot,C01_P_EngRT_15_19,C01_P_EngRT_20_24,C01_P_EngRT_25_34,C01_P_EngRT_35_44,C01_P_EngRT_45_54,C01_P_EngRT_55_64,C01_P_EngRT_65_74,C01_P_EngRT_75_84,C01_P_EngRT_85_ov,C01_P_EngRT_Tot,C01_P_ArchBuild_15_19,C01_P_ArchBuild_20_24,C01_P_ArchBuild_25_34,C01_P_ArchBuild_35_44,C01_P_ArchBuild_45_54,C01_P_ArchBuild_55_64,C01_P_ArchBuild_65_74,C01_P_ArchBuild_75_84,C01_P_ArchBuild_85o,C01_P_Arch_building_Tot,C01_P_AgEnv_RS_15_19,C01_P_AgEnv_RS_20_24,C01_P_AgEnv_RS_25_34,C01_P_AgEnv_RS_35_44,C01_P_AgEnv_RS_45_54,C01_P_AgEnv_RS_55_64,C01_P_AgEnv_RS_65_74,C01_P_AgEnv_RS_75_84,C01_P_AgEnv_RS_85o,C01_P_AgEnv_RS_Tot,C01_P_Health_15_19,C01_P_Health_20_24,C01_P_Health_25_34,C01_P_Health_35_44,C01_P_Health_45_54,C01_P_Health_55_64,C01_P_Health_65_74,C01_P_Health_75_84,C01_P_Health_85o,C01_P_Healt_To,C01_P_Educ_15_19,C01_P_Educ_20_24,C01_P_Educ_25_34,C01_P_Educ_35_44,C01_P_Educ_45_54,C01_P_Educ_55_64,C01_P_Educ_65_74,C01_P_Educ_75_84,C01_P_Educ_85o,C01_P_Educ_Tot,C01_P_MngtCom_15_19,C01_P_MngtCom_20_24,C01_P_MngtCom_25_34,C01_P_MngtCom_35_44,C01_P_MngtCom_45_54,C01_P_MngtCom_55_64,C01_P_MngtCom_65_74,C01_P_MngtCom_75_84,C01_P_MngtCom_85o,C01_P_MngtCom_Tot,C01_P_Soc_cult_15_19,C01_P_Soc_cult_20_24,C01_P_Soc_cult_25_34,C01_P_Soc_cult_35_44,C01_P_Soc_cult_45_54,C01_P_Soc_cult_55_64,C01_P_Soc_cult_65_74,C01_P_Soc_cult_75_84,C01_P_Soc_cult_85o,C01_P_Society_cultur_Tot,C01_P_Creative_art_15_19,C01_P_Creative_art_20_24,C01_P_Creative_art_25_34,C01_P_Creative_art_35_44,C01_P_Creative_art_45_54,C01_P_Creative_art_55_64,C01_P_Creative_art_65_74,C01_P_Creative_art_75_84,C01_P_Creative_arts_85o,C01_P_Creative_arts_Tot
101,18,191,845,1315,1798,1537,854,349,114,7021,6,116,678,989,1194,1364,706,222,72,5347,137,663,1827,2498,2179,1689,729,243,120,10085,90,488,1279,1619,1550,1130,424,95,20,6695,17,112,332,396,330,239,133,63,18,1640,122,365,760,688,473,367,166,36,15,2992,10,5,3,6,11,0,7,6,3,51,3,14,74,129,123,88,34,9,8,482,765,404,797,1045,1073,1125,1214,1251,704,8378,1203,2546,7334,9654,9582,8181,4562,2389,1113,46564,3,80,346,426,417,281,137,49,7,1746,30,139,302,371,216,70,19,0,0,1147,84,682,2320,3022,2706,2044,1358,627,88,12931,45,285,934,1346,1086,783,557,199,31,5266,39,241,701,785,628,359,196,64,13,3026,25,208,942,1765,1652,1115,632,253,55,6647,3,121,651,1222,1673,935,402,122,45,5174,191,903,2133,2502,2201,1276,646,343,62,10257,63,426,1156,1425,1360,758,348,136,21,5693,21,146,411,389,360,222,126,51,15,1741
102,81,479,1686,2156,2581,1759,896,482,133,10253,17,242,1243,1463,1571,1527,701,361,81,7206,313,1129,3017,3489,3077,2251,1236,574,196,15282,168,772,1822,2035,1796,1158,468,161,34,8414,41,232,523,523,361,230,141,72,24,2147,198,584,1217,1193,806,551,263,128,44,4984,6,7,17,14,12,16,8,7,5,92,7,22,55,127,86,75,42,24,17,455,953,526,925,1339,1487,1453,1964,2486,1801,12934,1826,4202,11158,13250,12641,9545,6038,4503,2411,65574,3,85,332,366,313,183,126,56,18,1482,60,178,391,471,258,59,9,6,0,1432,126,760,3298,4897,4021,2887,2430,1426,271,20116,90,476,1772,2077,1632,1047,791,416,65,8366,35,156,454,484,259,153,99,54,7,1701,57,392,1697,2547,1924,1003,699,368,97,8784,12,199,1052,1666,2046,897,615,245,66,6798,336,1262,3443,3875,3187,1812,1251,752,121,16039,99,482,1313,1414,1287,665,377,185,22,5844,28,210,542,585,405,231,165,103,27,2296
103,62,338,1009,1272,1565,1316,625,327,106,6620,9,191,865,1069,1105,1114,546,246,61,5206,152,608,1697,1891,1755,1281,499,216,71,8170,93,429,1053,1032,912,626,228,57,21,4451,26,99,249,208,176,141,105,31,16,1051,120,390,709,605,345,224,100,36,10,2539,7,11,4,6,4,6,9,4,3,54,3,13,40,71,50,39,10,11,4,241,695,372,638,885,894,1010,1162,1089,550,7295,1209,2637,6818,7721,7383,6104,3482,2117,885,38356,3,40,259,260,242,140,38,18,0,1000,49,93,164,206,147,47,9,3,0,718,148,738,2415,2986,2427,1532,823,334,57,11460,60,274,749,900,715,447,267,101,22,3535,61,254,814,900,746,498,216,83,11,3583,28,214,1003,1613,1500,850,485,217,57,5967,3,177,973,1223,1522,745,312,109,54,5118,180,726,1880,2074,1705,847,380,180,43,8015,42,294,820,746,759,407,175,58,18,3319,32,113,213,239,223,147,88,36,5,1096
104,36,137,515,846,1224,1062,542,217,56,4635,0,66,437,620,846,860,442,159,39,3469,106,452,1010,1214,1363,1126,519,186,79,6055,64,229,664,861,1014,695,235,60,13,3835,7,50,149,204,201,144,77,19,9,860,85,238,450,436,325,242,123,46,9,1954,10,5,3,6,6,3,3,3,3,42,3,6,23,47,51,48,8,14,3,203,394,196,364,485,592,606,814,897,633,4981,725,1468,3881,5121,6001,5069,2887,1670,867,27689,0,30,93,154,173,87,58,28,7,630,17,47,118,142,121,32,8,0,0,485,62,227,967,1725,1744,1326,1061,450,73,7635,29,115,465,872,807,483,364,150,25,3310,21,94,297,347,199,116,79,29,6,1188,13,105,484,1092,1029,569,392,162,32,3878,5,60,369,849,1190,627,287,108,33,3528,143,384,998,1422,1401,757,471,243,26,5845,29,124,485,675,667,320,153,56,12,2521,19,73,162,238,190,106,72,24,9,893
105,27,212,661,696,963,720,354,154,60,3847,3,159,678,669,601,538,255,90,24,3017,71,345,884,955,906,598,227,82,24,4092,55,241,588,551,505,350,122,21,5,2438,3,37,89,77,61,62,38,8,4,379,63,195,372,287,200,144,69,23,8,1361,3,3,3,6,7,4,0,3,0,29,3,5,18,38,22,29,10,9,0,134,471,270,499,606,697,671,789,801,399,5203,725,1597,4099,4202,4270,3310,1942,1238,529,21912,0,23,145,111,102,59,23,9,0,472,26,47,75,111,72,24,7,0,0,362,90,422,1296,1629,1360,855,502,197,22,6373,18,117,373,513,433,312,184,50,10,2010,40,197,641,595,358,254,110,34,6,2235,18,146,622,1033,816,512,251,111,27,3536,3,197,786,683,733,364,148,46,17,2977,102,436,1114,1184,873,497,201,88,14,4509,17,149,516,414,405,169,61,14,7,1752,7,37,123,117,92,59,34,7,3,479
106,57,363,1228,1536,1841,1445,715,276,81,7542,3,158,851,1053,1086,1087,470,193,51,4952,270,1025,2527,2623,2166,1442,706,247,89,11095,100,486,1305,1203,1166,728,257,67,12,5324,19,112,305,251,195,152,76,52,8,1170,141,556,1037,953,509,345,128,39,17,3725,4,7,3,10,15,5,7,3,4,58,0,14,50,102,63,52,25,17,6,329,791,395,780,1092,1068,1153,1209,1262,661,8411,1444,3368,8856,9642,8784,6799,3789,2271,966,45919,6,60,246,283,291,129,74,21,7,1117,42,107,220,283,164,44,9,0,3,872,143,1175,3774,5061,3790,2265,1290,549,83,18130,43,261,933,1101,932,630,354,137,15,4406,74,212,494,458,281,171,78,26,7,1801,41,207,1025,1819,1567,827,429,172,42,6129,4,120,667,1037,1425,615,313,121,29,4331,241,855,2254,2292,1855,1007,511,241,37,9293,53,295,714,797,756,432,195,66,14,3322,26,91,243,237,242,129,101,22,10,1101
107,67,518,1562,1765,1995,1253,582,260,77,8079,12,263,1306,1477,1722,1645,630,244,75,7374,259,1352,3168,3287,2693,1667,807,340,114,13687,136,918,2018,2038,1777,1089,365,129,32,8502,28,271,532,499,356,214,115,54,20,2089,143,534,1063,942,618,328,162,63,32,3885,7,18,9,9,11,14,12,10,5,95,13,44,94,109,112,57,28,24,4,485,782,544,849,988,1141,1178,1323,1628,781,9214,1480,4777,11618,12131,11287,7975,4285,2888,1201,57642,6,201,567,560,509,230,84,32,15,2204,50,363,652,453,248,44,13,3,0,1826,122,1120,4648,5870,4846,2948,1878,898,138,22468,64,470,1524,1531,1063,770,557,267,46,6292,21,153,386,320,190,77,40,15,11,1213,46,380,1625,2155,1581,761,439,207,61,7255,11,299,1183,1904,2236,850,401,146,44,7074,331,1585,3794,3515,2634,1233,677,332,51,14152,94,644,1777,1645,1398,623,237,123,15,6556,39,240,578,514,345,165,102,47,13,2043
108,39,259,818,1267,1872,1517,909,422,121,7224,3,102,496,880,1094,1208,737,303,52,4875,156,520,1325,1744,2068,1691,1008,424,133,9069,85,337,870,1108,1249,910,355,108,22,5044,14,64,176,227,230,172,134,57,17,1091,108,300,652,634,534,410,210,92,23,2963,9,4,6,4,12,11,9,10,3,68,3,5,41,72,64,61,37,13,4,300,640,265,455,772,912,1086,1464,1784,1219,8597,1086,1933,5116,7224,8632,7512,5113,3376,1656,41648,0,10,92,143,241,143,97,38,11,775,24,68,128,208,160,46,10,6,0,650,74,350,1399,2414,2469,2322,2009,1006,153,12196,26,162,713,1234,1181,849,669,292,40,5166,42,90,355,463,344,177,124,66,9,1670,30,165,765,1686,1500,965,623,302,66,6102,9,63,544,1060,1532,915,556,182,54,4915,171,486,1289,1890,1746,1293,921,482,84,8362,50,203,623,802,797,480,307,112,17,3391,12,72,172,246,246,175,126,57,10,1116
109,26,199,647,660,919,796,380,192,61,3880,4,88,483,544,658,561,302,101,35,2776,88,382,999,993,884,525,224,102,45,4242,35,214,594,659,626,469,131,29,4,2761,8,44,133,104,80,68,40,13,7,497,101,252,435,435,278,184,88,43,8,1824,3,5,9,4,0,3,0,3,0,27,4,10,35,33,37,26,7,3,6,161,359,190,332,428,550,566,714,781,527,4447,642,1488,4009,4259,4326,3369,1967,1303,711,22074,0,31,126,110,126,36,18,7,3,457,16,56,103,111,87,29,7,0,0,409,73,437,1221,1537,1294,803,486,243,34,6128,37,122,419,542,418,273,172,67,10,2060,49,202,560,583,396,193,89,34,8,2114,9,122,559,1007,931,479,288,136,33,3564,4,90,466,697,780,434,166,69,26,2732,97,454,1049,1156,863,424,230,123,30,4426,17,158,501,445,441,184,92,29,13,1880,10,63,130,111,120,72,40,14,9,569
110,59,268,846,1097,1427,1211,661,280,97,5946,7,142,798,936,1039,992,468,203,46,4631,131,554,1432,1612,1571,1072,474,162,53,7061,104,399,938,1041,1029,708,262,50,16,4547,21,88,169,196,155,102,66,41,7,845,108,330,530,464,333,205,75,21,12,2078,5,7,8,11,0,11,3,0,3,48,3,7,59,65,52,42,21,7,4,260,668,380,649,842,868,856,1063,1079,602,7007,1173,2389,5986,6821,6991,5489,3256,1917,866,34888,0,82,247,282,295,162,63,49,4,1184,33,89,131,147,115,40,11,3,0,569,112,542,1726,2192,1817,1248,697,256,64,8654,30,163,559,756,676,457,261,95,21,3018,71,288,824,757,604,443,186,74,9,3256,33,201,891,1448,1335,817,408,209,60,5402,6,190,812,1177,1440,722,298,118,50,4813,184,698,1679,1923,1571,832,337,137,34,7395,39,276,882,848,894,480,174,65,12,3670,11,86,257,232,190,116,75,36,8,1011
111,73,774,2559,2702,3071,2100,1028,537,148,12992,13,297,1667,1779,2002,2101,970,416,127,9372,334,1558,3831,3749,3166,2275,1008,470,168,16559,140,856,2288,2206,1993,1355,541,164,35,9578,47,382,826,509,366,244,147,60,27,2608,184,680,1252,1047,720,459,225,122,32,4721,11,10,9,10,12,11,9,10,3,85,8,49,106,137,142,89,44,22,12,609,870,632,1023,1193,1362,1377,1754,2147,1492,11850,1718,5648,14816,14572,13816,10605,6041,4140,2107,73463,4,212,634,648,619,303,122,64,7,2613,68,264,555,417,236,83,10,3,0,1636,130,1417,5255,6532,5897,3949,2768,1477,231,27656,65,535,1771,1951,1578,1057,758,424,50,8189,25,168,491,417,254,132,74,37,8,1606,54,477,2486,3193,2615,1307,808,377,92,11409,8,268,1467,2139,2752,1326,737,286,102,9085,404,1771,3820,3856,3354,1743,880,522,123,16473,84,771,1913,1906,1764,922,421,217,44,8042,51,421,687,576,455,249,132,71,18,2660
112,44,264,1111,1654,2314,1874,892,448,140,8741,5,126,787,1259,1582,1742,751,281,84,6617,139,618,1682,2165,2241,1613,793,373,125,9749,95,380,1236,1681,1795,1263,422,118,20,7010,21,159,510,639,506,321,119,49,21,2345,140,385,803,800,610,386,182,104,23,3433,5,6,9,16,12,8,11,0,3,70,5,24,74,114,99,90,35,20,6,467,655,339,683,912,1054,1126,1303,1635,1006,8713,1147,2429,7430,10021,10967,8948,4746,3174,1488,50350,0,49,196,311,371,166,107,56,7,1263,31,80,143,226,207,45,10,0,0,742,77,446,1532,2681,2690,1933,1670,906,142,12077,44,205,858,1470,1294,724,565,276,28,5464,44,195,547,638,410,192,94,58,18,2196,33,195,1130,2261,2068,1043,609,319,82,7740,9,92,722,1539,2185,1064,576,227,67,6481,186,713,1709,2318,2106,1222,783,431,60,9528,63,285,944,1325,1421,612,301,109,22,5082,33,227,535,640,571,225,145,77,20,2473
113,44,272,855,956,1031,791,403,204,89,4645,7,137,669,851,799,717,315,129,40,3664,106,568,1445,1474,1380,877,325,127,55,6357,93,338,852,758,676,427,112,47,11,3314,15,82,197,140,98,67,33,19,3,654,113,337,541,392,287,178,72,27,6,1953,7,5,3,9,9,4,4,0,0,41,6,15,51,48,40,33,9,5,0,207,514,327,524,581,665,674,792,813,472,5362,948,2285,5630,5704,5347,3977,2156,1415,688,28150,6,81,225,205,181,76,26,10,0,810,21,101,145,156,95,36,4,0,0,558,120,819,1907,2226,1626,896,484,189,36,8303,38,208,593,723,563,304,201,71,14,2715,56,266,743,752,515,313,128,49,8,2830,20,177,794,1137,969,571,313,154,31,4166,3,146,809,946,1076,459,210,93,27,3769,200,683,1668,1717,1314,536,261,120,29,6528,60,232,634,581,513,259,116,42,7,2444,17,105,195,183,122,72,48,19,9,770
114,29,166,530,806,1172,1021,578,307,70,4679,4,90,376,607,825,986,534,234,36,3692,70,365,856,1237,1332,1106,799,288,91,6144,51,254,626,869,956,740,336,102,21,3955,11,66,164,256,234,181,142,57,9,1120,83,251,435,455,363,225,146,61,18,2037,6,5,11,3,12,0,8,7,0,52,3,9,31,61,60,54,35,16,8,277,451,211,378,561,678,697,942,1067,714,5699,732,1490,3693,5275,6044,5338,3735,2278,1006,29591,0,19,120,197,171,129,100,39,6,781,19,39,95,146,105,45,8,0,0,457,74,409,1377,2213,1710,1633,1383,600,91,9490,23,170,667,906,730,520,409,209,22,3656,29,91,273,315,172,117,75,20,11,1103,12,115,519,1063,961,633,499,170,38,4010,6,56,387,896,1132,606,339,117,35,3574,105,364,1037,1437,1308,1002,683,323,55,6314,35,153,556,736,681,445,277,111,14,3008,13,56,212,269,234,165,112,51,12,1124
115,30,347,918,1533,1672,1288,587,215,95,6685,3,255,941,1508,1672,1528,629,205,67,6808,144,963,2694,4027,3285,2124,851,272,108,14468,84,606,1217,1521,1331,903,261,82,20,6025,35,340,537,540,335,182,91,29,16,2105,103,354,543,750,487,335,137,56,16,2781,3,0,7,7,8,12,3,3,3,46,3,36,110,158,148,86,42,15,3,601,508,263,393,689,701,670,602,536,592,4954,940,3444,8317,12300,11008,7806,3467,1519,971,49772,3,144,490,745,704,354,105,38,16,2599,52,315,608,823,471,83,10,3,0,2365,55,654,2427,3641,3566,2339,940,364,87,14073,45,334,1130,1162,904,644,231,87,15,4552,13,138,394,347,266,133,53,21,8,1373,18,294,1168,1854,1763,914,330,174,73,6588,3,224,1059,1682,2060,912,308,115,47,6410,195,1314,3682,4754,4723,2112,596,298,72,17746,45,483,1122,1428,1407,596,203,108,23,5415,41,335,540,447,367,184,83,35,11,2043
116,48,487,1753,1842,1554,951,283,116,38,7072,11,284,1493,1411,1013,841,314,130,41,5538,260,1526,5210,4277,2965,1685,424,134,48,16529,152,748,2196,1836,1295,715,180,50,8,7180,32,303,610,366,175,107,38,11,0,1642,150,529,1150,770,431,241,85,32,12,3400,16,10,15,24,29,19,5,3,3,124,9,50,275,240,168,73,26,12,0,853,975,699,1371,1447,1393,1322,1085,892,435,9619,1690,4995,16104,13930,10121,6479,2623,1460,612,58014,11,163,613,624,394,123,45,9,0,1982,73,468,1002,617,246,47,8,3,3,2467,117,1035,4422,5156,3904,2002,963,323,50,17972,59,416,1388,1020,872,506,248,91,14,4614,18,110,335,309,128,61,21,7,3,992,32,321,1404,1511,1207,418,186,70,19,5168,8,299,1130,1068,1064,438,196,72,23,4298,255,1653,4556,4029,2912,1002,297,110,28,14842,75,488,1545,1322,932,355,136,38,7,4898,32,278,525,346,203,107,27,14,3,1535
117,21,467,2341,1488,1109,779,387,152,57,6801,9,194,1326,1168,930,1008,429,151,40,5255,126,2211,8793,4489,2236,1172,423,143,46,19639,52,1170,5295,3132,1918,1335,504,123,21,13550,54,1187,3730,1712,862,385,118,50,15,8113,65,539,1212,715,356,220,89,23,9,3228,28,34,24,15,13,7,8,7,0,136,6,139,482,356,213,134,65,15,10,1420,759,2046,4432,2533,2023,1715,1226,964,622,16320,1153,8761,31030,17460,10564,7273,3466,1742,849,82298,22,471,1621,951,525,251,93,38,7,3979,106,798,1901,874,244,47,15,7,3,3995,47,710,3261,2594,1790,1254,750,312,83,10801,16,299,1594,1081,658,403,227,67,14,4359,3,88,394,250,145,76,26,12,3,997,11,395,2255,1590,1062,558,284,161,40,6356,11,154,1359,1286,1222,590,249,92,40,5003,277,2937,8599,4389,2351,949,329,189,46,20066,58,1416,5828,3618,2471,1070,387,131,28,15007,73,1177,3778,1998,809,283,135,59,26,8338
118,11,393,2286,1825,1562,1155,653,351,157,8393,7,177,1271,1196,1278,1424,654,330,132,6469,76,1394,6075,4636,2673,1577,771,365,213,17780,29,822,4007,3072,2120,1533,664,259,81,12587,32,715,2710,1712,899,419,173,94,44,6798,32,326,819,660,403,294,165,78,35,2812,18,27,11,8,8,17,6,9,5,109,3,102,302,379,230,158,89,30,8,1301,655,1108,2611,1884,1480,1344,1258,1172,842,12354,882,5656,22297,16890,11718,8557,4802,2868,1627,75297,36,436,1417,933,676,425,179,101,27,4230,50,538,1476,847,340,69,15,6,0,3341,40,866,3075,2651,2097,1683,1106,739,188,12445,19,370,1775,1239,897,561,284,159,41,5345,9,106,406,265,125,86,41,22,5,1065,19,448,2719,2407,1925,1260,779,496,134,10187,5,209,1425,1531,1854,884,426,224,101,6659,166,2641,9291,5539,3650,1848,876,568,140,24719,46,1277,5725,3887,3083,1494,650,355,109,16626,59,849,3110,1749,850,390,205,142,38,7392
119,65,836,2770,2351,2079,1385,661,346,126,10619,26,603,2277,2314,2076,1677,757,377,104,10211,342,3072,10167,8010,5366,2804,1004,554,252,31571,170,1329,4154,3145,2435,1312,372,141,28,13086,58,555,1439,964,523,255,119,62,29,4004,212,888,1981,1539,872,542,219,120,36,6409,23,41,37,33,57,38,16,16,9,270,8,122,393,371,247,114,49,37,9,1350,1580,1434,3194,3082,2880,2531,2254,2493,1692,21140,2531,9561,29617,24422,18629,11553,5930,4473,2400,109116,17,387,1499,1507,785,360,150,75,11,4791,138,1026,2459,1518,464,91,22,8,0,5726,173,1719,7086,8176,5915,4245,3125,1809,383,32631,89,703,2456,1839,1383,1202,757,435,73,8937,20,118,404,383,203,135,56,34,10,1363,30,643,2636,2691,1928,1030,682,337,84,10061,13,472,2276,2444,2370,1174,583,283,79,9694,514,3779,10557,8354,5266,2434,1335,901,191,33331,122,1313,3607,3249,2172,929,437,183,34,12046,58,580,1357,928,542,287,180,108,29,4069
120,22,466,2062,1894,1714,1234,521,237,85,8235,5,227,1301,1429,1540,1610,634,262,93,7101,88,1644,6566,5376,3392,1728,570,239,129,19732,42,732,3295,3083,2182,1510,472,153,42,11511,48,607,1869,1462,847,353,112,62,27,5387,60,403,980,771,431,276,84,52,18,3075,9,28,7,12,21,10,7,5,0,99,7,82,289,289,257,127,57,24,7,1139,572,764,1843,1546,1270,1150,996,1168,1006,10315,869,5396,20716,17801,13038,8679,3765,2367,1459,74090,12,289,1353,1155,755,317,125,43,10,4059,57,594,1808,1037,317,59,18,3,3,3896,36,640,3213,3524,2532,1699,1101,597,138,13480,24,262,1402,1224,894,608,274,125,25,4838,0,102,354,288,195,75,28,15,7,1064,16,424,2334,2497,1891,941,510,262,72,8947,12,241,1531,1824,2090,882,384,163,82,7209,187,2073,7949,5763,3521,1278,612,384,121,21888,45,903,4321,3601,2817,1095,402,177,49,13410,51,698,2219,1510,767,279,123,69,15,5731
