region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
101,16705,273629,32359,12600,8710,140929,15502,210101,825,7031,5231,75590,1916,90593,6,31,17,734,37,825,924,85,86,456,24,1575,737,118,48,216,36,1155,1725,513,375,878,44,3535,12244,6371,4863,61345,1914,86737,694,27,156,18,12,907,325,104,61,501,19,1010,2366,682,505,5775,152,9480,670,151,64,483,38,1406,407,103,36,131,13,690,723,48,27,53,19,870,2150,1497,975,22776,484,27882,1960,666,245,2122,120,5113,94,13,12,4,0,123,243,90,27,153,21,534,989,135,46,154,25,1349,490,151,61,317,18,1037,384,122,88,80,12,686,694,369,255,133,24,1475,766,151,84,321,28,1350,279,69,37,127,18,530,3081,1686,1257,15891,376,22291,430,58,31,47,14,580,42,0,3,0,0,45,304,60,47,19,0,430,261,51,29,153,14,508,70,7,3,3,3,86,216,14,11,3,4,248,438,173,121,670,20,1422,5725,1232,901,1902,171,9931,576,200,144,3489,12136,16545
102,24812,382802,49896,21354,14124,184643,22733,292753,1399,12569,8751,105520,3419,131658,4,63,16,846,29,958,1861,150,190,594,52,2847,539,131,47,174,13,904,2170,673,396,1208,58,4505,23168,11416,7858,83653,3377,129472,1267,80,324,52,29,1752,552,121,105,765,39,1582,2305,768,560,5811,174,9618,894,287,98,678,42,1999,465,115,44,122,6,752,988,119,99,98,38,1342,4309,2502,1447,27078,763,36099,2331,936,330,3176,151,6924,355,11,20,18,6,410,335,119,40,224,31,749,74,18,11,16,3,122,1298,403,169,908,74,2852,1196,327,186,170,48,1927,1375,716,499,224,75,2889,764,164,101,357,23,1409,523,86,67,153,10,839,5314,2710,1833,19320,526,29703,244,36,9,58,8,355,19,0,0,0,0,19,864,138,93,62,9,1166,767,59,74,300,39,1239,136,42,19,17,0,214,173,18,20,6,4,221,789,298,161,800,35,2083,7731,2240,1333,2699,434,14437,1027,439,319,5047,13268,20100
103,13526,242860,16318,8724,5978,145019,12336,188377,465,4703,3539,78034,2172,88913,0,26,8,897,85,1016,742,67,60,380,32,1281,207,81,16,73,12,389,946,363,240,721,29,2299,6422,4461,3354,63784,2069,80090,493,21,142,27,19,702,154,55,22,504,9,744,1093,451,309,5042,151,7046,263,106,33,279,15,696,187,64,21,74,4,350,406,20,19,37,7,489,1264,997,612,21978,573,25424,783,394,162,1636,64,3039,87,10,8,6,3,114,169,68,16,144,10,407,43,7,7,5,3,65,249,102,67,236,12,666,353,126,47,86,31,643,407,233,193,156,40,1029,387,131,50,239,7,814,204,34,31,111,3,383,1728,1174,881,14391,370,18544,90,17,4,19,0,130,20,0,0,0,0,20,268,35,24,24,3,354,146,23,26,125,9,329,56,16,0,3,3,78,106,0,4,3,8,121,264,95,71,550,21,1001,3248,746,429,1499,170,6092,385,173,124,4481,9906,15069
104,8430,165129,15505,7382,5143,91270,7709,127015,424,4031,2939,48673,1379,57446,0,19,3,849,29,900,463,52,45,294,19,873,96,22,3,36,6,163,964,308,154,451,26,1903,7359,3986,2848,40176,1406,55775,325,12,113,16,14,480,197,52,34,377,12,672,1121,324,230,4016,126,5817,142,87,19,164,10,422,141,41,16,57,12,267,791,52,82,63,34,1022,1266,863,509,13221,358,16217,596,276,94,1240,61,2267,36,0,3,5,0,44,39,20,4,71,3,137,15,6,3,13,0,37,171,61,51,182,4,469,173,78,52,52,7,362,400,193,163,85,16,857,256,77,36,139,9,517,93,36,16,73,3,221,1681,1080,686,10481,228,14156,35,6,0,10,0,51,0,0,0,0,0,0,235,29,26,19,8,317,106,19,24,131,15,295,22,12,0,0,3,37,58,0,3,4,0,65,267,80,46,365,9,767,2992,724,502,1209,130,5557,342,143,82,2386,5200,8153
105,9885,144566,7368,4185,2794,91930,9283,115563,187,2196,1524,49279,1464,54650,0,30,3,2704,84,2821,357,24,34,347,21,783,97,20,11,44,3,175,397,134,108,257,11,907,2525,1950,1362,37000,1232,44069,255,3,56,9,10,333,59,32,22,270,12,395,488,192,127,3481,70,4358,150,44,15,198,12,419,89,26,7,32,0,154,275,21,14,56,12,378,521,440,281,11412,251,12905,366,201,54,892,38,1551,35,0,3,0,0,38,67,28,8,97,11,211,18,3,4,0,0,25,127,80,28,226,4,465,162,40,27,39,11,279,188,90,80,69,13,440,121,36,21,111,3,292,58,7,13,27,0,105,716,506,366,7936,188,9712,63,7,0,4,0,74,23,0,0,0,0,23,124,21,17,9,3,174,65,14,9,81,4,173,11,7,0,3,3,24,45,0,5,0,0,50,75,51,21,265,6,418,1429,310,202,748,78,2767,199,79,62,2928,6566,9834
106,16107,288465,22358,11710,8256,167388,14805,224510,563,6738,5169,96410,2353,111233,0,18,11,742,20,791,803,79,71,345,26,1324,264,69,11,94,10,448,1221,435,314,874,45,2889,10430,6476,4692,78369,2444,102411,719,31,233,36,21,1040,274,67,45,544,15,945,1506,656,476,7512,176,10326,258,125,24,368,4,779,189,57,34,105,9,394,491,29,22,57,11,610,1880,1142,701,21185,469,25377,790,386,136,1718,68,3098,92,4,9,10,3,118,98,49,15,111,7,280,62,15,10,36,0,123,331,130,68,295,18,842,515,176,80,125,29,925,743,371,271,176,41,1602,803,150,113,524,18,1608,192,39,28,126,4,389,2764,1791,1275,17868,380,24078,96,16,8,7,3,130,19,0,0,0,0,19,456,38,51,19,3,567,207,46,21,222,9,505,35,6,0,9,0,50,81,3,6,4,0,94,477,207,100,884,21,1689,3676,1001,719,1912,137,7445,467,215,178,5024,10779,16663
107,18727,335696,75486,20384,13767,133756,17131,260518,1640,10812,7703,77902,2344,100401,0,37,34,729,32,832,3974,95,149,381,99,4698,1701,248,108,350,36,2443,2249,765,440,1222,69,4745,19745,9697,7375,57641,2231,96689,1238,67,248,37,65,1655,439,107,73,531,17,1167,3455,1030,690,4885,168,10228,2122,404,209,1030,90,3855,694,131,39,181,13,1058,1234,62,51,55,19,1421,3253,1857,1363,19615,488,26576,7191,1752,746,4344,269,14302,269,8,22,19,3,321,1161,225,139,213,66,1804,6494,655,270,908,234,8561,1526,465,207,836,80,3114,694,185,105,114,32,1130,800,393,262,160,33,1648,1268,257,146,417,37,2125,305,48,36,137,11,537,5282,2550,1909,14135,394,24270,1806,188,63,189,62,2308,61,0,6,0,0,67,423,79,66,20,5,593,1922,270,162,422,60,2836,1208,125,74,42,56,1505,847,33,25,15,26,946,1130,360,265,807,33,2595,12848,2085,1418,2390,408,19149,1668,428,281,3464,8981,14822
108,13697,248468,21433,10716,7023,141275,12541,192983,547,5870,4231,75736,2382,88766,3,34,15,1785,85,1922,475,59,68,352,28,982,179,42,13,43,5,282,1346,402,207,579,34,2568,11222,5733,4108,64254,2189,87506,449,17,140,14,16,636,254,101,61,546,20,982,1418,475,321,5143,136,7493,230,101,20,312,10,673,190,68,16,76,7,357,305,32,37,59,14,447,1749,1166,749,18853,506,23023,718,384,100,1578,52,2832,40,0,6,4,3,53,73,61,16,157,0,307,33,6,5,20,3,67,408,131,71,307,20,937,204,98,64,101,12,479,582,297,198,112,23,1212,374,95,33,192,10,704,141,28,25,85,3,282,2535,1383,1043,14443,366,19770,58,0,4,22,0,84,12,0,0,0,0,12,273,49,35,22,3,382,152,42,25,205,13,437,27,6,0,3,0,36,76,8,5,0,4,93,341,139,69,489,18,1056,2846,866,535,1622,161,6030,369,190,166,4107,8625,13457
109,7192,140684,10615,5123,3401,84151,6640,109930,263,2447,1852,40642,1250,46454,3,8,13,516,28,568,273,25,19,201,20,538,132,47,14,54,10,257,737,228,139,455,18,1577,3755,2444,1778,34781,1068,43826,346,14,84,12,8,464,67,25,15,225,6,338,804,363,197,5577,127,7068,202,69,21,185,17,494,113,31,7,36,5,192,452,25,16,26,8,527,660,546,342,12016,277,13841,820,314,109,1573,61,2877,44,0,0,3,3,50,61,24,7,74,7,173,19,3,4,5,0,31,72,37,8,87,4,208,194,31,30,45,18,318,268,114,101,55,6,544,234,67,27,153,16,497,79,14,8,56,3,160,1032,655,453,9404,179,11723,68,5,3,15,0,91,14,0,0,0,0,14,116,13,15,10,4,158,80,16,9,139,8,252,13,3,3,3,0,22,35,0,3,0,0,38,140,48,38,262,3,491,1961,378,236,908,90,3573,241,83,75,2389,4619,7407
110,11988,220506,11751,6644,4833,138355,11098,172687,300,3694,2784,74135,1994,82907,0,29,19,2126,52,2226,770,74,42,490,25,1401,57,19,5,25,0,106,618,252,159,481,13,1523,4689,3437,2537,57699,1822,70184,389,17,76,16,26,524,157,44,35,389,4,629,886,363,240,6271,129,7889,118,50,17,164,8,357,109,30,10,41,0,190,308,21,15,43,6,393,887,691,472,17734,425,20209,361,205,54,1129,40,1789,93,0,0,3,3,99,79,42,12,111,11,255,13,3,0,7,0,23,133,62,28,138,4,365,209,57,66,90,5,427,348,180,152,73,17,770,151,45,36,148,11,391,96,17,13,58,0,184,1250,905,634,14331,333,17453,38,7,0,4,3,52,17,0,0,0,0,17,253,42,24,19,5,343,95,18,16,165,6,300,18,8,0,4,0,30,108,4,3,0,6,121,186,85,50,418,14,753,2615,604,408,1146,125,4898,228,146,92,4124,8340,12930
