region_id,C01_0_74_REA,C01_0_74_ST_HA,C01_0_74_Per_no_sa_ho,C01_0_74_Ho_co_op_c_c_g,C01_0_74_Oth_land_typ,C01_0_74_LLT_NS,C01_0_74_Tot,C01_75_99_REA,C01_75_99_ST_HA,C01_75_99_Pe_no_sa_ho,C01_75_99_H_c_op_c_c_gr,C01_75_99_Oth_lan_typ,C01_75_99_Lan_type_ns,C01_75_99_Tot,C01_100_149_REA,C01_100_149_ST_HA,C01_100_149_Pe_no_sa_ho,C01_100_149_H_c_o_c_c_g,C01_100_149_Ot_lan_ty,C01_100_149_Lan_typ_ns,C01_100_149_Tot,C01_150_199_REA,C01_150_199_ST_HA,C01_150_199_Pe_no_sa_ho,C01_150_199_H_c_o_c_c_g,C01_150_199_Ot_lan_ty,C01_150_199_Lan_ty_ns,C01_150_199_Tot,C01_200_224_REA,C01_200_224_ST_HA,C01_200_224_Pe_no_sa_ho,C01_200_224_H_c_o_c_c_g,C01_200_224_Ot_lan_ty,C01_200_224_Lan_ty_ns,C01_200_224_Tot,C01_225_274_REA,C01_225_274_ST_HA,C01_225_274_Pe_no_sa_ho,C01_225_274_H_c_o_c_c_g,C01_225_274_Ot_la_typ,C01_225_274_Lan_ty_ns,C01_225_274_Tot,C01_275_349_REA,C01_275_349_ST_HA,C01_275_349_Pe_no_sa_ho,C01_275_349_H_c_o_c_c_g,C01_275_349_Ot_lan_ty,C01_275_349_Lan_ty_ns,C01_275_349_Tot,C01_350_449_REA,C01_350_449_ST_HA,C01_350_449_Pe_no_sa_ho,C01_350_449_H_c_o_c_c_g,C01_350_449_Ot_lan_ty,C01_350_449_Lan_ty_ns,C01_350_449_Tot,C01_450_549_REA,C01_450_549_ST_HA,C01_450_549_Pe_no_sa_ho,C01_450_549_H_c_o_c_c_g,C01_450_549_Oth_lan_typ,C01_450_549_Lan_ty_ns,C01_450_549_Tot,C01_550_649_REA,C01_550_649_ST_HA,C01_550_649_Pe_no_sa_ho,C01_550_649_H_c_o_c_c_g,C01_550_649_Ot_lan_ty,C01_550_649_Lan_ty_ns,C01_550_649_Tot,C01_650_over_REA,C01_650over_ST_HA,C01_650over_Pe_no_sa_ho,C01_650ov_H_co_op_c_ch_gr,C01_650over_Oth_lan_typ,C01_650over_LLT_NS,C01_650_over_Tot,C01_R_NS_REA,C01_R_NS_ST_HA,C01_R_NS_Pe_no_sa_ho,C01_R_NS_H_co_op_c_ch_gr,C01_R_NS_Oth_lan_typ,C01_R_NS_Land_typ_ns,C01_Rent_not_statd_Tot,C01_Tot_REA,C01_Tot_ST_HA,C01_T_Pe_no_sa_ho,C01_Tot_Ho_co_op_co_ch_gr,C01_Tot_Oth_lan_typ,C01_Tot_LLT_NS,C01_T_T,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_over_REA,C06_650over_ST_HA,C06_650over_Pe_no_sa_ho,C06_650ov_H_co_op_c_ch_gr,C06_650over_Oth_lan_typ,C06_650over_LLT_NS,C06_650_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g
101,278,1231,934,239,1248,423,4353,999,403,780,97,136,28,2443,3174,391,2202,73,442,36,6318,2022,140,1072,12,228,22,3496,302,5,252,6,23,4,592,215,3,174,0,32,0,424,116,0,117,0,32,0,265,82,4,68,0,25,0,179,22,5,52,0,20,3,102,28,5,30,0,14,0,77,180,9,150,0,54,4,397,122,145,213,34,131,73,718,7540,2341,6044,461,2385,593,19364,63,719,686,193,393,767,2821,224,433,260,110,88,8,1123,1737,596,1206,115,263,41,3958,2902,326,1222,40,367,31,4888,1135,123,555,6,72,11,1902,1304,54,421,3,53,6,1841,750,17,232,5,39,0,1043,291,4,116,0,28,0,439,83,4,40,0,21,0,148,28,4,16,0,14,0,62,84,53,70,9,30,7,253,141,145,221,41,173,37,758,8742,2478,5045,522,1541,908,19236,36,214,637,71,352,595,1905,63,576,131,84,60,13,927,592,617,673,182
102,41,1997,437,187,635,346,3643,153,597,313,111,102,20,1296,1666,367,1614,97,212,40,3996,6161,318,2478,52,150,66,9225,2618,66,906,6,55,32,3683,1989,8,583,4,24,16,2624,607,8,195,0,17,5,832,156,3,89,0,13,4,265,30,5,23,3,4,0,65,12,3,10,0,3,0,28,88,10,61,3,10,10,182,255,299,207,25,77,78,941,13776,3681,6916,488,1302,617,26780,53,1357,419,200,100,504,2633,60,506,77,85,94,21,843,912,804,656,152,287,41,2852,3808,353,1427,63,187,51,5889,3569,180,1108,16,82,26,4981,5289,113,1014,13,75,21,6525,2542,9,433,4,26,16,3030,708,3,122,0,10,0,843,135,4,28,0,4,0,171,37,13,11,4,0,0,65,72,74,31,14,9,7,207,218,216,190,54,80,43,801,17403,3632,5516,605,954,730,28840,34,348,395,75,75,400,1327,15,1218,44,80,33,14,1404,262,822,376,170
103,219,1900,1039,343,1368,476,5345,588,597,762,91,138,30,2206,2838,529,1901,71,270,51,5660,2575,161,828,24,64,16,3668,442,8,123,3,17,7,600,224,0,62,0,8,3,297,86,5,29,0,11,0,131,28,5,26,0,3,0,62,8,7,8,0,0,0,23,3,7,12,3,0,0,25,51,15,81,0,17,6,170,138,223,188,34,97,64,744,7200,3457,5059,569,1993,653,18931,103,1117,780,220,511,781,3512,292,595,314,80,91,21,1393,2047,867,1242,107,296,35,4594,3206,434,987,26,164,32,4849,1162,28,319,3,39,6,1557,1112,8,170,3,31,3,1327,456,0,67,0,27,8,558,96,5,23,3,21,0,148,25,3,10,0,4,0,42,6,14,8,0,9,0,37,34,46,46,10,11,4,151,140,200,220,35,137,47,779,8679,3317,4186,487,1341,937,18947,74,324,735,112,433,618,2296,92,743,174,89,57,13,1168,1079,834,864,157
104,50,974,482,148,508,239,2401,293,302,419,157,73,21,1265,2233,263,1810,46,187,42,4581,2312,54,1130,14,61,22,3593,318,0,176,0,15,7,516,187,0,91,3,16,0,297,69,3,66,0,18,0,156,33,6,38,0,13,0,90,8,0,23,0,6,0,37,6,0,8,0,4,0,18,31,6,50,0,12,0,99,98,122,115,21,52,39,447,5638,1730,4408,389,965,370,13500,38,625,323,96,158,350,1590,43,251,131,73,82,6,586,880,438,896,122,216,40,2592,2240,199,1044,21,127,25,3656,1040,38,492,3,37,8,1618,1438,26,410,3,45,5,1927,595,3,143,3,17,5,766,141,0,54,0,25,3,223,35,0,17,0,24,0,76,7,3,8,0,9,3,30,36,60,33,0,16,4,149,81,100,123,28,70,28,430,6574,1743,3674,349,826,477,13643,24,169,299,41,112,290,935,12,516,61,24,43,9,665,178,351,411,162
105,111,1162,889,496,1599,452,4709,356,359,665,213,267,28,1888,1287,298,1522,72,395,36,3610,1134,41,398,32,63,12,1680,111,5,62,3,24,4,209,64,3,32,5,11,0,115,15,3,14,7,11,0,50,8,5,25,0,4,0,42,4,4,3,0,4,0,15,0,7,9,3,3,0,22,33,12,59,3,15,5,127,51,143,158,58,154,56,620,3174,2042,3836,892,2550,593,13087,54,638,617,271,896,728,3204,210,384,272,212,153,29,1260,1308,621,1164,236,415,55,3799,1343,109,490,11,142,13,2108,397,8,127,6,32,7,577,261,6,50,3,14,3,337,121,0,22,0,9,0,152,22,0,19,4,13,4,62,0,0,4,3,8,3,18,4,3,6,0,0,0,13,23,39,33,7,9,3,114,56,114,163,58,174,44,609,3799,1922,2967,811,1865,889,12253,31,260,538,144,827,596,2396,54,411,138,129,105,14,851,774,753,842,301
106,106,1926,538,176,1045,345,4136,623,606,459,63,107,20,1878,3348,551,1918,51,802,54,6724,3536,136,1021,14,149,36,4892,565,3,154,6,26,5,759,302,6,103,0,19,4,434,99,4,34,3,10,3,153,34,9,30,0,6,0,79,10,6,7,0,3,0,26,9,3,6,0,7,0,25,54,11,42,0,14,3,124,174,221,148,16,108,47,714,8860,3482,4460,329,2296,517,19944,60,1004,490,162,318,616,2650,170,568,122,59,84,18,1021,1508,934,855,94,541,40,3972,3658,535,1021,28,410,35,5687,1823,68,494,4,97,11,2497,2227,17,323,3,38,15,2623,1227,5,147,4,33,4,1420,198,3,42,3,13,0,259,17,0,19,0,4,0,40,7,11,4,0,0,0,22,52,69,35,6,27,4,193,170,195,173,37,166,43,784,11117,3409,3725,400,1731,786,21168,39,321,464,35,311,474,1644,35,864,57,91,53,17,1117,428,886,448,111
107,88,4037,382,146,487,245,5385,352,1393,405,108,62,34,2354,2708,891,1758,89,166,67,5679,3817,973,1914,37,116,53,6910,1371,70,633,4,39,7,2124,1298,18,430,3,23,14,1786,418,6,177,0,15,0,616,119,17,64,0,4,0,204,23,9,19,0,5,0,56,10,7,13,3,3,0,36,60,22,51,0,13,5,151,177,520,189,29,87,67,1069,10441,7963,6035,419,1020,492,26370,70,2326,338,146,66,382,3328,98,1200,118,87,51,31,1585,1447,1793,733,132,138,61,4304,2819,744,1068,46,121,44,4842,1945,517,803,18,84,28,3395,3376,289,921,22,63,22,4693,2114,41,489,4,25,9,2682,617,10,138,4,12,3,784,124,7,46,0,3,0,180,37,18,12,0,7,4,78,51,166,28,6,12,4,267,147,396,194,55,52,38,882,12845,7507,4888,520,634,626,27020,46,773,361,64,60,297,1601,36,2184,55,66,21,12,2374,355,1586,330,107
108,112,1358,722,308,781,351,3632,521,387,657,149,138,19,1871,3384,284,2329,103,209,64,6373,2886,85,1228,43,89,17,4348,583,7,217,7,20,5,839,384,3,144,3,14,3,551,114,3,71,4,21,0,213,39,8,37,0,17,0,101,14,4,15,0,5,0,38,9,6,12,3,3,0,33,59,7,71,3,25,5,170,175,182,208,40,86,63,754,8280,2334,5711,663,1408,527,18923,58,859,516,226,180,612,2451,148,372,211,155,128,21,1035,1596,630,1123,229,296,50,3924,3555,230,1333,47,225,25,5415,1578,58,632,15,48,9,2340,2054,19,436,9,45,16,2579,748,3,171,0,21,3,946,178,0,48,0,32,0,258,51,0,13,3,19,3,89,6,11,12,0,7,0,36,59,42,34,0,19,7,161,174,117,204,47,77,43,662,10205,2341,4733,731,1097,789,19896,37,221,487,68,143,458,1414,46,700,90,79,62,13,990,605,588,602,272
109,246,789,595,162,987,294,3073,928,208,539,62,164,35,1936,1806,230,1454,46,204,36,3776,1033,15,472,12,62,4,1598,147,3,65,4,13,0,232,67,3,33,3,5,0,111,32,3,15,0,5,0,55,10,3,13,3,4,0,33,0,5,13,0,5,0,23,0,0,7,3,0,0,10,30,3,41,0,10,3,87,103,89,122,21,99,35,469,4402,1351,3369,316,1558,407,11403,81,420,442,162,486,478,2069,413,276,215,48,83,14,1049,1670,391,913,94,199,37,3304,1576,92,639,20,108,21,2456,494,22,207,4,30,3,760,579,12,130,0,23,0,744,274,3,75,0,7,5,364,68,0,30,0,7,0,105,8,3,19,0,3,0,33,3,4,6,0,7,0,20,27,33,35,7,12,0,114,85,75,125,31,123,25,464,5278,1331,2836,366,1088,583,11482,28,141,358,89,341,351,1308,102,289,118,74,51,9,643,1225,367,676,99
110,184,1421,1167,554,2002,594,5922,799,480,905,130,210,34,2558,2833,438,2293,153,373,48,6138,2040,63,861,11,109,24,3108,276,5,136,4,31,0,452,148,3,64,0,22,0,237,37,0,32,0,13,3,85,13,7,14,4,7,0,45,3,3,4,0,5,0,15,5,5,9,3,0,0,22,43,6,88,0,13,6,156,114,182,175,34,181,76,762,6495,2613,5748,893,2966,785,19500,84,833,855,297,841,1014,3924,375,461,362,163,122,22,1505,2441,769,1507,218,395,59,5389,2454,244,1002,32,200,18,3950,851,17,361,7,44,7,1287,774,7,174,0,27,4,986,278,6,79,0,21,3,387,72,0,26,0,22,0,120,7,3,7,0,14,0,31,0,7,5,0,0,0,12,44,61,42,5,13,3,168,108,165,215,56,251,52,847,7488,2573,4635,778,1950,1182,18606,31,258,662,114,777,806,2648,84,478,176,70,67,14,889,1204,722,963,290
