region_id,C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Emp_Wor_ft,C11_P_75ov_Em_Work_pt,C11_P_75ov_Em_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_w,C11_P_75over_Unem_Lo_pt_w,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T
101,10824,2031,746,13601,7965,3399,427,249,12040,292,166,458,12498,2016,850,15364,8615,3321,449,205,12590,281,128,409,12999,2121,789,15909,8312,3457,531,215,12515,272,132,404,12919,2699,815,16433,6403,3076,545,132,10156,213,156,369,10525,4157,791,15473,3797,2723,360,154,7034,164,143,307,7341,7193,705,15239,1280,1280,159,82,2801,22,35,57,2858,8443,615,11916,477,534,73,39,1123,7,20,27,1150,7277,600,9027,289,341,51,61,742,4,6,10,752,13531,1680,15963,62169,31232,4552,2081,100034,2816,1822,4638,104672,60657,10521,175850
102,14993,3469,846,19308,9877,4845,483,321,15526,562,302,864,16390,3318,904,20612,10469,4764,511,349,16093,551,265,816,16909,3236,866,21011,10149,4527,585,295,15556,489,234,723,16279,3965,955,21199,7607,3883,528,211,12229,384,187,571,12800,5475,762,19037,4000,3075,394,137,7606,247,199,446,8052,9471,819,18342,1117,1433,129,52,2731,19,58,77,2808,12082,845,15735,224,496,51,26,797,5,21,26,823,11380,840,13043,84,229,43,39,395,8,13,21,416,25250,3381,29047,76871,43680,5374,2943,128868,6065,3638,9703,138571,95278,13257,247106
103,9256,2044,672,11972,6520,2765,264,194,9743,265,139,404,10147,2073,611,12831,6998,2669,310,207,10184,247,146,393,10577,2184,559,13320,6988,2561,364,184,10097,230,96,326,10423,2441,535,13399,5616,2344,348,144,8452,185,107,292,8744,3202,591,12537,3408,2034,276,143,5861,124,85,209,6070,5643,610,12323,1348,1137,127,66,2678,11,31,42,2720,6611,581,9912,513,561,51,53,1178,0,6,6,1184,6091,551,7826,331,377,59,72,839,0,5,5,844,12573,1387,14804,54643,25849,3359,1977,85828,2979,1781,4760,90588,56112,8410,155110
104,5501,1537,298,7336,3475,2118,224,115,5932,294,148,442,6374,1538,306,8218,3863,2326,230,111,6530,290,153,443,6973,1778,330,9081,4157,2474,277,116,7024,289,126,415,7439,2326,336,10101,3337,2114,323,106,5880,227,128,355,6235,3353,348,9936,1828,1574,229,66,3697,154,125,279,3976,5571,357,9904,479,596,85,27,1187,15,29,44,1231,6593,350,8174,156,202,36,20,414,3,15,18,432,5627,371,6430,67,141,25,33,266,0,0,0,266,10558,1122,11946,27614,19546,2405,1120,50685,2924,1763,4687,55372,46974,4923,107269
105,5118,1284,377,6779,3703,1363,177,136,5379,226,93,319,5698,1238,436,7372,4113,1361,170,126,5770,195,91,286,6056,1351,453,7860,4262,1430,238,125,6055,176,74,250,6305,1644,478,8427,3347,1226,262,101,4936,122,55,177,5113,2147,433,7693,2095,1083,208,85,3471,99,73,172,3643,3340,412,7395,857,610,93,70,1630,9,12,21,1651,4040,450,6141,365,304,35,42,746,0,9,9,755,3720,397,4872,230,203,30,44,507,3,5,8,515,7133,978,8626,32184,13518,2065,1304,49071,2221,1038,3259,52330,33165,5943,91438
106,12432,2894,661,15987,8473,3598,438,305,12814,339,196,535,13349,2569,738,16656,8650,3498,380,243,12771,324,151,475,13246,2697,685,16628,8257,3220,473,234,12184,267,142,409,12593,3287,696,16576,6090,2831,415,198,9534,188,118,306,9840,4741,656,15237,3286,2273,308,116,5983,127,92,219,6202,7813,664,14679,938,1005,117,52,2112,14,22,36,2148,8947,596,11691,257,384,28,25,694,3,8,11,705,7508,553,8766,145,228,44,37,454,0,6,6,460,13854,1569,15883,67497,32976,4407,2560,107440,3750,2232,5982,113422,68577,9387,191386
107,14433,3189,635,18257,8821,4312,444,255,13832,427,250,677,14509,3054,616,18179,9579,4275,484,308,14646,447,199,646,15292,3225,654,19171,9186,3814,549,245,13794,384,156,540,14334,3717,618,18669,6505,3043,509,186,10243,246,133,379,10622,5217,587,16426,3282,2067,315,111,5775,155,126,281,6056,8349,584,14989,783,936,105,43,1867,8,31,39,1906,9778,549,12233,156,306,39,20,521,6,9,15,536,9236,577,10349,72,174,31,27,304,7,6,13,317,18972,1884,21173,70863,39247,5346,2548,118004,5046,3625,8671,126675,84202,9545,220422
108,7599,2312,427,10338,4969,2896,258,171,8294,422,203,625,8919,2370,454,11743,5677,3214,347,190,9428,436,204,640,10068,2759,517,13344,5890,3469,437,166,9962,410,204,614,10576,3594,600,14770,4589,3072,450,121,8232,333,187,520,8752,5273,612,14637,2637,2386,369,94,5486,226,177,403,5889,9141,626,15656,824,1083,137,47,2091,17,29,46,2137,11646,666,14449,264,394,53,24,735,7,19,26,761,10290,638,11689,121,262,49,47,479,4,9,13,492,20072,2305,22869,38882,27352,3338,1574,71146,4122,2245,6367,77513,78930,8366,164809
109,5235,988,275,6498,3678,1551,175,125,5529,162,82,244,5773,984,323,7080,4054,1544,173,107,5878,146,68,214,6092,972,320,7384,4283,1667,226,127,6303,153,70,223,6526,1211,334,8071,3297,1563,234,91,5185,107,74,181,5366,1807,346,7519,2061,1336,204,91,3692,77,61,138,3830,3230,323,7383,741,650,91,43,1525,5,17,22,1547,3982,328,5857,277,294,32,29,632,0,8,8,640,3975,331,4946,160,165,37,48,410,3,6,9,419,7882,1000,9301,31385,15485,2065,1202,50137,1635,1050,2685,52822,31408,4777,89007
110,7960,1847,557,10364,5611,2346,236,180,8373,284,139,423,8796,1794,608,11198,5979,2434,300,194,8907,281,102,383,9290,1925,555,11770,6309,2363,340,189,9201,259,138,397,9598,2316,613,12527,5104,2092,334,154,7684,187,106,293,7977,2949,544,11470,3300,1804,258,111,5473,140,108,248,5721,4920,537,11178,1258,1066,143,70,2537,13,21,34,2571,6124,520,9215,522,500,54,49,1125,6,12,18,1143,5772,515,7430,361,316,59,52,788,4,4,8,796,10905,1477,13178,47839,22981,3009,1768,75597,3104,1857,4961,80558,50720,8124,139402
111,17517,3658,759,21934,11215,5254,623,330,17422,490,283,773,18195,3460,739,22394,11683,5036,576,304,17599,444,246,690,18289,3839,786,22914,11750,4673,702,282,17407,379,201,580,17987,4458,872,23317,8728,4125,641,206,13700,279,158,437,14137,6530,672,21339,4374,3166,371,126,8037,172,147,319,8356,10880,751,19987,1136,1409,137,65,2747,17,36,53,2800,12654,739,16193,236,489,38,36,799,5,8,13,812,11269,702,12783,90,280,31,38,439,3,7,10,449,25356,2805,28610,93402,50904,6628,2978,153912,5276,3894,9170,163082,102090,12244,277416
112,10271,2748,634,13653,6249,3998,380,215,10842,455,302,757,11599,2723,665,14987,7074,4153,392,264,11883,516,266,782,12665,2959,674,16298,7375,4428,493,222,12518,470,299,769,13287,3782,762,17831,5758,3902,537,177,10374,395,252,647,11021,5362,733,17116,3141,2941,381,111,6574,221,206,427,7001,8237,692,15930,925,1150,135,68,2278,23,39,62,2340,9677,590,12607,270,466,41,40,817,6,8,14,831,8884,606,10321,192,290,53,62,597,4,6,10,607,19627,2283,22517,49226,36356,4134,2129,91845,4804,3214,8018,99863,77450,9874,187187
113,7267,1587,385,9239,5077,2039,210,184,7510,195,80,275,7785,1421,375,9581,5536,2044,212,165,7957,173,84,257,8214,1416,384,10014,5547,1949,266,167,7929,146,60,206,8135,1622,443,10200,4296,1674,288,126,6384,126,70,196,6580,2283,346,9209,2630,1365,218,101,4314,80,55,135,4449,3536,379,8364,922,756,82,53,1813,10,15,25,1838,4295,361,6494,345,371,48,31,795,6,6,12,807,4366,340,5513,236,243,39,36,554,3,6,9,563,9223,1086,10872,44309,19880,2652,1659,68500,2208,1310,3518,72018,39928,5784,117730
