region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
101,3,0,60,19338,27465,10381,10009,4598,2044,73835,14722,25645,9767,9589,4501,2013,66237,2059,1231,362,198,63,18,3931,655,654,190,115,31,13,1658,2714,1885,552,313,94,31,5589,2453,1067,273,149,41,11,3994,528,276,74,38,7,4,927,233,130,35,20,4,0,422,86,29,9,4,0,0,128,3300,1502,391,211,52,15,5471,475,265,35,32,5,3,815,38,28,12,7,7,7,99,103,102,41,20,6,8,280,616,395,88,59,18,18,1194,70,39,24,12,4,4,153,21422,29466,10822,10184,4669,2081,78644
102,0,0,57,29196,38326,16413,16442,7512,3017,110906,19339,32021,15276,16120,7200,3349,93305,4411,3007,720,441,139,60,8778,1855,1800,722,455,176,63,5071,6266,4807,1442,896,315,123,13849,3419,1579,303,162,48,18,5529,674,496,125,39,15,3,1352,588,642,157,65,9,6,1467,148,63,9,9,0,0,229,4829,2780,594,275,72,27,8577,786,293,23,35,0,9,1146,3,3,0,0,3,0,9,75,55,19,21,9,6,185,864,351,42,56,12,15,1340,66,43,18,5,0,3,135,31364,40002,17372,17352,7599,3517,117206
103,0,4,71,18643,24869,9918,9446,4868,2300,70044,15738,24176,9538,9117,4890,2332,65791,1744,904,251,111,39,24,3073,140,119,32,27,11,6,335,1884,1023,283,138,50,30,3408,2105,611,130,37,17,6,2906,101,29,0,4,0,0,134,24,9,0,0,0,0,33,49,19,3,4,9,0,84,2279,668,133,45,26,6,3157,268,77,9,13,4,3,374,32,8,3,3,6,0,52,112,75,25,14,12,3,241,412,160,37,30,22,6,667,35,31,4,5,5,0,80,20348,26058,9995,9335,4993,2374,73103
104,0,0,12,12461,18253,6735,6229,2859,1321,47858,8661,16361,6225,5831,2714,1371,41163,1202,784,165,90,18,13,2272,605,559,197,101,33,9,1504,1807,1343,362,191,51,22,3776,1904,891,236,90,31,12,3164,165,126,25,15,0,3,334,121,96,20,6,3,3,249,73,25,6,7,4,0,115,2263,1138,287,118,38,18,3862,781,425,51,20,5,3,1285,44,11,3,7,3,0,68,56,51,15,20,0,3,145,881,487,69,47,8,6,1498,29,7,3,0,3,0,42,13641,19336,6946,6187,2814,1417,50341
105,3,0,30,11737,14534,5796,5434,2845,1628,41974,9823,13607,5475,4970,2659,1514,38048,609,306,89,43,17,8,1072,19,18,8,6,0,0,51,628,324,97,49,17,8,1123,1563,509,94,53,23,11,2253,10,8,0,0,0,0,18,31,35,9,8,3,0,86,9,3,0,3,0,0,15,1613,555,103,64,26,11,2372,273,118,12,11,3,4,421,46,12,6,0,4,0,68,93,66,25,18,5,8,215,412,196,43,29,12,12,704,35,32,17,9,4,11,108,12511,14714,5735,5121,2718,1556,42355
106,3,3,58,18059,28688,12605,13122,5951,2542,80967,15200,27707,12578,12924,6069,2773,77251,2019,1465,414,220,89,30,4237,548,654,230,172,41,9,1654,2567,2119,644,392,130,39,5891,2027,934,252,114,33,16,3376,82,64,12,8,0,0,166,69,70,8,3,0,3,153,45,17,6,3,3,3,77,2223,1085,278,128,36,22,3772,538,242,27,12,3,4,826,10,12,6,5,3,0,36,96,56,18,16,6,3,195,644,310,51,33,12,7,1057,27,23,6,5,3,0,64,20661,31244,13557,13482,6250,2841,88035
107,6,0,52,22981,32051,15372,15978,6878,2720,95980,12875,25068,13310,14995,6512,2820,75580,2536,1958,609,348,100,36,5587,1979,2068,943,567,194,71,5822,4515,4026,1552,915,294,107,11409,3894,2041,610,299,98,34,6976,1550,1120,305,118,39,4,3136,1265,1280,380,138,26,6,3095,108,53,18,12,3,4,198,6817,4494,1313,567,166,48,13405,490,291,30,6,3,3,823,8,0,0,0,0,0,8,134,86,49,28,12,10,319,632,377,79,34,15,13,1150,21,22,11,0,0,0,54,24860,33987,16265,16511,6987,2988,101598
108,4,0,29,20529,30537,9889,8792,4079,1863,75689,14568,27105,8930,8083,3932,2000,64618,2744,2081,392,196,63,24,5500,655,546,169,74,25,14,1483,3399,2627,561,270,88,38,6983,2765,1162,285,69,25,10,4316,479,315,69,20,3,0,886,511,483,73,33,3,0,1103,58,24,9,7,3,0,101,3813,1984,436,129,34,10,6406,820,505,36,22,10,6,1399,30,18,6,5,4,5,68,182,143,40,19,6,3,393,1032,666,82,46,20,14,1860,20,21,11,3,0,3,58,22832,32403,10020,8531,4074,2065,79925
109,3,0,17,11306,15372,5748,5313,2762,1130,41631,8516,14142,5124,5046,2417,1101,36346,906,450,93,35,9,0,1493,48,51,31,3,4,6,143,954,501,124,38,13,6,1636,2618,1096,266,99,22,7,4108,69,24,7,0,0,0,100,17,10,0,0,0,0,27,14,7,4,0,0,0,25,2718,1137,277,99,22,7,4260,235,118,12,7,4,0,376,12,4,0,0,0,0,16,56,53,15,14,10,3,151,303,175,27,21,14,3,543,14,22,9,12,0,0,57,12505,15977,5561,5216,2466,1117,42842
110,3,5,58,16984,22875,9148,8514,4358,1958,63837,13792,22125,8620,8075,4064,1984,58660,987,484,124,72,24,10,1701,175,89,29,17,9,3,322,1162,573,153,89,33,13,2023,2731,1049,275,99,33,5,4192,53,17,9,3,0,0,82,9,9,0,4,0,0,22,48,15,0,5,0,0,68,2841,1090,284,111,33,5,4364,307,117,22,9,9,8,472,40,16,7,3,0,0,66,70,72,30,19,9,8,208,417,205,59,31,18,16,746,32,34,7,7,6,0,86,18244,24027,9123,8313,4154,2018,65879
