region_id,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6m,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6m,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6m,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6m,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6m,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6m,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6m,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6m,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85andover_N_c_b_0,C11_AP_85andover_N_c_b_1,C11_AP_85andover_N_c_b_2,C11_AP_85andover_N_c_b_3,C11_AP_85andover_N_c_b_4,C11_AP_85andover_N_c_b_5,C11_AP_85ov_N_c_b_6mor,C11_AP_85andover_N_c_b_NS,C11_AP_85_and_over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_ch_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_T_T
101,2714,1717,672,182,123,351,7854,1185,865,2743,1849,775,212,119,373,8121,1045,749,2656,1793,774,213,105,363,7698,839,636,2610,1821,785,228,123,342,7384,564,430,1880,1526,750,238,146,319,5853,357,248,1149,1157,694,294,232,274,4405,305,223,695,822,558,259,255,270,3387,231,215,558,595,438,192,236,280,2745,246,244,635,555,359,189,168,423,2819,22190,9252,23585,15962,7244,2420,1781,5433,87867
102,4124,2517,920,263,121,409,10917,1217,1264,4101,2701,966,258,127,475,11109,1091,1028,3768,2387,854,223,111,397,9859,966,972,3642,2459,829,224,112,426,9630,818,749,2880,2111,908,271,121,433,8291,611,551,2023,1810,921,321,239,447,6923,579,486,1488,1423,875,355,290,470,5966,513,486,1394,1154,671,323,293,598,5432,588,664,1473,995,552,230,237,1016,5755,31999,14948,37117,23700,9504,3034,1980,7551,129833
103,2212,1698,700,226,149,260,6609,753,582,2085,1748,800,222,127,241,6558,653,517,1988,1612,757,208,118,268,6121,528,477,2054,1541,747,235,118,289,5989,447,346,1414,1311,673,252,159,251,4853,339,221,874,1022,689,295,253,255,3948,271,208,632,724,559,294,306,231,3225,240,206,529,537,402,249,245,218,2626,284,233,575,544,388,184,214,310,2732,18907,7689,19427,15237,7401,2736,2080,4337,77814
104,1670,1114,464,110,90,176,4806,658,577,1847,1284,532,139,87,162,5286,575,494,1793,1252,468,120,70,176,4948,484,431,1831,1289,467,151,82,203,4938,375,315,1407,1066,504,168,80,194,4109,254,239,897,795,542,196,130,186,3239,205,157,576,653,419,188,159,181,2538,152,147,406,423,314,157,151,208,1958,169,199,494,417,265,119,110,357,2130,12244,5966,15616,10881,4957,1646,1162,2946,55418
105,1250,960,444,124,117,207,3903,436,332,1390,1045,475,135,103,223,4139,351,322,1208,970,440,147,90,201,3729,287,245,1154,918,505,122,110,186,3527,215,203,828,757,445,183,128,216,2975,176,114,527,599,435,206,170,187,2414,136,108,357,439,357,179,190,180,1946,113,86,309,337,276,127,171,138,1557,101,127,283,282,185,106,141,212,1437,10137,4543,11248,8935,4707,1737,1545,3114,45966
106,3116,1967,778,213,153,307,8318,794,794,3048,2211,823,215,112,341,8338,741,645,2779,2098,764,200,99,326,7652,614,601,2653,1991,839,217,122,298,7335,477,411,1946,1563,716,215,126,302,5756,375,283,1207,1156,700,275,186,253,4435,269,230,791,895,582,260,258,260,3545,222,243,630,586,436,206,240,312,2875,246,291,648,531,365,168,178,385,2812,23151,10468,27124,18561,7950,2532,1847,5005,96638
107,3908,2249,690,208,118,325,9719,1060,998,3711,2293,829,231,97,335,9554,806,845,3198,2235,760,194,109,305,8452,621,670,2928,2028,687,209,91,274,7508,454,490,2269,1771,732,206,104,296,6322,401,430,1670,1490,779,290,164,271,5495,293,306,1290,1233,654,290,239,346,4651,257,291,1038,937,567,267,221,319,3897,280,445,1008,754,435,236,203,369,3730,30930,12109,32430,20205,7761,2562,1602,5355,112954
108,2507,1636,668,210,130,249,6983,941,774,2762,1906,722,224,108,290,7727,909,738,2588,1897,771,188,83,296,7470,832,711,2981,2017,746,230,105,315,7937,714,605,2494,1939,842,235,165,311,7305,561,376,1656,1552,921,320,215,297,5898,447,310,1156,1109,796,343,261,337,4759,344,291,912,838,588,293,268,406,3940,379,380,884,745,425,234,202,770,4019,17495,8744,24365,17465,7993,2809,1839,4774,85484
109,1278,994,390,123,64,170,3797,423,327,1309,1173,455,116,69,155,4027,343,306,1239,1013,481,122,64,168,3736,279,270,1217,953,475,126,85,172,3577,213,184,835,788,432,174,95,154,2875,207,108,546,646,458,192,194,145,2496,151,98,362,430,360,203,206,175,1985,122,94,291,356,270,166,148,172,1619,141,149,315,298,226,125,110,279,1643,10977,4243,11274,8908,4381,1581,1178,2601,45143
110,2088,1454,578,204,122,252,5942,640,563,2168,1649,723,213,114,300,6370,562,494,1828,1476,692,193,111,232,5588,496,380,1854,1518,660,214,128,250,5500,393,331,1330,1188,650,230,189,252,4563,289,226,855,981,673,241,270,270,3805,239,143,555,629,495,276,282,225,2844,182,173,466,506,394,213,229,239,2402,188,183,470,467,330,165,227,361,2391,16921,6850,17976,13883,6690,2426,2068,4308,71122
