region_id,Med_age_persns_C2001,Med_age_persns_C2006,Med_age_persns_C2011,Med_mortg_rep_mon_C2001,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_person_inc_we_C2001,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_rent_weekly_C2001,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_Famly_inc_we_C2001,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Avg_num_p_per_brm_C2001,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Med_tot_hh_inc_wee_C2001,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Average_hh_size_C2001,Average_hh_size_C2006,Average_hh_size_C2011
101,38,40,42,810,1200,1614,358,445,562,115,160,210,804,1082,1314,1.1,1.1,1.1,672,872,1040,2.5,2.5,2.4
102,38,39,40,1000,1500,1820,337,405,498,170,200,270,852,1090,1284,1.1,1.1,1.1,692,855,1000,2.5,2.5,2.5
103,36,38,39,800,1092,1460,326,387,498,110,140,180,820,1050,1254,1.1,1.1,1.1,670,797,977,2.6,2.5,2.5
104,40,43,44,758,1083,1452,281,351,435,130,170,240,650,846,998,1.1,1.1,1.1,550,687,835,2.5,2.4,2.4
105,36,38,40,693,900,1200,312,381,486,90,110,145,738,966,1121,1.1,1.1,1.1,609,744,895,2.6,2.5,2.4
106,36,37,38,867,1300,1733,319,404,531,125,170,240,838,1111,1407,1.1,1.1,1.1,704,937,1159,2.6,2.6,2.6
107,35,37,38,1018,1517,1950,324,392,490,140,185,250,927,1158,1413,1.1,1.1,1.1,760,954,1113,2.6,2.6,2.6
108,42,45,47,780,1083,1412,275,340,406,125,165,210,630,797,940,1.1,1.1,1.1,531,660,776,2.4,2.4,2.3
109,37,39,41,715,1018,1300,349,420,506,100,130,165,819,1064,1189,1.1,1.1,1.1,667,826,920,2.5,2.4,2.4
110,36,38,40,715,975,1300,314,381,480,100,130,175,757,998,1123,1.1,1.1,1.1,629,758,902,2.5,2.5,2.4
111,37,38,39,867,1300,1733,310,396,535,145,190,265,842,1122,1443,1.1,1.1,1.1,676,900,1132,2.5,2.5,2.5
112,40,42,44,820,1127,1600,286,369,453,140,195,270,671,928,1061,1.1,1.1,1.1,554,728,862,2.4,2.4,2.4
113,34,36,37,780,1083,1387,359,425,523,110,135,180,858,1081,1263,1.1,1.1,1.1,712,863,993,2.6,2.6,2.5
114,40,43,45,867,1300,1604,304,375,461,130,172,230,735,975,1097,1.1,1.1,1.1,611,757,895,2.5,2.4,2.4
115,35,36,38,1460,2000,2500,522,596,700,280,315,440,1519,1797,2163,1.1,1.1,1.1,1400,1637,1991,3.2,3.1,3.1
116,31,32,32,1083,1706,2100,407,472,564,170,200,300,1009,1210,1493,1.1,1.1,1.1,926,1117,1386,3.1,3.0,3.1
117,34,34,34,1500,2015,2500,508,643,806,250,300,435,1188,1547,2039,1.2,1.2,1.2,955,1185,1561,2.1,2.1,2.1
118,35,36,35,1679,2234,2817,571,705,860,300,330,470,1471,1869,2368,1.2,1.1,1.2,1117,1366,1801,2.3,2.3,2.3
119,35,36,36,1220,1733,2127,365,407,484,200,225,335,959,1125,1315,1.2,1.2,1.2,824,980,1167,2.8,2.8,2.8
120,36,36,36,1517,2012,2500,501,587,716,250,290,415,1292,1578,1985,1.2,1.2,1.2,1073,1280,1659,2.5,2.5,2.5
121,37,38,38,1710,2200,2708,627,758,889,310,340,470,1709,2210,2558,1.1,1.1,1.1,1434,1699,2105,2.5,2.5,2.6
122,37,38,39,1600,2167,2800,540,649,774,290,340,460,1434,1769,2188,1.1,1.1,1.1,1170,1427,1806,2.6,2.6,2.6
123,30,32,34,1083,1600,1980,417,487,587,160,195,277,1051,1247,1543,1.1,1.1,1.1,959,1147,1386,3.1,3.0,3.0
124,32,34,36,1040,1517,1950,436,512,610,175,210,290,1085,1298,1580,1.1,1.1,1.1,950,1138,1343,2.9,2.8,2.7
125,34,34,33,1148,1700,2037,371,415,501,190,225,340,982,1144,1360,1.2,1.2,1.2,856,1020,1234,2.8,2.8,2.9
126,37,38,38,1468,2000,2400,485,554,658,230,270,380,1367,1627,1991,1.1,1.1,1.1,1102,1277,1598,2.6,2.6,2.7
127,32,33,34,1100,1625,2000,336,375,425,160,190,290,915,1073,1235,1.2,1.2,1.2,855,1006,1169,3.2,3.2,3.2
128,35,37,38,1333,1950,2400,508,595,713,230,260,370,1355,1641,2013,1.1,1.1,1.1,1151,1353,1669,2.8,2.7,2.7
197,30,41,60,0,3417,0,844,804,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
