region_id,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85o,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85_ov,C06_F_InfTec_Tot,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_Agr_env_re_st_85o,C06_F_AgEnv_RS_Tot,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_To,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_Tot,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_Tot,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Society_cultur_Tot,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_arts_85ov,C06_F_Creative_arts_Tot,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_Foo_hos_pers_S_Tot,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85_ov,C06_F_MixFld_pr_Tot,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_Tot,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85_ov,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_o,C11_F_InfTec_T,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_o,C11_F_EngRT_T,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_ArchBuild_T,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RE_85o,C11_F_AgEnv_RS_T
101,0,78,215,233,221,135,50,18,0,950,8,55,118,138,131,62,15,0,0,527,0,21,125,174,125,115,110,77,16,763,3,26,60,69,56,30,8,4,0,256,14,71,219,248,199,83,31,10,0,875,28,196,743,1321,1797,1125,628,294,82,6214,10,92,610,872,1386,1031,443,169,44,4657,142,730,1784,2150,1787,1137,468,234,73,8505,67,398,1114,1276,1071,734,232,72,9,4973,15,100,306,352,268,166,88,39,12,1346,126,371,659,596,397,263,105,47,14,2578,5,8,3,4,9,3,4,0,3,39,3,17,75,115,97,72,20,4,7,410,805,429,874,1155,1160,1047,1220,1272,485,8447,1226,2592,6905,8703,8704,6003,3422,2240,745,40540,0,44,211,278,250,197,106,23,5,1114,15,23,121,149,159,105,27,3,0,602,4,31,115,163,152,149,95,75,28,812,3,23,77,99,70,50,19,0,3,344,13,67,215,280,220,141,48,14,3,1001
102,0,50,192,197,160,88,41,31,5,764,7,45,129,202,152,60,21,3,0,619,10,42,138,247,216,141,174,168,55,1191,5,18,74,99,57,18,10,10,0,291,27,55,155,140,89,25,8,6,4,509,53,411,1458,2010,2199,1176,674,392,111,8484,10,217,1023,1258,1716,950,524,257,64,6019,263,1184,2784,2972,2463,1715,867,586,120,12954,113,552,1287,1228,1147,658,226,126,22,5359,31,198,441,412,260,169,86,59,16,1672,182,543,1018,933,577,428,166,117,29,3993,4,3,7,14,17,8,8,10,7,78,10,23,86,118,103,79,40,25,7,491,1176,578,1172,1661,1615,1663,2283,3206,1618,14972,1891,3919,9964,11491,10771,7178,5128,4996,2058,57396,3,51,186,282,224,148,72,34,9,1009,9,28,97,192,175,116,36,9,0,662,7,35,124,200,251,153,166,150,64,1150,0,25,77,94,82,43,18,10,0,349,23,70,169,143,132,65,27,5,3,637
103,3,22,116,130,105,71,19,8,0,474,3,25,47,103,77,40,13,0,0,308,7,16,104,125,95,80,64,51,19,561,0,11,41,41,31,16,4,3,0,147,20,86,247,249,137,92,29,4,0,864,38,266,846,1211,1545,975,479,239,79,5678,9,156,825,877,1275,837,343,166,47,4535,160,712,1587,1771,1408,887,331,153,47,7056,59,353,782,723,667,425,127,46,12,3194,20,102,210,189,127,120,58,32,9,867,145,341,605,455,270,180,52,30,12,2090,3,3,4,10,3,3,0,0,3,29,10,16,54,56,62,30,18,15,0,261,672,334,651,860,778,967,1137,1219,531,7149,1149,2443,6119,6800,6580,4723,2674,1966,759,33213,0,34,137,149,128,90,40,8,3,589,8,22,38,88,89,66,23,3,3,340,9,22,111,132,115,70,70,66,34,629,0,17,48,44,47,22,14,5,0,197,25,91,220,269,198,99,51,18,3,974
104,0,14,62,66,83,41,19,7,0,292,6,21,47,75,63,37,7,0,0,256,3,6,35,71,79,68,63,54,12,391,3,7,25,32,34,10,3,0,0,114,7,24,120,118,79,31,9,5,0,393,14,94,446,851,1265,700,401,184,45,4000,0,69,326,574,925,599,284,115,33,2925,122,418,851,1082,1138,741,321,185,38,4896,38,187,481,669,682,416,100,36,7,2616,9,49,136,175,149,106,46,24,3,697,68,198,369,404,261,185,66,46,8,1605,0,5,5,10,12,0,5,0,0,37,7,5,43,51,55,27,22,3,6,219,418,163,388,582,571,602,814,1076,518,5132,695,1260,3334,4760,5396,3563,2160,1735,670,23573,0,15,49,83,83,91,32,12,4,369,4,14,41,70,69,41,11,5,3,258,3,16,41,67,93,69,58,43,16,406,0,6,30,38,22,27,3,0,0,126,13,38,105,144,112,55,20,9,0,496
105,0,15,61,49,44,22,9,0,0,200,0,18,42,59,38,25,4,3,0,189,5,10,48,65,48,39,44,23,6,288,0,3,14,15,6,11,0,0,0,49,15,66,151,144,92,30,12,0,0,510,12,152,544,739,911,561,284,108,46,3357,7,167,610,540,662,380,156,75,14,2611,85,316,855,900,727,395,172,80,17,3547,37,170,397,401,342,183,60,24,0,1614,5,33,85,80,65,52,27,12,3,362,64,189,306,249,155,124,39,16,9,1151,0,3,0,7,6,5,0,4,0,25,0,9,38,25,21,18,15,5,0,131,490,288,570,676,755,706,798,786,334,5403,720,1439,3721,3949,3872,2551,1620,1136,429,19437,0,24,67,54,47,44,12,10,0,258,3,14,33,32,62,33,19,3,0,199,3,22,53,71,68,59,23,30,5,334,0,10,14,12,6,6,8,4,0,60,20,60,140,148,125,52,16,0,0,561
106,6,31,152,162,134,71,12,14,0,582,11,25,87,136,159,65,14,0,0,497,0,42,161,225,116,90,89,66,27,816,0,11,42,54,30,20,7,0,0,164,43,90,224,175,99,49,14,3,3,700,37,303,1002,1436,1757,999,478,198,61,6271,10,145,705,825,1224,710,324,137,33,4113,253,952,2191,2038,1602,1026,368,199,38,8667,82,341,868,808,796,426,156,43,10,3530,7,95,220,202,169,123,63,32,8,919,183,474,907,709,376,263,67,40,15,3034,0,3,5,9,7,4,0,3,0,31,0,15,57,85,61,33,9,11,4,275,871,377,787,1144,1014,1132,1265,1460,694,8744,1503,2904,7408,8008,7544,5011,2866,2206,893,38343,6,48,180,210,149,119,53,12,0,777,12,26,86,122,129,84,21,8,0,488,3,56,192,223,209,104,84,90,37,998,0,17,62,60,52,24,11,0,0,226,38,105,250,204,136,59,27,5,0,824
107,3,107,312,255,210,95,27,9,5,1023,6,78,242,205,160,44,11,7,0,753,9,72,264,280,236,137,140,103,36,1277,3,25,71,82,62,25,5,5,4,282,15,37,141,126,59,21,12,6,3,420,44,395,1330,1654,1790,820,416,198,60,6707,11,296,1147,1269,1960,1030,394,168,47,6322,265,1342,2881,2736,2087,1123,527,310,64,11335,107,704,1507,1386,1258,647,215,78,22,5924,30,238,432,421,281,155,76,33,18,1684,175,546,940,757,447,275,81,76,15,3312,6,19,7,12,15,7,8,8,0,82,6,40,97,103,110,49,34,17,7,463,982,622,1056,1441,1280,1277,1653,1882,787,10980,1662,4521,10427,10727,9955,5705,3599,2900,1068,50564,3,129,314,302,256,168,72,18,4,1266,7,55,191,210,160,81,24,6,0,734,6,81,277,299,246,196,144,107,57,1413,3,14,98,79,95,37,9,0,0,335,14,36,137,127,105,48,12,5,0,484
108,0,7,54,102,107,79,45,13,3,410,6,24,59,118,138,63,12,0,0,420,7,16,38,126,125,97,140,126,27,702,0,6,29,51,33,17,17,0,0,153,13,41,102,168,116,35,20,6,3,504,26,157,649,1213,1749,1109,642,314,62,5921,5,83,482,739,1268,873,499,209,42,4200,178,538,1178,1610,1592,1265,644,383,65,7453,56,249,695,776,795,500,211,70,23,3375,3,52,166,200,177,123,87,51,18,877,130,282,566,531,437,317,128,85,18,2494,5,4,6,16,10,0,6,10,3,60,4,10,36,52,53,35,23,17,6,236,657,275,565,843,964,1043,1520,2009,945,8821,1090,1744,4625,6545,7564,5556,3994,3293,1215,35626,0,7,54,115,126,108,57,27,7,501,5,12,41,96,127,92,34,3,0,410,3,17,47,90,141,120,118,123,49,708,0,9,29,58,40,34,14,0,3,187,21,32,106,157,163,92,27,10,3,611
109,0,21,90,75,62,26,6,5,0,285,7,11,25,47,48,27,5,0,0,170,5,22,82,93,58,54,40,37,8,399,0,5,17,20,19,10,3,3,0,77,12,72,184,136,74,19,8,4,0,509,3,168,536,698,967,547,296,152,43,3410,0,94,404,485,726,436,195,71,30,2441,62,395,902,869,664,352,145,83,24,3496,35,223,467,447,450,277,51,22,7,1979,9,48,104,90,79,46,32,10,8,426,82,242,383,366,220,138,59,26,6,1522,4,5,0,3,0,0,3,3,0,18,3,16,34,44,32,22,22,5,3,181,427,178,372,498,536,528,766,901,366,4572,649,1500,3600,3871,3935,2482,1631,1322,495,19485,0,22,82,106,50,39,16,4,0,319,3,6,19,35,46,32,9,3,0,153,3,14,69,78,75,47,38,20,15,359,0,3,22,31,19,11,6,3,0,95,8,59,150,149,104,42,12,6,3,533
110,3,27,122,143,105,65,19,14,3,501,15,31,67,93,77,44,11,3,0,341,7,23,68,106,66,60,50,33,12,425,3,4,26,35,31,6,8,4,0,117,23,100,252,196,124,58,27,6,0,786,31,195,708,1129,1431,905,473,236,75,5183,3,169,724,889,1152,786,326,129,49,4227,174,591,1350,1496,1314,827,277,148,42,6219,56,270,726,733,701,432,146,42,8,3114,11,76,166,157,104,96,51,37,8,706,105,250,439,372,267,135,37,22,9,1636,5,3,3,8,5,5,8,0,0,37,7,17,49,61,49,30,21,10,5,249,595,295,647,894,826,954,1078,1256,575,7120,1038,2051,5347,6312,6252,4403,2532,1940,786,30661,0,34,119,148,129,88,38,16,9,581,6,21,48,53,64,51,24,5,0,272,3,27,74,90,102,64,59,38,11,468,3,10,27,30,27,7,8,6,3,121,55,122,289,236,195,80,34,9,3,1023
