region_id,Pre_sch_C01_M,Pre_sch_C01_F,Pre_sch_C01_P,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Infan_Prim_Govt_C01_M,Infan_Prim_Govt_C01_F,Infan_Prim_Govt_C01_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Cath_C01_M,Infan_Prim_Cath_C01_F,Infan_Prim_Cath_C01_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Inf_Pri_Oth_No_Gov_C01_M,Inf_Pri_Oth_No_Gov_C01_F,Inf_Pri_Oth_No_Gov_C01_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Primary_Tot_C01_M,Inf_Primary_Tot_C01_F,Inf_Primary_Tot_C01_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Sec_Govern_C01_M,Sec_Govern_C01_F,Sec_Govern_C01_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Catholic_C01_M,Sec_Catholic_C01_F,Sec_Catholic_C01_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Oth_Non_Gov_C01_M,Sec_Oth_Non_Gov_C01_F,Sec_Oth_Non_Gov_C01_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Tot_C01_M,Sec_Tot_C01_F,Sec_Tot_C01_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Tech_FTS_15_24_C01_M,Tech_FTS_15_24_C01_F,Tech_FTS_15_24_C01_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_25ove_C01_M,Tech_FTS_25ove_C01_F,Tech_FTS_25ove_C01_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_PTS_15_24_C01_M,Tech_PTS_15_24_C01_F,Tech_PTS_15_24_C01_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Techn_PTS_25over_C01_M,Techn_PTS_25over_C01_F,Techn_PTS_25over_C01_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Tec_F_Pt_stu_st_ns_C01_M,Tec_F_Pt_stu_st_ns_C01_F,Tec_F_Pt_stu_st_ns_C01_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tech_Tot_C01_M,Tech_Tot_C01_F,Tech_Tot_C01_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,U_Ft_s_15_24_01_C_M,U_Ft_s_15_24_01_C_F,U_Ft_s_15_24_01_C_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_25over_01_C_M,U_Ft_s_25over_01_C_F,U_Ft_s_25over_01_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Pt_s_15_24_01_C_M,U_Pt_s_15_24_01_C_F,U_Pt_s_15_24_01_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_25over_01_C_M,U_Pt_s_25over_01_C_F,U_Pt_s_25over_01_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_F_Pt_s_s_ns_01_C_M,U_F_Pt_s_s_ns_01_C_F,U_F_Pt_s_s_ns_01_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_Tot_C01_M,U_Tot_C01_F,U_Tot_C01_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,Ot_ty_Ed_Ins_Ft_st_C01_M,Ot_ty_Ed_Ins_Ft_st_C01_F,Ot_ty_Ed_Ins_Ft_st_C01_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C01_M,Ot_ty_Ed_Ins_Pt_st_C01_F
111,2624,2433,5057,2980,2712,5692,3213,2910,6123,11438,10861,22299,10334,9610,19944,9885,9274,19159,2277,2370,4647,2283,2190,4473,2211,2092,4303,1025,1004,2029,1322,1189,2511,1416,1313,2729,14740,14235,28975,13939,12989,26928,13512,12679,26191,7822,7729,15551,7238,7355,14593,7209,6938,14147,1670,1812,3482,1661,1693,3354,1728,1791,3519,1053,1045,2098,1334,1296,2630,1503,1541,3044,10545,10586,21131,10233,10344,20577,10440,10270,20710,890,928,1818,716,796,1512,598,658,1256,423,527,950,293,465,758,312,548,860,1864,1060,2924,1966,887,2853,1673,865,2538,1860,2225,4085,1288,1535,2823,1381,1843,3224,40,27,67,70,58,128,43,48,91,5077,4767,9844,4333,3741,8074,4007,3962,7969,3151,3977,7128,2954,4044,6998,3871,4873,8744,1097,1133,2230,1009,1209,2218,1381,1607,2988,517,530,1047,492,626,1118,532,724,1256,1612,2037,3649,1329,1893,3222,1567,2478,4045,20,26,46,41,37,78,27,34,61,6397,7703,14100,5825,7809,13634,7378,9716,17094,144,196,340,116,214,330,169,268,437,530,1018
112,1681,1544,3225,1902,1810,3712,1996,1846,3842,7479,6897,14376,6589,6228,12817,6222,5872,12094,2123,2105,4228,2036,2145,4181,2117,2149,4266,973,979,1952,1041,1038,2079,1066,1130,2196,10575,9981,20556,9666,9411,19077,9405,9151,18556,5532,5320,10852,5050,4792,9842,4894,4671,9565,1714,1772,3486,2041,2080,4121,2036,2197,4233,630,596,1226,677,694,1371,737,800,1537,7876,7688,15564,7768,7566,15334,7667,7668,15335,355,418,773,248,383,631,290,358,648,250,469,719,194,409,603,264,609,873,729,468,1197,841,476,1317,743,501,1244,915,1413,2328,723,1347,2070,892,1675,2567,15,19,34,47,36,83,39,29,68,2264,2787,5051,2053,2651,4704,2228,3172,5400,966,1287,2253,1003,1354,2357,960,1421,2381,610,779,1389,536,772,1308,552,962,1514,127,165,292,137,200,337,148,212,360,587,1183,1770,598,1243,1841,656,1507,2163,6,12,18,18,20,38,10,16,26,2296,3426,5722,2292,3589,5881,2326,4118,6444,125,137,262,90,144,234,122,208,330,322,677
113,1366,1242,2608,1490,1374,2864,1514,1459,2973,5512,5252,10764,4961,4535,9496,4470,4202,8672,2162,2129,4291,1983,1951,3934,2019,1845,3864,350,344,694,379,403,782,421,388,809,8024,7725,15749,7323,6889,14212,6910,6435,13345,3942,3796,7738,3516,3571,7087,3365,3230,6595,1287,1505,2792,1285,1378,2663,1379,1539,2918,241,197,438,415,415,830,469,464,933,5470,5498,10968,5216,5364,10580,5213,5233,10446,548,402,950,395,325,720,416,287,703,207,206,413,115,203,318,166,267,433,892,414,1306,862,411,1273,858,461,1319,813,1247,2060,629,1046,1675,674,1163,1837,13,23,36,28,29,57,23,28,51,2473,2292,4765,2029,2014,4043,2137,2206,4343,815,1262,2077,804,1405,2209,776,1758,2534,242,263,505,179,243,422,216,363,579,123,198,321,118,176,294,119,210,329,566,704,1270,411,649,1060,460,821,1281,6,11,17,4,14,18,21,7,28,1752,2438,4190,1516,2487,4003,1592,3159,4751,163,124,287,140,69,209,181,97,278,174,330
114,1167,1032,2199,1260,1081,2341,1326,1246,2572,5174,4817,9991,4222,4164,8386,4015,3866,7881,820,811,1631,729,748,1477,709,635,1344,803,671,1474,839,670,1509,715,596,1311,6797,6299,13096,5790,5582,11372,5439,5097,10536,3149,3132,6281,3041,2952,5993,2871,2782,5653,864,835,1699,859,833,1692,899,964,1863,659,839,1498,896,1049,1945,839,1024,1863,4672,4806,9478,4796,4834,9630,4609,4770,9379,146,231,377,152,171,323,173,186,359,94,185,279,66,151,217,82,197,279,672,390,1062,650,345,995,611,378,989,643,1223,1866,520,960,1480,537,959,1496,11,9,20,18,14,32,14,31,45,1566,2038,3604,1406,1641,3047,1417,1751,3168,130,210,340,137,257,394,277,443,720,76,132,208,71,191,262,131,291,422,46,76,122,49,86,135,74,101,175,347,533,880,288,547,835,360,717,1077,0,3,3,0,4,4,8,13,21,599,954,1553,545,1085,1630,850,1565,2415,47,76,123,53,59,112,67,87,154,160,360
115,1777,1638,3415,2189,2050,4239,2373,2218,4591,6499,6125,12624,6570,6051,12621,6964,6564,13528,1977,1947,3924,2101,2005,4106,1969,1875,3844,1235,1196,2431,1466,1424,2890,1528,1375,2903,9711,9268,18979,10137,9480,19617,10461,9814,20275,4250,4307,8557,4493,4165,8658,4636,4394,9030,2093,2173,4266,2468,2262,4730,2464,2158,4622,1914,1885,3799,2078,2208,4286,2013,1974,3987,8257,8365,16622,9039,8635,17674,9113,8526,17639,392,355,747,476,460,936,421,379,800,88,177,265,84,208,292,151,332,483,1248,529,1777,1286,535,1821,1123,467,1590,733,1144,1877,611,937,1548,615,1074,1689,16,10,26,23,13,36,34,19,53,2477,2215,4692,2480,2153,4633,2344,2271,4615,1924,2454,4378,2348,2886,5234,2994,3453,6447,225,331,556,261,408,669,431,572,1003,354,399,753,359,418,777,407,472,879,1145,1191,2336,924,1164,2088,990,1294,2284,23,18,41,26,20,46,35,33,68,3671,4393,8064,3918,4896,8814,4857,5824,10681,109,150,259,141,226,367,148,217,365,378,594
116,2394,2098,4492,2712,2476,5188,3216,2837,6053,10199,9476,19675,9846,9066,18912,10231,9345,19576,3422,3271,6693,3332,3328,6660,3536,3378,6914,929,903,1832,1202,1086,2288,1299,1234,2533,14550,13650,28200,14380,13480,27860,15066,13957,29023,5729,5917,11646,6006,6002,12008,6959,6665,13624,3062,2977,6039,2956,2972,5928,3370,3423,6793,681,709,1390,943,1010,1953,1163,1088,2251,9472,9603,19075,9905,9984,19889,11492,11176,22668,703,718,1421,770,778,1548,894,849,1743,342,539,881,363,582,945,492,920,1412,1632,888,2520,1373,796,2169,1281,683,1964,1628,1760,3388,1283,1636,2919,1330,1972,3302,42,41,83,70,72,142,68,47,115,4347,3946,8293,3859,3864,7723,4065,4471,8536,1353,1852,3205,1683,2059,3742,2568,3216,5784,293,384,677,370,508,878,622,899,1521,321,404,725,326,368,694,414,492,906,950,857,1807,872,1022,1894,1124,1552,2676,17,9,26,41,41,82,47,49,96,2934,3506,6440,3292,3998,7290,4775,6208,10983,178,239,417,244,267,511,410,496,906,452,714
117,755,718,1473,929,926,1855,1248,1100,2348,2777,2736,5513,2641,2450,5091,3146,3037,6183,1078,1090,2168,984,983,1967,1142,1117,2259,386,400,786,403,396,799,477,431,908,4241,4226,8467,4028,3829,7857,4765,4585,9350,1958,1949,3907,1773,1698,3471,1824,1766,3590,1055,1137,2192,898,1265,2163,899,1227,2126,514,621,1135,599,580,1179,638,563,1201,3527,3707,7234,3270,3543,6813,3361,3556,6917,843,888,1731,790,805,1595,835,794,1629,717,724,1441,703,779,1482,913,1201,2114,721,554,1275,555,415,970,500,409,909,1381,1577,2958,1165,1387,2552,1267,1617,2884,30,23,53,62,49,111,48,45,93,3692,3766,7458,3275,3435,6710,3563,4066,7629,3963,4888,8851,4427,5730,10157,5718,7143,12861,2041,1853,3894,2380,2254,4634,3139,2960,6099,494,568,1062,462,561,1023,509,619,1128,2568,2718,5286,2500,2787,5287,3012,3459,6471,43,29,72,65,77,142,75,63,138,9109,10056,19165,9834,11409,21243,12453,14244,26697,593,721,1314,722,855,1577,1056,1293,2349,1015,1392
118,1328,1271,2599,1716,1531,3247,2054,1979,4033,2939,2716,5655,2893,2697,5590,3424,3262,6686,1479,1421,2900,1306,1342,2648,1585,1583,3168,2048,1984,4032,2002,1958,3960,2340,2152,4492,6466,6121,12587,6201,5997,12198,7349,6997,14346,1556,1430,2986,1355,1252,2607,1321,1264,2585,1521,1761,3282,1446,1645,3091,1460,1633,3093,2276,2251,4527,2492,2478,4970,2682,2745,5427,5353,5442,10795,5293,5375,10668,5463,5642,11105,512,540,1052,401,424,825,367,351,718,361,476,837,265,400,665,359,478,837,789,472,1261,520,341,861,455,273,728,1049,1360,2409,759,1044,1803,851,1117,1968,27,19,46,30,35,65,27,23,50,2738,2867,5605,1975,2244,4219,2059,2242,4301,4656,5099,9755,4489,4699,9188,5865,6071,11936,1647,1552,3199,1377,1552,2929,1861,1818,3679,474,551,1025,390,443,833,425,520,945,2074,2567,4641,1703,2249,3952,1846,2440,4286,40,44,84,42,64,106,48,67,115,8891,9813,18704,8001,9007,17008,10045,10916,20961,404,414,818,271,326,597,333,429,762,893,1427
119,3371,3043,6414,3986,3537,7523,4383,4014,8397,13073,12114,25187,12926,12025,24951,13226,11976,25202,4966,4641,9607,4633,4557,9190,4928,4749,9677,2161,2134,4295,2237,2228,4465,2543,2518,5061,20200,18889,39089,19796,18810,38606,20697,19243,39940,8910,9271,18181,8679,9078,17757,9891,9920,19811,4497,3931,8428,4620,4001,8621,4703,4182,8885,1742,1794,3536,2000,1995,3995,2246,2201,4447,15149,14996,30145,15299,15074,30373,16840,16303,33143,1540,1497,3037,1687,1512,3199,1628,1396,3024,945,1166,2111,774,1194,1968,1084,1696,2780,2613,1370,3983,2208,1035,3243,1941,850,2791,2681,3205,5886,1966,2700,4666,1896,2698,4594,81,58,139,163,154,317,127,84,211,7860,7296,15156,6798,6595,13393,6676,6724,13400,4026,4685,8711,5074,5809,10883,6911,7904,14815,1320,1089,2409,1788,1435,3223,2441,2168,4609,651,692,1343,582,715,1297,742,816,1558,2181,1999,4180,1688,1848,3536,2081,2345,4426,68,56,124,139,122,261,134,139,273,8246,8521,16767,9271,9929,19200,12309,13372,25681,664,703,1367,561,549,1110,1018,1005,2023,1231,1668
120,1436,1336,2772,1675,1567,3242,2055,1882,3937,4613,4128,8741,4419,4377,8796,5079,4861,9940,2448,2328,4776,2327,2184,4511,2345,2204,4549,811,860,1671,875,851,1726,979,933,1912,7872,7316,15188,7621,7412,15033,8403,7998,16401,2735,2856,5591,3019,2752,5771,2994,3012,6006,2179,1996,4175,2127,2095,4222,2097,2180,4277,1229,1330,2559,1377,1431,2808,1487,1474,2961,6143,6182,12325,6523,6278,12801,6578,6666,13244,639,612,1251,634,571,1205,585,536,1121,473,654,1127,394,602,996,529,751,1280,885,539,1424,690,429,1119,599,315,914,1307,1629,2936,925,1276,2201,958,1385,2343,23,24,47,45,38,83,26,31,57,3327,3458,6785,2688,2916,5604,2697,3018,5715,2686,3158,5844,3495,3982,7477,4484,4899,9383,1249,1152,2401,1400,1361,2761,1803,1803,3606,430,487,917,386,479,865,513,542,1055,2127,2629,4756,1859,2338,4197,1952,2717,4669,39,40,79,62,73,135,53,61,114,6531,7466,13997,7202,8233,15435,8805,10022,18827,495,535,1030,315,383,698,518,539,1057,811,1320
121,2808,2601,5409,3444,3028,6472,3863,3524,7387,8401,7931,16332,8494,8141,16635,9989,9412,19401,2159,2171,4330,2261,2177,4438,2441,2345,4786,2778,2703,5481,2920,2665,5585,3034,2800,5834,13338,12805,26143,13675,12983,26658,15464,14557,30021,4379,4401,8780,4132,4170,8302,4606,4605,9211,2490,2435,4925,2736,2548,5284,3018,2783,5801,4729,4878,9607,5046,5000,10046,5261,5110,10371,11598,11714,23312,11914,11718,23632,12885,12498,25383,748,662,1410,638,604,1242,511,516,1027,367,611,978,301,548,849,394,699,1093,1113,747,1860,901,532,1433,800,509,1309,1592,2579,4171,1108,1845,2953,1080,1989,3069,24,26,50,34,48,82,30,31,61,3844,4625,8469,2982,3577,6559,2815,3744,6559,4788,5788,10576,4806,5699,10505,5618,6465,12083,977,1129,2106,1123,1434,2557,1398,1764,3162,859,826,1685,696,786,1482,706,740,1446,3435,3968,7403,2764,3352,6116,2846,3697,6543,41,44,85,62,80,142,50,80,130,10100,11755,21855,9451,11351,20802,10618,12746,23364,332,462,794,267,410,677,342,394,736,1389,2252
122,1945,1665,3610,2426,2235,4661,2771,2607,5378,6049,5748,11797,6443,6013,12456,7325,6919,14244,1368,1281,2649,1593,1357,2950,1591,1517,3108,1446,1219,2665,1494,1290,2784,1501,1354,2855,8863,8248,17111,9530,8660,18190,10417,9790,20207,3395,3394,6789,3438,3269,6707,3711,3704,7415,1610,1760,3370,2130,2076,4206,2124,2002,4126,1443,1281,2724,1569,1503,3072,1868,1645,3513,6448,6435,12883,7137,6848,13985,7703,7351,15054,453,468,921,381,409,790,382,344,726,222,306,528,178,299,477,219,351,570,1251,667,1918,1002,485,1487,942,443,1385,1159,1481,2640,889,1062,1951,922,1339,2261,17,19,36,38,21,59,29,19,48,3102,2941,6043,2488,2276,4764,2494,2496,4990,1485,1910,3395,1503,1962,3465,2069,2495,4564,353,435,788,371,542,913,504,654,1158,251,303,554,232,271,503,307,347,654,1391,1622,3013,1058,1481,2539,1100,1672,2772,20,9,29,18,17,35,22,26,48,3500,4279,7779,3182,4273,7455,4002,5194,9196,176,260,436,191,253,444,181,223,404,673,1168
123,2146,1902,4048,2402,2184,4586,2606,2343,4949,10323,9715,20038,8656,8421,17077,8105,7780,15885,1807,1792,3599,1784,1725,3509,1851,1797,3648,1006,937,1943,1154,1127,2281,1274,1228,2502,13136,12444,25580,11594,11273,22867,11230,10805,22035,6426,6297,12723,5896,5643,11539,5747,5960,11707,2019,2199,4218,2127,2165,4292,2209,2108,4317,1006,826,1832,1097,1048,2145,1019,972,1991,9451,9322,18773,9120,8856,17976,8975,9040,18015,526,537,1063,475,563,1038,567,584,1151,171,326,497,148,304,452,210,492,702,1696,773,2469,1521,695,2216,1380,667,2047,980,1298,2278,757,1201,1958,856,1228,2084,42,31,73,52,39,91,48,38,86,3415,2965,6380,2953,2802,5755,3061,3009,6070,1003,1448,2451,1101,1666,2767,1642,2219,3861,257,378,635,236,407,643,372,663,1035,197,280,477,203,283,486,280,387,667,766,809,1575,566,778,1344,702,1168,1870,9,13,22,19,29,48,16,36,52,2232,2928,5160,2125,3163,5288,3012,4473,7485,112,151,263,84,141,225,168,208,376,346,646
124,2699,2480,5179,3002,2700,5702,3140,2798,5938,10622,10263,20885,9188,8762,17950,8865,8339,17204,3243,3203,6446,2858,2826,5684,2617,2633,5250,1403,1321,2724,1529,1359,2888,1572,1406,2978,15268,14787,30055,13575,12947,26522,13054,12378,25432,6555,6644,13199,5932,6038,11970,5889,5769,11658,2844,2860,5704,2857,2915,5772,2882,2953,5835,1517,1383,2900,1548,1456,3004,1523,1464,2987,10916,10887,21803,10337,10409,20746,10294,10186,20480,663,736,1399,535,702,1237,581,732,1313,248,463,711,211,438,649,300,629,929,2149,983,3132,1900,920,2820,1709,892,2601,1514,1868,3382,1071,1496,2567,1166,1803,2969,34,25,59,63,42,105,43,40,83,4608,4075,8683,3780,3598,7378,3799,4096,7895,1369,1955,3324,1423,2020,3443,1786,2587,4373,400,553,953,359,536,895,557,874,1431,264,431,695,250,352,602,287,459,746,1201,1605,2806,951,1450,2401,1035,1814,2849,14,13,27,32,26,58,29,22,51,3248,4557,7805,3015,4384,7399,3694,5756,9450,146,200,346,144,198,342,166,241,407,574,980
125,2358,2194,4552,2716,2563,5279,3251,3044,6295,9838,9012,18850,9696,9151,18847,10303,9282,19585,3793,3700,7493,3648,3528,7176,3648,3642,7290,1004,962,1966,1067,1010,2077,1251,1221,2472,14635,13674,28309,14411,13689,28100,15202,14145,29347,6967,6956,13923,7051,6885,13936,7867,7618,15485,3177,3237,6414,3291,3278,6569,3421,3357,6778,1175,909,2084,1458,1101,2559,1553,1197,2750,11319,11102,22421,11800,11264,23064,12841,12172,25013,1095,912,2007,1260,1023,2283,1319,1124,2443,780,866,1646,615,881,1496,849,1389,2238,1886,1048,2934,1661,802,2463,1366,682,2048,2140,2540,4680,1710,2224,3934,1696,2215,3911,69,43,112,132,90,222,106,75,181,5970,5409,11379,5378,5020,10398,5336,5485,10821,3128,3582,6710,4171,4280,8451,5229,5767,10996,1143,817,1960,1419,1142,2561,1970,1864,3834,534,589,1123,505,569,1074,675,679,1354,1792,1659,3451,1605,1577,3182,1939,2060,3999,53,38,91,98,76,174,103,88,191,6650,6685,13335,7798,7644,15442,9916,10458,20374,452,470,922,471,543,1014,932,995,1927,940,1317
126,1212,1074,2286,1287,1176,2463,1500,1324,2824,4020,3924,7944,3922,3694,7616,4039,3789,7828,1441,1428,2869,1393,1307,2700,1446,1443,2889,522,505,1027,582,530,1112,618,519,1137,5983,5857,11840,5897,5531,11428,6103,5751,11854,2636,2749,5385,2632,2799,5431,2830,2710,5540,2231,1324,3555,2066,1308,3374,1872,1310,3182,924,772,1696,950,835,1785,890,895,1785,5791,4845,10636,5648,4942,10590,5592,4915,10507,452,366,818,373,316,689,326,300,626,228,321,549,177,315,492,242,443,685,687,374,1061,527,282,809,460,227,687,878,1235,2113,620,889,1509,555,889,1444,20,23,43,24,17,41,18,23,41,2265,2319,4584,1721,1819,3540,1601,1882,3483,2521,2970,5491,3277,3662,6939,4027,4666,8693,726,814,1540,894,948,1842,1116,1124,2240,367,393,760,328,405,733,358,372,730,1429,1544,2973,1025,1180,2205,1086,1298,2384,32,23,55,38,41,79,44,53,97,5075,5744,10819,5562,6236,11798,6631,7513,14144,158,199,357,116,150,266,169,192,361,521,753
127,2399,2238,4637,2674,2519,5193,2994,2767,5761,12273,11497,23770,11370,10161,21531,10831,9905,20736,3781,3536,7317,3737,3499,7236,3564,3596,7160,887,880,1767,1301,1380,2681,1622,1664,3286,16941,15913,32854,16408,15040,31448,16017,15165,31182,9215,9033,18248,8893,8690,17583,9645,9145,18790,2731,2953,5684,2822,3010,5832,3240,3289,6529,741,743,1484,1134,1107,2241,1404,1392,2796,12687,12729,25416,12849,12807,25656,14289,13826,28115,1276,1258,2534,1138,1108,2246,1275,1213,2488,547,695,1242,433,743,1176,579,1236,1815,1960,1135,3095,1650,838,2488,1534,655,2189,1944,2257,4201,1232,2144,3376,1359,1824,3183,84,50,134,151,116,267,88,89,177,5811,5395,11206,4604,4949,9553,4835,5017,9852,2014,2697,4711,2320,3223,5543,3875,4982,8857,398,399,797,370,440,810,646,871,1517,386,468,854,381,485,866,488,634,1122,915,834,1749,692,821,1513,843,1255,2098,29,26,55,67,72,139,56,72,128,3742,4424,8166,3830,5041,8871,5908,7814,13722,406,427,833,348,484,832,527,734,1261,802,1104
128,1842,1634,3476,2110,1993,4103,2276,2132,4408,6929,6459,13388,6154,5757,11911,6261,5949,12210,2105,2182,4287,2041,2007,4048,2068,2013,4081,539,525,1064,510,484,994,549,511,1060,9573,9166,18739,8705,8248,16953,8878,8473,17351,4937,4878,9815,4678,4553,9231,4436,4268,8704,1708,1809,3517,1790,1823,3613,1923,1864,3787,814,935,1749,804,878,1682,813,795,1608,7459,7622,15081,7272,7254,14526,7172,6927,14099,479,437,916,406,469,875,349,355,704,101,219,320,83,192,275,127,248,375,1691,670,2361,1522,578,2100,1315,530,1845,1041,1259,2300,764,946,1710,731,1087,1818,25,21,46,40,24,64,27,28,55,3337,2606,5943,2815,2209,5024,2549,2248,4797,1400,1912,3312,1552,2134,3686,2094,2707,4801,259,325,584,213,347,560,336,543,879,310,358,668,293,305,598,376,403,779,1230,1117,2347,858,1058,1916,898,1305,2203,6,11,17,21,27,48,22,23,45,3205,3723,6928,2937,3871,6808,3726,4981,8707,116,162,278,83,128,211,95,135,230,511,791
197,0,0,0,0,0,0,3,3,6,0,0,0,0,4,4,27,27,54,0,0,0,0,0,0,5,8,13,36,38,74,0,0,0,9,0,9,36,38,74,0,4,4,41,35,76,3,0,3,13,25,38,5,10,15,4,0,4,0,0,0,4,7,11,3,3,6,0,0,0,5,4,9,10,3,13,13,25,38,14,21,35,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,8,3,11,6,3,9,0,0,0,0,0,0,8,0,8,5,0,5,3,5,8,0,0,0,0,0,0,0,0,0,14,6,20,5,3,8,11,8,19,0,5,5,0,3,3,3,3,6,3,0,3,0,0,0,4,3,7,3,4,7,3,0,3,3,0,3,13,9,22,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,19,18,37,3,3,6,10,9,19,0,0,0,0,0,0,4,3,7,5,5
