region_id,C01_15_19_Married_M,C01_15_19_Married_F,C01_15_19_Sep_M,C01_15_19_Sep_F,C01_15_19_Div_M,C01_15_19_Div_F,C01_15_19_Wid_M,C01_15_19_Wid_F,C01_15_19_Nvr_marrd_M,C01_15_19_Nvr_marrd_F,C01_15_19_T_M,C01_15_19_T_F,C01_15_19_T_P,C01_20_24_Married_M,C01_20_24_Married_F,C01_20_24_Sep_M,C01_20_24_Sep_F,C01_20_24_Div_M,C01_20_24_Div_F,C01_20_24_Wid_M,C01_20_24_Wid_F,C01_20_24_Nvr_marrd_M,C01_20_24_Nvr_marrd_F,C01_20_24_T_M,C01_20_24_T_F,C01_20_24_T_P,C01_25_29_Married_M,C01_25_29_Married_F,C01_25_29_Sep_M,C01_25_29_Sep_F,C01_25_29_Div_M,C01_25_29_Div_F,C01_25_29_Wid_M,C01_25_29_Wid_F,C01_25_29_Nvr_marrd_M,C01_25_29_Nvr_marrd_F,C01_25_29_T_M,C01_25_29_T_F,C01_25_29_T_P,C01_30_34_Married_M,C01_30_34_Married_F,C01_30_34_Sep_M,C01_30_34_Sep_F,C01_30_34_Div_M,C01_30_34_Div_F,C01_30_34_Wid_M,C01_30_34_Wid_F,C01_30_34_Nvr_marrd_M,C01_30_34_Nvr_marrd_F,C01_30_34_T_M,C01_30_34_T_F,C01_30_34_T_P,C01_35_39_Married_M,C01_35_39_Married_F,C01_35_39_Sep_M,C01_35_39_Sep_F,C01_35_39_Div_M,C01_35_39_Div_F,C01_35_39_Wid_M,C01_35_39_Wid_F,C01_35_39_Nvr_marrd_M,C01_35_39_Nvr_marrd_F,C01_35_39_T_M,C01_35_39_T_F,C01_35_39_T_P,C01_40_44_Married_M,C01_40_44_Married_F,C01_40_44_Sep_M,C01_40_44_Sep_F,C01_40_44_Div_M,C01_40_44_Div_F,C01_40_44_Wid_M,C01_40_44_Wid_F,C01_40_44_Nvr_marrd_M,C01_40_44_Nvr_marrd_F,C01_40_44_T_M,C01_40_44_T_F,C01_40_44_T_P,C01_45_49_Married_M,C01_45_49_Married_F,C01_45_49_Sep_M,C01_45_49_Sep_F,C01_45_49_Div_M,C01_45_49_Div_F,C01_45_49_Wid_M,C01_45_49_Wid_F,C01_45_49_Nvr_marrd_M,C01_45_49_Nvr_marrd_F,C01_45_49_T_M,C01_45_49_T_F,C01_45_49_T_P,C01_50_54_Married_M,C01_50_54_Married_F,C01_50_54_Sep_M,C01_50_54_Sep_F,C01_50_54_Div_M,C01_50_54_Div_F,C01_50_54_Wid_M,C01_50_54_Wid_F,C01_50_54_Nvr_marrd_M,C01_50_54_Nvr_marrd_F,C01_50_54_T_M,C01_50_54_T_F,C01_50_54_T_P,C01_55_59_Married_M,C01_55_59_Married_F,C01_55_59_Sep_M,C01_55_59_Sep_F,C01_55_59_Div_M,C01_55_59_Div_F,C01_55_59_Wid_M,C01_55_59_Wid_F,C01_55_59_Nvr_marrd_M,C01_55_59_Nvr_marrd_F,C01_55_59_T_M,C01_55_59_T_F,C01_55_59_T_P,C01_60_64_Married_M,C01_60_64_Married_F,C01_60_64_Sep_M,C01_60_64_Sep_F,C01_60_64_Div_M,C01_60_64_Div_F,C01_60_64_Wid_M,C01_60_64_Wid_F,C01_60_64_Nvr_marrd_M,C01_60_64_Nvr_marrd_F,C01_60_64_T_M,C01_60_64_T_F,C01_60_64_T_P,C01_65_69_Married_M,C01_65_69_Married_F,C01_65_69_Sep_M,C01_65_69_Sep_F,C01_65_69_Div_M,C01_65_69_Div_F,C01_65_69_Wid_M,C01_65_69_Wid_F,C01_65_69_Nvr_marrd_M,C01_65_69_Nvr_marrd_F,C01_65_69_T_M,C01_65_69_T_F,C01_65_69_T_P,C01_70_74_Married_M,C01_70_74_Married_F,C01_70_74_Sep_M,C01_70_74_Sep_F,C01_70_74_Div_M,C01_70_74_Div_F,C01_70_74_Wid_M,C01_70_74_Wid_F,C01_70_74_Nvr_marrd_M,C01_70_74_Nvr_marrd_F,C01_70_74_T_M,C01_70_74_T_F,C01_70_74_T_P,C01_75_79_Married_M,C01_75_79_Married_F,C01_75_79_Sep_M,C01_75_79_Sep_F,C01_75_79_Div_M,C01_75_79_Div_F,C01_75_79_Wid_M,C01_75_79_Wid_F,C01_75_79_Nvr_marrd_M,C01_75_79_Nvr_marrd_F,C01_75_79_T_M,C01_75_79_T_F,C01_75_79_T_P,C01_80_84_Married_M,C01_80_84_Married_F,C01_80_84_Sep_M,C01_80_84_Sep_F,C01_80_84_Div_M,C01_80_84_Div_F,C01_80_84_Wid_M,C01_80_84_Wid_F,C01_80_84_Nvr_marrd_M,C01_80_84_Nvr_marrd_F,C01_80_84_T_M,C01_80_84_T_F,C01_80_84_T_P,C01_85o_Married_M,C01_85o_Married_F,C01_85o_Seprtd_M,C01_85o_Seprtd_F,C01_85o_Divorce_M,C01_85o_Divorce_F,C01_85o_Wid_M,C01_85o_Wid_F,C01_85o_Nvr_mard_M,C01_85o_Nvr_mard_F,C01_85o_T_M,C01_85o_T_F,C01_85o_T_P,C01_OS_visitrs_Marr_M,C01_OS_visitrs_Marr_F,C01_OS_visitr_Separ_M,C01_OS_visitr_Separ_F,C01_OS_visit_Divorc_M
101,23,19,3,3,10,3,3,14,6995,6425,7034,6464,13498,276,599,18,39,11,22,0,5,5216,4200,5521,4865,10386,1588,2262,126,215,79,152,6,17,3881,2778,5680,5424,11104,3190,3849,237,359,263,445,9,27,2560,1785,6259,6465,12724,4392,4793,317,456,527,710,22,56,1946,1246,7204,7261,14465,4992,5214,407,484,825,941,41,94,1508,1004,7773,7737,15510,4869,4882,416,395,929,1001,60,160,961,582,7235,7020,14255,5055,4811,376,292,959,974,93,230,609,369,7092,6676,13768,4387,4276,233,208,737,696,119,419,427,218,5903,5817,11720,3911,3424,222,146,515,528,182,568,342,160,5172,4826,9998,3234,2725,152,108,382,330,254,866,288,158,4310,4187,8497,2872,2232,110,73,281,221,408,1275,273,139,3944,3940,7884,1901,1343,68,43,152,121,448,1493,137,114,2706,3114,5820,944,597,29,17,69,71,386,1309,94,91,1522,2085,3607,401,240,8,3,25,34,339,1397,62,96,835,1770,2605,168,166,7,5,16
102,31,40,4,6,7,3,6,25,9590,8897,9638,8971,18609,456,992,33,85,21,28,8,11,6588,5923,7106,7039,14145,2569,3680,151,368,125,236,6,17,4825,3876,7676,8177,15853,4861,5839,325,607,396,739,7,56,3148,2356,8737,9597,18334,6193,6862,528,797,780,1263,19,98,2302,1673,9822,10693,20515,6794,7214,658,888,1102,1613,37,160,1672,1128,10263,11003,21266,6413,6373,583,692,1257,1696,56,225,1003,710,9312,9696,19008,5990,5789,475,560,1308,1737,91,347,659,467,8523,8900,17423,5028,4829,364,376,1020,1335,169,528,519,299,7100,7367,14467,4393,4308,237,263,744,990,228,854,358,228,5960,6643,12603,4266,4019,203,183,574,776,370,1457,357,228,5770,6663,12433,4365,3868,169,133,497,591,618,2294,335,200,5984,7086,13070,3595,2721,111,99,288,361,829,2948,207,200,5030,6329,11359,1990,1381,50,34,127,207,732,2912,102,153,3001,4687,7688,927,497,29,15,50,110,736,2742,73,165,1815,3529,5344,119,152,4,9,18
103,26,41,6,5,0,0,3,12,7255,6841,7290,6899,14189,402,709,22,63,10,23,3,4,5026,4158,5463,4957,10420,1807,2567,111,214,77,162,7,13,3528,2479,5530,5435,10965,3373,3885,213,298,246,423,8,35,2263,1495,6103,6136,12239,4154,4606,286,396,448,607,16,69,1700,1036,6604,6714,13318,4746,4804,390,410,674,768,30,97,1201,730,7041,6809,13850,4648,4592,333,339,757,791,55,148,827,393,6620,6263,12883,4650,4433,363,296,813,806,74,259,599,281,6499,6075,12574,3928,3622,236,197,640,547,97,436,461,244,5362,5046,10408,3339,3000,181,146,436,450,148,630,370,162,4474,4388,8862,2697,2374,131,88,320,291,228,856,302,146,3678,3755,7433,2295,1752,102,69,243,184,342,1251,263,153,3245,3409,6654,1542,1127,39,30,138,97,362,1592,171,136,2252,2982,5234,792,502,19,14,41,55,335,1504,98,105,1285,2180,3465,409,207,10,11,33,32,339,1610,76,131,867,1991,2858,61,58,5,3,7
104,15,17,3,0,6,3,4,4,4250,4014,4278,4038,8316,171,347,14,42,3,8,3,4,2385,1978,2576,2379,4955,773,1225,65,134,36,79,3,4,1784,1368,2661,2810,5471,1533,1929,119,244,155,287,4,25,1315,1025,3126,3510,6636,2264,2604,231,342,325,551,13,28,1128,787,3961,4312,8273,2876,3117,314,393,529,788,19,68,961,645,4699,5011,9710,3000,3046,262,302,662,795,29,89,647,373,4600,4605,9205,2955,2875,214,237,665,716,75,164,356,188,4265,4180,8445,2568,2591,152,142,475,475,66,228,235,123,3496,3559,7055,2454,2377,124,115,396,364,92,380,182,71,3248,3307,6555,2258,2057,98,60,313,292,154,558,182,84,3005,3051,6056,2202,1626,67,54,216,185,280,852,140,73,2905,2790,5695,1458,1117,60,33,114,109,291,1022,101,73,2024,2354,4378,763,431,22,9,38,46,285,1004,43,42,1151,1532,2683,334,170,13,6,18,23,263,1079,37,46,665,1324,1989,101,114,6,4,14
105,10,16,3,4,3,3,4,11,4039,3696,4059,3730,7789,183,406,14,32,3,12,0,3,3007,2656,3207,3109,6316,1072,1444,73,120,46,80,3,12,2457,1998,3651,3654,7305,2014,2373,148,229,162,224,9,18,1645,1363,3978,4207,8185,2491,2718,166,227,344,390,14,35,1324,914,4339,4284,8623,2886,2974,253,327,420,480,24,60,976,648,4559,4489,9048,2777,2756,289,246,512,490,49,119,648,332,4275,3943,8218,2813,2754,250,189,533,467,66,171,465,225,4127,3806,7933,2463,2266,177,147,425,345,93,287,316,143,3474,3188,6662,2203,1980,129,99,349,246,122,463,308,114,3111,2902,6013,1774,1505,112,62,263,189,186,640,217,89,2552,2485,5037,1584,1175,76,40,179,100,264,864,178,76,2281,2255,4536,936,604,27,21,69,66,247,944,100,72,1379,1707,3086,397,252,20,11,40,36,222,858,62,63,741,1220,1961,195,105,5,0,13,17,182,965,38,45,433,1132,1565,51,48,0,0,9
106,20,28,3,0,5,5,4,12,7782,7105,7814,7150,14964,413,794,28,71,7,13,3,3,5667,4580,6118,5461,11579,2206,3111,158,271,105,192,3,17,3909,2800,6381,6391,12772,3788,4587,300,451,357,538,17,37,2496,1706,6958,7319,14277,4954,5328,393,513,628,842,27,49,1800,1097,7802,7829,15631,5617,5650,432,510,830,1071,32,109,1153,684,8064,8024,16088,5412,5367,413,385,880,1048,60,166,727,434,7492,7400,14892,5286,4940,358,324,876,1009,78,282,526,274,7124,6829,13953,4343,4031,231,223,707,650,126,350,358,179,5765,5433,11198,3555,3205,159,151,470,498,169,583,260,153,4613,4590,9203,2951,2605,110,104,300,300,222,879,233,123,3816,4011,7827,2601,2059,87,60,234,214,306,1347,234,147,3462,3827,7289,1797,1305,51,37,119,123,394,1581,129,117,2490,3163,5653,863,515,33,11,62,72,333,1423,64,66,1355,2087,3442,374,226,7,7,30,43,340,1472,52,103,803,1851,2654,144,135,8,3,13
107,25,41,0,4,7,10,0,9,9617,9064,9649,9128,18777,504,1132,32,77,3,21,3,5,8348,6905,8890,8140,17030,2838,4109,144,282,131,257,3,13,5429,3956,8545,8617,17162,4847,5619,288,463,382,634,11,35,3171,2154,8699,8905,17604,6066,6708,395,564,669,1008,8,66,2331,1493,9469,9839,19308,6520,6746,444,656,938,1268,45,146,1666,994,9613,9810,19423,6155,6260,426,455,975,1270,58,212,941,536,8555,8733,17288,6116,5624,341,382,1004,1111,106,314,610,293,8177,7724,15901,4941,4728,232,220,678,895,114,477,399,203,6364,6523,12887,4300,4068,178,158,551,650,193,826,326,151,5548,5853,11401,3839,3341,131,148,332,418,295,1149,248,115,4845,5171,10016,3428,2747,87,83,236,301,480,1844,250,129,4481,5104,9585,2458,1834,58,53,130,195,536,2015,148,105,3330,4202,7532,1167,699,30,22,62,95,478,1778,85,92,1822,2686,4508,512,296,14,14,31,45,397,1799,69,88,1023,2242,3265,157,165,5,3,15
108,14,35,3,0,3,5,4,15,5983,5427,6007,5482,11489,222,478,15,54,9,14,0,6,3116,2671,3362,3223,6585,1171,1720,94,186,58,118,3,8,2307,1873,3633,3905,7538,2112,2782,187,343,219,343,8,31,1773,1384,4299,4883,9182,3089,3860,297,510,404,693,21,49,1462,1068,5273,6180,11453,4110,4471,450,610,748,1080,28,117,1171,819,6507,7097,13604,4065,4177,452,430,911,1070,44,166,794,521,6266,6364,12630,4434,4375,330,334,925,981,68,260,475,340,6232,6290,12522,4117,4315,274,223,826,845,132,457,398,212,5747,6052,11799,4179,4176,220,179,647,606,178,644,287,152,5511,5757,11268,4061,3683,181,113,506,447,265,1063,249,147,5262,5453,10715,3940,3258,135,78,358,303,483,1504,235,128,5151,5271,10422,2945,2131,78,48,182,199,592,1937,149,92,3946,4407,8353,1511,949,46,23,97,88,499,1786,81,95,2234,2941,5175,610,344,19,14,41,49,464,1897,60,105,1194,2409,3603,103,124,8,0,12
109,8,18,0,3,3,4,0,3,3820,3601,3831,3629,7460,152,342,15,28,4,9,0,3,2781,2454,2952,2836,5788,943,1339,74,119,35,73,5,7,1996,1479,3053,3017,6070,1791,2169,135,170,127,199,4,12,1333,911,3390,3461,6851,2284,2589,183,232,243,369,12,27,941,564,3663,3781,7444,2814,2971,233,277,395,452,19,56,652,376,4113,4132,8245,2746,2705,234,225,454,541,31,84,475,231,3940,3786,7726,2739,2580,182,149,483,431,42,140,305,142,3751,3442,7193,2291,2101,159,118,369,323,64,205,231,81,3114,2828,5942,1918,1845,108,81,265,235,94,343,184,82,2569,2586,5155,1657,1482,89,67,179,169,122,487,149,77,2196,2282,4478,1542,1219,42,36,163,99,199,748,150,80,2096,2182,4278,1051,753,39,22,52,67,246,902,103,63,1491,1807,3298,489,319,20,13,19,34,197,863,51,55,776,1284,2060,272,142,10,5,20,17,213,943,39,60,554,1167,1721,58,51,0,0,5
110,13,41,4,7,3,3,0,6,6566,6166,6586,6223,12809,293,652,29,61,6,14,6,4,4680,4157,5014,4888,9902,1612,2290,99,191,69,125,0,15,3190,2329,4970,4950,9920,2894,3349,235,258,209,315,9,33,2092,1547,5439,5502,10941,3629,4068,293,388,395,572,20,54,1527,1047,5864,6129,11993,4108,4510,358,427,561,763,25,89,1218,733,6270,6522,12792,4200,4112,354,344,678,698,45,136,756,484,6033,5774,11807,4235,4151,282,259,694,707,80,261,572,301,5863,5679,11542,3714,3521,198,191,566,535,107,377,379,181,4964,4805,9769,3267,3021,163,121,386,368,157,588,341,160,4314,4258,8572,2653,2175,138,89,275,249,226,834,286,135,3578,3482,7060,2152,1624,67,56,194,162,305,1261,213,132,2931,3235,6166,1419,1000,53,31,88,109,323,1436,139,98,2022,2674,4696,744,466,26,15,36,47,282,1372,71,85,1159,1985,3144,385,170,9,10,21,30,343,1461,59,97,817,1768,2585,91,89,0,4,8
