region_id,C11_15_19_NonInd_F,C11_15_19_NonInd_P,C11_15_19_Ind_st_ns_M,C11_15_19_Ind_st_ns_F,C11_15_19_Ind_st_ns_P,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Indigen_M,C11_20_24_Indigen_F,C11_20_24_Indigen_P,C11_20_24_NonInd_M,C11_20_24_NonInd_F,C11_20_24_NonInd_P,C11_20_24_Ind_st_ns_M,C11_20_24_Ind_st_ns_F,C11_20_24_Ind_st_ns_P,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Indigen_M,C11_25_29_Indigen_F,C11_25_29_Indigen_P,C11_25_29_NonInd_M,C11_25_29_NonInd_F,C11_25_29_NonInd_P,C11_25_29_Ind_st_ns_M,C11_25_29_Ind_st_ns_F,C11_25_29_Ind_st_ns_P,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Indigen_M,C11_30_34_Indigen_F,C11_30_34_Indigen_P,C11_30_34_NonInd_M,C11_30_34_NonInd_F,C11_30_34_NonInd_P,C11_30_34_Ind_st_ns_M,C11_30_34_Ind_st_ns_F,C11_30_34_Ind_st_ns_P,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Indigen_M,C11_35_39_Indigen_F,C11_35_39_Indigen_P,C11_35_39_NonInd_M,C11_35_39_NonInd_F,C11_35_39_NonInd_P,C11_35_39_Ind_st_ns_M,C11_35_39_Ind_st_ns_F,C11_35_39_Ind_st_ns_P,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Indigen_M,C11_40_44_Indigen_F,C11_40_44_Indigen_P,C11_40_44_NonInd_M,C11_40_44_NonInd_F,C11_40_44_NonInd_P,C11_40_44_Ind_st_ns_M,C11_40_44_Ind_st_ns_F,C11_40_44_Ind_st_ns_P,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Indigen_M,C11_45_49_Indigen_F,C11_45_49_Indigen_P,C11_45_49_NonInd_M,C11_45_49_NonInd_F,C11_45_49_NonInd_P,C11_45_49_Ind_st_ns_M,C11_45_49_Ind_st_ns_F,C11_45_49_Ind_st_ns_P,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Indigen_M,C11_50_54_Indigen_F,C11_50_54_Indigen_P,C11_50_54_NonInd_M,C11_50_54_NonInd_F,C11_50_54_NonInd_P,C11_50_54_Ind_st_ns_M,C11_50_54_Ind_st_ns_F,C11_50_54_Ind_st_ns_P,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Indigen_M,C11_55_59_Indigen_F,C11_55_59_Indigen_P,C11_55_59_NonInd_M,C11_55_59_NonInd_F,C11_55_59_NonInd_P,C11_55_59_Ind_st_ns_M,C11_55_59_Ind_st_ns_F,C11_55_59_Ind_st_ns_P,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Indigen_M,C11_60_64_Indigen_F,C11_60_64_Indigen_P,C11_60_64_NonInd_M,C11_60_64_NonInd_F,C11_60_64_NonInd_P,C11_60_64_Ind_st_ns_M,C11_60_64_Ind_st_ns_F,C11_60_64_Ind_st_ns_P,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_over_Indigen_M,C11_65_over_Indigen_F,C11_65_over_Indigen_P,C11_65over_NonInd_M,C11_65over_NonInd_F,C11_65over_NonInd_P,C11_65over_Indig_st_ns_M,C11_65over_Indig_st_ns_F,C11_65over_Indig_st_ns_P,C11_65_over_T_M,C11_65_over_T_F,C11_65_over_T_P,C11_Tot_Indig_M,C11_Tot_Indig_F,C11_Tot_Indig_P,C11_Tot_NonInd_M,C11_Tot_NonInd_F,C11_Tot_NonInd_P,C11_Tot_Indig_st_ns_M,C11_Tot_Indig_st_ns_F,C11_Tot_Indig_st_ns_P,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
101,6185,13050,577,388,965,7802,6913,14715,215,198,413,4953,4639,9592,388,270,658,5556,5107,10663,196,200,396,4835,4780,9615,331,243,574,5362,5223,10585,159,172,331,4826,5212,10038,300,293,593,5285,5677,10962,202,203,405,6177,6313,12490,383,322,705,6762,6838,13600,202,190,392,6854,7283,14137,471,364,835,7527,7837,15364,170,190,360,7427,7341,14768,458,322,780,8055,7853,15908,137,165,302,7676,7621,15297,498,336,834,8311,8122,16433,100,137,237,7248,7239,14487,426,324,750,7774,7700,15474,90,89,179,7389,6982,14371,378,310,688,7857,7381,15238,129,130,259,16611,18020,34631,957,1060,2017,17697,19210,36907,3192,3189,6381,100078,99731,199809,6450,5461,11911,109720,108381,218101
102,9108,18844,499,414,913,10846,10034,20880,427,383,810,7774,7652,15426,366,303,669,8567,8338,16905,237,310,547,7045,7514,14559,374,275,649,7656,8099,15755,236,241,477,7176,7953,15129,320,303,623,7732,8497,16229,206,255,461,8602,9476,18078,410,358,768,9218,10089,19307,228,278,506,9046,10211,19257,445,404,849,9719,10893,20612,215,282,497,9436,10268,19704,443,367,810,10094,10917,21011,203,213,416,9429,10453,19882,456,443,899,10088,11109,21197,123,147,270,8674,9383,18057,377,331,708,9174,9861,19035,108,130,238,8246,9123,17369,364,374,738,8718,9627,18345,170,211,381,24079,30513,54592,1211,1642,2853,25460,32366,57826,4480,4585,9065,137132,148440,285572,6660,6514,13174,148272,159539,307811
103,5769,11672,331,272,603,6878,6628,13506,445,410,855,5303,4954,10257,336,229,565,6084,5593,11677,339,312,651,4786,4690,9476,263,187,450,5388,5189,10577,265,270,535,4666,4764,9430,269,191,460,5200,5225,10425,278,321,599,5310,5453,10763,338,274,612,5926,6048,11974,288,327,615,5732,5905,11637,340,240,580,6360,6472,12832,266,275,541,6145,6089,12234,298,247,545,6709,6611,13320,224,203,427,6339,6146,12485,278,208,486,6841,6557,13398,166,170,336,5940,5731,11671,311,218,529,6417,6119,12536,153,132,285,5893,5625,11518,283,236,519,6329,5993,12322,223,237,460,14139,16213,30352,799,929,1728,15161,17379,32540,5330,5191,10521,88302,88207,176509,4922,4192,9114,98554,97590,196144
104,3686,7608,158,161,319,4439,4202,8641,235,211,446,2608,2661,5269,140,124,264,2983,2996,5979,174,190,364,2428,2611,5039,120,101,221,2722,2902,5624,127,170,297,2517,2860,5377,112,113,225,2756,3143,5899,165,175,340,3214,3505,6719,155,122,277,3534,3802,7336,176,210,386,3475,4077,7552,145,135,280,3796,4422,8218,134,177,311,3985,4472,8457,155,157,312,4274,4806,9080,143,162,305,4483,4978,9461,187,148,335,4813,5288,10101,105,115,220,4700,4695,9395,181,140,321,4986,4950,9936,66,77,143,4725,4702,9427,177,158,335,4968,4937,9905,108,131,239,11913,13240,25153,559,599,1158,12580,13970,26550,2932,3101,6033,59004,61916,120920,2632,2497,5129,64568,67514,132082
105,2353,5053,203,189,392,3829,3470,7299,705,721,1426,2309,2358,4667,198,143,341,3212,3222,6434,549,565,1114,2452,2610,5062,169,149,318,3170,3324,6494,441,497,938,2298,2540,4838,146,126,272,2885,3163,6048,467,590,1057,2706,2704,5410,175,139,314,3348,3433,6781,484,611,1095,2939,2925,5864,224,189,413,3647,3725,7372,457,489,946,3276,3218,6494,223,199,422,3956,3906,7862,390,464,854,3635,3480,7115,262,197,459,4287,4141,8428,352,337,689,3379,3212,6591,232,181,413,3963,3730,7693,261,273,534,3363,3089,6452,241,168,409,3865,3530,7395,348,456,804,8340,9203,17543,621,669,1290,9309,10328,19637,8642,9110,17752,45827,45656,91483,3427,2947,6374,57896,57713,115609
106,7198,14701,424,329,753,8509,8041,16550,374,385,759,6650,6152,12802,379,245,624,7403,6782,14185,301,298,599,6532,6487,13019,310,239,549,7143,7024,14167,288,237,525,6672,6658,13330,295,233,528,7255,7128,14383,261,291,552,7251,7568,14819,340,278,618,7852,8137,15989,259,308,567,7565,7839,15404,374,312,686,8198,8459,16657,228,257,485,7714,7769,15483,370,289,659,8312,8315,16627,189,229,418,7684,7796,15480,362,315,677,8235,8340,16575,126,159,285,7110,7194,14304,351,297,648,7587,7650,15237,103,105,208,6887,6948,13835,353,282,635,7343,7335,14678,163,176,339,15787,18137,33924,961,1115,2076,16911,19428,36339,4706,4800,9506,110535,111646,222181,5626,5064,10690,120867,121510,242377
107,8518,17604,348,322,670,9836,9233,19069,297,268,565,9105,8663,17768,434,377,811,9836,9308,19144,237,226,463,7810,7749,15559,412,281,693,8459,8256,16715,163,167,330,7451,7700,15151,325,242,567,7939,8109,16048,167,191,358,8421,8927,17348,293,258,551,8881,9376,18257,166,198,364,8357,8908,17265,312,236,548,8835,9342,18177,140,195,335,8988,9240,18228,324,282,606,9452,9717,19169,124,150,274,8672,9117,17789,317,289,606,9113,9556,18669,97,110,207,7573,8082,15655,302,262,564,7972,8454,16426,69,63,132,7116,7204,14320,296,242,538,7481,7509,14990,97,153,250,18669,22816,41485,898,1124,2022,19664,24093,43757,3197,3254,6451,126008,130393,256401,5209,4857,10066,134414,138504,272918
108,5022,10353,255,232,487,6210,5845,12055,374,399,773,3363,3290,6653,210,134,344,3947,3823,7770,302,308,610,3079,3424,6503,162,136,298,3543,3868,7411,258,243,501,3432,3863,7295,165,119,284,3855,4225,8080,278,310,588,4406,4960,9366,191,193,384,4875,5463,10338,254,330,584,5042,5693,10735,227,196,423,5523,6219,11742,271,329,600,5831,6451,12282,260,203,463,6362,6983,13345,244,294,538,6486,7184,13670,314,249,563,7044,7727,14771,201,234,435,6638,6976,13614,327,261,588,7166,7471,14637,149,159,308,7259,7509,14768,312,269,581,7720,7937,15657,229,238,467,21741,24272,46013,1111,1414,2525,23081,25924,49005,5338,5425,10763,88013,93423,181436,4297,4166,8463,97648,103014,200662
109,3319,6821,187,136,323,3891,3636,7527,115,124,239,2688,2778,5466,161,119,280,2964,3021,5985,96,107,203,2601,2720,5321,138,102,240,2835,2929,5764,62,93,155,2615,2700,5315,135,87,222,2812,2880,5692,82,90,172,2985,3084,6069,142,113,255,3209,3287,6496,71,120,191,3213,3395,6608,160,121,281,3444,3636,7080,90,113,203,3351,3545,6896,146,139,285,3587,3797,7384,92,80,172,3747,3817,7564,204,131,335,4043,4028,8071,59,60,119,3534,3543,7077,189,132,321,3782,3735,7517,44,54,98,3589,3398,6987,173,127,300,3806,3579,7385,78,70,148,8873,9973,18846,541,572,1113,9492,10615,20107,1623,1690,3313,50324,51593,101917,2688,2240,4928,54635,55523,110158
110,4947,9935,296,285,581,6132,6090,12222,586,607,1193,4356,4301,8657,276,246,522,5218,5154,10372,454,511,965,3896,3961,7857,233,191,424,4583,4663,9246,369,461,830,3845,4103,7948,255,202,457,4469,4766,9235,432,479,911,4311,4634,8945,268,239,507,5011,5352,10363,417,496,913,4779,4944,9723,304,258,562,5500,5698,11198,385,448,833,5179,5279,10458,262,216,478,5826,5943,11769,372,397,769,5461,5720,11181,326,251,577,6159,6368,12527,266,282,548,5329,5094,10423,286,213,499,5881,5589,11470,223,214,437,5184,5083,10267,270,203,473,5677,5500,11177,325,373,698,12814,14818,27632,681,813,1494,13820,16004,29824,7681,8079,15760,74886,76648,151534,4365,4010,8375,86932,88737,175669
