region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
101,768,1496,2744,2901,5645,1253,753,31,16,609,1493,1893,2262,4155,596,306,7,6,511,1461,1114,1773,2887,37772,38307,7760,7957,26715,29077,72247,75341,147588
102,1153,2964,4399,5497,9896,2309,1565,54,38,1156,3009,3519,4612,8131,1353,716,19,17,1079,3168,2451,3901,6352,54582,55374,10263,10625,43041,53823,107886,119822,227708
103,760,1481,2595,2898,5493,1166,711,16,11,602,1495,1784,2217,4001,538,275,3,3,416,1452,957,1730,2687,34188,34718,6773,6972,25742,28116,66703,69806,136509
104,510,1046,2029,2198,4227,970,568,30,18,414,1008,1414,1594,3008,503,233,9,3,379,1100,891,1336,2227,22966,23328,4732,4943,17508,20790,45206,49061,94267
105,478,906,1425,1615,3040,653,390,19,5,372,830,1044,1225,2269,272,121,8,3,244,723,524,847,1371,17755,18213,4285,4459,15499,17037,37539,39709,77248
106,672,1593,2795,3175,5970,1258,778,31,19,556,1620,1845,2417,4262,618,291,18,6,477,1549,1113,1846,2959,43964,44809,8946,9215,31369,34580,84279,88604,172883
107,830,2163,3618,4259,7877,1832,1144,25,21,749,2189,2606,3354,5960,935,450,16,5,674,2061,1625,2516,4141,50941,51706,8028,8305,40391,44901,99360,104912,204272
108,1007,1959,3909,4178,8087,1965,1287,57,29,857,2039,2879,3355,6234,1063,491,25,15,790,2109,1878,2615,4493,37071,37633,6755,6939,26275,31961,70101,76533,146634
109,397,856,1519,1724,3243,790,467,12,9,398,840,1200,1316,2516,370,172,4,4,291,843,665,1019,1684,19947,20294,3672,3785,14701,16160,38320,40239,78559
110,634,1375,2352,2528,4880,977,581,13,10,469,1432,1459,2023,3482,479,211,7,4,380,1333,866,1548,2414,30323,30818,6069,6287,22596,25942,58988,63047,122035
