region_id,Managers_C01_M,Managers_C01_F,Managers_C01_P,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Professionals_C01_M,Professionals_C01_F,Professionals_C01_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Tech_trad_wkrs_C01_M,Tech_trad_wkrs_C01_F,Tech_trad_wkrs_C01_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Comm_pers_S_work_01_Cens_M,Comm_pers_S_work_01_Cens_F,Comm_pers_S_work_01_Cens_P,Comm_pers_S_work_06_Cens_M,Comm_pers_S_work_06_Cens_F,Comm_pers_S_work_06_Cens_P,Comm_pers_S_work_11_Cens_M,Comm_pers_S_work_11_Cens_F,Comm_pers_S_work_11_Cens_P,Cler_admin_work_C01_M,Cler_admin_work_C01_F,Cler_admin_work_C01_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Sales_workers_C01_M,Sales_workers_C01_F,Sales_workers_C01_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Mach_oper_driv_C01_M,Mach_oper_driv_C01_F,Mach_oper_driv_C01_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Labourers_C01_M,Labourers_C01_F,Labourers_C01_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Inadeq_descr_Ns_C01_M,Inadeq_descr_Ns_C01_F,Inadeq_descr_Ns_C01_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
101,9797,5009,14806,10311,5741,16052,10004,5824,15828,6084,6918,13002,6980,8668,15648,7434,9853,17287,10595,1822,12417,11562,2068,13630,12319,2272,14591,2852,5085,7937,3266,6175,9441,3794,7234,11028,2430,9334,11764,2612,10218,12830,3025,11165,14190,2939,5016,7955,3201,5469,8670,3262,5723,8985,5114,775,5889,5301,468,5769,5532,469,6001,6421,3399,9820,6956,3802,10758,6828,3410,10238,922,653,1575,910,578,1488,1100,785,1885,47154,38011,85165,51099,43187,94286,53298,46735,100033
102,8281,3781,12062,8580,4547,13127,8998,4979,13977,8184,9168,17352,8901,10965,19866,9878,13116,22994,16053,2209,18262,16362,2615,18977,17370,2905,20275,3662,6574,10236,3915,8436,12351,4586,10248,14834,3868,14085,17953,3814,14120,17934,4020,14880,18900,4676,8326,13002,5067,8853,13920,5143,9450,14593,6936,1216,8152,6550,868,7418,7090,813,7903,7397,4076,11473,8468,4615,13083,8919,4335,13254,1171,881,2052,1073,790,1863,1286,853,2139,60228,50316,110544,62730,55809,118539,67290,61579,128869
103,10049,4513,14562,9609,4697,14306,9107,4468,13575,4486,6224,10710,4568,7143,11711,5086,8305,13391,9737,1644,11381,10046,1863,11909,11032,1980,13012,1892,4416,6308,1918,5351,7269,2200,6203,8403,1662,7441,9103,1650,7956,9606,1776,8476,10252,2404,4595,6999,2636,4837,7473,2569,4890,7459,6174,693,6867,6231,421,6652,7674,553,8227,7096,3869,10965,6799,3802,10601,6372,3724,10096,893,670,1563,746,508,1254,867,546,1413,44393,34065,78458,44203,36578,80781,46683,39145,85828
104,4076,2043,6119,4114,2222,6336,4005,2380,6385,2901,3456,6357,3339,4411,7750,3550,5096,8646,5024,894,5918,5734,1035,6769,5964,1099,7063,1368,2785,4153,1616,3613,5229,1792,4437,6229,1069,4613,5682,1090,5106,6196,1210,5478,6688,1937,3093,5030,2004,3456,5460,2037,3693,5730,2521,343,2864,2645,172,2817,2837,188,3025,3431,1706,5137,3992,2100,6092,4139,1999,6138,474,411,885,451,325,776,463,315,778,22801,19344,42145,24985,22440,47425,25997,24685,50682
105,6827,3162,9989,6098,3034,9132,5942,2873,8815,2456,3851,6307,2466,4350,6816,2638,4939,7577,5544,984,6528,5413,986,6399,5584,980,6564,1340,3001,4341,1268,3330,4598,1504,4047,5551,983,4457,5440,965,4402,5367,1075,4604,5679,1525,2681,4206,1512,2678,4190,1479,2675,4154,3691,452,4143,3569,259,3828,3749,268,4017,4218,2112,6330,4095,2245,6340,3834,2065,5899,683,490,1173,509,348,857,483,333,816,27267,21190,48457,25895,21632,47527,26288,22784,49072
106,6739,3189,9928,7104,3711,10815,7391,4141,11532,4650,5731,10381,5322,6997,12319,6160,8585,14745,13409,1911,15320,15415,2363,17778,17367,2684,20051,2566,4687,7253,2527,6291,8818,2798,7670,10468,1862,8737,10599,2103,9848,11951,2310,11174,13484,2512,5650,8162,2825,6590,9415,2857,7132,9989,8498,866,9364,9597,681,10278,11992,1065,13057,6411,4078,10489,7440,4579,12019,7453,4867,12320,936,589,1525,920,611,1531,1176,615,1791,47583,35438,83021,53253,41671,94924,59504,47933,107437
107,6530,3135,9665,7167,3750,10917,7508,4184,11692,8905,9698,18603,9759,11535,21294,10775,13559,24334,15509,2127,17636,15620,2384,18004,16088,2542,18630,3413,6017,9430,3649,7401,11050,4345,9244,13589,3374,12100,15474,3353,12380,15733,3432,13313,16745,3830,7174,11004,3619,7344,10963,3758,7433,11191,8314,1090,9404,8314,724,9038,8615,453,9068,7187,3286,10473,7093,3565,10658,7267,3576,10843,1304,833,2137,1170,682,1852,1175,737,1912,58366,45460,103826,59744,49765,109509,62963,55041,118004
108,5987,3058,9045,6017,3257,9274,5695,3152,8847,3831,4770,8601,4254,5950,10204,4709,7142,11851,7632,1354,8986,8748,1588,10336,8801,1633,10434,1654,4029,5683,1916,5117,7033,2280,6339,8619,1360,6463,7823,1459,7093,8552,1608,7504,9112,2591,4269,6860,2710,4840,7550,2822,5224,8046,3874,514,4388,3911,271,4182,4223,269,4492,4914,2677,7591,5790,3181,8971,5743,2928,8671,688,529,1217,657,426,1083,607,466,1073,32531,27663,60194,35462,31723,67185,36488,34657,71145
109,6738,3005,9743,6454,3022,9476,5983,2713,8696,2622,3540,6162,2823,4244,7067,2912,4683,7595,5638,991,6629,6127,1168,7295,6075,1156,7231,1038,2669,3707,1007,3190,4197,1172,3742,4914,1054,4487,5541,1073,4757,5830,1064,4970,6034,1529,2768,4297,1667,3000,4667,1659,2956,4615,3470,481,3951,3629,373,4002,3621,346,3967,4087,2215,6302,4443,2531,6974,3969,2274,6243,579,412,991,523,341,864,492,348,840,26755,20568,47323,27746,22626,50372,26947,23188,50135
110,10251,4693,14944,9775,4793,14568,9049,4432,13481,4349,5770,10119,4370,6601,10971,4481,7418,11899,7791,1437,9228,7946,1596,9542,8383,1630,10013,1684,4092,5776,1630,4696,6326,1788,5408,7196,1503,7081,8584,1353,7042,8395,1454,7366,8820,2431,3825,6256,2576,4072,6648,2561,4422,6983,4748,562,5310,4642,344,4986,5376,430,5806,6318,3133,9451,6769,3399,10168,6674,3461,10135,810,626,1436,714,486,1200,783,482,1265,39885,31219,71104,39775,33029,72804,40549,35049,75598
