region_id,C01_15_19_Mar_RegM_M,C01_15_19_Mar_RegM_F,C01_15_19_Mar_DFM_M,C01_15_19_Mar_DFM_F,C01_15_19_N_mar_M,C01_15_19_N_mar_F,C01_15_19_T_M,C01_15_19_T_F,C01_15_19_T_P,C01_20_24_Mar_RegM_M,C01_20_24_Mar_RegM_F,C01_20_24_Mar_DFM_M,C01_20_24_Mar_DFM_F,C01_20_24_N_mar_M,C01_20_24_N_mar_F,C01_20_24_T_M,C01_20_24_T_F,C01_20_24_T_P,C01_25_29_Mar_RegM_M,C01_25_29_Mar_RegM_F,C01_25_29_Mar_DFM_M,C01_25_29_Mar_DFM_F,C01_25_29_N_mar_M,C01_25_29_N_mar_F,C01_25_29_T_M,C01_25_29_T_F,C01_25_29_T_P,C01_30_34_Mar_RegM_M,C01_30_34_Mar_RegM_F,C01_30_34_Mar_DFM_M,C01_30_34_Mar_DFM_F,C01_30_34_N_mar_M,C01_30_34_N_mar_F,C01_30_34_T_M,C01_30_34_T_F,C01_30_34_T_P,C01_35_39_Mar_RegM_M,C01_35_39_Mar_RegM_F,C01_35_39_Mar_DFM_M,C01_35_39_Mar_DFM_F,C01_35_39_N_mar_M,C01_35_39_N_mar_F,C01_35_39_T_M,C01_35_39_T_F,C01_35_39_T_P,C01_40_44_Mar_RegM_M,C01_40_44_Mar_RegM_F,C01_40_44_Mar_DFM_M,C01_40_44_Mar_DFM_F,C01_40_44_N_mar_M,C01_40_44_N_mar_F,C01_40_44_T_M,C01_40_44_T_F,C01_40_44_T_P,C01_45_49_Mar_RegM_M,C01_45_49_Mar_RegM_F,C01_45_49_Mar_DFM_M,C01_45_49_Mar_DFM_F,C01_45_49_N_mar_M,C01_45_49_N_mar_F,C01_45_49_T_M,C01_45_49_T_F,C01_45_49_T_P,C01_50_54_Mar_RegM_M,C01_50_54_Mar_RegM_F,C01_50_54_Mar_DFM_M,C01_50_54_Mar_DFM_F,C01_50_54_N_mar_M,C01_50_54_N_mar_F,C01_50_54_T_M,C01_50_54_T_F,C01_50_54_T_P,C01_55_59_Mar_RegM_M,C01_55_59_Mar_RegM_F,C01_55_59_Mar_DFM_M,C01_55_59_Mar_DFM_F,C01_55_59_N_mar_M,C01_55_59_N_mar_F,C01_55_59_T_M,C01_55_59_T_F,C01_55_59_T_P,C01_60_64_Mar_RegM_M,C01_60_64_Mar_RegM_F,C01_60_64_Mar_DFM_M,C01_60_64_Mar_DFM_F,C01_60_64_N_mar_M,C01_60_64_N_mar_F,C01_60_64_T_M,C01_60_64_T_F,C01_60_64_T_P,C01_65_69_Mar_RegM_M,C01_65_69_Mar_RegM_F,C01_65_69_Mar_DFM_M,C01_65_69_Mar_DFM_F,C01_65_69_N_mar_M,C01_65_69_N_mar_F,C01_65_69_T_M,C01_65_69_T_F,C01_65_69_T_P,C01_70_74_Mar_RegM_M,C01_70_74_Mar_RegM_F,C01_70_74_Mar_DFM_M,C01_70_74_Mar_DFM_F,C01_70_74_N_mar_M,C01_70_74_N_mar_F,C01_70_74_T_M,C01_70_74_T_F,C01_70_74_T_P,C01_75_79_Mar_RegM_M,C01_75_79_Mar_RegM_F,C01_75_79_Mar_DFM_M,C01_75_79_Mar_DFM_F,C01_75_79_N_mar_M,C01_75_79_N_mar_F,C01_75_79_T_M,C01_75_79_T_F,C01_75_79_T_P,C01_80_84_Mar_RegM_M,C01_80_84_Mar_RegM_F,C01_80_84_Mar_DFM_M,C01_80_84_Mar_DFM_F,C01_80_84_N_mar_M,C01_80_84_N_mar_F,C01_80_84_T_M,C01_80_84_T_F,C01_80_84_T_P,C01_85o_Mar_RegM_M,C01_85o_Mar_RegM_F,C01_85o_Mar_DFM_M,C01_85o_Mar_DFM_F,C01_85o_N_mar_M,C01_85o_N_mar_F,C01_85o_T_M,C01_85o_T_F,C01_85o_T_P,C01_T_Marr_reg_marr_M,C01_T_Marr_reg_marr_F,C01_T_Mar_de_fa_mar_M,C01_T_Mar_de_fa_mar_F,C01_Tot_N_mar_M,C01_Tot_N_mar_F,C01_Tot_T_M,C01_Tot_T_F,C01_Tot_T_P,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F
101,10,20,79,268,5456,4919,5545,5207,10752,190,494,586,823,2873,2235,3649,3552,7201,1191,1925,852,869,1891,1544,3934,4338,8272,2572,3359,778,757,1536,1451,4886,5567,10453,3692,4239,697,694,1546,1479,5935,6412,12347,4268,4662,693,673,1660,1612,6621,6947,13568,4218,4374,524,512,1522,1429,6264,6315,12579,4302,4214,452,413,1331,1235,6085,5862,11947,3747,3677,268,215,1060,1147,5075,5039,10114,3337,2962,186,112,923,1135,4446,4209,8655,2748,2257,89,49,842,1219,3679,3525,7204,2379,1858,57,23,816,1433,3252,3314,6566,1579,1100,29,15,645,1530,2253,2645,4898,765,456,14,7,451,1181,1230,1644,2874,307,145,7,3,263,881,577,1029,1606,35305,35742,5311,5433,22815,24430,63431,65605,129036,9,30,72,244,5847,5341,5928,5615,11543,179,435,679,973,3057,2452,3915,3860,7775,998,1578,887,936,1727,1526,3612,4040,7652,2364,3056,926,871,1480,1317,4770,5244,10014,3358,4155,878,849,1472,1520,5708,6524,12232,4106,4418,760,823,1621,1651,6487,6892,13379,4390,4627
102,24,34,80,235,8869,8080,8973,8349,17322,419,923,833,1241,5178,4222,6430,6386,12816,2406,3520,1368,1368,3275,2771,7049,7659,14708,4623,5572,1176,1111,2304,2417,8103,9100,17203,5909,6631,950,926,2364,2704,9223,10261,19484,6557,6965,837,764,2332,2864,9726,10593,20319,6144,6086,636,663,2027,2513,8807,9262,18069,5716,5531,536,486,1828,2462,8080,8479,16559,4779,4558,364,291,1531,2108,6674,6957,13631,4144,4045,215,146,1209,2037,5568,6228,11796,4031,3783,137,84,1228,2397,5396,6264,11660,4095,3657,80,59,1377,2928,5552,6644,12196,3387,2517,60,30,1212,3299,4659,5846,10505,1820,1192,26,17,862,2797,2708,4006,6714,772,374,11,4,661,2009,1444,2387,3831,54826,55388,7309,7425,36257,45608,98392,108421,206813,9,33,89,255,9402,8672,9500,8960,18460,293,647,983,1472,5674,4792,6950,6911,13861,1776,2671,1477,1500,3022,2530,6275,6701,12976,3986,4788,1346,1254,2215,2414,7547,8456,16003,5152,5919,1149,1125,2094,2600,8395,9644,18039,5833,6343,1031,998,2347,2927,9211,10268,19479,6079,6416
103,12,37,96,266,6180,5592,6288,5895,12183,316,666,675,949,3404,2578,4395,4193,8588,1615,2449,942,901,2103,1670,4660,5020,9680,3082,3698,716,691,1575,1406,5373,5795,11168,3816,4437,588,568,1529,1412,5933,6417,12350,4385,4622,476,455,1538,1448,6399,6525,12924,4276,4338,366,315,1389,1259,6031,5912,11943,4265,4178,315,248,1377,1285,5957,5711,11668,3599,3402,197,158,1107,1183,4903,4743,9646,3109,2795,124,78,895,1197,4128,4070,8198,2488,2199,61,28,824,1244,3373,3471,6844,2126,1614,41,24,793,1469,2960,3107,6067,1410,1006,22,9,581,1612,2013,2627,4640,709,425,7,6,382,1339,1098,1770,2868,331,139,8,0,284,1050,623,1189,1812,35539,36005,4634,4696,23961,25744,64134,66445,130579,9,14,101,287,6014,5395,6124,5696,11820,222,514,857,1198,3307,2756,4386,4468,8854,1210,1774,1041,989,1832,1536,4083,4299,8382,2535,3180,867,808,1360,1308,4762,5296,10058,3303,3791,708,728,1325,1407,5336,5926,11262,3692,4195,611,634,1511,1525,5814,6354,12168,4096,4254
104,9,19,60,151,3890,3569,3959,3739,7698,144,305,308,471,1688,1299,2140,2075,4215,659,1099,487,483,1077,938,2223,2520,4743,1347,1765,443,444,901,1007,2691,3216,5907,2054,2470,462,491,1017,1117,3533,4078,7611,2628,2959,453,461,1194,1345,4275,4765,9040,2765,2819,379,389,1069,1099,4213,4307,8520,2691,2605,284,228,902,980,3877,3813,7690,2277,2252,161,117,657,766,3095,3135,6230,2067,2006,98,88,585,732,2750,2826,5576,1868,1698,85,51,575,845,2528,2594,5122,1810,1336,50,27,543,991,2403,2354,4757,1201,942,27,14,446,1051,1674,2007,3681,668,354,12,10,290,884,970,1248,2218,273,118,3,3,222,690,498,811,1309,22461,22747,3312,3428,15056,17313,40829,43488,84317,10,12,50,139,4044,3711,4104,3862,7966,118,256,365,553,1832,1429,2315,2238,4553,494,800,487,575,1024,951,2005,2326,4331,1221,1586,551,524,832,994,2604,3104,5708,1703,2139,510,521,942,1102,3155,3762,6917,2221,2536,485,547,1108,1338,3814,4421,8235,2558,2892
105,9,7,63,209,3532,3129,3604,3345,6949,146,373,487,688,1974,1642,2607,2703,5310,920,1328,705,698,1433,1268,3058,3294,6352,1750,2203,560,576,1103,1108,3413,3887,7300,2194,2540,496,459,1091,996,3781,3995,7776,2571,2770,385,372,1074,1080,4030,4222,8252,2444,2525,286,258,1010,826,3740,3609,7349,2441,2435,239,193,931,777,3611,3405,7016,2090,1960,162,113,751,718,3003,2791,5794,1846,1672,85,63,717,740,2648,2475,5123,1445,1265,51,25,626,832,2122,2122,4244,1371,1011,29,12,573,960,1973,1983,3956,813,517,14,6,362,938,1189,1461,2650,343,209,3,4,266,763,612,976,1588,149,79,4,3,157,602,310,684,994,20532,20894,3569,3679,15600,16379,39701,40952,80653,4,12,70,197,3261,2959,3335,3168,6503,126,283,522,727,1744,1645,2392,2655,5047,632,982,634,676,1130,1124,2396,2782,5178,1334,1631,584,579,927,942,2845,3152,5997,1732,2047,499,495,889,994,3120,3536,6656,1978,2271,448,438,1059,968,3485,3677,7162,2270,2422
106,10,25,77,244,7019,6380,7106,6649,13755,349,756,743,1115,4071,3098,5163,4969,10132,2010,2973,1048,1080,2377,1870,5435,5923,11358,3445,4365,899,790,1755,1751,6099,6906,13005,4592,5118,750,666,1715,1700,7057,7484,14541,5249,5450,542,504,1615,1756,7406,7710,15116,5016,5119,417,436,1459,1505,6892,7060,13952,4939,4699,347,319,1324,1447,6610,6465,13075,4034,3749,264,172,1055,1134,5353,5055,10408,3261,2972,136,99,814,1158,4211,4229,8440,2743,2416,83,51,698,1191,3524,3658,7182,2409,1865,48,30,713,1571,3170,3466,6636,1621,1165,36,21,554,1620,2211,2806,5017,756,438,16,6,388,1271,1160,1715,2875,306,159,5,3,282,971,593,1133,1726,40740,41269,5411,5536,25839,28423,71990,75228,147218,4,26,93,286,7335,6599,7432,6911,14343,275,600,978,1426,4316,3404,5569,5430,10999,1657,2427,1328,1308,2371,1869,5356,5604,10960,3403,4257,1054,1019,1752,1618,6209,6894,13103,4190,4865,947,890,1664,1808,6801,7563,14364,4749,5115,803,780,1725,1880,7277,7775,15052,5056,5306
107,12,31,65,196,8742,8229,8819,8456,17275,446,1073,668,986,6863,5328,7977,7387,15364,2662,3912,1147,1166,4091,3001,7900,8079,15979,4577,5401,887,860,2620,2215,8084,8476,16560,5834,6460,785,744,2363,2255,8982,9459,18441,6266,6564,634,590,2213,2348,9113,9502,18615,5907,6048,490,473,1763,1904,8160,8425,16585,5867,5421,386,313,1557,1679,7810,7413,15223,4726,4505,235,172,1090,1535,6051,6212,12263,4119,3898,144,92,1009,1597,5272,5587,10859,3673,3200,68,35,874,1699,4615,4934,9549,3260,2600,49,35,919,2163,4228,4798,9026,2321,1683,19,18,764,2166,3104,3867,6971,1070,597,8,7,542,1677,1620,2281,3901,416,213,3,3,371,1244,790,1460,2250,51156,51606,5588,5690,35781,39040,92525,96336,188861,6,26,53,161,8595,8039,8654,8226,16880,321,745,796,1213,6981,5846,8098,7804,15902,1944,2883,1291,1288,3738,2834,6973,7005,13978,4162,4984,1084,1013,2461,2220,7707,8217,15924,4945,5636,873,853,2126,2114,7944,8603,16547,5787,6267,788,785,2230,2332,8805,9384,18189,5883,6057
108,12,33,74,201,5502,4865,5588,5099,10687,199,451,461,609,2229,1759,2889,2819,5708,1054,1563,627,663,1434,1261,3115,3487,6602,1949,2584,622,620,1279,1307,3850,4511,8361,2904,3659,563,600,1379,1599,4846,5858,10704,3864,4278,616,633,1560,1856,6040,6767,12807,3788,3929,508,464,1497,1630,5793,6023,11816,4037,4020,402,381,1255,1419,5694,5820,11514,3736,3896,349,269,1150,1330,5235,5495,10730,3736,3690,196,139,997,1283,4929,5112,10041,3590,3219,132,85,975,1482,4697,4786,9483,3408,2819,86,50,983,1754,4477,4623,9100,2561,1822,37,25,823,2017,3421,3864,7285,1323,800,28,16,592,1626,1943,2442,4385,491,241,9,12,418,1286,918,1539,2457,36652,37004,4710,4767,22073,26474,63435,68245,131680,8,10,65,218,5749,5107,5822,5335,11157,159,360,579,797,2480,1921,3218,3078,6296,814,1210,694,753,1374,1273,2882,3236,6118,1756,2328,686,678,1215,1306,3657,4312,7969,2561,3120,720,677,1292,1588,4573,5385,9958,3252,3809,685,718,1563,1850,5500,6377,11877,3782,4277
109,6,14,62,155,3397,3153,3465,3322,6787,135,328,390,588,2047,1597,2572,2513,5085,830,1261,540,527,1296,974,2666,2762,5428,1628,2033,429,367,984,822,3041,3222,6263,2101,2474,319,318,884,795,3304,3587,6891,2630,2837,287,274,875,835,3792,3946,7738,2516,2512,239,236,802,789,3557,3537,7094,2472,2370,211,139,707,666,3390,3175,6565,2012,1889,130,105,626,558,2768,2552,5320,1718,1633,68,58,514,606,2300,2297,4597,1458,1302,37,27,451,688,1946,2017,3963,1365,1058,27,10,467,856,1859,1924,3783,928,662,12,5,361,929,1301,1596,2897,426,270,7,3,232,764,665,1037,1702,220,92,4,4,178,611,402,707,1109,20445,20735,2762,2816,13821,14643,37028,38194,75222,4,11,58,146,3416,3107,3478,3264,6742,106,259,454,651,1945,1761,2505,2671,5176,660,1015,601,602,1179,910,2440,2527,4967,1487,1740,485,463,829,754,2801,2957,5758,1804,2159,423,381,831,822,3058,3362,6420,2167,2395,328,324,894,896,3389,3615,7004,2448,2661
110,10,29,98,271,5391,4836,5499,5136,10635,239,618,673,944,3117,2473,4029,4035,8064,1444,2145,870,823,2016,1566,4330,4534,8864,2669,3135,629,627,1523,1354,4821,5116,9937,3331,3845,582,554,1373,1389,5286,5788,11074,3787,4268,485,445,1474,1487,5746,6200,11946,3845,3873,381,319,1272,1261,5498,5453,10951,3897,3868,294,286,1197,1153,5388,5307,10695,3426,3270,192,130,952,1062,4570,4462,9032,2981,2732,117,69,827,1065,3925,3866,7791,2365,1955,66,37,757,1139,3188,3131,6319,1939,1459,30,18,687,1443,2656,2920,5576,1277,888,16,13,500,1492,1793,2393,4186,658,383,5,5,344,1212,1007,1600,2607,320,126,4,0,286,993,610,1119,1729,32188,32594,4442,4541,21716,23925,58346,61060,119406,5,20,90,271,5176,4726,5271,5017,10288,213,452,751,1052,2947,2445,3911,3949,7860,1017,1577,849,873,1694,1529,3560,3979,7539,2184,2737,769,698,1280,1338,4233,4773,9006,2838,3261,606,595,1275,1369,4719,5225,9944,3228,3690,568,581,1410,1430,5206,5701,10907,3581,3864
