region_id,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Society_cultur_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_Foo_hos_pers_S_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
101,3,76,345,565,523,534,337,107,23,2513,60,152,510,508,477,273,71,14,0,2065,112,731,1833,2690,3159,2974,2039,938,254,14730,64,425,1003,1320,1562,1287,743,347,78,6829,48,189,592,922,893,687,352,153,29,3865,25,230,1039,1616,2213,1945,1080,467,141,8756,14,140,868,1310,1659,2024,1001,313,89,7418,177,887,2540,3634,3293,2735,1290,445,176,15177,116,646,1828,2493,2361,1949,872,231,66,10562,30,185,527,573,508,429,230,99,26,2607,163,558,1222,1182,878,618,316,101,27,5065,16,8,6,12,18,9,13,12,3,97,7,37,168,281,264,228,116,50,17,1168,1763,1023,1966,2483,2596,2503,2395,2173,1044,17946,2598,5287,14447,19589,20404,18195,10855,5450,1973,98798
102,3,116,329,503,416,348,215,111,32,2073,55,239,657,683,513,263,60,17,4,2491,116,887,2471,3731,4683,4016,3051,1840,578,21373,89,593,1750,2108,2020,1543,1027,586,167,9883,64,224,568,611,507,278,168,75,21,2516,105,596,2110,2697,3246,2224,1121,627,166,12892,22,293,1583,1885,2118,2335,1073,542,135,9986,411,1519,4279,5127,4711,3698,2130,966,326,23167,217,1037,2464,2832,2519,1813,841,337,90,12150,83,400,821,827,595,451,264,123,42,3606,260,798,1812,1844,1297,934,527,245,73,7790,14,13,24,19,27,27,12,16,5,157,20,56,154,267,226,196,123,71,42,1155,2088,1165,2044,2829,3155,2909,3570,4197,2648,24605,3547,7936,21066,25963,26033,21035,14182,9753,4329,133844
103,3,58,234,294,282,239,122,30,9,1271,36,124,258,232,189,129,49,6,3,1026,143,967,2401,2852,2973,2352,1407,669,164,13928,62,407,873,851,906,744,423,211,42,4519,60,240,690,877,937,691,467,156,35,4153,79,413,1234,1570,1892,1613,763,399,121,8084,14,234,1065,1354,1435,1582,750,319,74,6827,186,809,2288,2621,2488,1949,823,327,111,11602,113,518,1333,1429,1279,987,410,144,40,6253,40,175,355,303,265,252,174,46,16,1626,158,558,1052,965,613,398,232,91,22,4089,12,14,10,9,11,10,9,9,3,87,12,33,90,164,160,109,54,41,15,678,1533,1121,1885,2219,2133,2227,2247,1957,827,16149,2451,5671,13768,15740,15563,13282,7930,4405,1482,80292
104,0,27,95,162,176,224,130,45,11,870,28,89,165,176,151,105,32,11,3,760,97,306,803,1291,1763,2000,1515,787,183,8745,51,173,497,716,988,896,525,248,65,4159,27,124,321,447,432,289,131,70,10,1851,41,168,673,1119,1502,1312,668,285,75,5843,0,84,537,804,1151,1396,737,269,55,5033,143,563,1379,1690,1920,1749,868,315,116,8743,76,284,875,1195,1364,1109,416,146,34,5499,18,95,247,304,316,258,134,40,14,1426,108,356,752,714,569,437,258,78,19,3291,15,14,6,6,6,8,9,6,6,76,6,22,56,110,124,127,46,37,10,538,841,471,874,1109,1291,1347,1531,1581,943,9988,1451,2776,7280,9843,11753,11257,7000,3918,1544,56822
105,0,28,115,131,116,125,44,21,4,584,11,51,121,87,111,53,22,6,0,462,84,454,1081,1272,1451,1268,770,335,70,6785,39,209,405,381,465,430,276,97,13,2315,67,196,481,584,574,333,203,78,12,2528,38,239,797,849,1137,862,414,187,69,4592,3,190,845,835,788,749,336,113,31,3890,89,437,1207,1338,1312,927,394,129,30,5863,63,299,801,824,720,548,193,42,11,3501,11,55,125,106,104,104,56,21,7,589,78,273,542,457,335,257,144,60,11,2157,7,6,6,9,11,7,3,3,0,52,6,23,42,80,61,75,33,20,3,343,975,712,1247,1387,1586,1509,1580,1414,587,10997,1471,3172,7815,8340,8771,7247,4468,2526,848,44658
106,6,88,314,371,334,318,149,53,6,1639,36,137,355,268,250,168,51,12,0,1277,198,1715,4313,4910,5090,3982,2383,1002,260,23853,48,373,975,1141,1157,940,668,249,54,5605,61,230,657,635,506,335,171,61,15,2671,61,409,1429,1848,2240,1761,885,353,104,9090,10,198,995,1318,1405,1601,707,292,65,6591,328,1253,3260,3575,3134,2246,1209,432,126,15563,122,594,1655,1647,1520,1098,473,161,23,7293,32,179,431,362,290,240,138,74,13,1759,172,747,1636,1445,826,590,327,107,28,5878,8,12,6,14,19,15,11,6,4,95,14,40,159,256,179,140,79,42,15,924,1686,1058,2053,2536,2509,2434,2371,2210,996,17853,2782,7033,18238,20326,19459,15868,9622,5054,1709,100091
107,6,254,642,602,557,499,255,82,13,2910,60,347,951,614,437,200,49,13,0,2671,131,1275,3635,4681,5492,4425,2667,1429,447,24182,101,597,1611,1746,1505,1002,688,395,102,7747,32,138,489,472,379,189,91,39,12,1841,79,640,2054,2291,2497,1640,768,345,105,10419,12,347,1673,1928,2342,2428,930,382,101,10143,327,1917,4543,4832,4061,2745,1268,520,174,20387,174,1255,2797,2900,2450,1657,631,244,53,12161,73,465,885,773,558,341,165,80,27,3367,198,729,1594,1384,943,560,330,134,47,5919,19,58,20,19,16,25,21,13,5,196,22,81,208,248,260,163,82,52,15,1131,1648,1249,1974,2139,2459,2390,2490,2868,1187,18404,2882,9352,23076,24629,23956,18264,10435,6596,2288,121478
108,0,12,99,208,215,276,207,86,26,1129,31,115,203,222,245,207,65,11,0,1099,94,473,1195,1880,2744,3001,2811,1557,444,14199,59,271,687,1080,1400,1343,945,473,104,6362,51,128,358,588,571,431,205,100,25,2457,49,313,1028,1645,2342,1910,1104,538,152,9081,12,126,636,1177,1526,1971,1138,480,93,7159,197,659,1788,2416,2761,2497,1656,720,228,12922,100,406,1104,1540,1714,1387,619,237,41,7148,17,91,268,339,353,324,214,91,22,1719,147,470,1021,1038,883,710,427,174,46,4916,20,7,9,7,19,14,14,15,6,111,12,13,85,132,146,161,118,54,23,744,1322,696,1192,1630,2041,2298,2776,3151,1785,16891,2111,3780,9673,13902,16960,16530,12299,7687,2995,85937
109,3,34,138,166,107,109,50,18,5,630,15,64,135,127,98,69,25,7,0,540,75,471,1146,1246,1558,1310,872,377,108,7163,49,246,456,506,569,435,284,164,30,2739,46,174,519,598,542,382,173,63,12,2509,29,234,805,819,1106,943,457,218,71,4682,4,115,595,701,855,785,432,146,40,3673,113,517,1447,1515,1385,969,430,184,57,6617,50,282,756,898,771,656,209,57,20,3699,15,74,204,152,121,115,59,19,7,766,122,328,648,651,436,295,154,77,17,2728,3,9,9,4,5,3,0,3,0,36,4,21,72,85,89,69,38,13,14,405,799,452,763,967,1181,1256,1406,1402,777,9003,1327,3021,7693,8435,8823,7396,4589,2748,1158,45190
110,3,68,210,281,271,276,147,52,24,1332,32,95,209,160,159,104,32,10,0,801,109,676,1632,1772,2127,1842,1193,456,110,9917,65,304,629,676,827,661,433,189,32,3816,100,302,857,943,824,652,366,145,37,4226,66,302,1009,1333,1725,1446,779,330,118,7108,12,187,1002,1189,1344,1401,647,261,66,6109,172,762,1984,2283,2206,1638,799,256,74,10174,123,506,1254,1495,1421,1142,453,118,32,6544,40,132,262,291,254,200,100,63,12,1354,142,467,820,751,570,373,178,58,21,3380,10,12,20,15,11,11,6,5,3,93,11,27,110,160,147,99,67,21,14,656,1371,869,1527,1863,1946,1876,2062,1866,872,14252,2256,4709,11525,13212,13832,11721,7262,3830,1415,69762
