region_id,CFNC_FI_H_MI_C01_Fam,CFNC_FI_H_MI_C01_Per,CFNC_FI_H_MI_C06_Fam,CFNC_FI_H_MI_C06_Per,CFNC_FI_H_MI_C11_Fam,CFNC_FI_H_MI_C11_Per,CFNC_FI_S_MI_C01_Fam,CFNC_FI_S_MI_C01_Per,CFNC_FI_S_MI_C06_Fam,CFNC_FI_S_MI_C06_Per,CFNC_FI_S_MI_C11_Fam,CFNC_FI_S_MI_C11_Per,CFNC_FI_L_MI_C01_Fam,CFNC_FI_L_MI_C01_Per,CFNC_FI_L_MI_C06_Fam,CFNC_FI_L_MI_C06_Per,CFNC_FI_L_MI_C11_Fam,CFNC_FI_L_MI_C11_Per,CF_CU15_DS_FI_H_MI_C01_Fam,CF_CU15_DS_FI_H_MI_C01_Per,CF_CU15_DS_FI_H_MI_C06_Fam,CF_CU15_DS_FI_H_MI_C06_Per,CF_CU15_DS_FI_H_MI_C11_Fam,CF_CU15_DS_FI_H_MI_C11_Per,CF_CU15_DS_FI_S_MI_C01_Fam,CF_CU15_DS_FI_S_MI_C01_Per,CF_CU15_DS_FI_S_MI_C06_Fam,CF_CU15_DS_FI_S_MI_C06_Per,CF_CU15_DS_FI_S_MI_C11_Fam,CF_CU15_DS_FI_S_MI_C11_Per,CF_CU15_DS_FI_L_MI_C01_Fam,CF_CU15_DS_FI_L_MI_C01_Per,CF_CU15_DS_FI_L_MI_C06_Fam,CF_CU15_DS_FI_L_MI_C06_Per,CF_CU15_DS_FI_L_MI_C11_Fam,CF_CU15_DS_FI_L_MI_C11_Per,CF_CU15noDS_FI_H_MI_C01_Fam,CF_CU15noDS_FI_H_MI_C01_Per,CF_CU15noDS_FI_H_MI_C06_Fam,CF_CU15noDS_FI_H_MI_C06_Per,CF_CU15noDS_FI_H_MI_C11_Fam,CF_CU15noDS_FI_H_MI_C11_Per,CF_CU15noDS_FI_S_MI_C01_Fam,CF_CU15noDS_FI_S_MI_C01_Per,CF_CU15noDS_FI_S_MI_C06_Fam,CF_CU15noDS_FI_S_MI_C06_Per,CF_CU15noDS_FI_S_MI_C11_Fam,CF_CU15noDS_FI_S_MI_C11_Per,CF_CU15noDS_FI_L_MI_C01_Fam,CF_CU15noDS_FI_L_MI_C01_Per,CF_CU15noDS_FI_L_MI_C06_Fam,CF_CU15noDS_FI_L_MI_C06_Per,CF_CU15noDS_FI_L_MI_C11_Fam,CF_CU15noDS_FI_L_MI_C11_Per,CFNCU15_DS_FI_H_MI_C01_Fam,CFNCU15_DS_FI_H_MI_C01_Per,CFNCU15_DS_FI_H_MI_C06_Fam,CFNCU15_DS_FI_H_MI_C06_Per,CFNCU15_DS_FI_H_MI_C11_Fam,CFNCU15_DS_FI_H_MI_C11_Per,CFNCU15_DS_FI_S_MI_C01_Fam,CFNCU15_DS_FI_S_MI_C01_Per,CFNCU15_DS_FI_S_MI_C06_Fam,CFNCU15_DS_FI_S_MI_C06_Per,CFNCU15_DS_FI_S_MI_C11_Fam,CFNCU15_DS_FI_S_MI_C11_Per,CFNCU15_DS_FI_L_MI_C01_Fam,CFNCU15_DS_FI_L_MI_C01_Per,CFNCU15_DS_FI_L_MI_C06_Fam,CFNCU15_DS_FI_L_MI_C06_Per,CFNCU15_DS_FI_L_MI_C11_Fam,CFNCU15_DS_FI_L_MI_C11_Per,CF_nonDC_FI_H_MI_C01_Fam,CF_nonDC_FI_H_MI_C01_Per,CF_nonDC_FI_H_MI_C06_Fam,CF_nonDC_FI_H_MI_C06_Per,CF_nonDC_FI_H_MI_C11_Fam,CF_nonDC_FI_H_MI_C11_Per,CF_nonDC_FI_S_MI_C01_Fam,CF_nonDC_FI_S_MI_C01_Per,CF_nonDC_FI_S_MI_C06_Fam,CF_nonDC_FI_S_MI_C06_Per,CF_nonDC_FI_S_MI_C11_Fam,CF_nonDC_FI_S_MI_C11_Per,CF_nonDC_FI_L_MI_C01_Fam,CF_nonDC_FI_L_MI_C01_Per,CF_nonDC_FI_L_MI_C06_Fam,CF_nonDC_FI_L_MI_C06_Per,CF_nonDC_FI_L_MI_C11_Fam,CF_nonDC_FI_L_MI_C11_Per,Tot_CF_FI_H_MI_C01_Fam,Tot_CF_FI_H_MI_C01_Per,Tot_CF_FI_H_MI_C06_Fam,Tot_CF_FI_H_MI_C06_Per,Tot_CF_FI_H_MI_C11_Fam,Tot_CF_FI_H_MI_C11_Per,Tot_CF_FI_S_MI_C01_Fam,Tot_CF_FI_S_MI_C01_Per,Tot_CF_FI_S_MI_C06_Fam,Tot_CF_FI_S_MI_C06_Per,Tot_CF_FI_S_MI_C11_Fam,Tot_CF_FI_S_MI_C11_Per,Tot_CF_FI_L_MI_C01_Fam,Tot_CF_FI_L_MI_C01_Per,Tot_CF_FI_L_MI_C06_Fam,Tot_CF_FI_L_MI_C06_Per,Tot_CF_FI_L_MI_C11_Fam,Tot_CF_FI_L_MI_C11_Per,Tot_CF_Tot_C01_Fam,Tot_CF_Tot_C01_Per,Tot_CF_Tot_C06_Fam,Tot_CF_Tot_C06_Per,Tot_CF_Tot_C11_Fam,Tot_CF_Tot_C11_Per
111,3638,12.4,3917,12.6,4875,14.7,13874,47.3,14571,47.0,14000,42.2,11844,40.3,12542,40.4,14265,43.0,627,15.4,510,13.2,533,14.0,681,16.8,670,17.4,572,15.1,2753,67.8,2672,69.4,2693,70.9,2966,15.0,2332,12.3,2479,12.6,2802,14.2,2840,15.0,2815,14.3,14013,70.8,13770,72.7,14337,73.0,652,15.2,684,15.6,721,15.2,850,19.8,838,19.1,898,19.0,2797,65.1,2874,65.4,3115,65.8,782,11.5,981,13.9,1048,15.1,2493,36.8,2483,35.1,2231,32.2,3499,51.7,3619,51.1,3649,52.7,8665,13.5,8424,12.9,9656,14.2,20700,32.2,21402,32.8,20516,30.1,34906,54.3,35477,54.3,38059,55.8,64271,100,65303,100,68231,100
112,2590,12.6,2996,13.4,3935,16.6,10575,51.5,11420,51.0,11159,47.2,7360,35.9,7967,35.6,8567,36.2,610,22.2,491,18.1,552,21.2,687,25.0,658,24.3,599,23.0,1452,52.8,1563,57.6,1450,55.7,2594,21.4,1913,16.1,2096,17.8,2488,20.6,2531,21.4,2157,18.3,7012,58.0,7409,62.5,7523,63.9,487,21.4,515,20.7,572,22.4,651,28.6,710,28.5,662,25.9,1142,50.1,1268,50.9,1319,51.7,417,13.3,553,15.6,653,18.5,1374,43.7,1513,42.6,1371,38.8,1350,43.0,1486,41.8,1508,42.7,6698,16.4,6468,15.0,7808,17.7,15775,38.7,16832,39.2,15948,36.1,18316,44.9,19693,45.8,20367,46.2,40789,100,42993,100,44123,100
113,1534,12.2,1635,12.2,2022,14.1,5859,46.4,6486,48.5,6512,45.5,5225,41.4,5246,39.2,5773,40.4,319,14.3,298,13.8,335,17.0,601,27.0,604,28.0,452,23.0,1306,58.7,1252,58.1,1181,60.0,1346,13.2,1204,12.8,1260,14.0,2035,20.0,1909,20.3,1591,17.7,6798,66.8,6298,66.9,6158,68.4,223,13.8,235,14.7,297,17.6,464,28.8,475,29.6,427,25.4,926,57.4,893,55.7,960,57.0,269,10.2,333,12.6,368,15.1,1162,44.1,1126,42.6,948,38.8,1205,45.7,1182,44.8,1129,46.2,3691,12.6,3705,12.7,4282,14.6,10121,34.6,10600,36.3,9930,33.8,15460,52.8,14871,51.0,15201,51.7,29272,100,29176,100,29413,100
114,1391,10.4,1641,10.9,2073,13.0,7027,52.3,7679,51.0,7733,48.7,5021,37.4,5723,38.0,6087,38.3,278,16.3,265,15.4,258,16.5,362,21.2,387,22.4,290,18.6,1070,62.6,1073,62.2,1015,64.9,1157,14.9,971,13.3,972,14.1,1483,19.1,1352,18.6,1170,17.0,5131,66.0,4960,68.1,4744,68.9,181,15.5,209,15.4,304,18.9,286,24.5,371,27.3,362,22.5,700,60.0,779,57.3,940,58.5,225,11.7,275,13.5,366,16.3,779,40.6,807,39.5,818,36.4,914,47.7,959,47.0,1066,47.4,3232,12.4,3361,12.2,3973,14.1,9937,38.2,10596,38.6,10373,36.8,12836,49.4,13494,49.2,13852,49.1,26005,100,27451,100,28198,100
115,1807,14.2,2185,14.8,2658,16.5,4484,35.1,5364,36.3,5881,36.6,6476,50.7,7224,48.9,7547,46.9,365,9.5,425,10.3,448,10.9,765,20.0,800,19.3,766,18.6,2698,70.5,2918,70.4,2906,70.5,1123,7.9,1467,9.6,1822,11.6,2468,17.3,2308,15.2,2508,15.9,10644,74.8,11443,75.2,11411,72.5,468,10.8,667,12.9,833,14.4,966,22.3,1146,22.2,1250,21.7,2906,67.0,3347,64.9,3687,63.9,618,11.8,783,14.0,994,16.4,1520,29.1,1666,29.8,1710,28.3,3089,59.1,3147,56.2,3341,55.3,4381,10.8,5527,12.3,6755,14.1,10203,25.3,11284,25.1,12115,25.4,25813,63.9,28079,62.6,28892,60.5,40397,100,44890,100,47762,100
116,2328,15.0,2512,14.9,3361,17.7,6197,40.1,7080,42.0,7347,38.8,6945,44.9,7260,43.1,8232,43.5,601,14.8,601,14.3,855,17.2,777,19.1,924,21.9,1000,20.2,2694,66.2,2685,63.8,3107,62.6,2633,13.2,2645,13.0,3566,15.5,3215,16.1,3666,18.0,3688,16.0,14133,70.7,14108,69.1,15771,68.5,604,15.8,708,17.4,1067,20.6,923,24.1,1028,25.3,1153,22.3,2301,60.1,2326,57.3,2948,57.0,835,13.1,943,13.8,1320,18.1,2279,35.7,2527,37.1,2453,33.5,3266,51.2,3349,49.1,3540,48.4,7001,14.1,7409,14.1,10169,17.1,13391,26.9,15225,29.1,15641,26.3,29339,59.0,29728,56.8,33598,56.6,49731,100,52362,100,59408,100
117,3230,19.7,3992,20.7,5070,21.4,6141,37.5,6997,36.2,8143,34.3,7005,42.8,8333,43.1,10513,44.3,188,16.8,163,16.2,207,18.4,316,28.3,271,26.9,263,23.4,613,54.9,573,56.9,653,58.1,1189,15.5,1323,15.7,1798,16.7,1604,20.9,1662,19.7,2089,19.5,4881,63.6,5443,64.6,6850,63.8,256,15.8,278,17.1,360,19.6,555,34.2,488,30.0,475,25.9,811,50.0,862,52.9,1002,54.5,354,11.6,393,14.0,468,17.1,1527,50.2,1357,48.3,1261,46.1,1158,38.1,1057,37.7,1009,36.9,5217,17.5,6149,18.5,7903,19.7,10143,34.0,10775,32.5,12231,30.5,14468,48.5,16268,49.0,20027,49.9,29828,100,33192,100,40161,100
118,3382,17.4,3621,18.7,4207,19.8,7424,38.1,7123,36.7,7733,36.4,8686,44.6,8643,44.6,9284,43.7,210,10.6,218,10.7,250,12.2,498,25.3,499,24.6,486,23.6,1264,64.1,1315,64.7,1319,64.2,1193,10.8,1340,11.5,1704,12.0,2192,19.9,2187,18.7,3136,22.1,7626,69.3,8175,69.9,9340,65.9,399,13.3,434,14.9,537,16.5,848,28.2,758,26.0,867,26.6,1762,58.6,1719,59.1,1857,56.9,555,14.8,558,15.4,576,17.0,1475,39.4,1353,37.4,1227,36.2,1718,45.8,1707,47.2,1583,46.8,5739,14.6,6171,15.6,7274,16.5,12437,31.7,11920,30.1,13449,30.5,21056,53.7,21559,54.4,23383,53.0,39232,100,39650,100,44106,100
119,4544,13.3,5103,14.3,6309,16.5,15817,46.3,16637,46.7,16905,44.2,13775,40.4,13921,39.0,15022,39.3,933,14.1,977,14.2,1212,16.1,1688,25.6,1754,25.5,1683,22.3,3974,60.3,4157,60.4,4640,61.6,4373,13.8,4613,14.5,5613,16.2,6119,19.4,6270,19.7,6007,17.3,21124,66.8,20974,65.8,23033,66.5,1011,13.2,1153,14.9,1683,18.6,2173,28.5,2235,28.8,2378,26.2,4448,58.3,4372,56.3,5002,55.2,1552,11.5,1636,12.3,2079,15.3,5938,43.8,6087,45.7,5829,42.9,6060,44.7,5599,42.0,5674,41.8,12413,13.3,13482,14.1,16896,16.4,31735,33.9,32983,34.5,32802,31.8,49381,52.8,49023,51.3,53371,51.8,93529,100,95488,100,103069,100
120,3363,17.7,3720,18.2,4621,20.1,7480,39.3,8094,39.6,8746,38.0,8203,43.1,8628,42.2,9629,41.9,319,13.0,351,13.3,401,15.2,595,24.2,599,22.8,589,22.3,1544,62.8,1681,63.9,1650,62.5,1711,12.6,1970,13.5,2425,14.2,2646,19.5,2706,18.6,3413,19.9,9245,68.0,9883,67.9,11296,65.9,519,15.3,628,17.4,835,19.8,967,28.6,988,27.3,999,23.7,1900,56.1,2002,55.3,2383,56.5,617,12.0,682,13.3,827,16.5,2433,47.3,2304,44.9,2069,41.2,2098,40.8,2141,41.8,2122,42.3,6529,15.0,7351,15.9,9109,17.5,14121,32.4,14691,31.7,15816,30.4,22990,52.7,24335,52.5,27080,52.1,43640,100,46377,100,52005,100
121,4728,15.6,5496,17.3,6213,18.1,10204,33.7,10319,32.4,11599,33.7,15370,50.7,16000,50.3,16578,48.2,380,8.2,466,9.8,503,10.1,931,20.1,928,19.5,1067,21.4,3318,71.7,3363,70.7,3405,68.4,1771,8.3,2212,9.6,2833,10.7,3775,17.6,3857,16.8,5139,19.4,15895,74.1,16889,73.6,18460,69.8,703,10.2,893,12.7,1083,13.7,1588,23.0,1587,22.5,1864,23.6,4599,66.7,4576,64.9,4938,62.6,882,13.5,902,14.1,1003,15.7,1936,29.7,1932,30.1,1988,31.1,3711,56.8,3575,55.8,3397,53.2,8464,12.1,9969,13.7,11635,14.5,18434,26.4,18623,25.5,21657,27.0,42893,61.5,44403,60.8,46778,58.4,69791,100,72995,100,80070,100
122,3150,15.8,3398,16.4,3984,18.5,7101,35.5,7464,36.1,7643,35.4,9726,48.7,9806,47.4,9949,46.1,215,8.1,256,9.1,334,10.9,517,19.6,550,19.6,568,18.6,1909,72.3,1993,71.2,2154,70.5,1225,8.3,1590,10.2,2066,11.5,2385,16.2,2307,14.8,3030,16.9,11088,75.4,11732,75.1,12812,71.5,382,11.6,461,13.3,596,14.5,789,24.0,771,22.2,857,20.9,2113,64.3,2237,64.5,2654,64.6,729,13.6,706,15.1,767,16.6,1567,29.2,1484,31.8,1403,30.4,3070,57.2,2479,53.1,2439,52.9,5701,12.4,6411,13.6,7747,15.1,12359,26.9,12576,26.6,13501,26.3,27906,60.7,28247,59.8,30008,58.5,45966,100,47234,100,51256,100
123,1917,14.3,2163,14.5,2781,16.5,4871,36.4,5667,38.1,6162,36.5,6597,49.3,7052,47.4,7945,47.0,467,12.6,450,12.0,549,15.1,705,19.0,742,19.9,622,17.1,2544,68.5,2546,68.1,2459,67.7,2002,11.7,1890,11.9,2237,14.0,2500,14.6,2571,16.2,2381,14.9,12588,73.7,11407,71.9,11356,71.1,410,12.4,487,13.8,670,17.1,736,22.2,749,21.2,757,19.3,2164,65.4,2296,65.0,2500,63.7,673,12.9,745,12.6,981,15.3,1532,29.3,1722,29.2,1789,27.9,3027,57.9,3427,58.1,3643,56.8,5469,12.8,5735,13.1,7218,15.4,10344,24.2,11451,26.1,11711,25.0,26920,63.0,26728,60.9,27903,59.6,42733,100,43914,100,46832,100
