region_id,C01_M_Post_Deg_15_19_yrs,C01_M_Post_Deg_20_24_yrs,C01_M_Post_Deg_25_34_yrs,C01_M_Post_Deg_35_44_yrs,C01_M_Post_Deg_45_54_yrs,C01_M_Post_Deg_55_64_yrs,C01_M_Post_Deg_65_74_yrs,C01_M_Post_Deg_75_84_yrs,C01_M_Post_Deg_85o,C01_M_Post_Deg_Tot,C01_M_GrDip_GrCe_15_19,C01_M_GrDip_GrCe_20_24,C01_M_GrDip_GrCe_25_34,C01_M_GrDip_GrCe_35_44,C01_M_GrDip_GrCe_45_54,C01_M_GrDip_GrCe_55_64,C01_M_GrDip_GrCe_65_74,C01_M_GrDip_GrCe_75_84,C01_M_GrDip_GrCe_85ov,C01_M_GrDip_GrCe_Tot,C01_M_BD_15_19,C01_M_BD_20_24,C01_M_BD_25_34,C01_M_BD_35_44,C01_M_BD_45_54,C01_M_BD_55_64,C01_M_BD_65_74,C01_M_BD_75_84,C01_M_BD_85o,C01_M_BD_T,C01_M_AdD_DL_15_19,C01_M_AdD_DL_20_24,C01_M_AdD_DL_25_34,C01_M_AdD_DL_35_44,C01_M_AdD_DL_45_54,C01_M_AdD_DL_55_64,C01_M_AdD_DL_65_74,C01_M_AdD_DL_75_84,C01_M_AdD_DL_85o,C01_M_AdD_DL_Tot,C01_M_CL_CL_nfd_15_19,C01_M_CL_CL_nfd_20_24,C01_M_CL_CL_nfd_25_34,C01_M_CL_CL_nfd_35_44,C01_M_CL_CL_nfd_45_54,C01_M_CL_CL_nfd_55_64,C01_M_CL_CL_nfd_65_74,C01_M_CL_CL_nfd_75_84,C01_M_CL_CL_nfd_85_ov,C01_M_CL_CL_nfd_Tot,C01_M_CL_C_III_IV_15_19,C01_M_CL_C_III_IV_20_24,C01_M_CL_C_III_IV_25_34,C01_M_CL_C_III_IV_35_44,C01_M_CL_C_III_IV_45_54,C01_M_CL_C_III_IV_55_64,C01_M_CL_C_III_IV_65_74,C01_M_CL_C_III_IV_75_84,C01_M_CL_C_III_IV_85_ov,C01_M_CL_C_III_IV_Tot,C01_M_CL_C_I_II_15_19,C01_M_CL_C_I_II_20_24,C01_M_CL_C_I_II_25_34,C01_M_CL_C_I_II_35_44,C01_M_CL_C_I_II_45_54,C01_M_CL_C_I_II_55_64,C01_M_CL_C_I_II_65_74,C01_M_CL_C_I_II_75_84,C01_M_CL_C_I_II_85_ov,C01_M_CL_C_I_II_Tot,C01_M_CL_T_15_19,C01_M_CL_T_20_24,C01_M_CL_T_25_34,C01_M_CL_T_35_44,C01_M_CL_T_45_54,C01_M_CL_T_55_64,C01_M_CL_T_65_74,C01_M_CL_T_75_84,C01_M_CL_T_85_ov,C01_M_CL_T_Tot,C01_M_LE_ID_15_19,C01_M_LE_ID_20_24,C01_M_LE_ID_25_34,C01_M_LE_ID_35_44,C01_M_LE_ID_45_54,C01_M_LE_ID_55_64,C01_M_LE_ID_65_74,C01_M_LE_ID_75_84,C01_M_LE_ID_85o,C01_M_LE_ID_Tot,C01_M_LE_NS_15_19,C01_M_LE_NS_20_24,C01_M_LE_NS_25_34,C01_M_LE_NS_35_44,C01_M_LE_NS_45_54,C01_M_LE_NS_55_64,C01_M_LE_NS_65_74,C01_M_LE_NS_75_84,C01_M_LE_NS_85_ov,C01_M_LE_NS_T,C01_M_Tot_15_19_yrs,C01_M_Tot_20_24_yrs,C01_M_Tot_25_34_yrs,C01_M_Tot_35_44_yrs,C01_M_Tot_45_54_yrs,C01_M_Tot_55_64_yrs,C01_M_Tot_65_74_yrs,C01_M_Tot_75_84_yrs,C01_M_Tot_85o,C01_M_T_T,C06_M_Post_Deg_15_19_yrs,C06_M_Post_Deg_20_24_yrs,C06_M_Post_Deg_25_34_yrs,C06_M_Post_Deg_35_44_yrs,C06_M_Post_Deg_45_54_yrs,C06_M_Post_Deg_55_64_yrs,C06_M_Post_Deg_65_74_yrs,C06_M_Post_Deg_75_84_yrs,C06_M_Post_Deg_85o,C06_M_Post_Deg_Tot,C06_M_GrDip_GrCe_15_19,C06_M_GrDip_GrCe_20_24,C06_M_GrDip_GrCe_25_34,C06_M_GrDip_GrCe_35_44,C06_M_GrDip_GrCe_45_54,C06_M_GrDip_GrCe_55_64,C06_M_GrDip_GrCe_65_74,C06_M_GrDip_GrCe_75_84,C06_M_GrDip_GrCe_85ov,C06_M_GrDip_GrCe_Tot,C06_M_BD_15_19,C06_M_BD_20_24,C06_M_BD_25_34,C06_M_BD_35_44,C06_M_BD_45_54,C06_M_BD_55_64,C06_M_BD_65_74,C06_M_BD_75_84,C06_M_BD_85o,C06_M_BD_Tot,C06_M_AdD_DL_15_19,C06_M_AdD_DL_20_24,C06_M_AdD_DL_25_34,C06_M_AdD_DL_35_44,C06_M_AdD_DL_45_54,C06_M_AdD_DL_55_64,C06_M_AdD_DL_65_74,C06_M_AdD_DL_75_84,C06_M_AdD_DL_85o,C06_M_AdD_DL_Tot,C06_M_CL_CL_nfd_15_19,C06_M_CL_CL_nfd_20_24,C06_M_CL_CL_nfd_25_34,C06_M_CL_CL_nfd_35_44,C06_M_CL_CL_nfd_45_54,C06_M_CL_CL_nfd_55_64,C06_M_CL_CL_nfd_65_74,C06_M_CL_CL_nfd_75_84,C06_M_CL_CL_nfd_85_ov,C06_M_CL_CL_nfd_Tot,C06_M_CL_C_III_IV_15_19,C06_M_CL_C_III_IV_20_24,C06_M_CL_C_III_IV_25_34,C06_M_CL_C_III_IV_35_44,C06_M_CL_C_III_IV_45_54,C06_M_CL_C_III_IV_55_64,C06_M_CL_C_III_IV_65_74,C06_M_CL_C_III_IV_75_84,C06_M_CL_C_III_IV_85_ov,C06_M_CL_C_III_IV_Tot,C06_M_CL_C_I_II_15_19,C06_M_CL_C_I_II_20_24,C06_M_CL_C_I_II_25_34,C06_M_CL_C_I_II_35_44,C06_M_CL_C_I_II_45_54,C06_M_CL_C_I_II_55_64,C06_M_CL_C_I_II_65_74,C06_M_CL_C_I_II_75_84,C06_M_CL_C_I_II_85_ov,C06_M_CL_C_I_II_Tot,C06_M_CL_T_15_19,C06_M_CL_T_20_24,C06_M_CL_T_25_34,C06_M_CL_T_35_44,C06_M_CL_T_45_54,C06_M_CL_T_55_64,C06_M_CL_T_65_74,C06_M_CL_T_75_84,C06_M_CL_T_85_ov,C06_M_CL_T_Tot,C06_M_LE_ID_15_19,C06_M_LE_ID_20_24,C06_M_LE_ID_25_34,C06_M_LE_ID_35_44,C06_M_LE_ID_45_54,C06_M_LE_ID_55_64,C06_M_LE_ID_65_74,C06_M_LE_ID_75_84,C06_M_LE_ID_85o,C06_M_LE_ID_Tot
101,0,8,115,369,434,307,142,39,7,1421,3,5,105,246,314,126,61,20,3,883,0,292,1033,1317,1420,804,432,212,25,5535,11,171,592,832,910,608,425,177,28,3754,24,65,68,70,56,22,7,0,0,312,195,1224,3577,4481,3825,2802,1772,735,107,18718,39,112,217,270,275,153,98,27,5,1196,258,1401,3862,4821,4156,2977,1877,762,112,20226,22,46,113,161,145,122,86,41,11,747,766,598,1203,1264,1075,982,1128,846,176,8038,1060,2521,7023,9010,8454,5926,4151,2097,362,40604,0,3,187,508,544,536,222,80,5,2085,0,6,102,229,337,218,71,17,0,980,5,283,1264,1481,1662,1299,586,304,40,6924,13,210,641,1014,1115,960,495,230,47,4725,37,69,137,188,274,209,108,67,4,1093,229,1383,3354,4534,4527,3522,2206,943,168,20866,63,144,150,130,91,82,39,8,0,707,329,1596,3641,4852,4892,3813,2353,1018,172,22666,28,52,139,190,235,220,129,89,22,1104
102,0,5,113,326,395,201,117,50,8,1215,0,6,94,196,287,115,56,23,3,780,0,264,1226,1382,1442,657,442,249,48,5710,18,195,945,1243,1153,650,579,317,56,5156,35,88,105,102,71,30,12,5,4,452,292,1520,5311,7074,5669,3990,3091,1729,300,28976,80,125,349,422,386,256,153,83,16,1870,407,1733,5765,7598,6126,4276,3256,1817,320,31298,27,79,184,260,255,184,145,107,18,1259,1005,530,1156,1374,1237,1132,1592,1689,478,10193,1457,2812,9483,12379,10895,7215,6187,4252,931,55611,0,6,154,396,472,375,179,85,8,1675,0,5,89,152,288,157,82,32,3,808,3,334,1427,1495,1720,1041,572,380,79,7051,20,288,1053,1442,1433,973,641,448,99,6397,45,130,211,287,323,314,171,118,19,1618,359,1773,4855,6436,6318,4597,3260,2113,413,30124,121,187,204,157,158,100,40,26,4,997,525,2090,5270,6880,6799,5011,3471,2257,436,32739,33,94,215,328,359,294,205,159,38,1725
103,0,5,77,207,283,161,66,19,7,825,0,12,70,131,181,70,18,6,0,488,0,186,866,834,918,459,188,64,11,3526,13,99,476,679,694,429,201,85,19,2695,38,57,63,74,45,25,6,3,0,311,296,1196,3438,4133,3360,2161,1163,453,72,16272,61,114,232,244,246,158,75,24,6,1160,395,1367,3733,4451,3651,2344,1244,480,78,17743,9,37,70,137,134,81,52,26,9,555,683,568,1200,1102,1042,884,926,665,196,7266,1100,2274,6492,7541,6903,4428,2695,1345,320,33098,0,4,98,201,288,269,107,32,3,1002,0,3,61,96,183,124,30,7,0,504,3,203,820,907,986,703,247,138,27,4034,11,103,468,688,751,598,284,124,21,3048,33,50,138,167,248,202,98,28,7,971,308,1366,3277,3908,3709,2718,1536,648,114,17584,96,163,153,139,109,82,26,9,0,777,437,1579,3568,4214,4066,3002,1660,685,121,19332,16,54,103,138,173,175,124,56,10,849
104,3,0,24,75,156,90,53,22,3,426,0,6,36,95,151,63,24,3,0,378,0,90,429,617,735,341,203,88,16,2519,6,50,198,436,531,352,262,106,16,1957,17,36,32,34,39,13,3,4,0,178,116,475,1666,2781,2642,1853,1369,567,83,11552,37,65,110,158,196,122,88,33,0,809,170,576,1808,2973,2877,1988,1460,604,83,12539,12,15,64,93,87,53,75,37,9,445,445,244,536,592,550,465,657,590,156,4235,636,981,3095,4881,5087,3352,2734,1450,283,22499,0,0,39,124,155,198,72,31,5,624,0,5,36,80,154,98,48,11,0,432,0,105,547,638,888,602,265,145,36,3226,3,81,231,453,638,505,347,163,29,2450,13,38,86,92,137,135,77,34,8,620,113,574,1579,2565,2978,2386,1644,787,139,12765,54,89,95,74,81,40,29,6,0,468,180,701,1760,2731,3196,2561,1750,827,147,13853,20,47,57,119,167,140,102,58,13,723
105,0,3,33,75,93,62,22,4,0,292,0,4,61,88,72,27,11,0,0,263,3,98,638,426,432,193,79,31,4,1904,8,68,304,374,337,231,124,29,6,1481,22,28,50,41,23,20,8,0,0,192,138,653,1893,2442,1984,1325,714,259,27,9435,15,87,149,168,137,72,41,17,0,686,175,768,2092,2651,2144,1417,763,276,27,10313,15,25,69,61,73,47,31,22,3,346,486,332,669,788,682,608,739,410,114,4828,687,1298,3866,4463,3833,2585,1769,772,154,19427,0,0,38,93,111,77,30,12,0,361,0,0,44,65,91,45,14,5,0,264,3,131,523,517,460,318,106,50,10,2118,7,48,295,361,386,277,158,52,9,1593,16,38,78,113,95,85,44,15,0,484,145,665,1683,2036,2137,1548,880,385,56,9535,40,87,72,72,69,31,8,3,0,382,201,790,1833,2221,2301,1664,932,403,56,10401,9,23,72,67,98,84,43,28,7,431
106,0,3,65,189,233,113,41,18,5,667,0,3,50,129,183,56,19,8,0,448,3,166,750,866,950,483,229,103,11,3561,7,125,644,920,852,476,287,98,19,3428,32,67,75,71,49,18,7,3,0,322,235,1579,4753,5876,4635,2905,1611,649,80,22323,74,93,174,261,266,181,106,34,6,1195,341,1739,5002,6208,4950,3104,1724,686,86,23840,18,55,111,188,179,123,67,37,11,789,718,591,1257,1243,1010,840,957,798,233,7647,1087,2682,7879,9743,8357,5195,3324,1748,365,40380,0,6,89,215,276,238,82,31,4,941,0,3,51,117,196,120,39,16,0,542,4,261,926,980,1092,810,335,150,24,4582,6,173,671,1016,1074,773,416,173,33,4335,38,72,170,174,219,221,112,61,5,1072,326,1785,4799,5889,5269,3829,2132,997,144,25170,95,165,158,111,104,82,32,13,3,763,459,2022,5127,6174,5592,4132,2276,1071,152,27005,21,60,136,190,196,204,119,71,10,1007
107,0,25,366,658,695,330,97,36,6,2213,0,13,133,240,330,99,35,9,0,859,10,604,2019,1780,1522,620,290,136,28,7009,24,383,1391,1280,1078,506,295,149,29,5135,42,103,100,88,54,19,14,3,3,426,271,1683,5370,6516,5185,3424,2269,1092,151,25961,49,176,288,347,412,230,103,46,7,1658,362,1962,5758,6951,5651,3673,2386,1141,161,28045,30,78,171,216,244,134,95,41,6,1015,921,576,1145,1190,1142,940,1233,1043,262,8452,1347,3641,10983,12315,10662,6302,4431,2555,492,52728,3,69,491,696,793,521,176,51,6,2806,3,16,147,170,323,168,57,14,6,904,6,734,2228,1901,1870,982,421,193,42,8377,21,468,1238,1513,1343,844,362,220,43,6052,28,114,206,228,322,298,127,65,13,1401,296,1786,4921,5903,5535,3981,2610,1395,250,26677,94,204,192,134,137,78,46,15,4,904,418,2104,5319,6265,5994,4357,2783,1475,267,28982,35,114,196,270,308,239,145,107,22,1436
108,0,3,27,95,152,150,86,33,5,551,0,3,55,100,210,84,39,12,3,506,0,69,477,725,873,518,356,178,32,3228,5,83,260,527,737,510,494,232,33,2881,21,39,48,39,37,18,12,3,0,217,158,673,2435,4023,3930,3248,2528,1221,169,18385,53,72,138,185,236,170,144,68,6,1072,232,784,2621,4247,4203,3436,2684,1292,175,19674,8,27,79,142,150,130,120,58,7,721,583,296,540,721,729,773,1175,1186,299,6302,828,1265,4059,6557,7054,5601,4954,2991,554,33863,0,4,43,120,187,213,103,60,15,745,0,4,49,102,169,135,47,31,3,540,4,112,506,732,1038,823,476,259,34,3984,3,80,348,612,798,795,580,337,59,3612,24,51,103,143,200,231,138,81,11,982,214,894,2400,3799,4469,3865,2970,1644,267,20522,81,147,145,119,80,80,49,18,4,723,319,1092,2648,4061,4749,4176,3157,1743,282,22227,15,35,116,152,229,218,187,130,33,1115
109,0,5,35,98,105,63,21,10,0,337,0,7,36,105,118,49,10,5,0,330,0,128,555,491,525,208,98,41,9,2055,5,71,286,366,424,260,133,55,9,1609,11,27,33,21,26,11,3,0,3,135,166,710,1892,2388,1952,1161,724,314,52,9359,29,68,110,121,111,72,41,14,7,573,206,805,2035,2530,2089,1244,768,328,62,10067,14,32,64,72,79,49,28,19,6,363,365,224,502,589,559,541,644,502,154,4080,590,1272,3513,4251,3899,2414,1702,960,240,18841,0,0,47,100,126,72,46,6,4,401,0,4,49,87,92,80,8,8,0,328,3,146,623,551,615,339,136,59,10,2482,7,105,325,382,490,412,184,92,9,2006,19,40,70,98,112,88,29,15,0,471,167,804,1891,2269,2349,1567,943,445,79,10514,39,86,104,66,61,30,7,5,0,398,225,930,2065,2433,2522,1685,979,465,79,11383,4,25,64,72,102,88,59,40,8,462
110,0,3,100,245,321,243,90,46,5,1053,0,3,71,126,170,71,25,8,3,477,3,252,863,788,889,384,159,82,18,3438,10,104,476,496,556,399,190,78,17,2326,38,53,53,58,29,23,6,5,0,265,200,884,2613,3304,2828,1940,997,355,63,13184,58,128,220,229,211,137,71,27,7,1088,296,1065,2886,3591,3068,2100,1074,387,70,14537,14,30,82,109,120,78,38,21,3,495,579,376,821,897,874,721,908,594,205,5975,902,1833,5299,6252,5998,3996,2484,1216,321,28301,0,5,96,230,315,294,143,61,6,1150,0,9,53,107,135,101,36,7,0,448,0,256,821,810,903,604,241,107,21,3763,21,124,484,623,627,518,256,124,17,2794,33,75,119,175,164,169,75,22,4,836,259,1063,2466,3129,3210,2416,1374,514,99,14530,93,149,150,127,76,54,19,12,3,683,385,1287,2735,3431,3450,2639,1468,548,106,16049,18,45,96,146,157,135,104,43,8,752
