region_id,C01_CFC_SMS_MRM_NDC_UR_1,C01_CFC_SMS_MRM_NDC_UR_2,C01_CFC_SMS_MRM_NDC_UR_3,C01_CFC_SMS_MRM_NDC_UR_4mo,C01_CFC_SMS_MRM_NDC_UR_Total,C01_CFC_SMS_M_DfM_NDC_UR_1,C01_CFC_SMS_M_DfM_NDC_UR_2,C01_CFC_SMS_M_DfM_NDC_UR_3,C01_CFC_SMS_M_DfM_NDC_UR_4mo,C01_CFC_SMS_M_DfM_NDC_UR_Tot,C01_CFC_SMS_Tot_NDC_UR_1,C01_CFC_SMS_Tot_NDC_UR_2,C01_CFC_SMS_Tot_NDC_UR_3,C01_CFC_SMS_Tot_NDC_UR_4mo,C01_CFC_SMS_Tot_NDC_UR_Tot,C01_1_PF_NDC_UR_1,C01_1_PF_NDC_UR_2,C01_1_PF_NDC_UR_3,C01_1_PF_NDC_UR_4mo,C01_1_PF_NDC_UR_Tot,C01_Tot_NDC_UR_1,C01_Tot_NDC_UR_2,C01_Tot_NDC_UR_3,C01_Tot_NDC_UR_4mo,C01_Tot_NDC_UR_Tot,C06_CFC_SMS_MRM_NDC_UR_1,C06_CFC_SMS_MRM_NDC_UR_2,C06_CFC_SMS_MRM_NDC_UR_3,C06_CFC_SMS_MRM_NDC_UR_4mo,C06_CFC_SMS_MRM_NDC_UR_Tot,C06_CFC_SMS_M_DfM_NDC_UR_1,C06_CFC_SMS_M_DfM_NDC_UR_2,C06_CFC_SMS_M_DfM_NDC_UR_3,C06_CFC_SMS_M_DfM_NDC_UR_4mo,C06_CFC_SMS_M_DfM_NDC_UR_Tot,C06_CFC_SMS_Tot_NDC_UR_1,C06_CFC_SMS_Tot_NDC_UR_2,C06_CFC_SMS_Tot_NDC_UR_3,C06_CFC_SMS_Tot_NDC_UR_4mo,C06_CFC_SMS_Tot_NDC_UR_Tot,C06_1_PF_NDC_UR_1,C06_1_PF_NDC_UR_2,C06_1_PF_NDC_UR_3,C06_1_PF_NDC_UR_4mo,C06_1_PF_NDC_UR_Tot,C06_Tot_NDC_UR_1,C06_Tot_NDC_UR_2,C06_Tot_NDC_UR_3,C06_Tot_NDC_UR_4mo,C06_Tot_NDC_UR_Tot,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Tot,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1_PF_NDC_UR_1,C11_1_PF_NDC_UR_2,C11_1_PF_NDC_UR_3,C11_1_PF_NDC_UR_4mo,C11_1_PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot
101,4627,6634,3147,1164,15572,991,911,313,160,2375,5618,7545,3460,1324,17947,2523,1731,665,263,5182,8141,9276,4125,1587,23129,4851,6583,2931,1015,15380,1248,1095,407,200,2950,6099,7678,3338,1215,18330,2824,1808,650,254,5536,8923,9486,3988,1469,23866,4852,6522,2786,947,15107,1433,1242,486,225,3386,6285,7764,3272,1172,18493,2961,1910,694,276,5841,9246,9674,3966,1448,24334
102,7298,10921,4795,1490,24504,1420,1130,464,174,3188,8718,12051,5259,1664,27692,4623,3271,1293,403,9590,13341,15322,6552,2067,37282,7236,10487,4295,1285,23303,1683,1486,567,214,3950,8919,11973,4862,1499,27253,5114,3451,1290,414,10269,14033,15424,6152,1913,37522,7411,10543,4210,1311,23475,2038,1751,662,279,4730,9449,12294,4872,1590,28205,5571,3618,1315,486,10990,15020,15912,6187,2076,39195
103,4951,6771,3626,1471,16819,882,856,400,209,2347,5833,7627,4026,1680,19166,2525,1707,782,315,5329,8358,9334,4808,1995,24495,4530,6167,3141,1179,15017,1129,996,459,282,2866,5659,7163,3600,1461,17883,2722,1743,676,330,5471,8381,8906,4276,1791,23354,4237,5837,3112,1130,14316,1308,1164,541,284,3297,5545,7001,3653,1414,17613,2847,1853,786,385,5871,8392,8854,4439,1799,23484
104,2727,4064,1907,702,9400,716,610,297,143,1766,3443,4674,2204,845,11166,2162,1505,588,225,4480,5605,6179,2792,1070,15646,2616,3777,1667,595,8655,826,753,311,161,2051,3442,4530,1978,756,10706,2345,1634,588,221,4788,5787,6164,2566,977,15494,2764,3506,1550,552,8372,863,836,329,168,2196,3627,4342,1879,720,10568,2427,1621,574,260,4882,6054,5963,2453,980,15450
105,2752,3873,2036,832,9493,663,677,362,258,1960,3415,4550,2398,1090,11453,1907,1252,557,285,4001,5322,5802,2955,1375,15454,2399,3245,1689,645,7978,794,688,340,259,2081,3193,3933,2029,904,10059,1880,1240,575,327,4022,5073,5173,2604,1231,14081,2164,2926,1510,596,7196,826,713,375,202,2116,2990,3639,1885,798,9312,1966,1276,566,360,4168,4956,4915,2451,1158,13480
106,5864,8407,3860,1223,19354,1124,1025,410,185,2744,6988,9432,4270,1408,22098,3053,2250,929,347,6579,10041,11682,5199,1755,28677,5824,8411,3498,1160,18893,1422,1278,521,268,3489,7246,9689,4019,1428,22382,3576,2354,947,353,7230,10822,12043,4966,1781,29612,5936,8346,3504,1189,18975,1745,1562,650,300,4257,7681,9908,4154,1489,23232,3825,2543,969,413,7750,11506,12451,5123,1902,30982
107,7447,10718,4512,1330,24007,1134,904,383,140,2561,8581,11622,4895,1470,26568,3620,2525,955,312,7412,12201,14147,5850,1782,33980,7329,10372,4019,1166,22886,1250,1073,405,144,2872,8579,11445,4424,1310,25758,3958,2725,939,326,7948,12537,14170,5363,1636,33706,7303,10691,3938,1168,23100,1533,1222,460,178,3393,8836,11913,4398,1346,26493,4292,2854,946,376,8468,13128,14767,5344,1722,34961
108,3878,5875,2733,990,13476,885,812,389,213,2299,4763,6687,3122,1203,15775,2870,2106,866,372,6214,7633,8793,3988,1575,21989,4019,5434,2321,810,12584,1038,939,443,200,2620,5057,6373,2764,1010,15204,3272,2184,833,427,6716,8329,8557,3597,1437,21920,3728,4974,2308,805,11815,1221,1049,475,250,2995,4949,6023,2783,1055,14810,3438,2316,860,457,7071,8387,8339,3643,1512,21881
109,2727,3838,2082,779,9426,524,426,184,105,1239,3251,4264,2266,884,10665,1407,1000,395,157,2959,4658,5264,2661,1041,13624,2588,3543,1849,646,8626,620,531,228,119,1498,3208,4074,2077,765,10124,1535,1039,398,151,3123,4743,5113,2475,916,13247,2440,3358,1633,612,8043,678,549,221,113,1561,3118,3907,1854,725,9604,1585,1022,418,164,3189,4703,4929,2272,889,12793
110,4426,6136,3129,1073,14764,892,802,389,212,2295,5318,6938,3518,1285,17059,2532,1736,747,306,5321,7850,8674,4265,1591,22380,3990,5484,2697,936,13107,1059,911,434,223,2627,5049,6395,3131,1159,15734,2622,1723,741,373,5459,7671,8118,3872,1532,21193,3687,5055,2539,859,12140,1162,983,468,261,2874,4849,6038,3007,1120,15014,2706,1778,800,444,5728,7555,7816,3807,1564,20742
111,8835,11970,4882,1348,27035,1500,1208,480,185,3373,10335,13178,5362,1533,30408,5303,3490,1184,343,10320,15638,16668,6546,1876,40728,8428,11646,4361,1126,25561,1790,1475,564,201,4030,10218,13121,4925,1327,29591,5637,3370,1176,375,10558,15855,16491,6101,1702,40149,8651,11824,4286,1071,25832,2093,1681,636,271,4681,10744,13505,4922,1342,30513,5651,3476,1131,417,10675,16395,16981,6053,1759,41188
112,4743,6569,3173,1119,15604,1214,1071,436,210,2931,5957,7640,3609,1329,18535,4325,2597,931,363,8216,10282,10237,4540,1692,26751,4605,6455,2818,961,14839,1566,1376,524,211,3677,6171,7831,3342,1172,18516,4436,2565,928,311,8240,10607,10396,4270,1483,26756,4650,6274,2662,957,14543,1677,1580,582,232,4071,6327,7854,3244,1189,18614,4458,2690,895,365,8408,10785,10544,4139,1554,27022
113,3724,5443,3076,1289,13532,718,595,290,141,1744,4442,6038,3366,1430,15276,1884,1281,522,198,3885,6326,7319,3888,1628,19161,3621,4913,2799,1073,12406,815,697,320,163,1995,4436,5610,3119,1236,14401,2076,1370,585,241,4272,6512,6980,3704,1477,18673,3402,4644,2586,1029,11661,880,775,349,184,2188,4282,5419,2935,1213,13849,2061,1338,609,282,4290,6343,6757,3544,1495,18139
114,2897,4316,2219,809,10241,597,509,233,116,1455,3494,4825,2452,925,11696,1866,1320,534,187,3907,5360,6145,2986,1112,15603,2945,4254,1881,598,9678,714,651,239,109,1713,3659,4905,2120,707,11391,1983,1375,515,215,4088,5642,6280,2635,922,15479,2836,3976,1708,584,9104,779,670,303,139,1891,3615,4646,2011,723,10995,2178,1460,502,220,4360,5793,6106,2513,943,15355
115,6992,10660,4412,1274,23338,429,342,116,41,928,7421,11002,4528,1315,24266,1331,1045,358,106,2840,8752,12047,4886,1421,27106,7911,11713,4508,1196,25328,535,475,166,62,1238,8446,12188,4674,1258,26566,1727,1230,378,110,3445,10173,13418,5052,1368,30011,8212,12081,4602,1236,26131,620,533,176,74,1403,8832,12614,4778,1310,27534,1886,1343,427,106,3762,10718,13957,5205,1416,31296
116,9259,11716,4739,1873,27587,1104,889,431,251,2675,10363,12605,5170,2124,30262,4009,3052,1233,615,8909,14372,15657,6403,2739,39171,9598,12050,4554,1836,28038,1335,1076,440,244,3095,10933,13126,4994,2080,31133,4504,3227,1307,681,9719,15437,16353,6301,2761,40852,11491,13667,5048,2011,32217,1326,1131,483,289,3229,12817,14798,5531,2300,35446,4913,3341,1365,777,10396,17730,18139,6896,3077,45842
117,4864,3924,1082,358,10228,831,407,87,28,1353,5695,4331,1169,386,11581,2845,1286,330,135,4596,8540,5617,1499,521,16177,5060,4201,1008,266,10535,1058,498,103,29,1688,6118,4699,1111,295,12223,2752,1204,286,108,4350,8870,5903,1397,403,16573,6060,5051,1223,252,12586,1271,814,147,29,2261,7331,5865,1370,281,14847,2992,1251,291,84,4618,10323,7116,1661,365,19465
118,6377,7058,2270,539,16244,819,485,104,15,1423,7196,7543,2374,554,17667,2900,1359,317,61,4637,10096,8902,2691,615,22304,6259,7343,2398,528,16528,1058,618,114,27,1817,7317,7961,2512,555,18345,2802,1282,282,75,4441,10119,9243,2794,630,22786,6913,8403,2851,573,18740,1296,907,196,36,2435,8209,9310,3047,609,21175,2962,1408,315,69,4754,11171,10718,3362,678,25929
119,17792,19445,7515,3166,47918,1135,832,256,107,2330,18927,20277,7771,3273,50248,6128,3537,1175,542,11382,25055,23814,8946,3815,61630,17623,19809,7550,2993,47975,1338,910,301,135,2684,18961,20719,7851,3128,50659,6823,4036,1355,523,12737,25784,24755,9206,3651,63396,19225,21404,8267,3237,52133,1458,1117,350,166,3091,20683,22521,8617,3403,55224,7345,4317,1429,596,13687,28028,26838,10046,3999,68911
120,8020,8345,2557,781,19703,883,517,104,28,1532,8903,8862,2661,809,21235,3087,1418,357,95,4957,11990,10280,3018,904,26192,8560,8935,2659,655,20809,1057,620,126,33,1836,9617,9555,2785,688,22645,3337,1492,340,79,5248,12954,11047,3125,767,27893,9686,10365,2941,658,23650,1206,846,162,40,2254,10892,11211,3103,698,25904,3545,1598,357,83,5583,14437,12809,3460,781,31487
121,11720,15579,6025,1399,34723,807,498,141,33,1479,12527,16077,6166,1432,36202,3304,2003,507,126,5940,15831,18080,6673,1558,42142,12406,16379,6177,1352,36314,1045,680,166,39,1930,13451,17059,6343,1391,38244,3578,1970,546,100,6194,17029,19029,6889,1491,44438,13893,18500,6638,1339,40370,1187,822,208,49,2266,15080,19322,6846,1388,42636,3988,2323,549,110,6970,19068,21645,7395,1498,49606
122,7073,9482,3491,840,20886,884,523,147,40,1594,7957,10005,3638,880,22480,2291,1301,342,78,4012,10248,11306,3980,958,26492,7144,10347,3671,767,21929,1069,729,201,45,2044,8213,11076,3872,812,23973,2400,1420,379,89,4288,10613,12496,4251,901,28261,7799,11781,4181,826,24587,1237,974,281,54,2546,9036,12755,4462,880,27133,2545,1597,418,84,4644,11581,14352,4880,964,31777
123,7523,10026,4339,1647,23535,1081,907,398,224,2610,8604,10933,4737,1871,26145,3560,2724,1124,480,7888,12164,13657,5861,2351,34033,7229,9478,3918,1463,22088,1248,1004,424,228,2904,8477,10482,4342,1691,24992,3949,2632,1050,527,8158,12426,13114,5392,2218,33150,7341,9469,3854,1517,22181,1285,1140,486,218,3129,8626,10609,4340,1735,25310,4010,2581,1128,512,8231,12636,13190,5468,2247,33541
124,9251,12290,5459,1879,28879,1499,1151,466,182,3298,10750,13441,5925,2061,32177,4364,3038,1120,388,8910,15114,16479,7045,2449,41087,8580,11119,4656,1670,26025,1753,1422,512,222,3909,10333,12541,5168,1892,29934,4700,2978,1069,393,9140,15033,15519,6237,2285,39074,8438,10870,4372,1605,25285,1886,1602,606,250,4344,10324,12472,4978,1855,29629,4920,3103,1111,426,9560,15244,15575,6089,2281,39189
125,12263,13636,5320,2507,33726,877,614,201,95,1787,13140,14250,5521,2602,35513,4411,2613,888,396,8308,17551,16863,6409,2998,43821,12999,14058,5361,2483,34901,957,662,245,103,1967,13956,14720,5606,2586,36868,4925,2755,983,497,9160,18881,17475,6589,3083,46028,15773,16266,5781,2672,40492,1040,724,253,138,2155,16813,16990,6034,2810,42647,5278,3088,1121,510,9997,22091,20078,7155,3320,52644
126,5587,7144,2466,603,15800,380,226,56,18,680,5967,7370,2522,621,16480,1549,885,242,61,2737,7516,8255,2764,682,19217,5798,7169,2437,495,15899,409,284,76,14,783,6207,7453,2513,509,16682,1660,967,226,43,2896,7867,8420,2739,552,19578,6467,7832,2495,460,17254,431,331,86,20,868,6898,8163,2581,480,18122,1871,946,207,33,3057,8769,9109,2788,513,21179
127,12573,15777,6428,2454,37232,1004,916,326,138,2384,13577,16693,6754,2592,39616,4578,3242,1240,499,9559,18155,19935,7994,3091,49175,11906,15291,6198,2305,35700,960,918,363,159,2400,12866,16209,6561,2464,38100,5532,3677,1392,503,11104,18398,19886,7953,2967,49204,12583,15484,6640,2574,37281,1110,960,418,192,2680,13693,16444,7058,2766,39961,5759,4196,1492,668,12115,19452,20640,8550,3434,52076
