region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
101,437,43,51,971,113,33,159,14,22,341,38,11,79,12,12,152,38,10,59,5,7,119,105,15,105,10,20,255,3483,460,3348,300,421,8012
102,1340,145,243,2831,207,92,336,31,64,730,47,40,103,23,22,235,62,21,63,11,8,165,134,9,96,22,18,279,5131,857,5032,489,853,12362
103,402,30,24,730,35,13,90,7,5,150,7,5,18,0,3,33,22,0,27,0,0,49,123,21,112,6,13,275,3144,491,3397,273,396,7701
104,473,59,41,914,48,19,104,4,16,191,4,3,25,3,3,38,13,0,11,7,0,31,51,6,52,3,10,122,2188,352,2240,205,282,5267
105,97,6,11,189,7,5,8,0,0,20,0,0,4,0,0,4,14,0,18,0,3,35,103,11,104,9,10,237,1974,275,2037,144,238,4668
106,1112,80,93,2025,103,31,199,17,19,369,16,3,37,3,3,62,33,4,39,0,3,79,132,21,132,18,20,323,4096,638,4748,376,647,10505
107,1073,122,121,2286,217,84,360,42,49,752,61,11,114,12,13,211,49,15,52,8,11,135,138,16,81,11,24,270,4797,646,4023,491,730,10687
108,526,50,42,1009,38,25,85,11,5,164,13,4,11,0,0,28,22,7,16,10,0,55,103,13,81,12,15,224,3429,527,3101,321,449,7827
109,115,14,11,213,15,5,30,0,3,53,3,0,13,6,0,22,15,0,12,0,3,30,69,4,65,11,7,156,2024,214,1712,150,171,4271
110,295,31,22,530,15,5,36,4,5,65,0,3,0,0,0,3,26,3,10,3,6,48,144,25,132,17,15,333,3227,472,3303,286,422,7710
111,1180,114,136,2758,291,62,374,50,57,834,97,21,99,17,14,248,74,14,94,14,9,205,165,24,79,11,28,307,6227,666,4818,474,773,12958
112,1169,115,135,2454,206,69,345,42,28,690,55,31,113,10,12,221,48,18,82,9,9,166,106,15,84,9,12,226,4010,601,3888,385,495,9379
113,223,18,16,435,27,14,40,4,0,85,3,4,4,0,3,14,21,3,16,0,3,43,92,19,99,10,4,224,2718,375,2643,200,273,6209
114,310,26,35,651,58,25,71,5,13,172,12,6,41,4,6,69,21,7,30,3,3,64,55,8,52,5,15,135,2089,376,2065,183,301,5014
115,468,58,65,1049,382,130,659,100,92,1363,195,112,448,95,95,945,162,142,419,112,72,907,60,16,65,22,24,187,1766,533,2527,452,422,5700
116,2072,216,240,4056,297,143,547,89,110,1186,108,57,258,49,55,527,36,23,98,17,15,189,160,20,152,21,49,402,4529,1216,6345,768,1197,14055
117,754,72,97,3940,3350,51,698,64,72,4235,2713,35,619,37,67,3471,2994,52,868,128,100,4142,316,10,85,14,33,458,15277,324,3951,452,567,20571
118,722,68,86,3097,2724,54,994,102,102,3976,1685,44,741,75,56,2601,2091,230,2218,236,163,4938,257,21,117,20,20,435,10382,449,5366,590,520,17307
119,3958,491,564,9071,1456,419,1887,264,342,4368,423,138,629,90,128,1408,252,74,348,69,67,810,335,62,298,73,83,851,11091,1934,11785,1549,1885,28244
120,1462,149,141,4593,2180,96,1244,156,129,3805,1292,74,890,90,83,2429,1080,112,1194,158,110,2654,221,13,90,22,29,375,9555,526,5901,717,645,17344
121,1303,129,103,4448,2941,124,1662,184,152,5063,1537,98,1108,134,104,2981,1803,460,3252,494,235,6244,202,40,192,18,17,469,10777,859,8092,1071,707,21506
122,679,57,50,2296,1344,61,775,71,81,2332,754,67,663,81,85,1650,991,297,1908,224,162,3582,118,9,103,16,16,262,5539,528,4568,512,443,11590
123,944,107,178,1947,132,97,342,50,81,702,26,20,59,20,23,148,24,3,34,9,9,79,105,37,84,24,32,282,2845,751,3628,454,893,8571
124,1317,139,177,2711,138,65,281,44,65,593,38,23,71,9,23,164,30,17,44,5,3,99,116,26,114,10,34,300,3940,738,4594,462,737,10471
125,4418,459,422,9517,1164,270,1411,206,189,3240,281,61,386,80,68,876,126,50,194,38,31,439,288,44,274,44,65,715,10066,1533,10797,1330,1350,25076
126,1017,110,87,2707,691,94,797,129,92,1803,298,56,450,84,66,954,207,80,422,83,60,852,88,9,73,9,23,202,4122,370,3386,509,426,8813
127,2275,417,540,4971,331,219,638,172,193,1553,64,44,127,31,44,310,41,16,58,18,25,158,162,58,195,58,72,545,4912,1674,6850,1315,1817,16568
128,779,64,93,2166,514,79,639,93,78,1403,207,53,365,58,69,752,141,80,338,65,74,698,78,8,50,11,4,151,3140,353,2701,365,401,6960
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
