region_id,C11_Tot_res_Bo_par_bo_os,C11_Tot_res_Fa_onl_bo_os,C11_Tot_res_Mo_onl_bo_os,C11_Tot_res_Bo_pa_bo_Aus,C11_Tot_resp_Bplace_ns,C11_Tot_resp_Tot_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp
101,40838,22008,15846,194544,17712,290948,34267,13345,9571,144411,16503,218097
102,65236,37754,25219,260154,22783,411146,54211,23029,15405,194389,20776,307810
103,21635,14799,10519,195544,15840,258337,18161,9061,6369,148007,14542,196140
104,20806,12689,8786,124858,9127,176266,17380,7730,5445,93235,8281,132071
105,9292,6592,4484,118524,10110,149002,7878,4073,2770,91457,9432,115610
106,30502,20565,14891,235711,17123,318792,25288,12633,9126,179545,15784,242376
107,88647,35418,24684,193191,16461,358401,77927,21767,15120,143120,14990,272924
108,27629,17883,12386,191221,14748,263867,23138,11060,7630,145356,13476,200660
109,13298,8077,5626,109907,7863,144771,11431,4998,3475,83006,7250,110160
110,15579,11151,7999,181582,13427,229738,12984,6847,4932,138468,12428,175659
111,55614,35025,23831,314761,21750,450981,47359,21443,14533,235523,19833,338691
112,42293,24889,17304,209028,16255,309769,34443,15177,10521,154933,14732,229806
113,20226,10250,6961,147203,10935,195575,17715,6476,4265,111069,10067,149592
114,26796,15581,10801,116177,10329,179684,22419,9515,6568,86400,9451,134353
115,93812,23833,16444,123314,9303,266706,83472,14687,10125,91094,8537,207915
116,170972,26826,18122,132706,20425,369051,155190,16804,11274,100101,18925,302294
117,150433,27743,19952,115698,37420,351246,131890,16632,11865,79880,36202,276469
118,131629,29815,21299,110437,27552,320732,112834,18262,12893,77865,26286,248140
119,343467,43163,25937,157247,40741,610555,319755,29718,17310,116990,38752,522525
120,153032,28276,18711,107100,20247,327366,138424,17531,11425,75228,19281,261889
121,186725,46978,35495,198176,22589,489963,161746,28107,21189,139696,21090,371828
122,96953,33911,24981,144077,14123,314045,80924,20446,14965,104650,12951,233936
123,86729,27272,18231,154287,16152,302671,76035,16784,11182,115795,14769,234565
124,87553,38714,25481,209605,20045,381398,74930,23490,15406,154667,18336,286829
125,264255,29717,18775,114235,33843,460825,246116,20106,12229,84314,32513,395278
126,90745,16538,11750,75182,8653,202868,83194,10117,7126,53431,8116,161984
127,258714,24482,14817,88830,27492,414335,239451,16646,9913,67280,26078,359368
128,59048,26641,18408,161880,10563,276540,50715,16293,11237,119751,9607,207603
197,595,226,124,1370,385,2700,530,138,81,972,372,2093
