region_id,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65over_NonInd_M,C06_65over_NonInd_F,C06_65over_NonInd_P,C06_65over_Indig_st_ns_M,C06_65over_Indig_st_ns_F,C06_65over_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F,C11_5_9_Indig_st_ns_P,C11_5_9_T_M,C11_5_9_T_F,C11_5_9_T_P,C11_10_14_Indigen_M,C11_10_14_Indigen_F,C11_10_14_Indigen_P,C11_10_14_NonInd_M,C11_10_14_NonInd_F,C11_10_14_NonInd_P,C11_10_14_Ind_st_ns_M,C11_10_14_Ind_st_ns_F,C11_10_14_Ind_st_ns_P,C11_10_14_T_M,C11_10_14_T_F,C11_10_14_T_P,C11_15_19_Indigen_M,C11_15_19_Indigen_F,C11_15_19_Indigen_P,C11_15_19_NonInd_M
101,817,7152,6927,14079,347,334,681,7502,7096,14598,435,411,846,8284,7841,16125,260,198,458,6838,6322,13160,415,359,774,7513,6879,14392,221,197,418,5094,4596,9690,408,290,698,5723,5083,10806,194,145,339,4624,4592,9216,390,287,677,5208,5024,10232,173,154,327,5637,5654,11291,362,307,669,6172,6115,12287,163,178,341,6479,6967,13446,400,331,731,7042,7476,14518,142,161,303,7209,7236,14445,420,383,803,7771,7780,15551,119,140,259,7678,7544,15222,462,375,837,8259,8059,16318,90,115,205,7180,6996,14176,420,311,731,7690,7422,15112,98,99,197,7162,6761,13923,419,273,692,7679,7133,14812,54,61,115,5846,5624,11470,316,232,548,6216,5917,12133,86,87,173,14033,15587,29620,801,914,1715,14920,16588,31508,2597,2502,5099,97329,96427,193756,6023,5220,11243,105949,104149,210098,378,367,745,6039,5654,11693,359,361,720,6776,6382,13158,430,381,811,6050,5766,11816,390,367,757,6870,6514,13384,424,427,851,7128,6696,13824,534,501,1035,8086,7624,15710,360,340,700,6865
102,1130,10232,10103,20335,474,434,908,10079,9487,19566,608,560,1168,11161,10481,21642,456,355,811,9292,8812,18104,504,508,1012,10252,9675,19927,208,246,454,7080,7055,14135,445,380,825,7733,7681,15414,161,188,349,6382,6745,13127,379,334,713,6922,7267,14189,147,210,357,7637,8473,16110,427,393,820,8211,9076,17287,169,222,391,8503,9569,18072,440,441,881,9112,10232,19344,168,238,406,9264,10136,19400,502,468,970,9934,10842,20776,156,157,313,9370,10310,19680,522,477,999,10048,10944,20992,125,117,242,8678,9103,17781,458,410,868,9261,9630,18891,99,112,211,7913,8579,16492,411,396,807,8423,9087,17510,58,49,107,6757,7440,14197,368,361,729,7183,7850,15033,104,128,232,21437,27597,49034,1505,2183,3688,23046,29908,52954,3197,3228,6425,130182,140478,270660,7655,8012,15667,141034,151718,292752,533,532,1065,9137,8636,17773,464,402,866,10134,9570,19704,556,523,1079,9252,8679,17931,467,461,928,10275,9663,19938,627,568,1195,9500,9471,18971,464,437,901,10591,10476,21067,611,512,1123,9736
103,635,7076,6593,13669,518,551,1069,6633,6213,12846,319,302,621,7470,7066,14536,430,443,873,6411,6029,12440,285,228,513,7126,6700,13826,350,281,631,4890,4802,9692,192,176,368,5432,5259,10691,242,230,472,4407,4300,8707,178,146,324,4827,4676,9503,280,263,543,5029,5192,10221,223,183,406,5532,5638,11170,264,263,527,5490,5772,11262,225,204,429,5979,6239,12218,232,240,472,6001,6208,12209,230,216,446,6463,6664,13127,205,191,396,6384,6212,12596,267,186,453,6856,6589,13445,159,162,321,5940,5794,11734,256,171,427,6355,6127,12482,142,125,267,6039,5775,11814,265,222,487,6446,6122,12568,83,84,167,4894,4754,9648,244,203,447,5221,5041,10262,130,140,270,12049,14583,26632,703,869,1572,12882,15592,28474,4134,3958,8092,85968,86620,172588,4001,3696,7697,94103,94274,188377,711,670,1381,5994,5617,11611,379,328,707,7084,6615,13699,631,598,1229,5897,5515,11412,334,320,654,6862,6433,13295,697,679,1376,6255,5736,11991,363,313,676,7315,6728,14043,644,587,1231,5903
104,377,4463,4173,8636,336,318,654,4391,4269,8660,208,173,381,4935,4760,9695,301,261,562,3970,3797,7767,173,144,317,4444,4202,8646,185,168,353,2479,2345,4824,144,89,233,2808,2602,5410,122,145,267,2177,2362,4539,88,73,161,2387,2580,4967,144,135,279,2731,3136,5867,100,94,194,2975,3365,6340,149,186,335,3286,3728,7014,126,111,237,3561,4025,7586,135,173,308,3967,4375,8342,162,136,298,4264,4684,8948,138,129,267,4380,4887,9267,200,157,357,4718,5173,9891,96,106,202,4469,4578,9047,167,121,288,4732,4805,9537,71,67,138,4328,4334,8662,199,141,340,4598,4542,9140,54,55,109,3706,3751,7457,144,134,278,3904,3940,7844,76,92,168,10323,11704,22027,539,702,1241,10938,12498,23436,2469,2469,4938,57238,59871,117109,2582,2386,4968,62289,64726,127015,392,361,753,3418,3263,6681,172,155,327,3982,3779,7761,359,367,726,3596,3344,6940,177,176,353,4132,3887,8019,389,400,789,4020,3822,7842,194,208,402,4603,4430,9033,359,355,714,3922
105,479,4470,4327,8797,1048,982,2030,3262,3072,6334,239,233,472,4549,4287,8836,824,832,1656,2782,2505,5287,240,207,447,3846,3544,7390,565,581,1146,2249,2353,4602,205,176,381,3019,3110,6129,410,472,882,2300,2512,4812,157,149,306,2867,3133,6000,440,537,977,2716,2766,5482,162,146,308,3318,3449,6767,448,559,1007,2980,3107,6087,203,163,366,3631,3829,7460,440,458,898,3352,3348,6700,235,186,421,4027,3992,8019,358,448,806,3705,3591,7296,254,213,467,4317,4252,8569,323,325,648,3475,3332,6807,206,167,373,4004,3824,7828,240,266,506,3505,3210,6715,220,162,382,3965,3638,7603,171,183,354,2915,2652,5567,201,155,356,3287,2990,6277,254,315,569,7448,8373,15821,548,699,1247,8250,9387,17637,7661,7959,15620,46824,46684,93508,3338,3095,6433,57823,57738,115561,1114,1166,2280,2920,2712,5632,249,213,462,4283,4091,8374,1087,1011,2098,2780,2661,5441,235,203,438,4102,3875,7977,1061,1002,2063,2730,2591,5321,249,182,431,4040,3775,7815,926,928,1854,2700
106,842,8525,8245,16770,479,447,926,8049,7641,15690,418,442,860,8946,8530,17476,369,369,738,7376,6823,14199,384,337,721,8129,7529,15658,250,239,489,6044,5549,11593,286,218,504,6580,6006,12586,217,183,400,5760,5634,11394,214,196,410,6191,6013,12204,214,185,399,6570,6894,13464,270,250,520,7054,7329,14383,181,239,420,7103,7422,14525,308,276,584,7592,7937,15529,179,213,392,7443,7694,15137,330,263,593,7952,8170,16122,166,183,349,7584,7755,15339,335,281,616,8085,8219,16304,115,118,233,7098,7089,14187,278,221,499,7491,7428,14919,93,98,191,6778,6876,13654,304,280,584,7175,7254,14429,64,62,126,5700,5510,11210,251,202,453,6015,5774,11789,97,119,216,13128,15827,28955,746,979,1725,13971,16925,30896,3279,3368,6647,103509,104706,208215,4869,4780,9649,111657,112854,224511,621,614,1235,7870,7364,15234,333,389,722,8824,8367,17191,617,637,1254,7600,7114,14714,374,360,734,8591,8111,16702,594,590,1184,7710,7422,15132,400,381,781,8704,8393,17097,582,514,1096,7503
107,904,9111,8600,17711,316,323,639,8759,8240,16999,442,439,881,9517,9002,18519,298,271,569,8675,8291,16966,433,394,827,9406,8956,18362,224,198,422,8491,8099,16590,544,399,943,9259,8696,17955,145,139,284,7160,7078,14238,378,298,676,7683,7515,15198,133,149,282,7844,8205,16049,355,295,650,8332,8649,16981,132,163,295,8037,8560,16597,338,328,666,8507,9051,17558,113,172,285,8887,9304,18191,421,354,775,9421,9830,19251,86,121,207,8774,9155,17929,397,325,722,9257,9601,18858,91,93,184,7790,8253,16043,354,308,662,8235,8654,16889,60,63,123,7362,7128,14490,365,313,678,7787,7504,15291,37,48,85,5698,6076,11774,266,296,562,6001,6420,12421,63,88,151,16359,20199,36558,1031,1361,2392,17453,21648,39101,2338,2400,4738,119879,123765,243644,6164,5972,12136,128381,132137,260518,417,409,826,8166,7737,15903,322,336,658,8905,8482,17387,403,347,750,8137,7753,15890,321,325,646,8861,8425,17286,418,384,802,8457,7979,16436,305,281,586,9180,8644,17824,402,393,795,9086
108,585,6189,5934,12123,610,571,1181,6054,5900,11954,306,314,620,6970,6785,13755,445,437,882,5591,5111,10702,214,213,427,6250,5761,12011,321,263,584,3289,3061,6350,164,139,303,3774,3463,7237,213,213,426,3052,3250,6302,153,135,288,3418,3598,7016,243,268,511,3765,4204,7969,164,160,324,4172,4632,8804,224,288,512,4668,5286,9954,209,184,393,5101,5758,10859,220,260,480,5574,6246,11820,233,222,455,6027,6728,12755,192,232,424,6322,6966,13288,291,241,532,6805,7439,14244,175,199,374,6290,6394,12684,253,201,454,6718,6794,13512,133,139,272,6546,6806,13352,255,215,470,6934,7160,14094,97,88,185,6212,6550,12762,209,212,421,6518,6850,13368,137,174,311,19001,21291,40292,958,1353,2311,20096,22818,42914,4112,4194,8306,86226,90380,176606,3932,4139,8071,94270,98713,192983,758,651,1409,4761,4566,9327,232,250,482,5751,5467,11218,730,662,1392,5084,4848,9932,224,260,484,6038,5770,11808,666,677,1343,5560,5365,10925,307,250,557,6533,6292,12825,624,591,1215,5331
109,301,3842,3661,7503,203,193,396,3883,3606,7489,191,168,359,4277,3967,8244,168,146,314,3525,3375,6900,185,147,332,3878,3668,7546,104,115,219,2730,2843,5573,137,99,236,2971,3057,6028,76,72,148,2631,2603,5234,128,91,219,2835,2766,5601,83,87,170,2944,2993,5937,132,85,217,3159,3165,6324,88,108,196,3182,3371,6553,152,128,280,3422,3607,7029,79,87,166,3543,3626,7169,170,111,281,3792,3824,7616,64,72,136,3852,3958,7810,178,163,341,4094,4193,8287,65,58,123,3823,3597,7420,167,122,289,4055,3777,7832,36,51,87,3647,3354,7001,179,110,289,3862,3515,7377,37,37,74,2863,2769,5632,143,118,261,3043,2924,5967,60,66,126,7577,8904,16481,501,600,1101,8138,9570,17708,1425,1440,2865,50836,51424,102260,2604,2204,4808,54865,55068,109933,213,228,441,3075,3005,6080,155,157,312,3443,3390,6833,204,190,394,3166,3042,6208,170,144,314,3540,3376,6916,215,180,395,3385,3274,6659,187,160,347,3787,3614,7401,202,181,383,3502
110,546,6431,5958,12389,930,910,1840,5464,5403,10867,312,304,616,6706,6617,13323,736,686,1422,5366,5253,10619,236,217,453,6338,6156,12494,503,495,998,4292,4313,8605,185,150,335,4980,4958,9938,377,442,819,3606,3764,7370,165,126,291,4148,4332,8480,349,457,806,4224,4513,8737,220,177,397,4793,5147,9940,382,465,847,4743,4944,9687,231,203,434,5356,5612,10968,381,461,842,5185,5451,10636,262,240,502,5828,6152,11980,321,374,695,5608,5753,11361,266,187,453,6195,6314,12509,257,262,519,5435,5235,10670,223,192,415,5915,5689,11604,213,205,418,5403,5188,10591,241,205,446,5857,5598,11455,158,155,313,4495,4377,8872,231,182,413,4884,4714,9598,203,279,482,11221,13335,24556,660,880,1540,12084,14494,26578,6648,6945,13593,74923,76826,151749,3760,3586,7346,85331,87357,172688,1095,1033,2128,4750,4582,9332,300,288,588,6145,5903,12048,957,952,1909,4895,4583,9478,283,297,580,6135,5832,11967,952,968,1920,5099,4599,9698,325,308,633,6376,5875,12251,848,858,1706,4988
