region_id,C01_OS_visit_Divorc_F,C01_OS_visito_Widow_M,C01_OS_visito_Widow_F,C01_OS_vis_Nvr_marr_M,C01_OS_vis_Nvr_marr_F,C01_OS_vis_T_M,C01_OS_vis_T_F,C01_OS_vis_T_P,C01_T_Married_M,C01_T_Married_F,C01_Tot_Sep_M,C01_Tot_Sep_F,C01_Tot_Div_M,C01_Tot_Div_F,C01_Tot_Wid_M,C01_Tot_Wid_F,C01_Tot_nver_marrie_M,C01_Tot_nver_marrie_F,C01_Tot_T_M,C01_Tot_T_F,C01_Tot_T_P,C06_15_19_Married_M,C06_15_19_Married_F,C06_15_19_Sep_M,C06_15_19_Sep_F,C06_15_19_Div_M,C06_15_19_Div_F,C06_15_19_Wid_M,C06_15_19_Wid_F,C06_15_19_Nvr_marrd_M,C06_15_19_Nvr_marrd_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Married_M,C06_20_24_Married_F,C06_20_24_Sep_M,C06_20_24_Sep_F,C06_20_24_Div_M,C06_20_24_Div_F,C06_20_24_Wid_M,C06_20_24_Wid_F,C06_20_24_Nvr_marrd_M,C06_20_24_Nvr_marrd_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Married_M,C06_25_29_Married_F,C06_25_29_Sep_M,C06_25_29_Sep_F,C06_25_29_Div_M,C06_25_29_Div_F,C06_25_29_Wid_M,C06_25_29_Wid_F,C06_25_29_Nvr_marrd_M,C06_25_29_Nvr_marrd_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Married_M,C06_30_34_Married_F,C06_30_34_Sep_M,C06_30_34_Sep_F,C06_30_34_Div_M,C06_30_34_Div_F,C06_30_34_Wid_M,C06_30_34_Wid_F,C06_30_34_Nvr_marrd_M,C06_30_34_Nvr_marrd_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Married_M,C06_35_39_Married_F,C06_35_39_Sep_M,C06_35_39_Sep_F,C06_35_39_Div_M,C06_35_39_Div_F,C06_35_39_Wid_M,C06_35_39_Wid_F,C06_35_39_Nvr_marrd_M,C06_35_39_Nvr_marrd_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Married_M,C06_40_44_Married_F,C06_40_44_Sep_M,C06_40_44_Sep_F,C06_40_44_Div_M,C06_40_44_Div_F,C06_40_44_Wid_M,C06_40_44_Wid_F,C06_40_44_Nvr_marrd_M,C06_40_44_Nvr_marrd_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Married_M,C06_45_49_Married_F,C06_45_49_Sep_M,C06_45_49_Sep_F,C06_45_49_Div_M,C06_45_49_Div_F,C06_45_49_Wid_M,C06_45_49_Wid_F,C06_45_49_Nvr_marrd_M,C06_45_49_Nvr_marrd_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Married_M,C06_50_54_Married_F,C06_50_54_Sep_M,C06_50_54_Sep_F,C06_50_54_Div_M,C06_50_54_Div_F,C06_50_54_Wid_M,C06_50_54_Wid_F,C06_50_54_Nvr_marrd_M,C06_50_54_Nvr_marrd_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Married_M,C06_55_59_Married_F,C06_55_59_Sep_M,C06_55_59_Sep_F,C06_55_59_Div_M,C06_55_59_Div_F,C06_55_59_Wid_M,C06_55_59_Wid_F,C06_55_59_Nvr_marrd_M,C06_55_59_Nvr_marrd_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Married_M,C06_60_64_Married_F,C06_60_64_Sep_M,C06_60_64_Sep_F,C06_60_64_Div_M,C06_60_64_Div_F,C06_60_64_Wid_M,C06_60_64_Wid_F,C06_60_64_Nvr_marrd_M,C06_60_64_Nvr_marrd_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Married_M,C06_65_69_Married_F,C06_65_69_Sep_M,C06_65_69_Sep_F,C06_65_69_Div_M,C06_65_69_Div_F,C06_65_69_Wid_M,C06_65_69_Wid_F,C06_65_69_Nvr_marrd_M,C06_65_69_Nvr_marrd_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Married_M,C06_70_74_Married_F,C06_70_74_Sep_M,C06_70_74_Sep_F,C06_70_74_Div_M,C06_70_74_Div_F,C06_70_74_Wid_M,C06_70_74_Wid_F,C06_70_74_Nvr_marrd_M,C06_70_74_Nvr_marrd_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Married_M,C06_75_79_Married_F,C06_75_79_Sep_M,C06_75_79_Sep_F,C06_75_79_Div_M,C06_75_79_Div_F,C06_75_79_Wid_M,C06_75_79_Wid_F,C06_75_79_Nvr_marrd_M,C06_75_79_Nvr_marrd_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Married_M,C06_80_84_Married_F,C06_80_84_Sep_M,C06_80_84_Sep_F,C06_80_84_Div_M,C06_80_84_Div_F,C06_80_84_Wid_M,C06_80_84_Wid_F,C06_80_84_Nvr_marrd_M,C06_80_84_Nvr_marrd_F
101,29,6,25,285,279,482,504,986,42203,41432,2729,2846,5780,6278,2376,7955,25584,19644,78672,78155,156827,21,31,11,4,5,6,9,10,7467,6828,7513,6879,14392,236,496,18,40,11,11,7,11,5449,4526,5721,5084,10805,1296,1788,57,112,60,84,5,15,3788,3027,5206,5026,10232,2876,3498,165,213,214,351,13,28,2905,2024,6173,6114,12287,4089,4760,263,381,446,666,12,45,2229,1625,7039,7477,14516,4863,4984,340,447,739,1025,29,93,1799,1233,7770,7782,15552,5218,5263,431,434,1062,1181,52,136,1495,1047,8258,8061,16319,5057,5044,403,351,1171,1198,73,243,987,586,7691,7422,15113,5356,5053,410,252,1126,1131,137,345,650,353,7679,7134,14813,4611,4170,252,162,780,736,158,631,417,216,6218,5915,12133,3742,3105,186,133,548,529,235,829,329,151,5040,4747,9787,2793,2154,125,82,360,290,290,1129,238,142,3806,3797,7603,2192,1519,76,45,196,191,404,1470,194,101,3062,3326,6388,1229,787,42,27,91,92,407,1576,92,95
102,31,7,35,143,244,291,471,762,57990,58564,3924,5115,8314,11716,3919,14709,31881,26747,106028,116851,222879,9,35,5,10,12,4,0,15,10225,9612,10251,9676,19927,305,691,17,64,16,19,5,6,7389,6901,7732,7681,15413,1863,2817,112,221,77,166,7,18,4864,4043,6923,7265,14188,4202,5067,238,488,284,555,8,32,3478,2934,8210,9076,17286,5435,6217,396,699,643,1183,15,63,2622,2070,9111,10232,19343,6153,6630,519,809,1100,1655,39,133,2123,1615,9934,10842,20776,6392,6738,623,806,1349,2032,58,208,1627,1159,10049,10943,20992,6123,6074,535,588,1471,1907,89,331,1044,729,9262,9629,18891,5781,5691,438,448,1405,1920,151,510,649,517,8424,9086,17510,5024,4910,347,335,1091,1429,218,841,503,335,7183,7850,15033,4476,4182,224,237,812,1076,270,1252,375,243,6157,6990,13147,3985,3467,175,129,558,737,470,1912,329,225,5517,6470,11987,3609,2956,123,90,411,531,756,2779,253,195,5152,6551,11703,2499,1704,74,64,195,307,831,3096,139,164
103,9,3,10,99,163,175,243,418,38869,38279,2447,2579,4883,5245,2050,8526,24239,18653,72488,73282,145770,17,20,3,4,12,5,3,10,7091,6661,7126,6700,13826,280,534,16,48,14,16,7,8,5115,4653,5432,5259,10691,1384,1862,88,126,50,100,4,16,3301,2572,4827,4676,9503,2798,3337,153,234,211,325,5,18,2367,1723,5534,5637,11171,3565,3969,215,358,386,575,13,49,1802,1286,5981,6237,12218,3980,4361,303,388,585,802,30,94,1566,1017,6464,6662,13126,4445,4442,360,382,832,900,50,139,1169,725,6856,6588,13444,4278,4268,325,272,858,919,76,233,817,435,6354,6127,12481,4533,4296,278,255,905,891,134,396,595,286,6445,6124,12569,3727,3391,217,188,691,610,154,613,433,239,5222,5041,10263,3044,2538,173,126,447,443,221,839,333,170,4218,4116,8334,2371,1980,110,64,304,275,304,1093,276,143,3365,3555,6920,1832,1324,74,47,183,160,377,1464,189,134,2655,3129,5784,1063,662,27,24,76,89,347,1598,120,107
104,11,8,18,137,163,266,310,576,25725,25643,1764,2117,3965,4732,1589,5527,13883,11053,46926,49072,95998,14,20,4,4,4,0,5,3,4416,4175,4443,4202,8645,125,269,16,29,11,0,6,6,2653,2295,2811,2599,5410,564,877,39,83,19,68,3,6,1763,1545,2388,2579,4967,1367,1710,86,209,109,224,3,17,1409,1203,2974,3363,6337,1880,2261,161,265,280,457,5,35,1235,1008,3561,4026,7587,2417,2674,246,344,460,753,16,66,1124,846,4263,4683,8946,2800,3083,288,370,708,950,31,106,892,662,4719,5171,9890,2970,3058,266,277,806,933,61,148,627,390,4730,4806,9536,3093,3035,235,215,794,823,109,257,368,212,4599,4542,9141,2827,2744,152,133,556,583,107,352,260,129,3902,3941,7843,2509,2287,122,103,415,397,149,542,180,80,3375,3409,6784,2128,1732,88,52,267,256,209,810,155,77,2847,2927,5774,1684,1158,71,49,166,180,294,1005,103,65,2318,2457,4775,945,640,34,16,75,99,327,1177,65,48
105,9,4,8,87,101,151,166,317,23849,23376,1742,1754,3370,3154,1489,5458,15867,12535,46317,46277,92594,9,10,4,4,4,3,11,6,3818,3521,3846,3544,7390,153,308,16,20,8,10,3,8,2837,2766,3017,3112,6129,700,1059,44,104,33,53,4,4,2087,1910,2868,3130,5998,1480,1738,98,149,120,174,5,14,1615,1376,3318,3451,6769,1937,2188,156,212,260,326,14,34,1264,1069,3631,3829,7460,2254,2452,203,228,382,456,15,32,1173,823,4027,3991,8018,2599,2670,233,266,523,581,26,84,937,650,4318,4251,8569,2485,2529,262,225,582,538,59,158,618,372,4006,3822,7828,2593,2464,236,168,595,525,79,249,461,233,3964,3639,7603,2230,1995,165,120,473,382,105,370,314,124,3287,2991,6278,1876,1675,106,71,326,215,172,546,283,104,2763,2611,5374,1471,1186,94,43,225,178,219,754,171,75,2180,2236,4416,1235,805,47,25,143,72,271,948,147,59,1843,1909,3752,576,332,11,13,56,51,208,915,61,52
106,17,3,14,95,116,263,285,548,44324,43886,2771,3121,5623,6635,2117,8324,25485,19684,80320,81650,161970,19,31,0,0,8,4,5,5,8099,7488,8131,7528,15659,306,637,14,41,8,20,3,0,6250,5307,6581,6005,12586,1825,2547,103,173,63,105,3,17,4196,3170,6190,6012,12202,3702,4485,212,312,250,437,6,19,2884,2076,7054,7329,14383,4522,5092,317,451,569,790,16,62,2168,1543,7592,7938,15530,5060,5342,395,503,816,1168,48,81,1631,1076,7950,8170,16120,5434,5590,415,462,1055,1331,53,166,1128,670,8085,8219,16304,5269,5236,370,326,1061,1216,73,234,716,418,7489,7430,14919,5286,5094,320,292,969,1142,121,430,479,297,7175,7255,14430,4469,4102,224,197,799,733,192,573,332,171,6016,5776,11792,3407,2936,145,114,515,498,243,830,260,148,4570,4526,9096,2719,2291,95,71,292,285,276,1153,187,129,3569,3929,7498,2087,1503,56,39,194,183,379,1619,181,131,2897,3475,6372,1231,778,27,17,82,112,450,1703,84,85
107,25,6,47,411,473,594,713,1307,53873,54117,2805,3584,6144,8203,2733,10735,34049,26751,99604,103390,202994,18,31,4,9,3,5,5,9,9373,8904,9403,8958,18361,339,794,22,42,10,23,0,11,8887,7827,9258,8697,17955,2062,3063,89,175,71,172,6,13,5454,4093,7682,7516,15198,4373,5211,231,362,323,511,6,26,3400,2540,8333,8650,16983,5175,5883,310,490,567,878,9,60,2445,1741,8506,9052,17558,6054,6528,347,560,917,1266,30,111,2072,1365,9420,9830,19250,6128,6287,394,565,1170,1565,56,196,1509,989,9257,9602,18859,5731,5952,380,392,1132,1435,72,304,918,572,8233,8655,16888,5673,5184,326,329,1040,1254,140,453,610,282,7789,7502,15291,4536,4321,179,216,706,993,187,687,394,204,6002,6421,12423,3952,3671,164,127,537,648,281,1101,287,132,5221,5679,10900,3463,2865,108,137,316,407,417,1485,225,112,4529,5006,9535,2847,2049,67,61,196,276,548,2119,165,106,3823,4611,8434,1700,1101,37,32,103,154,546,2182,99,87
108,22,11,18,120,148,254,312,566,40683,40878,2789,3145,5946,6863,2800,9958,18660,15182,70878,76026,146904,7,15,4,9,8,7,6,6,6225,5724,6250,5761,12011,176,388,19,43,15,16,10,8,3555,3007,3775,3462,7237,900,1298,50,130,48,63,3,12,2416,2096,3417,3599,7016,1934,2473,136,286,160,277,7,24,1935,1571,4172,4631,8803,2745,3298,244,413,375,615,7,60,1730,1371,5101,5757,10858,3504,4005,331,471,660,1041,28,74,1505,1136,6028,6727,12755,4102,4532,394,528,978,1359,49,160,1282,860,6805,7439,14244,4180,4275,413,410,1182,1309,63,249,881,549,6719,6792,13511,4786,4948,363,288,1139,1166,116,392,528,367,6932,7161,14093,4726,4701,272,236,933,966,188,715,400,232,6519,6850,13369,4445,4087,220,161,762,647,274,893,280,175,5981,5963,11944,3850,3215,138,98,509,404,398,1409,216,148,5111,5274,10385,3197,2447,128,73,283,275,597,1866,189,120,4394,4781,9175,2026,1286,49,18,142,156,602,2117,94,87
109,7,0,9,56,58,119,125,244,22755,22625,1523,1545,2816,3029,1248,4832,13266,10314,41608,42345,83953,10,11,4,4,7,0,0,8,3860,3643,3881,3666,7547,117,284,13,18,5,10,0,6,2834,2742,2969,3060,6029,724,1084,44,61,32,64,4,7,2031,1552,2835,2768,5603,1607,1855,88,131,125,168,3,4,1336,1008,3159,3166,6325,1980,2274,149,194,247,303,3,27,1040,811,3419,3609,7028,2391,2507,182,242,345,518,11,47,863,510,3792,3824,7616,2682,2861,247,270,506,593,23,78,637,390,4095,4192,8287,2726,2605,218,220,589,587,47,118,475,247,4055,3777,7832,2775,2529,175,140,515,491,80,199,317,155,3862,3514,7376,2229,2066,111,105,386,361,89,297,227,95,3042,2924,5966,1847,1661,98,61,283,240,124,487,187,84,2539,2533,5072,1464,1224,57,38,180,148,192,617,138,76,2031,2103,4134,1268,921,31,22,128,85,250,894,114,68,1791,1990,3781,754,472,21,0,41,58,279,954,76,57
110,14,7,11,202,244,308,362,670,35409,35239,2308,2452,4189,4711,1935,7938,22291,17896,66132,68236,134368,11,27,8,7,3,7,4,3,6311,6113,6337,6157,12494,244,488,10,44,3,17,5,14,4719,4395,4981,4958,9939,1114,1669,76,120,44,82,6,6,2910,2456,4150,4333,8483,2374,2901,129,236,163,262,11,15,2117,1733,4794,5147,9941,3121,3486,221,261,349,504,7,54,1657,1308,5355,5613,10968,3564,3953,281,371,557,749,30,78,1397,1000,5829,6151,11980,3958,4141,303,428,769,932,46,115,1118,698,6194,6314,12508,3944,3916,328,315,822,823,76,183,744,455,5914,5692,11606,4117,3920,285,221,788,779,101,380,567,298,5858,5598,11456,3525,3282,196,170,627,546,159,540,377,176,4884,4714,9598,2912,2643,147,103,429,375,228,791,299,146,4015,4058,8073,2306,1788,119,53,261,219,283,1027,227,141,3196,3228,6424,1721,1212,48,43,162,121,350,1429,157,113,2438,2918,5356,970,589,37,19,54,63,314,1425,97,87
