region_id,SOL_Polish_C01_P,SOL_Polish_C06_M,SOL_Polish_C06_F,SOL_Polish_C06_P,SOL_Polish_C11_M,SOL_Polish_C11_F,SOL_Polish_C11_P,SOL_Port_C01_M,SOL_Port_C01_F,SOL_Port_C01_P,SOL_Port_C06_M,SOL_Port_C06_F,SOL_Port_C06_P,SOL_Port_C11_M,SOL_Port_C11_F,SOL_Port_C11_P,SOL_Punjabi_C01_M,SOL_Punjabi_C01_F,SOL_Punjabi_C01_P,SOL_Punjabi_C06_M,SOL_Punjabi_C06_F,SOL_Punjabi_C06_P,SOL_Punjabi_C11_M,SOL_Punjabi_C11_F,SOL_Punjabi_C11_P,SOL_Russian_C01_M,SOL_Russian_C01_F,SOL_Russian_C01_P,SOL_Russian_C06_M,SOL_Russian_C06_F,SOL_Russian_C06_P,SOL_Russian_C11_M,SOL_Russian_C11_F,SOL_Russian_C11_P,SOL_Samoan_C01_M,SOL_Samoan_C01_F,SOL_Samoan_C01_P,SOL_Samoan_C06_M,SOL_Samoan_C06_F,SOL_Samoan_C06_P,SOL_Samoan_C11_M,SOL_Samoan_C11_F,SOL_Samoan_C11_P,SOL_Serbian_C01_M,SOL_Serbian_C01_F,SOL_Serbian_C01_P,SOL_Serbian_C06_M,SOL_Serbian_C06_F,SOL_Serbian_C06_P,SOL_Serbian_C11_M,SOL_Serbian_C11_F,SOL_Serbian_C11_P,SOL_Sinhalese_C01_M,SOL_Sinhalese_C01_F,SOL_Sinhalese_C01_P,SOL_Sinhalese_C06_M,SOL_Sinhalese_C06_F,SOL_Sinhalese_C06_P,SOL_Sinhalese_C11_M,SOL_Sinhalese_C11_F,SOL_Sinhalese_C11_P,SOL_Spanish_C01_M,SOL_Spanish_C01_F,SOL_Spanish_C01_P,SOL_Spanish_C06_M,SOL_Spanish_C06_F,SOL_Spanish_C06_P,SOL_Spanish_C11_M,SOL_Spanish_C11_F,SOL_Spanish_C11_P,SOL_Ta_in_Fi_C01_M,SOL_Ta_in_Fi_C01_F,SOL_Ta_in_Fi_C01_P,SOL_Ta_in_Fi_C06_M,SOL_Ta_in_Fi_C06_F,SOL_Ta_in_Fi_C06_P,SOL_Ta_in_Fi_C11_M,SOL_Ta_in_Fi_C11_F,SOL_Ta_in_Fi_C11_P,SOL_Tamil_C01_M,SOL_Tamil_C01_F,SOL_Tamil_C01_P,SOL_Tamil_C06_M,SOL_Tamil_C06_F,SOL_Tamil_C06_P,SOL_Tamil_C11_M,SOL_Tamil_C11_F,SOL_Tamil_C11_P,SOL_Thai_C01_M,SOL_Thai_C01_F,SOL_Thai_C01_P,SOL_Thai_C06_M,SOL_Thai_C06_F,SOL_Thai_C06_P,SOL_Thai_C11_M,SOL_Thai_C11_F,SOL_Thai_C11_P,SOL_Turkish_C01_M,SOL_Turkish_C01_F,SOL_Turkish_C01_P,SOL_Turkish_C06_M,SOL_Turkish_C06_F,SOL_Turkish_C06_P,SOL_Turkish_C11_M,SOL_Turkish_C11_F,SOL_Turkish_C11_P,SOL_Viet_C01_M,SOL_Viet_C01_F,SOL_Viet_C01_P,SOL_Viet_C06_M,SOL_Viet_C06_F,SOL_Viet_C06_P,SOL_Viet_C11_M,SOL_Viet_C11_F,SOL_Viet_C11_P,SOL_Other_C01_M,SOL_Other_C01_F,SOL_Other_C01_P,SOL_Other_C06_M,SOL_Other_C06_F,SOL_Other_C06_P,SOL_Other_C11_M,SOL_Other_C11_F,SOL_Other_C11_P,SOL_Tot_C01_M,SOL_Tot_C01_F,SOL_Tot_C01_P,SOL_Tot_C06_M,SOL_Tot_C06_F,SOL_Tot_C06_P,SOL_Tot_C11_M,SOL_Tot_C11_F,SOL_Tot_C11_P,Lang_spoke_home_NS_C01_M,Lang_spoke_home_NS_C01_F,Lang_spoke_home_NS_C01_P,Lang_spoke_home_NS_C06_M,Lang_spoke_home_NS_C06_F,Lang_spoke_home_NS_C06_P,Lang_spoke_home_NS_C11_M,Lang_spoke_home_NS_C11_F,Lang_spoke_home_NS_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
101,301,129,137,266,125,148,273,31,32,63,42,37,79,59,47,106,6,3,9,22,18,40,103,80,183,60,54,114,66,68,134,63,79,142,37,39,76,27,28,55,49,52,101,213,193,406,228,196,424,226,195,421,20,18,38,26,25,51,39,36,75,133,137,270,190,171,361,216,207,423,69,172,241,78,207,285,144,297,441,21,13,34,27,17,44,31,26,57,27,32,59,38,68,106,59,105,164,15,13,28,33,28,61,37,30,67,96,89,185,99,97,196,109,123,232,753,805,1558,806,802,1608,1096,1086,2182,5124,4900,10024,5348,5189,10537,5955,6031,11986,5895,5134,11029,6699,5058,11757,7054,5370,12424,577,606,1183,546,545,1091,565,570,1135,100839,99163,200002,106496,104696,211192,110283,108953,219236
102,222,97,129,226,106,154,260,44,45,89,55,67,122,81,105,186,17,10,27,18,13,31,58,38,96,76,91,167,93,109,202,135,182,317,25,14,39,27,22,49,39,37,76,88,79,167,98,90,188,97,111,208,0,10,10,28,26,54,28,28,56,313,328,641,421,475,896,531,587,1118,155,388,543,146,409,555,205,568,773,8,10,18,19,20,39,43,48,91,50,83,133,56,104,160,98,222,320,24,33,57,36,41,77,48,56,104,52,44,96,55,53,108,101,97,198,969,1028,1997,1208,1248,2456,1438,1548,2986,4887,5268,10155,5379,6096,11475,6642,7864,14506,6157,6606,12763,7520,7988,15508,6683,6740,13423,379,548,927,383,578,961,357,465,822,138063,147443,285506,141418,152293,293711,148628,160003,308631
103,137,32,60,92,23,62,85,10,5,15,20,6,26,14,21,35,4,7,11,7,7,14,24,25,49,62,50,112,66,81,147,61,76,137,9,11,20,4,5,9,14,10,24,22,19,41,47,22,69,40,35,75,25,24,49,19,15,34,34,19,53,76,84,160,83,94,177,98,115,213,41,123,164,62,148,210,106,213,319,28,27,55,20,20,40,42,27,69,11,23,34,14,35,49,41,78,119,6,12,18,18,17,35,28,29,57,31,21,52,30,29,59,61,60,121,520,435,955,548,501,1049,824,751,1575,2240,2179,4419,2374,2295,4669,2990,3028,6018,4850,3879,8729,4842,3263,8105,6016,4164,10180,212,291,503,216,238,454,304,331,635,94782,94310,189092,94322,94510,188832,98859,97920,196779
104,42,17,34,51,27,35,62,3,3,6,13,9,22,9,11,20,344,338,682,332,311,643,483,451,934,6,9,15,12,9,21,8,21,29,3,3,6,3,4,7,6,10,16,3,3,6,3,15,18,7,18,25,5,7,12,3,0,3,6,6,12,67,77,144,72,90,162,91,109,200,16,79,95,15,116,131,32,161,193,8,4,12,6,6,12,13,10,23,16,26,42,23,34,57,24,48,72,6,4,10,16,9,25,8,8,16,20,29,49,17,22,39,21,39,60,283,280,563,394,395,789,662,671,1333,1611,1737,3348,1810,2054,3864,2501,2829,5330,2456,2281,4737,2643,2206,4849,2767,2384,5151,305,360,665,278,338,616,311,378,689,60518,62099,122617,62569,65060,127629,64877,67892,132769
105,44,23,22,45,13,20,33,5,3,8,3,7,10,8,12,20,3,4,7,4,4,8,14,4,18,15,13,28,3,5,8,12,18,30,3,0,3,4,5,9,6,5,11,52,27,79,38,20,58,45,24,69,8,5,13,14,9,23,34,38,72,19,15,34,30,37,67,46,54,100,16,78,94,27,89,116,67,124,191,20,22,42,22,25,47,38,37,75,6,8,14,10,10,20,10,36,46,10,9,19,10,4,14,7,4,11,12,5,17,11,14,25,21,31,52,309,240,549,353,286,639,423,372,795,1293,1114,2407,1242,1167,2409,1507,1503,3010,3339,3058,6397,3476,2962,6438,3969,2952,6921,176,185,361,144,164,308,207,179,386,60936,60155,121091,57968,57903,115871,58106,57889,115995
106,282,100,127,227,83,135,218,29,28,57,39,27,66,52,50,102,4,6,10,15,15,30,61,39,100,7,21,28,12,18,30,26,43,69,34,33,67,39,34,73,33,34,67,17,24,41,32,18,50,27,28,55,0,0,0,4,5,9,29,11,40,74,75,149,85,88,173,130,141,271,50,186,236,65,240,305,118,340,458,7,7,14,8,7,15,25,12,37,13,35,48,41,68,109,51,131,182,10,8,18,15,14,29,17,10,27,24,33,57,65,39,104,57,49,106,413,412,825,554,562,1116,889,834,1723,1976,2178,4154,2458,2600,5058,3077,3349,6426,5308,4434,9742,5149,4446,9595,6097,4840,10937,306,319,625,323,332,655,311,371,682,105138,105403,210541,111976,113191,225167,121180,121880,243060
107,740,264,352,616,223,315,538,754,729,1483,667,678,1345,615,642,1257,7,6,13,12,10,22,27,23,50,77,82,159,51,83,134,63,80,143,6,12,18,19,18,37,36,37,73,890,878,1768,881,881,1762,895,915,1810,49,42,91,55,57,112,86,93,179,1266,1316,2582,1155,1290,2445,1178,1328,2506,184,442,626,184,457,641,225,547,772,47,41,88,48,33,81,76,52,128,124,160,284,102,187,289,172,333,505,673,645,1318,641,593,1234,662,628,1290,474,425,899,420,426,846,472,488,960,1871,1749,3620,1604,1714,3318,2095,2131,4226,19209,19262,38471,17906,18742,36648,19303,20262,39565,5380,5438,10818,5814,5389,11203,5011,4652,9663,644,771,1415,620,726,1346,741,766,1507,127686,129824,257510,129003,132865,261868,135152,139272,274424
108,61,27,27,54,40,49,89,14,10,24,17,9,26,15,24,39,10,8,18,8,4,12,19,12,31,10,14,24,11,9,20,15,25,40,6,9,15,4,4,8,3,9,12,10,9,19,8,10,18,20,17,37,0,0,0,12,10,22,12,16,28,47,45,92,54,68,122,84,113,197,23,124,147,31,135,166,47,195,242,4,3,7,3,9,12,7,9,16,17,36,53,25,54,79,36,93,129,12,10,22,17,13,30,15,13,28,17,11,28,27,26,53,35,48,83,339,344,683,389,417,806,501,482,983,1544,1622,3166,1712,1891,3603,2091,2462,4553,3276,3458,6734,4171,3872,8043,4645,4174,8819,282,374,656,289,380,669,257,304,561,90296,94607,184903,94556,99095,193651,97905,103317,201222
109,99,41,33,74,22,31,53,3,0,3,0,4,4,3,10,13,10,3,13,7,6,13,69,48,117,10,11,21,9,12,21,20,20,40,3,3,6,13,10,23,4,0,4,26,23,49,22,20,42,24,15,39,11,8,19,6,7,13,18,16,34,34,34,68,42,28,70,43,43,86,26,84,110,39,113,152,82,161,243,17,13,30,19,17,36,28,24,52,5,10,15,7,24,31,9,57,66,4,3,7,3,3,6,7,4,11,18,13,31,20,16,36,28,18,46,360,364,724,378,417,795,691,641,1332,1532,1537,3069,1490,1642,3132,2042,2083,4125,2469,2428,4897,2467,2066,4533,2606,2234,4840,135,134,269,166,176,342,168,161,329,54018,53889,107907,55030,55244,110274,54806,55682,110488
110,45,16,17,33,17,18,35,9,7,16,8,9,17,43,28,71,7,14,21,9,21,30,24,16,40,13,24,37,25,26,51,16,36,52,3,7,10,5,12,17,21,19,40,29,17,46,18,27,45,14,15,29,12,11,23,11,9,20,19,21,40,35,38,73,38,53,91,56,61,117,22,86,108,29,104,133,107,174,281,13,16,29,27,15,42,29,28,57,14,24,38,19,36,55,40,50,90,5,8,13,12,12,24,11,6,17,23,30,53,30,23,53,66,55,121,430,377,807,406,398,804,620,564,1184,1605,1658,3263,1681,1747,3428,2282,2249,4531,3609,3413,7022,3822,3560,7382,4473,3988,8461,340,392,732,253,300,553,384,348,732,86167,87315,173482,85589,87651,173240,87317,89085,176402
