region_id,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F,C11_45_49_Mar_DFM_M,C11_45_49_Mar_DFM_F,C11_45_49_N_mar_M,C11_45_49_N_mar_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Mar_RegM_M,C11_50_54_Mar_RegM_F,C11_50_54_Mar_DFM_M,C11_50_54_Mar_DFM_F,C11_50_54_N_mar_M,C11_50_54_N_mar_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Mar_RegM_M,C11_55_59_Mar_RegM_F,C11_55_59_Mar_DFM_M,C11_55_59_Mar_DFM_F,C11_55_59_N_mar_M,C11_55_59_N_mar_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Mar_RegM_M,C11_60_64_Mar_RegM_F,C11_60_64_Mar_DFM_M,C11_60_64_Mar_DFM_F,C11_60_64_N_mar_M,C11_60_64_N_mar_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Mar_RegM_M,C11_65_69_Mar_RegM_F,C11_65_69_Mar_DFM_M,C11_65_69_Mar_DFM_F,C11_65_69_N_mar_M,C11_65_69_N_mar_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Mar_RegM_M,C11_70_74_Mar_RegM_F,C11_70_74_Mar_DFM_M,C11_70_74_Mar_DFM_F,C11_70_74_N_mar_M,C11_70_74_N_mar_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Mar_RegM_M,C11_75_79_Mar_RegM_F,C11_75_79_Mar_DFM_M,C11_75_79_Mar_DFM_F
101,736,716,1773,1747,6899,7090,13989,4271,4394,610,576,1581,1540,6462,6510,12972,4496,4406,514,401,1453,1455,6463,6262,12725,3873,3613,273,201,1116,1361,5262,5175,10437,3172,2686,152,98,937,1341,4261,4125,8386,2410,1867,68,41,827,1399,3305,3307,6612,1839,1281,51,26,695,1556,2585,2863,5448,1015,662,15,14,526,1391,1556,2067,3623,458,196,17,5,380,1114,855,1315,2170,36938,37404,6638,6774,24492,26711,68068,70889,138957,3,10,69,202,6091,5479,6163,5691,11854,133,354,690,1070,3261,2593,4084,4017,8101,979,1520,1086,1154,1995,1714,4060,4388,8448,2006,2719,888,907,1339,1315,4233,4941,9174,3257,3707,947,859,1372,1451,5576,6017,11593,3696,4317,901,979,1639,1721,6236,7017,13253,4149,4341,824,814,1798,1861,6771,7016,13787,4293,4522,777,739,1933,1941,7003,7202,14205,4251,4421,590,553,1681,1797,6522,6771,13293,4600,4335,502,372,1613,1723,6715,6430,13145,3729,3358,258,170,1190,1537,5177,5065,10242,2897,2276,144,79,915,1495,3956,3850,7806,1930,1368,46,37
102,829,860,2445,3082,9353,10358,19711,5782,5743,674,632,2180,2718,8636,9093,17729,5430,5312,490,462,1866,2688,7786,8462,16248,4706,4573,344,259,1605,2454,6655,7286,13941,4199,3915,228,141,1271,2429,5698,6485,12183,3741,3239,120,73,1222,2687,5083,5999,11082,3345,2713,72,39,1303,3153,4720,5905,10625,2209,1483,35,29,1044,3067,3288,4579,7867,1031,509,15,12,880,2614,1926,3135,5061,53571,54304,8882,9111,38570,48827,101023,112242,213265,7,11,88,188,9946,9182,10041,9381,19422,276,587,935,1467,6516,5504,7727,7558,15285,1774,2645,1687,1822,3468,3069,6929,7536,14465,3506,4357,1369,1367,2240,2268,7115,7992,15107,5021,5566,1308,1229,2216,2772,8545,9567,18112,5507,6146,1195,1180,2353,3019,9055,10345,19400,5760,6092,1060,1019,2625,3299,9445,10410,19855,5863,6156,829,865,2703,3448,9395,10469,19864,5621,5580,649,621,2302,3100,8572,9301,17873,5573,5454,455,413,2122,3168,8150,9035,17185,4781,4481,329,237,1781,3045,6891,7763,14654,4075,3543,196,104,1381,2808,5652,6455,12107,3156,2475,90,58
103,559,493,1546,1506,6201,6253,12454,3909,4031,383,353,1471,1393,5763,5777,11540,4111,3991,333,284,1389,1423,5833,5698,11531,3393,3103,208,134,1132,1400,4733,4637,9370,2801,2367,110,72,951,1382,3862,3821,7683,2162,1817,55,29,835,1402,3052,3248,6300,1687,1203,29,17,666,1592,2382,2812,5194,935,561,9,7,456,1477,1400,2045,3445,373,187,8,3,356,1192,737,1382,2119,34438,34982,5879,6036,24151,26694,64468,67712,132180,5,14,91,275,5725,5308,5821,5597,11418,210,405,917,1265,3586,2885,4713,4555,9268,1197,1772,1225,1226,1950,1740,4372,4738,9110,2205,2757,878,831,1284,1277,4367,4865,9232,3003,3471,730,723,1331,1441,5064,5635,10699,3374,3759,713,735,1452,1596,5539,6090,11629,3579,3954,626,623,1711,1623,5916,6200,12116,3875,4003,554,485,1682,1635,6111,6123,12234,3769,3805,399,338,1574,1484,5742,5627,11369,3859,3642,322,246,1481,1623,5662,5511,11173,3143,2731,160,138,1244,1533,4547,4402,8949,2459,2030,110,45,944,1543,3513,3618,7131,1806,1389,29,28
104,489,504,1223,1444,4270,4840,9110,2720,2793,400,395,1176,1235,4296,4423,8719,2708,2656,334,233,1020,1138,4062,4027,8089,2436,2312,157,123,793,946,3386,3381,6767,2056,1907,106,77,636,929,2798,2913,5711,1785,1435,75,50,566,990,2426,2475,4901,1415,968,41,24,488,1075,1944,2067,4011,791,515,21,5,393,1056,1205,1576,2781,399,164,13,9,277,884,689,1057,1746,22635,22971,4084,4279,16354,19222,43073,46472,89545,5,11,49,125,4020,3732,4074,3868,7942,115,241,381,576,2008,1771,2504,2588,5092,566,895,561,574,1183,1139,2310,2608,4918,1060,1396,494,534,851,932,2405,2862,5267,1689,1953,541,574,896,1036,3126,3563,6689,1962,2318,521,552,947,1267,3430,4137,7567,2239,2479,491,556,1132,1431,3862,4466,8328,2479,2831,486,530,1364,1520,4329,4881,9210,2785,2785,453,398,1265,1332,4503,4515,9018,2820,2688,370,258,1120,1275,4310,4221,8531,2419,2232,182,134,790,1104,3391,3470,6861,1888,1585,111,72,629,1097,2628,2754,5382,1466,1113,53,39
105,391,402,1057,1023,3718,3847,7565,2167,2240,285,254,1019,895,3471,3389,6860,2164,2116,214,175,977,872,3355,3163,6518,1837,1693,139,94,799,785,2775,2572,5347,1537,1394,82,38,675,802,2294,2234,4528,1208,1015,41,27,571,917,1820,1959,3779,1043,675,26,7,484,945,1553,1627,3180,496,277,9,6,263,794,768,1077,1845,180,89,5,3,190,625,375,717,1092,18708,19147,3949,4118,15045,16290,37702,39555,77257,8,12,81,179,3213,2880,3302,3071,6373,104,232,562,792,1801,1687,2467,2711,5178,607,911,733,748,1188,1234,2528,2893,5421,1076,1404,508,519,792,965,2376,2888,5264,1496,1713,501,471,819,961,2816,3145,5961,1681,1867,442,482,925,1038,3048,3387,6435,1848,2059,394,421,1114,1034,3356,3514,6870,2133,2233,371,341,1104,1108,3608,3682,7290,1990,2081,253,222,1020,954,3263,3257,6520,2009,1909,211,149,1003,913,3223,2971,6194,1638,1459,113,82,796,904,2547,2445,4992,1320,1128,62,30,630,900,2012,2058,4070,920,694,27,15
106,641,604,1713,1869,7410,7779,15189,4904,4962,498,469,1522,1600,6924,7031,13955,4871,4713,366,334,1313,1658,6550,6705,13255,4087,3794,279,172,1127,1376,5493,5342,10835,3168,2716,140,97,887,1348,4195,4161,8356,2488,2086,74,46,686,1437,3248,3569,6817,1908,1351,41,34,676,1692,2625,3077,5702,1086,664,29,11,504,1547,1619,2222,3841,450,236,14,8,337,1184,801,1428,2229,42296,43118,7285,7484,27928,30889,77509,81491,159000,9,14,80,256,7648,7137,7737,7407,15144,285,623,1155,1676,4796,3791,6236,6090,12326,1763,2527,1652,1712,2675,2232,6090,6471,12561,3245,3864,1198,1145,1900,1666,6343,6675,13018,4118,4780,1111,1048,1772,1877,7001,7705,14706,4528,4995,1004,960,1797,2030,7329,7985,15314,4730,5009,841,779,1925,2055,7496,7843,15339,4914,5122,639,635,1936,2025,7489,7782,15271,4753,4797,469,431,1636,1888,6858,7116,13974,4819,4578,358,295,1489,1910,6666,6783,13449,3961,3494,225,144,1190,1643,5376,5281,10657,2901,2393,104,71,900,1564,3905,4028,7933,2062,1544,61,38
107,641,641,2207,2477,8731,9175,17906,5453,5677,472,449,1812,2104,7737,8230,15967,5405,4949,353,285,1539,1884,7297,7118,14415,4315,4121,200,153,1108,1773,5623,6047,11670,3758,3489,124,85,986,1775,4868,5349,10217,3275,2665,59,34,909,1984,4243,4683,8926,2625,1904,36,30,822,2276,3483,4210,7693,1516,959,13,11,664,2070,2193,3040,5233,584,275,11,9,500,1564,1095,1848,2943,49979,50637,6794,7010,36678,41292,93451,98939,192390,3,18,54,151,8988,8329,9045,8498,17543,213,621,815,1249,7724,6430,8752,8300,17052,1864,2831,1553,1637,4224,3190,7641,7658,15299,3775,4477,1160,1089,2380,2072,7315,7638,14953,5166,5682,955,964,2178,2292,8299,8938,17237,5161,5696,899,848,2228,2442,8288,8986,17274,5651,5937,777,816,2494,2560,8922,9313,18235,5673,5798,666,635,2271,2691,8610,9124,17734,5150,5342,446,373,1886,2315,7482,8030,15512,5203,4763,317,256,1541,2127,7061,7146,14207,4135,3826,187,148,1218,2002,5540,5976,11516,3450,3058,100,80,1006,2038,4556,5176,9732,2730,2063,58,33
108,659,682,1753,2035,6194,6994,13188,3836,3938,588,588,1681,1749,6105,6275,12380,4319,4433,467,392,1453,1597,6239,6422,12661,4192,4109,356,284,1294,1667,5842,6060,11902,3873,3578,223,163,1127,1534,5223,5275,10498,3383,2803,123,73,983,1782,4489,4658,9147,2776,2129,84,41,985,2014,3845,4184,8029,1767,1087,30,14,715,1976,2512,3077,5589,710,354,19,15,565,1607,1294,1976,3270,37188,37545,5978,6093,24229,29006,67395,72644,140039,0,10,73,181,5672,5149,5745,5340,11085,127,308,538,821,2606,2203,3271,3332,6603,758,1151,750,828,1449,1482,2957,3461,6418,1529,1953,661,674,1120,1279,3310,3906,7216,2334,2829,718,710,1265,1550,4317,5089,9406,2761,3273,744,752,1474,1831,4979,5856,10835,3209,3660,708,748,1818,2137,5735,6545,12280,3711,4213,670,728,1998,2242,6379,7183,13562,3922,4171,630,569,1927,2007,6479,6747,13226,4751,4739,514,425,1642,2009,6907,7173,14080,4430,4196,350,253,1484,2048,6264,6497,12761,3712,3187,214,152,1166,1917,5092,5256,10348,2799,2165,103,54
109,301,312,912,933,3661,3906,7567,2404,2408,266,224,893,862,3563,3494,7057,2437,2274,209,149,761,777,3407,3200,6607,1952,1824,121,98,614,679,2687,2601,5288,1608,1445,74,58,552,709,2234,2212,4446,1270,1046,45,25,436,776,1751,1847,3598,1096,773,18,16,423,898,1537,1687,3224,614,375,8,3,325,831,947,1209,2156,240,134,5,4,202,692,447,830,1277,20297,20519,3396,3456,14212,15407,37905,39382,77287,0,8,63,115,3440,3083,3503,3206,6709,90,220,430,632,1937,1686,2457,2538,4995,633,984,606,614,1165,1027,2404,2625,5029,1211,1495,467,421,769,755,2447,2671,5118,1730,1868,379,410,717,797,2826,3075,5901,1839,2098,393,375,830,928,3062,3401,6463,1994,2184,350,370,863,985,3207,3539,6746,2286,2429,299,331,989,977,3574,3737,7311,2205,2282,268,225,895,891,3368,3398,6766,2357,2225,193,142,798,826,3348,3193,6541,1846,1687,110,70,644,803,2600,2560,5160,1504,1329,68,45,568,863,2140,2237,4377,1092,846,30,22
110,499,499,1506,1523,5586,5886,11472,3592,3597,393,315,1357,1328,5342,5240,10582,3682,3546,306,268,1246,1281,5234,5095,10329,3150,2953,172,123,1051,1175,4373,4251,8624,2574,2350,105,57,886,1242,3565,3649,7214,2030,1572,65,28,723,1268,2818,2868,5686,1516,1075,19,17,579,1495,2114,2587,4701,837,500,13,7,410,1301,1260,1808,3068,397,164,5,6,307,1118,709,1288,1997,30844,31358,5210,5390,21847,24568,57901,61316,119217,3,7,114,278,4994,4663,5111,4948,10059,199,445,801,1136,2982,2529,3982,4110,8092,1027,1448,1038,1076,1776,1680,3841,4204,8045,1809,2277,781,730,1216,1376,3806,4383,8189,2541,2981,676,634,1186,1366,4403,4981,9384,2916,3200,608,643,1307,1465,4831,5308,10139,3154,3453,579,574,1457,1510,5190,5537,10727,3391,3755,491,480,1594,1642,5476,5877,11353,3433,3358,382,309,1435,1415,5250,5082,10332,3492,3358,280,223,1271,1422,5043,5003,10046,2946,2632,160,104,1020,1355,4126,4091,8217,2285,1989,92,56,875,1379,3252,3424,6676,1671,1123,47,30
