region_id,C06_M_Health_15_19,C06_M_Health_20_24,C06_M_Health_25_34,C06_M_Health_35_44,C06_M_Health_45_54,C06_M_Health_55_64,C06_M_Health_65_74,C06_M_Health_75_84,C06_M_Health_85o,C06_M_Healt_To,C06_M_Educ_15_19,C06_M_Educ_20_24,C06_M_Educ_25_34,C06_M_Educ_35_44,C06_M_Educ_45_54,C06_M_Educ_55_64,C06_M_Educ_65_74,C06_M_Educ_75_84,C06_M_Educ_85o,C06_M_Educ_Tot,C06_M_MngtCom_15_19,C06_M_MngtCom_20_24,C06_M_MngtCom_25_34,C06_M_MngtCom_35_44,C06_M_MngtCom_45_54,C06_M_MngtCom_55_64,C06_M_MngtCom_65_74,C06_M_MngtCom_75_84,C06_M_MngtCom_85o,C06_M_MngtCom_Tot,C06_M_Soc_cult_15_19,C06_M_Soc_cult_20_24,C06_M_Soc_cult_25_34,C06_M_Soc_cult_35_44,C06_M_Soc_cult_45_54,C06_M_Soc_cult_55_64,C06_M_Soc_cult_65_74,C06_M_Soc_cult_75_84,C06_M_Soc_cult_85o,C06_M_Society_cultur_Tot,C06_M_Creative_art_15_19,C06_M_Creative_art_20_24,C06_M_Creative_art_25_34,C06_M_Creative_art_35_44,C06_M_Creative_art_45_54,C06_M_Creative_art_55_64,C06_M_Creative_art_65_74,C06_M_Creative_art_75_84,C06_M_Creat_art_85andOve,C06_M_Creative_arts_Tot,C06_M_FoodHos_PS_15_19,C06_M_FoodHos_PS_20_24,C06_M_FoodHos_PS_25_34,C06_M_FoodHos_PS_35_44,C06_M_FoodHos_PS_45_54,C06_M_FoodHos_PS_55_64,C06_M_FoodHos_PS_65_74,C06_M_FoodHos_PS_75_84,C06_M_FoodHos_PS_85o,C06_M_Foo_hos_pers_S_Tot,C06_M_MixFld_pr_15_19,C06_M_MixFld_pr_20_24,C06_M_MixFld_pr_25_34,C06_M_MixFld_pr_35_44,C06_M_MixFld_pr_45_54,C06_M_MixFld_pr_55_64,C06_M_MixFld_pr_65_74,C06_M_MixFld_pr_75_84,C06_M_MixFld_pr_85_ov,C06_M_MixFld_pr_Tot,C06_M_FldStu_ID_15_19,C06_M_FldStu_ID_20_24,C06_M_FldStu_ID_25_34,C06_M_FldStu_ID_35_44,C06_M_FldStu_ID_45_54,C06_M_FldStu_ID_55_64,C06_M_FldStu_ID_65_74,C06_M_FldStu_ID_75_84,C06_M_FldStu_ID_85o,C06_M_FldStu_ID_Tot,C06_M_FldStu_NS_15_19,C06_M_FldStu_NS_20_24,C06_M_FldStu_NS_25_34,C06_M_FldStu_NS_35_44,C06_M_FldStu_NS_45_54,C06_M_FldStu_NS_55_64,C06_M_FldStu_NS_65_74,C06_M_FldStu_NS_75_84,C06_M_FldStu_NS_85o,C06_M_FldStu_NS_T,C06_M_Tot_15_19,C06_M_Tot_20_24,C06_M_Tot_25_34,C06_M_Tot_35_44,C06_M_Tot_45_54,C06_M_Tot_55_64,C06_M_Tot_65_74,C06_M_Tot_75_84,C06_M_Tot_85o,C06_M_T_T,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85_ov,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85_ov,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85_ov,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85o,C11_M_Arch_building_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85o,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85o,C11_M_Healt_To,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85o,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85o,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85o,C11_M_Society_cultur_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Create_art_85andOv,C11_M_Creative_arts_Tot
101,10,33,178,307,435,316,183,94,18,1574,5,27,185,288,653,496,207,64,12,1937,37,276,679,984,954,808,350,166,36,4290,33,166,504,730,683,623,258,128,17,3142,11,75,178,147,162,147,64,37,7,828,45,220,489,403,359,259,107,41,11,1934,8,3,5,7,8,10,0,7,4,52,8,28,78,109,142,98,61,45,8,577,1028,670,1331,1469,1513,1328,1079,920,267,9605,1394,2801,7284,9680,10271,8418,4952,2686,571,48057,3,32,134,287,273,337,231,84,18,1399,45,129,389,359,318,168,44,11,0,1463,108,700,1718,2527,3007,2825,1944,863,226,13918,61,402,926,1221,1492,1237,724,347,75,6485,35,122,377,642,673,546,304,139,26,2864,7,39,194,301,415,408,226,118,27,1735,8,24,190,321,465,660,295,91,17,2071,40,224,713,1136,1114,1046,561,202,56,5092,26,158,549,874,811,819,448,136,46,3867,13,73,195,177,178,190,97,36,8,967
102,24,76,373,476,602,303,186,120,26,2186,3,42,263,360,771,519,278,151,24,2411,60,457,1026,1391,1504,1076,576,392,92,6574,37,151,555,629,628,427,263,158,38,2886,27,118,262,208,212,176,106,59,10,1178,50,229,560,524,455,318,205,91,22,2454,4,3,7,7,10,5,7,7,0,50,4,32,73,124,141,114,52,59,21,620,1264,709,1320,1748,1760,1515,1703,2022,743,12784,1821,3508,9513,12356,12796,9393,6855,5382,1436,63060,0,65,143,221,192,200,143,77,23,1064,46,211,560,491,338,147,24,8,4,1829,109,852,2347,3531,4432,3863,2885,1690,514,20223,89,568,1673,2014,1938,1500,1009,576,167,9534,41,154,399,468,375,213,141,70,18,1879,24,117,424,541,665,465,225,145,33,2639,5,51,340,422,547,808,372,181,54,2780,98,390,1262,1638,1634,1447,894,392,130,7885,49,265,642,797,723,655,373,176,56,3736,42,168,298,304,234,221,123,51,18,1459
103,15,43,148,250,302,211,112,70,5,1156,4,27,168,260,485,340,125,40,8,1457,51,197,473,574,631,541,218,78,16,2779,16,76,252,351,327,299,119,63,16,1519,16,51,99,71,107,87,32,13,8,484,43,176,317,308,235,149,87,29,9,1353,3,7,5,4,4,5,3,3,0,34,11,27,68,78,89,67,29,8,10,387,812,656,1222,1260,1156,1113,1038,882,236,8375,1269,2584,6336,7438,7616,6042,3505,1945,436,37171,3,24,97,145,154,149,82,22,6,682,28,102,220,144,100,63,26,3,0,686,134,945,2290,2720,2858,2282,1337,603,130,13299,62,390,825,807,859,722,409,206,42,4322,35,149,470,608,739,592,416,138,32,3179,17,75,225,298,327,297,138,72,15,1464,5,43,200,285,330,468,204,73,13,1621,34,201,591,730,733,668,324,111,40,3432,20,89,280,397,367,361,182,87,19,1802,14,76,106,95,89,111,69,15,0,575
104,6,27,138,223,264,152,82,62,13,967,5,23,102,167,453,334,197,63,16,1360,31,151,309,428,513,446,254,109,30,2271,14,43,157,288,350,305,117,52,6,1332,5,29,99,102,121,80,26,12,3,477,30,122,264,262,228,177,84,32,3,1202,5,3,0,0,3,9,0,0,3,23,3,16,32,56,72,61,33,14,3,290,551,284,501,687,722,631,721,696,261,5054,747,1226,3162,4813,5902,4745,3307,1944,504,26350,0,12,46,79,93,133,98,33,7,501,24,75,124,106,82,64,21,6,0,502,94,290,762,1224,1670,1931,1457,744,167,8339,51,167,467,678,966,869,522,248,65,4033,14,86,216,303,320,234,111,61,10,1355,5,31,158,273,278,250,126,68,19,1208,0,18,100,184,305,536,295,110,16,1564,37,111,369,476,557,623,349,129,37,2688,12,55,211,334,350,414,181,86,21,1664,11,45,98,100,115,114,57,21,5,566
105,4,27,106,142,168,88,51,31,3,620,4,41,159,166,236,134,61,21,0,822,21,92,254,336,333,253,99,31,3,1422,8,37,195,209,170,137,60,17,6,839,0,17,21,32,39,25,10,9,0,153,13,80,181,135,142,95,57,32,3,738,0,3,0,4,9,5,0,4,0,25,11,6,28,41,44,32,18,6,0,186,580,433,693,822,872,833,753,607,129,5722,778,1419,3471,4140,4336,3319,2077,1170,209,20919,0,4,48,77,69,81,32,11,4,326,8,37,88,55,49,20,3,3,0,263,81,432,1028,1201,1383,1209,747,305,65,6451,39,199,391,369,459,424,268,93,13,2255,47,136,341,436,449,281,187,78,12,1967,11,27,136,153,174,142,60,33,9,745,0,31,167,166,187,211,81,23,7,873,18,92,323,383,406,329,167,47,6,1771,8,58,213,273,215,198,71,21,6,1063,8,18,36,29,43,42,18,13,3,210
106,12,53,153,300,388,250,123,62,11,1352,0,32,140,207,495,375,184,81,7,1521,39,266,641,783,777,649,305,147,27,3634,14,69,271,302,329,298,144,59,12,1498,8,55,87,64,93,98,38,18,3,464,57,204,486,399,270,233,128,51,8,1836,0,3,0,0,5,13,3,0,0,24,10,32,94,107,123,82,34,18,5,505,951,599,1235,1434,1295,1198,1099,992,312,9115,1419,3108,8236,10068,9651,7489,4375,2519,545,47410,0,40,134,161,185,199,96,41,6,862,24,111,269,146,121,84,30,4,0,789,195,1659,4121,4687,4881,3878,2299,912,223,22855,48,356,913,1081,1105,916,657,249,54,5379,23,125,407,431,370,276,144,56,15,1847,4,46,201,312,399,316,170,77,23,1548,7,40,144,265,319,514,237,99,14,1639,58,228,733,952,968,804,503,185,37,4468,22,108,350,444,354,370,216,94,11,1969,13,67,126,111,95,88,62,22,5,589
107,4,91,385,459,446,255,139,83,15,1877,3,76,330,416,822,507,194,86,23,2457,63,522,1130,1179,1206,729,296,138,33,5296,30,242,631,653,634,385,174,72,15,2836,27,154,250,218,185,87,34,15,3,973,47,242,476,380,270,206,122,50,16,1809,9,22,7,6,13,7,10,3,0,77,17,48,112,134,114,93,37,24,5,584,1090,868,1257,1489,1389,1288,1343,1356,359,10439,1545,4346,10873,12234,12003,8394,5284,3392,752,58823,3,125,328,300,301,331,183,64,9,1644,53,292,760,404,277,119,25,7,0,1937,125,1194,3358,4382,5246,4229,2523,1322,390,22769,98,583,1513,1667,1410,965,679,395,102,7412,18,102,352,345,274,141,79,34,12,1357,12,122,492,526,502,387,186,85,28,2340,0,84,367,451,620,783,300,138,26,2769,68,565,1375,1545,1368,1078,461,180,60,6700,38,337,779,862,673,568,266,115,21,3659,45,194,353,274,202,127,50,26,7,1278
108,11,41,176,305,450,250,146,93,23,1495,0,23,137,270,622,516,288,134,18,2008,44,169,351,517,629,707,413,277,49,3156,15,73,182,343,378,309,187,96,14,1597,8,39,75,80,126,104,64,37,3,536,39,173,374,343,314,274,153,66,15,1751,3,7,0,3,9,6,3,3,3,37,11,13,57,86,98,78,68,39,15,465,745,410,794,1017,1147,1047,1244,1365,439,8208,1066,1733,4487,6759,8268,7436,5808,3945,864,40366,0,5,45,93,89,168,150,59,19,628,26,103,162,126,118,115,31,8,0,689,91,456,1148,1790,2603,2881,2693,1434,395,13491,59,262,658,1022,1360,1309,931,473,101,6175,30,96,252,431,408,339,178,90,22,1846,10,54,210,378,470,393,195,116,31,1857,9,24,140,297,432,763,401,177,41,2284,41,139,463,672,693,806,648,296,95,3853,15,69,234,432,465,477,264,129,19,2104,3,27,92,112,123,152,80,34,5,628
109,9,29,104,145,180,113,46,25,5,656,0,18,98,137,241,164,91,26,4,779,25,130,342,415,471,330,156,76,10,1955,4,38,164,165,188,130,61,27,4,781,4,45,62,41,47,35,17,9,3,263,23,115,221,186,153,105,68,29,7,907,0,3,3,0,0,3,0,3,0,12,3,6,40,48,44,30,15,12,5,203,531,256,480,601,680,642,671,686,142,4689,754,1445,3646,4212,4598,3331,2096,1367,260,21709,3,12,56,60,57,70,34,14,5,311,12,58,116,92,52,37,16,4,0,387,72,457,1077,1168,1483,1263,834,357,93,6804,49,243,434,475,550,424,278,161,30,2644,38,115,369,449,438,340,161,57,9,1976,3,35,158,159,187,147,77,26,10,802,0,27,112,157,197,224,130,45,5,897,25,135,448,522,501,444,206,82,12,2375,15,68,162,239,145,187,78,28,16,938,7,30,71,48,41,47,19,6,0,269
110,10,51,132,223,283,148,115,57,12,1031,18,34,185,254,438,315,148,51,7,1450,45,211,456,573,586,480,179,73,19,2622,7,95,274,393,401,326,121,57,9,1683,11,50,97,82,101,69,26,12,3,451,34,140,295,250,213,155,109,25,4,1225,6,13,3,4,0,6,4,0,0,36,5,18,59,110,89,58,20,13,3,375,703,406,865,1073,1007,996,988,863,229,7130,1115,2119,5123,6404,6592,5348,3277,1768,408,32154,3,34,91,133,142,188,109,36,15,751,26,74,161,107,95,53,8,5,0,529,106,649,1558,1682,2025,1778,1134,418,99,9449,62,294,602,646,800,654,425,183,29,3695,45,180,568,707,629,572,332,136,34,3203,7,34,163,236,298,235,118,50,21,1162,5,45,204,253,305,409,179,58,20,1478,41,208,552,671,635,566,325,94,21,3113,19,107,316,454,392,434,191,68,16,1997,19,44,93,95,99,98,34,22,5,509
