region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
101,671,5709,4043,75518,2383,88324,5,27,9,490,13,544,607,74,32,290,41,1044,731,77,24,74,17,923,1599,381,238,503,58,2779,11309,5925,3993,49483,1962,72672,443,5,59,3,17,527,265,70,49,315,18,717,2278,678,423,3898,173,7450,728,205,55,379,49,1416,382,77,24,57,20,560,271,24,15,33,5,348,1856,1580,982,18992,531,23941,1982,579,178,1294,112,4145,66,3,3,11,0,83,221,56,17,99,17,410,1022,107,12,69,49,1259,480,107,45,142,25,799,295,70,39,36,21,461,590,207,125,68,24,1014,746,110,62,168,22,1108,253,46,19,73,8,399,1608,590,412,3028,104,5742,589,62,43,66,12,772,92,10,13,4,3,122,148,21,20,12,10,211,216,24,27,98,12,377,41,8,3,5,3,60,170,4,3,3,3,183,322,101,44,366,11,844,3966,779,448,1271,187,6651,766,365,230,5515,8418,15294,34718,18081,11689,162363,14328,241179,30425,12067
102,1308,10360,7251,104012,3833,126764,16,15,9,241,10,291,1111,132,96,460,51,1850,332,56,22,35,9,454,2072,494,253,672,95,3586,23072,10782,7145,70554,3191,114744,888,20,186,6,61,1161,501,134,76,481,30,1222,2028,792,456,4547,186,8009,852,262,74,539,65,1792,406,69,32,66,14,587,495,52,35,47,18,647,3937,2659,1576,23905,789,32866,1943,779,244,1933,141,5040,156,0,6,13,0,175,269,60,21,92,14,456,68,18,4,10,0,100,1129,289,97,405,64,1984,875,123,113,76,79,1266,1135,361,271,168,80,2015,644,106,59,176,26,1011,342,56,35,64,17,514,3043,1068,633,3963,183,8890,425,69,20,42,13,569,99,21,8,11,6,145,458,46,29,20,18,571,552,46,60,169,33,860,83,19,0,5,4,111,86,4,7,0,3,100,625,196,90,528,37,1476,5199,1131,573,1671,311,8885,1393,752,542,8203,8542,19432,55542,30971,20023,223114,17923,347573,48345,21014
103,431,4242,3139,83218,2783,93813,3,13,3,436,24,479,565,55,25,292,46,983,180,35,7,27,3,252,864,269,185,370,26,1714,6413,4371,2982,53727,1977,69470,316,15,73,10,14,428,122,43,23,337,11,536,1023,411,266,3810,134,5644,249,83,22,217,17,588,181,41,17,43,6,288,192,8,12,34,10,256,1069,1095,660,18415,544,21783,749,328,123,952,72,2224,77,0,3,8,0,88,178,62,12,98,14,364,27,6,4,4,7,48,174,65,53,121,11,424,265,57,29,49,37,437,386,138,110,101,17,752,405,85,28,124,13,655,186,26,9,50,6,277,995,469,324,2805,89,4682,206,33,3,44,12,298,103,11,3,7,0,124,116,22,11,16,3,168,137,21,8,74,14,254,5,5,3,3,0,16,35,4,3,3,0,45,203,91,44,370,8,716,1989,445,266,1024,124,3848,460,268,172,6484,6251,13635,18304,12817,8622,173273,12273,225289,16042,8685
104,385,3494,2570,49976,1819,58244,3,8,3,631,41,686,236,49,51,226,19,581,52,14,0,9,8,83,864,226,106,244,23,1463,6562,3700,2662,33299,1336,47559,209,3,70,4,13,299,146,43,33,240,16,478,923,295,207,2802,107,4334,118,81,11,166,16,392,111,21,13,22,4,171,634,62,60,48,25,829,981,924,623,11209,309,14046,534,238,57,772,38,1639,34,0,3,0,0,37,51,20,5,57,4,137,9,0,3,4,0,16,132,40,30,84,5,291,127,33,21,52,16,249,338,111,86,76,18,629,215,36,21,66,6,344,69,12,20,38,3,142,823,360,237,1943,52,3415,53,24,10,22,3,112,31,7,4,5,0,47,118,16,11,12,4,161,84,18,18,73,9,202,17,4,0,0,0,21,39,3,3,0,0,45,172,34,32,199,6,443,1565,375,285,772,107,3104,366,238,165,3901,3101,7771,16001,10489,7420,106952,7108,147970,13998,7134
105,218,2179,1556,56675,2207,62835,8,32,11,1679,55,1785,271,24,33,273,21,622,121,10,3,13,6,153,395,103,84,191,17,790,2770,2085,1427,32763,1361,40406,164,5,43,9,11,232,65,28,12,181,19,305,531,208,143,2605,71,3558,191,57,19,166,15,448,90,16,5,18,5,134,120,9,10,29,6,174,518,490,329,10099,332,11768,504,163,51,720,31,1469,10,0,0,3,3,16,70,23,5,70,6,174,12,3,3,0,0,18,158,63,20,115,11,367,129,36,20,40,9,234,193,64,50,54,6,367,162,36,16,50,6,270,44,8,9,20,0,81,374,258,137,1564,48,2381,178,27,3,21,4,233,41,3,4,3,0,51,69,10,10,14,3,106,50,10,8,39,3,110,21,5,5,3,3,37,15,3,0,0,0,18,67,29,18,157,9,280,963,190,114,639,81,1987,228,149,91,4732,4602,9802,8750,6326,4239,112945,8951,141211,7711,4367
106,599,5560,4040,90046,3259,103504,10,12,9,329,12,372,587,64,56,211,16,934,233,26,6,48,5,318,1000,328,218,501,30,2077,9009,5612,3868,58889,2391,79769,462,6,138,10,16,632,214,49,37,309,9,618,1353,580,386,4877,152,7348,290,113,23,279,19,724,176,29,11,42,9,267,178,27,10,35,0,250,1350,1174,782,16351,505,20162,655,320,111,1003,41,2130,33,3,0,7,0,43,89,29,11,71,0,200,44,8,4,6,0,62,238,51,33,99,7,428,307,79,58,61,25,530,517,181,110,87,19,914,782,107,57,271,25,1242,147,26,10,70,3,256,1462,708,413,3095,107,5785,220,52,8,43,14,337,42,6,4,6,0,58,122,20,12,17,0,171,155,31,7,98,9,300,21,3,3,0,0,27,41,3,5,3,7,59,303,119,60,498,15,995,2155,572,298,1093,147,4265,575,395,313,7455,7099,15837,23369,16293,11101,185910,13941,250614,20333,11179
107,1595,9418,6520,73865,2942,94340,10,38,6,333,13,400,2289,90,94,241,75,2789,1643,174,69,132,75,2093,2495,644,310,692,68,4209,21214,9051,6523,47015,2427,86230,1003,28,138,6,77,1252,398,73,53,326,29,879,3688,1019,634,3480,232,9053,2512,455,174,727,139,4007,738,114,33,107,18,1010,757,43,16,40,16,872,3124,2152,1449,16682,619,24026,7777,1574,557,2697,442,13047,204,6,10,22,7,249,1157,112,59,91,101,1520,7011,383,136,254,309,8093,1592,325,174,366,50,2507,504,96,79,58,44,781,583,188,160,106,30,1067,1444,196,95,240,53,2028,314,35,26,64,10,449,3542,1044,772,3071,209,8638,2548,172,65,122,118,3025,222,7,5,8,0,242,223,39,16,16,4,298,2063,187,112,229,88,2679,1211,60,23,13,83,1390,806,7,8,3,37,861,1004,243,158,468,37,1910,10026,1145,719,1295,576,13761,2446,776,527,5484,7201,16434,86143,29894,19720,158253,16129,310139,78156,20145
108,468,5055,3412,76952,2863,88750,3,31,18,1321,30,1403,290,57,45,299,22,713,101,25,7,22,3,158,1172,282,150,379,40,2023,10425,5522,3631,52237,2204,74019,304,7,80,9,25,425,219,58,33,298,18,626,1178,455,268,3654,145,5700,197,101,29,229,21,577,173,31,12,41,6,263,141,17,20,25,5,208,1366,1332,761,15659,452,19570,621,305,89,1045,60,2120,21,3,5,4,3,36,72,38,13,90,4,217,24,5,3,3,0,35,293,103,36,130,11,573,125,56,38,50,16,285,429,147,119,73,7,775,307,66,14,89,8,484,108,18,12,51,0,189,1285,543,329,2611,92,4860,119,29,8,43,9,208,20,5,3,8,0,36,121,13,13,15,5,167,123,31,15,89,8,266,26,3,0,3,8,40,23,0,3,0,7,33,265,75,39,330,13,722,1811,511,273,1045,120,3760,507,382,309,5988,4219,11405,22337,15306,9787,162792,10424,220646,19749,10544
109,268,2231,1576,44217,1468,49760,0,4,0,341,14,359,248,22,21,130,19,440,115,19,5,16,5,160,735,195,129,278,28,1365,3735,2435,1623,29878,1040,38711,202,3,45,5,13,268,64,18,7,181,7,277,850,341,202,4254,145,5792,215,72,13,147,18,465,129,22,3,19,3,176,137,18,5,20,5,185,599,627,346,10144,276,11992,933,335,80,1033,68,2449,11,0,0,7,0,18,42,14,8,57,5,126,6,0,0,0,0,6,69,26,6,52,5,158,142,38,21,23,8,232,218,75,56,26,14,389,279,49,17,110,14,469,59,16,6,30,4,115,536,256,164,1771,43,2770,159,27,5,37,4,232,49,8,3,0,3,63,65,7,8,14,6,100,66,13,3,86,9,177,9,3,0,0,3,15,15,7,0,3,4,29,126,34,20,157,4,341,1190,246,165,655,73,2329,339,215,148,4182,3399,8283,11610,7376,4685,97873,6707,128251,10313,5064
110,289,3349,2599,80094,2808,89139,4,27,8,1403,32,1474,513,65,44,406,22,1050,74,19,5,15,0,113,671,216,121,284,27,1319,4787,3522,2494,49693,1850,62346,213,3,52,11,10,289,138,28,12,220,17,415,766,324,201,4535,145,5971,169,62,17,168,9,425,122,20,9,19,0,170,148,17,12,44,11,232,813,895,590,15726,412,18436,399,191,48,721,45,1404,37,0,0,7,3,47,94,40,11,99,8,252,16,0,0,3,0,19,119,51,16,58,5,249,136,40,36,94,12,318,288,119,99,60,17,583,181,39,24,88,6,338,83,21,15,35,3,157,676,325,252,2651,74,3978,108,13,7,16,8,152,65,6,3,7,0,81,113,12,6,11,0,142,57,11,6,92,0,166,18,4,4,0,0,26,42,5,4,0,7,58,158,53,32,275,3,521,1715,341,264,830,111,3261,253,201,184,6600,4816,12054,13265,10019,7175,164265,10461,205185,11480,6795
