region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
101,1010,5,0,6,19,17,29,73,53,18,26,12,56,314,3,0,3,6,10,11,36,34,40,29,60,53,285,24,40,53,160,292,187,346,127,58,29,36,197,1549,3,0,3,5,10,9,12,5,0,6,7,1402,1462,78,109,146,479,967,1283,3798,3352,2924,2054,3730,3382,22302,9,11,24,124,258,286,651,382,137,165,88,306,2441,4,36,197,467,431,230,266,80,25,18,11,189,1954,3,3,15,51,32,29,44,30,11,4,5,45,272,9,14,112,138,35,20,11,5,4,3,3,39,393,46,85,576,688,584,292,339,102,59,37,13,354,3175,3,0,5,8,7,11,3,4,0,0,0,110,151,74,149,929,1476,1347,868,1314,603,236,227,120,1043,8386,399,720,1418,5781,5128,5108,8994,6661,5255,3487,5942,6670,55563
102,1636,4,4,9,11,44,56,139,90,42,60,31,93,583,3,3,3,0,9,20,53,50,74,40,74,64,393,36,44,93,249,527,281,634,320,141,54,72,365,2816,7,0,0,9,8,7,19,16,3,7,10,1889,1975,108,126,198,573,1363,1718,6430,6128,4904,3734,4652,5007,34941,20,15,51,155,425,492,1138,707,297,207,114,617,4238,8,43,277,800,809,524,583,190,59,46,19,417,3775,6,4,38,77,79,64,82,39,21,16,7,84,517,20,31,226,353,136,67,48,19,8,0,0,115,1023,85,148,942,1538,1278,695,852,241,110,53,35,697,6674,5,0,9,12,17,7,17,3,0,0,0,227,297,144,241,1543,2935,2744,1849,2720,1199,495,322,175,2157,16524,549,961,2153,9145,8206,7523,13958,10690,8168,5470,6792,9811,83426
103,781,5,3,0,22,31,41,79,49,13,31,13,40,327,0,0,4,3,3,13,37,44,32,26,47,42,251,15,43,65,201,308,176,351,112,35,26,30,206,1568,5,0,0,3,9,6,18,7,4,3,6,1349,1410,92,111,158,483,973,1229,3819,3493,2646,2086,2781,3239,21110,14,16,35,114,242,276,575,337,87,86,37,260,2079,3,26,212,406,336,235,219,69,22,14,11,158,1711,5,8,16,46,25,26,51,16,3,8,3,44,251,8,17,159,143,58,20,19,4,0,3,0,48,479,55,90,698,823,693,341,374,107,50,27,13,404,3675,3,0,10,4,17,3,4,3,3,5,0,129,181,88,157,1130,1536,1371,901,1242,536,165,143,64,1043,8376,449,674,1606,5770,4723,4630,8192,6197,4645,3240,4364,6329,50819
104,940,0,4,3,6,22,31,51,36,9,12,3,36,213,0,0,0,7,8,3,20,34,17,10,21,21,141,22,26,45,182,320,177,296,103,42,22,19,175,1429,0,0,0,5,10,0,8,6,3,0,0,849,881,59,68,109,425,955,1094,2845,2200,1443,810,899,1942,12849,10,7,18,83,195,195,401,165,50,50,14,152,1340,3,25,140,409,353,221,215,51,9,12,3,147,1588,0,3,18,30,29,14,24,14,6,0,0,33,171,8,14,144,176,68,31,29,4,5,0,3,47,529,49,62,520,765,555,289,281,73,21,13,9,319,2956,4,5,3,11,3,4,8,0,0,0,0,85,123,74,116,843,1474,1203,754,958,307,91,75,29,783,6707,261,538,1200,5187,4451,3998,6406,3928,2523,1323,1538,4115,35468
105,488,7,3,5,12,15,16,36,30,6,4,6,33,173,3,3,0,3,6,3,23,14,19,7,14,33,128,11,34,44,141,235,122,192,72,19,7,12,155,1044,0,0,3,3,4,3,7,11,3,4,4,897,939,66,84,113,325,644,737,2058,1694,1337,905,1144,2184,11291,6,11,17,82,201,197,361,208,58,50,14,186,1391,3,17,122,255,243,126,105,26,18,3,7,104,1029,0,5,16,25,17,14,21,19,3,0,3,30,153,10,20,126,112,45,24,11,5,0,0,0,54,407,36,68,526,594,479,211,248,61,17,16,6,306,2568,0,0,18,6,8,3,11,0,0,0,0,147,193,55,121,825,1074,993,575,757,319,96,69,30,827,5741,307,453,1114,3495,2945,2686,4565,3227,2409,1403,1858,4376,28838
106,1212,0,3,8,16,30,27,140,72,32,88,38,88,542,3,0,0,3,5,4,39,50,44,45,73,58,324,25,49,56,196,387,268,496,202,115,38,56,267,2155,0,3,3,3,4,8,24,15,6,10,6,1582,1664,79,109,118,427,970,1296,4633,4692,3769,3893,4687,3965,28638,4,7,30,117,322,335,723,468,189,204,93,307,2799,3,27,230,587,514,332,322,124,34,27,18,225,2443,3,0,22,50,37,37,49,22,13,16,9,50,308,11,24,199,190,93,47,38,12,4,0,3,47,668,62,105,831,1059,904,441,514,161,69,39,24,499,4708,5,0,11,14,11,8,14,8,0,0,0,168,239,88,163,1323,2017,1881,1200,1660,795,309,286,147,1296,11165,424,714,1747,6791,5904,5318,10020,8366,6410,5800,6952,7454,65900
107,1573,3,0,9,12,43,58,117,95,40,53,36,85,551,0,0,3,3,9,13,36,56,78,43,83,72,396,45,57,94,243,493,310,750,389,175,82,100,400,3138,3,0,0,3,7,17,36,22,15,8,3,1696,1810,115,133,181,531,1159,1512,5084,5533,4840,3991,5814,4482,33375,11,13,27,119,292,419,831,604,256,246,127,382,3327,6,46,208,626,578,386,468,163,58,43,24,269,2875,6,3,20,48,39,48,70,28,15,5,8,67,357,14,31,211,205,89,34,34,14,0,0,0,64,696,88,127,861,1155,1037,546,686,250,111,47,36,596,5540,0,0,8,7,13,0,9,5,0,5,0,176,223,125,220,1335,2160,2048,1433,2098,1064,440,346,195,1554,13018,576,895,1872,7871,6471,5938,10768,9335,7782,5870,8140,8284,73802
108,1251,5,4,3,18,48,44,95,49,15,20,4,46,351,3,0,0,3,7,14,37,25,31,8,24,40,192,29,48,82,252,528,337,528,153,56,22,16,262,2313,0,0,3,6,13,8,21,13,3,5,3,1232,1307,73,121,158,606,1346,1574,4215,2883,1940,1152,1300,2821,18189,5,11,31,136,297,260,500,249,65,74,16,233,1877,3,42,199,631,555,287,264,74,10,19,6,243,2333,0,4,24,44,32,28,40,16,0,7,0,50,245,4,29,208,218,79,46,23,3,0,8,0,62,680,52,85,760,1174,1025,458,436,100,42,16,11,527,4686,6,5,8,8,12,3,6,0,0,0,0,131,179,70,176,1230,2211,2000,1082,1269,442,117,124,33,1246,10000,419,918,1826,8948,7664,6575,9528,5487,3393,1933,2265,6375,55331
109,416,4,3,4,3,20,14,31,30,8,12,7,24,160,0,0,0,0,9,4,19,14,21,12,14,32,125,10,15,25,97,146,102,145,57,19,16,17,89,738,3,0,0,4,3,3,14,8,0,0,3,729,767,54,66,102,259,568,758,2302,2004,1539,890,1079,1790,11411,7,15,17,52,160,161,297,163,61,46,15,140,1134,0,21,108,289,234,133,125,36,12,14,4,98,1074,0,0,10,29,21,11,25,3,8,0,0,27,134,5,9,78,93,21,11,9,5,0,0,0,19,250,35,47,343,397,303,155,194,41,22,11,7,173,1728,4,0,5,3,3,3,3,0,0,0,0,91,112,51,92,561,863,742,474,653,248,103,71,26,548,4432,304,430,853,3383,2860,2820,5105,3745,2677,1412,1738,3592,28919
110,749,3,3,3,13,33,35,70,37,15,19,7,44,282,4,0,3,0,8,6,44,27,16,6,22,49,185,28,41,75,192,361,175,354,92,41,18,18,215,1610,0,0,4,5,6,12,21,6,4,3,4,1212,1277,98,119,183,479,1082,1334,3805,2944,2148,1302,1622,3030,18146,9,14,43,121,292,271,475,229,84,76,32,226,1872,5,18,155,401,374,206,232,58,21,9,0,138,1617,0,6,25,47,39,14,28,13,3,5,0,39,219,16,27,174,162,75,14,21,4,0,0,0,47,540,42,86,665,847,674,319,380,96,33,22,15,396,3575,0,0,11,5,7,7,7,3,3,0,0,155,198,72,151,1073,1583,1461,831,1143,403,144,112,47,1001,8021,442,722,1548,5628,4882,4547,8098,5363,3798,2091,2737,5940,45796
