SOSR_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SOSR101,1856,47237,59500,36140,24598,14854,5891,1244,191326,423,5479,7672,6822,5222,3805,1260,237,30915,28824,117069,98907,65591,47229,30956,12973,3563,405105,12470,32202,37318,32373,24317,14690,6600,2033,161992,22136,53597,49469,49801,45214,30033,17434,5522,273211,2190,2311,2149,1847,1639,1097,482,110,11825,1795,3383,4622,5340,5628,4679,2445,698,28592,26128,59294,56239,56989,52479,35806,20359,6327,313622,1036,2912,3044,2462,2074,1781,1153,433,14892,18145,29462,24800,18072,15288,12551,10107,6328,134751,88887,293652,287478,218443,171206,114435,58332,20174,1252607,2930,60586,62697,33322,18869,9835,3000,513,191754,1514,10503,12323,10745,8384,6095,1873,349,51784,37883,146157,119456,77916,48328,27814,10412,3149,471115,15077,38941,43330,43723,33219,20946,9395,3133,207764,16433,30616,29521,27684,21447,10041,3521,1223,140479,3023,2979,3647,4358,4048,2459,798,226,21547,2255,3837,5673,9458,10189,7886,3843,1453,44587,21703,37434,38843,41495,35687,20388,8161,2902,206612,980,2755,3041,2679,2902,2857,1685,567,17463,15623,26531,22134,16853,15575,15257,14391,12993,139347,95709,322900,301811,226726,162967,103191,48920,23609,1285831,4784,107824
SOSR102,176,4072,4865,3762,3234,2553,985,203,19854,48,738,1146,1148,1165,1162,334,66,5803,3056,12844,11295,9018,6535,5759,2376,553,51440,1324,4730,6813,7496,6248,4318,1983,496,33411,8371,20127,18888,19413,20107,15374,8752,2564,113596,1020,829,635,524,470,393,210,32,4113,390,647,882,1142,1382,1618,886,217,7172,9787,21597,20411,21077,21955,17390,9847,2816,124878,176,275,353,355,371,418,311,100,2353,3625,4081,3823,3812,3668,3731,3525,2343,28610,18186,48336,48713,46663,43177,35334,19357,6585,266358,258,5339,5933,4316,3130,2005,517,60,21551,358,2155,2612,2350,2215,1763,451,80,11978,4740,19526,17983,12836,8690,6295,2370,585,73027,2584,8072,9282,10418,9057,6299,2636,725,49069,7692,13007,12138,12072,10338,4601,1321,458,61626,1288,1039,1092,1309,1417,1031,309,86,7576,762,927,1285,2361,3063,2740,1284,407,12835,9739,14976,14519,15742,14823,8375,2913,950,82031,172,310,348,448,656,765,504,169,3374,3354,3881,3681,3545,4171,5304,5965,4803,34710,21212,54261,54358,49652,42743,30797,15361,7376,275744,437,9405
SOSR111,20,426,518,431,332,297,102,20,2158,3,126,182,187,202,188,60,5,961,291,1620,1626,1300,860,870,316,89,6974,153,889,1161,1215,1008,780,320,87,5611,1657,4513,3929,3500,3533,2614,1389,348,21473,194,216,148,102,79,66,26,9,840,66,136,158,169,212,252,135,39,1170,1923,4866,4237,3768,3822,2930,1547,403,23484,25,58,52,48,44,59,59,15,358,696,883,805,726,652,631,569,327,5290,3114,8867,8580,7675,6919,5755,2984,942,44842,26,635,765,521,422,221,67,10,2672,64,378,438,416,374,319,77,14,2075,563,3064,2908,1980,1337,1083,421,92,11452,425,1565,1681,1761,1642,1093,466,117,8747,1638,3285,2745,2543,1954,905,219,65,13353,275,315,246,237,245,185,46,4,1553,133,194,214,357,499,422,208,52,2079,2046,3792,3199,3139,2695,1519,469,128,16986,21,41,63,74,68,129,73,23,484,667,816,776,657,802,925,1049,681,6372,3805,10300,9833,8543,7338,5284,2625,1059,48785,51,1062
SOSR112,60,1530,1679,1429,1337,1258,636,167,8099,15,282,479,557,581,622,208,29,2758,784,4568,4207,3441,2892,2789,1284,352,20316,403,2005,2530,2709,2615,2167,1045,346,13820,4054,10512,8855,8529,8781,7109,4071,1140,53059,518,550,367,285,232,186,85,27,2242,213,333,391,478,550,699,429,110,3207,4784,11400,9610,9289,9563,7992,4590,1267,58508,80,152,145,150,166,200,148,76,1121,2924,3741,3124,2756,2311,2186,1978,1154,20175,9052,23670,21779,20325,19466,17213,9890,3393,124793,104,2326,2199,1769,1427,1028,338,82,9266,150,987,1110,1117,1075,942,310,51,5742,1636,8131,7103,5472,4299,3523,1571,465,32205,1016,3481,3845,4328,4334,3396,1677,550,22616,3973,7492,6301,5788,5118,2503,690,213,32075,714,763,559,644,729,556,191,47,4202,357,515,579,978,1363,1399,730,247,6171,5041,8768,7442,7405,7214,4460,1610,504,42444,74,166,148,181,262,411,288,125,1656,2445,2514,2185,2201,2355,2975,3288,2410,20365,10465,26372,24035,22465,20960,16730,9084,4176,134289,164,3856
SOSR113,20,308,458,398,408,453,190,37,2265,5,100,153,161,212,286,93,11,1011,211,1369,1361,1208,1156,1367,560,150,7377,145,707,1073,1220,1262,1088,548,113,6160,1724,4666,4252,4314,4766,4021,2157,556,26453,236,238,168,127,139,127,20,5,1067,78,168,170,209,275,355,205,63,1522,2035,5069,4594,4652,5182,4501,2378,631,29044,33,56,65,62,84,98,76,20,493,1223,1493,1329,1239,1219,1322,1070,555,9441,3669,9087,9030,8933,9523,9118,4903,1517,55785,17,592,658,504,472,369,99,18,2728,39,320,422,414,468,372,126,12,2179,439,2716,2532,2012,1697,1538,619,176,11727,362,1497,1768,1874,1973,1620,695,192,9990,1657,3428,2918,2895,2570,1246,363,100,15172,269,324,262,302,402,288,78,18,1933,134,249,272,414,665,662,301,114,2814,2068,3998,3449,3609,3631,2192,737,235,19920,25,58,70,85,144,188,145,53,766,961,1183,1082,1098,1310,1627,1674,1252,10191,3916,10372,9985,9597,9702,7897,4095,1933,57492,38,896
SOSR114,19,440,589,461,415,395,179,49,2548,0,104,202,227,226,285,85,13,1140,305,1756,1749,1425,1151,1267,570,150,8371,159,840,1153,1267,1134,1164,553,152,6427,2017,5157,4532,4428,5021,4117,2320,656,28253,214,235,136,134,138,103,48,10,1010,97,157,203,246,300,362,223,57,1643,2330,5547,4877,4805,5461,4584,2591,721,30905,15,53,72,88,65,104,79,38,509,1231,1386,1321,1284,1260,1474,1205,625,9791,4062,10126,9964,9550,9718,9269,5258,1742,59690,34,779,800,582,519,356,111,8,3192,61,397,536,489,445,439,128,19,2513,693,3398,3209,2363,1827,1513,705,179,13871,473,1767,1905,2011,2051,1787,859,248,11121,1818,3530,3185,3036,2778,1426,411,104,16282,310,343,304,304,379,289,91,27,2049,160,237,255,508,732,687,335,112,3039,2289,4113,3749,3842,3888,2403,840,245,21371,29,57,56,88,118,193,152,56,754,1074,1288,1201,1146,1481,1712,1883,1265,11040,4651,11797,11449,10524,10330,8405,4671,2025,63859,54,1216
SOSR115,14,479,661,701,737,848,319,58,3815,4,133,222,298,394,472,138,13,1675,330,2010,2182,2025,1949,2197,876,189,11757,213,978,1623,1786,1965,1855,837,191,9452,2772,7126,6726,6809,7735,6987,3474,866,42492,311,283,214,182,193,186,79,7,1459,107,206,274,308,465,563,343,77,2346,3194,7619,7209,7303,8388,7736,3897,946,46297,40,72,96,81,113,170,124,32,737,1740,1917,1853,1957,2164,2392,1914,871,14804,5535,13199,13840,14160,15722,15675,8105,2300,88531,21,908,1114,975,937,779,207,27,4966,72,504,684,739,853,772,182,25,3827,749,4192,4319,3535,3078,2671,1026,268,19829,574,2210,2703,3149,3539,2773,1172,311,16436,2220,4642,4303,4202,4149,2110,535,160,22319,365,477,396,456,577,480,132,29,2910,202,295,414,649,995,1013,511,139,4222,2783,5415,5107,5309,5716,3600,1179,333,29449,30,90,98,118,231,280,188,57,1088,1568,1678,1743,1830,2245,2855,2752,1729,16401,5794,14993,15773,15654,16610,13726,6707,2748,92005,33,1386
SOSR121,0,102,208,232,226,241,112,15,1131,0,27,72,99,112,162,30,0,508,96,461,642,655,670,650,232,30,3430,53,262,434,556,606,555,173,36,2673,725,1809,1943,2251,2427,2043,823,172,12187,63,61,51,54,55,59,17,0,366,31,55,90,92,144,182,79,17,681,813,1928,2074,2400,2627,2285,917,182,13237,11,13,25,35,44,53,24,5,203,434,397,428,491,561,710,421,178,3622,1412,3192,3883,4464,4837,4657,1915,450,24807,11,197,329,290,307,212,44,4,1395,15,116,200,223,258,220,44,4,1084,163,1051,1241,1215,997,763,181,39,5653,153,553,806,978,996,735,252,48,4518,625,1089,1136,1233,1208,569,129,23,6017,129,125,123,133,180,113,35,10,853,58,79,89,199,314,282,93,18,1134,812,1290,1353,1566,1704,959,261,49,8001,13,19,23,35,64,83,40,19,296,412,410,426,453,626,741,567,287,3934,1586,3643,4386,4752,4957,3709,1392,447,24876,15,298
SOSR122,0,42,85,87,107,120,49,6,501,0,12,27,46,66,58,18,0,228,43,202,224,266,327,266,111,12,1448,26,117,200,291,312,245,98,12,1298,352,864,862,1044,1266,1083,391,56,5926,35,41,23,23,30,27,8,3,184,15,35,41,51,71,83,34,4,340,403,935,924,1119,1367,1191,433,66,6446,8,10,9,3,17,26,21,3,91,293,252,271,353,455,427,273,82,2409,780,1581,1740,2163,2647,2327,1001,181,12415,3,87,125,133,146,117,25,0,631,4,67,80,111,110,109,15,3,501,99,456,522,470,503,366,118,16,2545,67,241,302,434,515,379,117,27,2075,278,579,568,626,693,288,49,4,3085,52,56,56,78,107,62,17,8,430,30,26,41,100,152,133,37,6,527,363,666,664,801,948,481,102,14,4047,5,0,16,24,33,48,19,0,138,265,255,265,353,391,458,299,131,2418,804,1769,1966,2329,2647,1954,689,193,12360,3,130
SOSR131,22,460,944,1437,1750,1637,648,95,6982,9,135,319,559,673,708,144,10,2559,724,2885,3642,4647,4484,4446,1336,215,22374,399,1315,2455,3910,4088,3078,1103,178,16518,4777,9469,10926,13820,15294,10407,4116,714,69522,447,355,330,353,433,264,87,13,2280,191,278,463,736,998,990,392,59,4106,5418,10100,11717,14911,16727,11670,4594,786,75911,55,90,137,171,262,256,152,31,1148,3557,3488,3795,4289,4968,4424,2513,704,27731,10185,18463,23008,29925,32943,26212,10476,2016,153229,58,1067,1793,2096,1990,1366,295,26,8690,89,598,1086,1452,1602,1180,217,28,6253,1287,5846,7890,8180,6747,4615,1280,208,36061,880,2783,4074,5965,6394,4257,1403,237,26003,3156,5418,5945,6875,6257,2618,571,95,30946,581,536,639,918,1065,622,135,27,4515,376,421,671,1357,1915,1489,525,92,6847,4109,6381,7252,9158,9238,4732,1228,208,42299,85,122,147,235,389,418,225,42,1673,2922,2541,3103,3903,4728,4346,2580,838,24952,9432,19333,25352,30993,31088,20912,7240,1592,145937,78,1522
