region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
1000,337050,851881,8893,15391,2668,5241,11561,20632,12216,18510,451,727,183,308,564,957,13414,20502,4589,7123,543,1051,1374,2930,6506,11104,548,1255,369079,905374,81088,0,450167,905374
1001,24970,65501,1937,3035,154,308,2091,3343,4086,6412,103,146,23,36,22,30,4234,6624,114,164,3,3,36,85,153,252,17,45,31465,75765,3183,0,34648,75765
1002,6481,16548,427,703,65,109,492,812,907,1512,33,67,0,0,13,22,953,1601,34,52,0,0,11,28,45,80,11,29,7982,19070,923,0,8905,19070
1003,5921,15029,1011,1871,698,1491,1709,3362,1546,2622,64,124,44,84,15,15,1669,2845,347,526,4,5,21,59,372,590,6,13,9677,21839,1165,0,10842,21839
1004,4907,11952,328,572,208,344,536,916,568,918,14,29,0,0,15,24,597,971,86,133,3,0,15,29,104,162,0,0,6144,14001,3143,0,9287,14001
1005,9593,25609,806,1429,194,393,1000,1822,817,1210,34,47,5,8,33,81,889,1346,19,31,3,0,17,30,39,61,17,34,11538,28872,1049,0,12587,28872
1006,11543,29226,1014,1861,177,326,1191,2187,244,328,0,0,10,14,18,20,272,362,57,86,3,5,21,49,81,140,15,23,13102,31938,1788,0,14890,31938
1007,7017,15956,74,103,0,0,74,103,244,394,0,0,66,143,4,7,314,544,17,37,0,0,8,21,25,58,6,14,7436,16675,1514,0,8950,16675
1008,5417,13189,325,494,105,154,430,648,280,444,3,0,0,0,10,19,293,463,243,370,0,0,17,34,260,404,3,6,6403,14710,941,0,7344,14710
1009,91010,242498,8694,15258,5070,10685,13764,25943,5523,8536,1353,2320,1468,2666,228,350,8572,13872,1121,1632,4,10,164,360,1289,2002,128,241,114763,284556,16829,0,131592,284556
1010,6321,16600,506,853,7,14,513,867,327,498,0,0,0,0,10,31,337,529,21,36,0,7,11,20,32,63,5,22,7208,18081,584,0,7792,18081
1011,18413,48809,1688,2938,1187,2339,2875,5277,1998,3290,231,408,236,407,71,117,2536,4222,711,1101,10,13,42,91,763,1205,10,19,24597,59532,2791,0,27388,59532
1012,10328,28100,757,1276,40,95,797,1371,1162,1660,22,25,16,26,0,7,1200,1718,51,93,0,0,50,101,101,194,3,7,12429,31390,1105,0,13534,31390
1013,5334,12543,1310,2189,276,530,1586,2719,640,1050,239,398,315,496,17,36,1211,1980,232,370,0,3,33,68,265,441,10,16,8406,17699,2353,0,10759,17699
1014,7116,17576,490,867,62,128,552,995,377,531,33,50,38,45,3,0,451,626,75,100,0,7,52,113,127,220,4,11,8250,19428,897,0,9147,19428
1015,5976,15110,227,337,148,291,375,628,591,889,17,23,0,3,5,9,613,924,69,90,5,7,26,70,100,167,21,34,7085,16863,679,0,7764,16863
