region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1000,80908,48796,23894,8026,418093
1001,5237,2735,1701,732,35163
1002,1707,1001,535,241,10494
1003,2071,1236,920,442,10992
1004,1492,1230,684,245,6983
1005,2083,1185,756,289,14260
1006,3031,2405,1404,520,16480
1007,1192,698,615,277,7155
1008,1385,1174,797,291,7062
1009,21058,14401,9802,4320,133262
1010,1177,701,473,180,7933
1011,5388,3097,1875,913,28544
1012,1904,1066,567,213,13693
1013,1613,1532,1168,518,8726
1014,1437,880,580,230,8989
1015,1150,735,550,210,7078
1016,875,479,294,137,6723
1017,949,491,307,90,5759
1018,1959,1016,623,221,11790
1019,825,531,320,117,4988
1020,1680,1348,939,429,9977
1021,579,280,147,44,4675
1022,2162,1941,1083,446,12081
1023,27686,16204,9843,3949,178537
1024,2291,1466,902,327,14659
1025,2290,1266,743,265,15344
1026,561,355,260,85,4069
1027,3129,2567,1869,762,19297
1028,758,327,195,50,6435
1029,904,778,515,189,5167
1030,253022,134478,74258,32805,1953297
1031,2393,1562,976,387,16011
1032,1641,1222,920,435,9800
1033,1153,1044,723,276,6325
1034,3166,1631,1062,441,22103
1035,18023,10349,6502,2204,119860
