region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
1000,572,479,1051,1265,911,2176,77,44,121,30,20,50,209,195,404,140089,118248,258337,11597,10711,22308,8996,341,9337,2286,305,2591,1671,523,2194,2710,1109,3819,12192,9954,22146,181694,142840,324534,88,93,181,5,6,11,3,5,8,334,230,564,60,71,131,36,11,47,526,416,942,8,5,13,0,0,0,102,68,170,81,107,188,8,19,27,199,199,398,1858,841,2699,2583,1456,4039,114,61,175,27,17,44,197,40,237,338,118,456,21155,19606,40761,17927,26393,44320,4238,3428,7666,227935,193841,421776
1001,8,9,17,107,110,217,6,3,9,5,9,14,43,40,83,14788,12525,27313,1091,1129,2220,284,14,298,218,21,239,346,89,435,144,43,187,895,609,1504,17935,14601,32536,3,0,3,0,0,0,0,3,3,4,0,4,0,3,3,3,0,3,10,6,16,0,0,0,0,0,0,5,0,5,14,23,37,4,3,7,23,26,49,134,61,195,167,93,260,3,0,3,4,3,7,10,3,13,17,6,23,400,668,1068,1493,2663,4156,310,295,605,20322,18326,38648
1002,3,0,3,45,37,82,0,3,3,3,0,3,22,23,45,3058,2944,6002,299,425,724,122,6,128,57,8,65,86,23,109,40,13,53,315,286,601,4050,3768,7818,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,6,34,29,63,40,35,75,0,0,0,0,0,0,5,3,8,5,3,8,169,205,374,418,679,1097,52,58,110,4734,4748,9482
1003,3,3,6,28,33,61,3,0,3,3,0,3,6,7,13,3247,3004,6251,245,291,536,127,3,130,53,8,61,152,69,221,36,15,51,178,240,418,4081,3673,7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,12,40,18,58,40,33,73,3,0,3,0,0,0,3,0,3,6,0,6,207,305,512,422,694,1116,92,75,167,4848,4780,9628
1004,4,0,4,18,16,34,0,0,0,0,0,0,5,3,8,1806,1640,3446,146,186,332,102,3,105,29,3,32,32,3,35,17,7,24,86,87,173,2245,1948,4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,3,6,9,17,9,26,20,15,35,0,0,0,0,0,0,0,0,0,0,0,0,110,174,284,235,415,650,56,48,104,2666,2600,5266
1005,3,6,9,30,35,65,3,3,6,0,0,0,33,19,52,5321,4600,9921,481,507,988,168,3,171,67,4,71,84,13,97,39,22,61,433,315,748,6662,5527,12189,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,7,0,7,0,4,4,0,0,0,7,4,11,57,28,85,68,35,103,0,0,0,3,0,3,4,0,4,7,0,7,170,264,434,663,1028,1691,117,103,220,7687,6957,14644
1006,85,55,140,50,45,95,3,3,6,0,0,0,13,9,22,5226,4458,9684,374,403,777,274,15,289,44,7,51,56,10,66,55,46,101,265,267,532,6445,5318,11763,11,13,24,0,0,0,0,0,0,51,23,74,5,14,19,5,4,9,72,54,126,4,0,4,0,0,0,0,3,3,5,7,12,0,0,0,9,10,19,44,22,66,125,86,211,15,12,27,0,3,3,0,0,0,15,15,30,470,575,1045,661,975,1636,137,129,266,7853,7098,14951
1007,0,0,0,27,9,36,0,0,0,0,0,0,13,12,25,2383,2237,4620,270,266,536,69,0,69,49,8,57,54,7,61,34,23,57,211,176,387,3110,2738,5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,42,27,15,42,0,0,0,0,0,0,3,0,3,3,0,3,66,96,162,366,434,800,85,66,151,3657,3349,7006
1008,4,0,4,10,16,26,3,0,3,0,0,0,0,3,3,1807,1634,3441,131,138,269,96,4,100,34,3,37,8,6,14,15,3,18,95,78,173,2203,1885,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,18,10,28,21,13,34,0,0,0,0,0,0,5,0,5,5,0,5,143,184,327,250,401,651,40,43,83,2662,2526,5188
1009,2889,1980,4869,602,835,1437,27,3,30,13,5,18,53,59,112,42979,36911,79890,3481,3394,6875,1659,35,1694,515,44,559,298,67,365,361,169,530,1096,1178,2274,53973,44680,98653,715,479,1194,8,7,15,12,4,16,1355,817,2172,231,276,507,150,27,177,2471,1610,4081,5,0,5,0,0,0,19,12,31,56,106,162,15,11,26,95,129,224,571,218,789,3137,1957,5094,418,279,697,25,17,42,29,10,39,472,306,778,2182,3235,5417,5823,9519,15342,1121,979,2100,66708,60676,127384
