region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1000,1317,1668,2519,3349,3374,2391,565,70,3,15256,783,758,1353,1912,2184,1860,861,337,74,10122,25814,29018,60487,91400,109992,79833,20719,4038,478,421779
1001,107,205,321,320,288,197,47,6,0,1491,72,79,149,159,157,89,47,9,6,767,2852,4393,7876,8266,8532,5691,931,96,15,38652
1002,39,49,66,59,71,49,8,6,0,347,29,15,15,32,27,23,7,3,0,151,779,1172,1614,1761,2257,1562,295,43,3,9486
1003,23,23,60,85,89,67,10,0,0,357,10,13,22,39,35,26,10,9,0,164,646,726,1442,2132,2522,1808,306,40,8,9630
1004,11,22,47,58,59,39,12,4,0,252,12,6,20,24,19,16,11,5,0,113,389,344,792,1115,1315,1065,222,21,3,5266
1005,41,82,149,112,99,62,13,3,0,561,24,30,43,48,55,40,19,6,5,270,1056,1845,2831,3111,3193,2144,395,61,5,14641
1006,38,68,96,137,132,68,27,6,0,572,29,32,42,70,75,45,33,3,6,335,940,1156,2026,3235,3866,2762,836,111,19,14951
1007,16,41,49,47,65,40,6,0,0,264,15,15,29,40,37,45,7,3,0,191,489,628,1217,1443,1879,1145,184,21,0,7006
1008,18,19,34,52,54,36,3,0,0,216,10,9,13,24,25,18,4,4,0,107,341,274,625,1268,1530,960,162,28,0,5188
1009,325,618,1031,1214,1141,754,136,14,0,5233,235,276,555,617,629,431,128,41,21,2933,8662,11847,23005,29181,31234,19619,3464,328,45,127385
1010,43,67,95,84,71,33,7,0,0,400,12,25,36,39,31,23,4,6,0,176,612,894,1715,1701,1684,1028,126,18,0,7778
1011,77,109,182,252,257,173,26,7,0,1083,59,32,86,125,102,86,23,14,3,530,1965,2062,4255,5741,6732,4649,635,91,6,26136
1012,56,109,161,141,149,110,39,3,0,768,30,29,37,45,38,37,23,6,0,245,1277,1575,3225,3423,3600,2298,482,66,6,15952
1013,14,21,42,61,49,46,13,0,0,246,6,9,20,27,34,28,13,7,0,144,430,403,808,1193,1619,1180,242,28,4,5907
1014,29,52,80,93,58,47,18,0,0,377,10,24,47,34,34,30,10,3,4,196,690,889,1735,2047,2213,1460,278,47,4,9363
1015,19,35,54,57,53,37,9,3,0,267,17,9,26,27,22,19,13,6,0,139,534,615,1128,1398,1696,1137,195,26,0,6729
1016,33,46,66,45,74,45,12,0,0,321,15,39,46,28,44,32,16,4,3,227,613,785,1732,1684,1712,1087,246,43,8,7910
1017,28,55,89,69,72,36,6,0,0,355,14,24,39,55,32,17,7,3,0,191,462,720,1358,1515,1483,898,110,9,0,6555
1018,23,56,94,118,112,71,13,3,3,493,12,15,39,39,40,32,10,3,4,194,815,1255,2244,2427,2812,1891,316,40,7,11807
