region_id,SEO_Males,SEO_Females,SEO_Persons,SOL_Arabic_M,SOL_Arabic_F,SOL_Arabic_P,SOL_Assyrian_M,SOL_Assyrian_F,SOL_Assyrian_P,SOL_Aus_Indig_Lang_M,SOL_Aus_Indig_Lang_F,SOL_Aus_Indig_Lang_P,SOL_Chin_lang_Cant_M,SOL_Chin_lang_Cant_F,SOL_Chin_lang_Cant_P,SOL_Chin_lang_Mand_M,SOL_Chin_lang_Mand_F,SOL_Chin_lang_Mand_P,SOL_Chin_lang_Other_M,SOL_Chin_lang_Other_F,SOL_Chin_lang_Other_P,SOL_Chin_lang_Tot_M,SOL_Chin_lang_Tot_F,SOL_Chin_lang_Tot_P,SOL_Croatian_M,SOL_Croatian_F,SOL_Croatian_P,SOL_Dutch_M,SOL_Dutch_F,SOL_Dutch_P,SOL_French_M,SOL_French_F,SOL_French_P,SOL_German_M,SOL_German_F,SOL_German_P,SOL_Greek_M,SOL_Greek_F,SOL_Greek_P,SOL_Hungarian_M,SOL_Hungarian_F,SOL_Hungarian_P,SOL_In_Ar_Lang_Beng_M,SOL_In_Ar_Lang_Beng_F,SOL_In_Ar_Lang_Beng_P,SOL_In_Ar_Lang_Hind_M,SOL_In_Ar_Lang_Hind_F,SOL_In_Ar_Lang_Hind_P,SOL_In_Ar_Lang_Punj_M,SOL_In_Ar_Lang_Punj_F,SOL_In_Ar_Lang_Punj_P,SOL_In_Ar_Lang_Sinh_M,SOL_In_Ar_Lang_Sinh_F,SOL_In_Ar_Lang_Sinh_P,SOL_In_Ar_Lang_Urdu_M,SOL_In_Ar_Lang_Urdu_F,SOL_In_Ar_Lang_Urdu_P,SOL_In_Ar_Lang_Othr_M,SOL_In_Ar_Lang_Othr_F,SOL_In_Ar_Lang_Othr_P,SOL_In_Ar_Lang_Tot_M,SOL_In_Ar_Lang_Tot_F,SOL_In_Ar_Lang_Tot_P,SOL_Ir_Lang_Dari_M,SOL_Ir_Lang_Dari_F,SOL_Ir_Lang_Dari_P,SOL_Ir_La_Pe_excl_Da_M,SOL_Ir_La_Pe_excl_Da_F,SOL_Ir_La_Pe_excl_Da_P,SOL_Irani_Lan_Othr_M,SOL_Irani_Lan_Othr_F,SOL_Irani_Lan_Othr_P,SOL_Iran_Lan_Tot_M,SOL_Iran_Lan_Tot_F,SOL_Iran_Lan_Tot_P,SOL_Italian_M,SOL_Italian_F,SOL_Italian_P,SOL_Japanese_M,SOL_Japanese_F,SOL_Japanese_P,SOL_Khmer_M,SOL_Khmer_F,SOL_Khmer_P,SOL_Korean_M,SOL_Korean_F,SOL_Korean_P,SOL_Macedonian_M,SOL_Macedonian_F,SOL_Macedonian_P,SOL_Maltese_M,SOL_Maltese_F,SOL_Maltese_P,SOL_Polish_M,SOL_Polish_F,SOL_Polish_P,SOL_Portuguese_M,SOL_Portuguese_F,SOL_Portuguese_P,SOL_Russian_M,SOL_Russian_F,SOL_Russian_P,SOL_Samoan_M,SOL_Samoan_F,SOL_Samoan_P,SOL_Serbian_M,SOL_Serbian_F,SOL_Serbian_P,SOL_Se_As_A_L_Filipino_M,SOL_Se_As_A_L_Filipino_F,SOL_Se_As_A_L_Filipino_P,SOL_Se_As_A_L_Indon_M,SOL_Se_As_A_L_Indon_F,SOL_Se_As_A_L_Indon_P,SOL_Se_As_A_L_Tagal_M,SOL_Se_As_A_L_Tagal_F,SOL_Se_As_A_L_Tagal_P,SOL_Se_As_A_L_Othr_M,SOL_Se_As_A_L_Othr_F,SOL_Se_As_A_L_Othr_P,SOL_Se_As_A_L_Tot_M,SOL_Se_As_A_L_Tot_F,SOL_Se_As_A_L_Tot_P,SOL_Spanish_M,SOL_Spanish_F,SOL_Spanish_P,SOL_Tamil_M,SOL_Tamil_F,SOL_Tamil_P,SOL_Thai_M,SOL_Thai_F,SOL_Thai_P,SOL_Turkish_M,SOL_Turkish_F,SOL_Turkish_P,SOL_Vietnamese_M,SOL_Vietnamese_F,SOL_Vietnamese_P,SOL_Other_M,SOL_Other_F,SOL_Other_P,SOL_Tot_M,SOL_Tot_F,SOL_Tot_P,Language_spoken_home_ns_M,Language_spoken_home_ns_F,Language_spoken_home_ns_P,Total_M,Total_F,Total_P
1000,459359,459739,919098,709,549,1258,47,35,82,283,282,565,648,629,1277,383,525,908,65,65,130,1096,1219,2315,347,339,686,640,770,1410,599,662,1261,1407,1704,3111,663,587,1250,140,158,298,57,46,103,182,176,358,289,237,526,48,51,99,82,56,138,107,71,178,765,637,1402,9,3,12,59,41,100,8,5,13,76,49,125,2261,2010,4271,178,329,507,43,51,94,133,116,249,118,102,220,357,297,654,199,264,463,182,167,349,142,193,335,90,87,177,256,227,483,136,401,537,111,145,256,181,492,673,52,110,162,480,1148,1628,639,691,1330,79,66,145,162,349,511,71,64,135,283,294,577,2656,2535,5191,15101,15981,31082,27862,21832,49694,502322,497552,999874
1001,36227,38473,74700,81,60,141,0,0,0,9,4,13,41,36,77,47,69,116,8,8,16,96,113,209,91,88,179,43,59,102,43,56,99,137,180,317,95,103,198,20,17,37,62,43,105,76,73,149,65,50,115,28,31,59,21,9,30,238,212,450,490,418,908,0,0,0,13,6,19,3,3,6,16,9,25,134,143,277,11,16,27,3,3,6,19,20,39,3,4,7,3,0,3,28,37,65,12,14,26,16,20,36,4,6,10,59,50,109,37,69,106,3,19,22,34,84,118,10,26,36,84,198,282,47,50,97,19,22,41,18,50,68,5,0,5,18,20,38,397,433,830,2001,2193,4194,1725,1463,3188,39953,42129,82082
1002,9305,10400,19705,124,77,201,0,0,0,3,3,6,28,33,61,76,74,150,47,48,95,151,155,306,0,0,0,8,11,19,16,28,44,43,48,91,15,10,25,4,4,8,28,36,64,17,14,31,8,6,14,14,10,24,9,11,20,22,16,38,98,93,191,4,0,4,19,16,35,9,5,14,32,21,53,9,17,26,17,26,43,0,0,0,6,7,13,0,0,0,4,0,4,4,4,8,0,0,0,8,9,17,0,6,6,0,3,3,5,16,21,19,20,39,4,13,17,5,4,9,33,53,86,9,16,25,5,6,11,11,19,30,0,0,0,32,20,52,137,118,255,769,754,1523,586,654,1240,10660,11808,22468
1003,10345,11403,21748,8,0,8,0,0,0,3,0,3,18,20,38,13,14,27,3,0,3,34,34,68,10,8,18,12,19,31,11,18,29,35,46,81,7,10,17,5,6,11,0,0,0,5,5,10,0,0,0,0,0,0,4,5,9,3,4,7,12,14,26,0,0,0,4,10,14,0,0,0,4,10,14,36,34,70,31,27,58,0,0,0,3,3,6,0,0,0,3,6,9,10,3,13,16,13,29,0,0,0,0,3,3,0,0,0,4,15,19,3,7,10,3,17,20,0,3,3,10,42,52,19,25,44,0,0,0,23,24,47,0,0,0,15,12,27,55,75,130,362,432,794,471,496,967,11178,12331,23509
1004,6737,7293,14030,6,0,6,0,0,0,3,4,7,8,15,23,5,7,12,3,0,3,16,22,38,39,42,81,11,23,34,12,13,25,29,48,77,48,33,81,11,5,16,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,43,30,73,0,3,3,0,0,0,0,0,0,3,3,6,3,0,3,4,7,11,5,0,5,4,4,8,0,0,0,16,10,26,0,13,13,3,3,6,3,3,6,0,3,3,6,22,28,9,17,26,3,6,9,0,3,3,0,0,0,16,8,24,38,37,75,325,343,668,544,491,1035,7606,8127,15733
1005,14409,14994,29403,50,38,88,0,0,0,9,4,13,37,30,67,43,43,86,6,5,11,86,78,164,6,7,13,15,17,32,17,17,34,34,28,62,16,14,30,4,5,9,14,12,26,22,15,37,0,3,3,4,10,14,6,7,13,7,4,11,53,51,104,4,0,4,3,10,13,8,5,13,15,15,30,28,27,55,10,14,24,4,3,7,3,10,13,5,0,5,6,3,9,0,4,4,0,3,3,0,8,8,6,0,6,15,11,26,8,13,21,0,4,4,11,20,31,0,4,4,19,41,60,20,16,36,8,9,17,6,12,18,6,7,13,14,19,33,108,98,206,563,559,1122,1231,723,1954,16203,16276,32479
1006,15170,16603,31773,24,19,43,0,0,0,0,4,4,35,41,76,28,50,78,4,6,10,67,97,164,17,15,32,32,43,75,25,41,66,63,86,149,67,66,133,15,23,38,3,5,8,18,20,38,8,10,18,0,0,0,0,0,0,8,5,13,37,40,77,0,0,0,3,4,7,0,0,0,3,4,7,108,105,213,7,10,17,0,0,0,3,7,10,16,16,32,5,3,8,22,32,54,8,21,29,4,10,14,4,4,8,13,14,27,0,8,8,6,6,12,14,14,28,6,7,13,26,35,61,37,46,83,3,3,6,12,19,31,10,10,20,3,9,12,92,105,197,723,887,1610,704,773,1477,16597,18263,34860
1007,8216,8701,16917,3,0,3,0,0,0,10,12,22,7,4,11,6,11,17,0,0,0,13,15,28,5,4,9,6,0,6,3,0,3,5,8,13,18,17,35,0,0,0,3,0,3,6,10,16,0,3,3,7,6,13,0,0,0,4,0,4,20,19,39,0,0,0,0,0,0,3,0,3,3,0,3,37,37,74,0,0,0,0,0,0,0,4,4,0,0,0,8,11,19,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,5,15,20,0,0,0,3,3,6,4,5,9,12,23,35,9,4,13,5,5,10,0,8,8,3,0,3,3,4,7,39,35,74,209,206,415,593,592,1185,9018,9499,18517
1008,7292,7619,14911,3,3,6,0,0,0,4,0,4,9,6,15,3,0,3,0,0,0,12,6,18,0,3,3,6,14,20,9,3,12,18,13,31,3,4,7,4,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,4,0,4,7,3,10,10,14,24,0,4,4,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,0,4,4,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,3,3,6,3,12,15,3,7,10,3,0,3,0,3,3,0,0,0,0,0,0,13,19,32,101,127,228,281,321,602,7674,8067,15741
1009,133702,143402,277104,254,205,459,12,15,27,21,13,34,331,401,732,251,395,646,35,55,90,617,851,1468,113,122,235,246,296,542,179,260,439,412,450,862,310,339,649,74,101,175,33,45,78,124,139,263,57,34,91,25,28,53,43,46,89,80,68,148,362,360,722,3,3,6,49,44,93,10,10,20,62,57,119,607,533,1140,119,158,277,18,18,36,122,162,284,21,20,41,181,190,371,108,154,262,78,108,186,128,179,307,40,35,75,94,109,203,98,247,345,78,119,197,102,324,426,38,45,83,316,735,1051,531,584,1115,41,44,85,100,221,321,50,52,102,97,92,189,1162,1213,2375,6475,7676,14151,6751,6748,13499,146928,157826,304754
