region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
1000,145610,3210,2033,3135,174,154162,109602,1436,852,675,112,112677,27078,3491,5364,283,38,36254,5877,589,1017,7,16,7506,23921,1096,1674,625,57,27373,2021,462,706,15,9,3213,7010,231,572,917,43,8773,4345,138,245,174,15,4917,70252,6007,9578,2021,178,88036,2945,364,249,111,9,3678,8641,543,702,563,76,10525,337050,11560,13414,6505,549,369078
1001,7795,377,514,67,0,8753,10171,302,479,9,0,10961,3312,816,2152,9,3,6292,1197,219,408,0,0,1824,1181,171,363,17,3,1735,82,54,62,0,0,198,374,24,37,40,3,478,102,25,31,0,3,161,6248,1309,3053,66,12,10688,176,25,8,4,4,217,583,76,179,8,0,846,24973,2089,4233,154,16,31465
1002,2446,75,58,11,4,2594,2091,36,54,0,6,2187,991,200,573,4,0,1768,280,63,107,0,0,450,340,38,77,4,0,459,40,35,27,0,0,102,44,8,15,20,0,87,47,7,5,0,0,59,1742,351,804,28,0,2925,35,13,5,0,0,53,167,17,31,5,0,220,6481,492,952,44,10,7979
1003,2644,475,355,251,3,3728,1768,292,179,7,0,2246,676,549,499,12,3,1739,187,111,256,0,0,554,336,176,143,11,0,666,16,24,49,0,0,89,94,4,8,67,0,173,27,10,11,3,0,51,1336,874,966,93,3,3272,35,17,92,5,0,149,139,51,75,17,0,282,5922,1709,1667,373,6,9677
1004,2268,166,152,69,0,2655,1316,48,38,5,0,1407,659,159,203,0,0,1021,106,47,59,0,0,212,321,56,68,6,0,451,31,6,8,0,0,45,30,3,8,13,0,54,35,6,0,4,0,45,1182,277,346,23,0,1828,22,15,22,0,0,59,119,28,40,7,0,194,4907,534,598,104,0,6143
1005,3220,181,121,18,0,3540,3686,134,82,3,0,3905,1391,428,469,3,7,2298,379,71,93,3,0,546,512,94,69,3,7,685,38,30,5,0,3,76,52,7,6,3,0,68,47,7,3,3,0,60,2419,637,645,15,17,3733,39,6,3,0,0,48,231,42,37,3,0,313,9595,1000,888,39,17,11539
1006,4762,374,57,35,0,5228,4204,228,10,9,0,4451,1238,324,91,15,6,1674,270,76,37,0,0,383,505,62,24,6,0,597,91,46,19,0,0,156,88,14,3,9,0,114,52,13,3,0,0,68,2244,535,177,30,6,2992,76,11,15,3,0,105,258,43,12,6,6,325,11544,1191,271,83,12,13101
1007,3261,6,69,13,0,3349,2113,3,44,4,3,2167,588,14,57,0,0,659,72,7,22,3,0,104,450,19,60,0,3,532,31,3,0,0,0,34,149,9,21,3,0,182,41,3,3,0,0,47,1331,55,163,6,3,1558,38,6,3,0,3,50,273,4,36,0,0,313,7016,74,315,23,9,7437
1008,2775,180,77,169,3,3204,1518,35,24,8,0,1585,583,94,116,10,3,806,28,6,16,0,0,50,261,35,25,5,0,326,12,10,0,0,0,22,39,7,7,58,0,111,25,0,0,4,0,29,948,152,164,77,3,1344,45,37,13,3,0,98,132,25,12,4,0,173,5418,429,290,261,6,6404
1009,32635,4411,1938,611,19,39614,36187,2159,868,56,27,39297,12385,3472,3069,115,51,19092,1480,1256,999,4,3,3742,4725,743,543,77,14,6102,195,210,247,0,0,652,524,92,69,328,5,1018,382,105,82,16,5,590,19691,5878,5009,540,78,31196,435,695,331,14,4,1479,2063,620,426,68,3,3180,91011,13763,8572,1289,131,114766
