region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
1000,43,1400,465,180,1119,1.1,905,2.5
1001,36,1452,564,200,1330,1.1,1039,2.4
1002,34,1470,488,210,1293,1.1,985,2.4
1003,46,1733,493,300,1118,1.1,884,2.3
1004,49,1517,431,240,933,1.1,789,2.3
1005,34,1647,544,220,1439,1.1,1137,2.5
1006,44,1863,545,270,1349,1.1,1094,2.5
1007,43,953,414,150,995,1.1,786,2.2
1008,51,1517,399,250,911,1.1,762,2.3
1009,41,1820,500,270,1277,1.1,997,2.5
1010,37,1517,443,225,1176,1.1,935,2.5
1011,42,1600,470,255,1095,1.1,899,2.4
1012,35,1500,576,200,1330,1.1,1079,2.5
1013,54,1500,393,220,861,1.1,697,2.1
1014,40,1473,519,185,1283,1.1,962,2.4
1015,41,1300,427,208,980,1.1,790,2.4
1016,35,1582,527,190,1255,1.1,1028,2.6
1017,37,1471,451,220,1182,1.1,970,2.6
1018,38,1492,458,227,1088,1.1,868,2.4
1019,42,1352,432,175,1124,1.1,829,2.3
1020,44,1733,471,250,1191,1.1,951,2.5
1021,33,1733,622,240,1736,1.1,1405,2.5
1022,47,1733,482,280,1139,1.1,907,2.3
1023,38,1733,544,260,1468,1.1,1165,2.5
1024,39,1517,462,200,1133,1.1,907,2.5
1025,35,1640,581,230,1466,1.1,1151,2.5
1026,38,1387,490,165,1193,1.1,940,2.5
1027,46,1733,470,250,1066,1.1,856,2.3
1028,33,1993,655,275,1977,1.1,1711,2.7
1029,46,1385,380,225,873,1.1,739,2.4
1030,36,2169,632,365,1725,1.2,1490,2.7
1031,37,1450,538,215,1215,1.1,979,2.4
1032,44,1300,392,190,916,1.1,739,2.3
1033,49,1408,395,240,887,1.1,746,2.3
1034,34,1571,580,230,1425,1.1,1141,2.5
1035,38,1950,491,250,1409,1.1,1113,2.6
