region_id,Australia_M,Australia_F,Australia_P,Bosnia_Herzegovina_M,Bosnia_Herzegovina_F,Bosnia_Herzegovina_P,Cambodia_M,Cambodia_F,Cambodia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Frmr_Yug_Repc_Mac_FYROM_M,Frmr_Yug_Repc_Mac_FYROM_F,Frmr_Yug_Repc_Mac_FYROM_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_Tot,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,South_Eastern_Europe_nfd_M,South_Eastern_Europe_nfd_F,South_Eastern_Europe_nfd_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,Turkey_M,Turkey_F,Turkey_P,UK_Channel_Islands_Isle_Man_M,UK_Channel_Islands_Isle_Man_F,UK_Channel_Islands_Isle_Man_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,Tot_M,Tot_F,Tot_P
1000,427744,424512,852256,70,51,121,42,59,101,525,678,1203,625,746,1371,413,273,686,185,140,325,301,361,662,82,71,153,2217,2392,4609,338,227,565,164,179,343,789,639,1428,176,274,450,85,60,145,872,709,1581,1608,1076,2684,132,329,461,172,158,330,262,194,456,243,372,615,544,410,954,1772,1660,3432,5512,5628,11140,468,1626,2094,241,292,533,130,199,329,1150,1159,2309,247,212,459,175,168,343,140,468,608,70,41,111,17307,17493,34800,1281,1456,2737,250,252,502,5769,5580,11349,30222,27408,57630,502323,497552,999875
1001,33964,36089,70053,18,24,42,3,3,6,49,35,84,53,67,120,73,84,157,17,17,34,34,30,64,6,0,6,279,316,595,37,32,69,17,16,33,253,208,461,6,28,34,3,0,3,65,46,111,91,71,162,7,12,19,19,20,39,28,20,48,22,36,58,17,9,26,173,173,346,389,373,762,98,243,341,36,53,89,9,14,23,97,114,211,43,45,88,43,49,92,16,59,75,4,5,9,1094,1095,2189,69,66,135,16,12,28,802,844,1646,2003,1822,3825,39953,42130,82083
1002,8644,9692,18336,0,3,3,0,3,3,17,26,43,126,122,248,0,0,0,7,3,10,20,22,42,0,0,0,53,54,107,4,0,4,16,17,33,35,33,68,20,25,45,14,6,20,8,8,16,15,9,24,6,19,25,8,5,13,3,6,9,12,23,35,0,0,0,34,27,61,108,110,218,16,43,59,6,0,6,5,13,18,45,46,91,0,3,3,13,23,36,8,18,26,3,3,6,306,295,601,57,59,116,25,18,43,360,301,661,665,773,1438,10659,11808,22467
1003,9393,10285,19678,3,0,3,0,0,0,22,27,49,12,22,34,4,5,9,0,0,0,14,12,26,0,0,0,41,49,90,0,5,5,12,7,19,9,10,19,3,14,17,3,0,3,16,25,41,36,10,46,14,24,38,3,5,8,0,0,0,10,14,24,7,14,21,40,40,80,190,208,398,12,50,62,4,9,13,4,7,11,38,36,74,8,4,12,4,4,8,13,27,40,0,0,0,474,502,976,48,45,93,3,11,14,143,163,306,596,696,1292,11179,12330,23509
1004,5939,6397,12336,4,0,4,0,0,0,6,20,26,10,16,26,46,39,85,5,0,5,0,3,3,4,4,8,68,74,142,30,15,45,3,5,8,17,3,20,7,3,10,0,0,0,12,23,35,38,28,66,0,6,6,3,0,3,7,0,7,7,12,19,14,12,26,38,52,90,95,99,194,4,36,40,9,8,17,0,5,5,24,23,47,11,11,22,3,0,3,0,4,4,0,3,3,463,501,964,19,17,36,8,7,15,113,127,240,601,573,1174,7608,8126,15734
1005,13835,14117,27952,3,3,6,5,10,15,25,16,41,63,47,110,7,10,17,13,0,13,25,17,42,0,0,0,48,50,98,8,7,15,11,8,19,33,21,54,5,6,11,6,4,10,22,19,41,24,16,40,7,5,12,11,8,19,21,16,37,15,20,35,8,4,12,48,39,87,214,185,399,28,58,86,4,5,9,8,9,17,39,40,79,9,8,17,22,19,41,9,10,19,3,3,6,417,382,799,25,31,56,27,15,42,232,160,392,922,909,1831,16202,16277,32479
1006,13294,14693,27987,3,3,6,3,4,7,34,44,78,28,50,78,12,14,26,18,6,24,14,19,33,6,6,12,90,111,201,27,24,51,11,24,35,54,51,105,8,28,36,0,3,3,42,31,73,74,46,120,8,13,21,7,11,18,11,5,16,10,26,36,21,22,43,78,89,167,224,273,497,20,49,69,26,34,60,8,12,20,64,87,151,12,15,27,5,7,12,8,15,23,0,7,7,1195,1206,2401,66,85,151,0,19,19,273,355,628,841,777,1618,16595,18264,34859
1007,7968,8383,16351,3,3,6,0,0,0,5,3,8,9,7,16,4,9,13,0,0,0,0,4,4,0,0,0,19,27,46,10,11,21,3,0,3,26,23,49,3,5,8,0,0,0,3,0,3,35,25,60,0,0,0,0,0,0,0,0,0,3,4,7,17,10,27,11,8,19,48,55,103,8,43,51,0,3,3,3,4,7,5,10,15,4,3,7,12,9,21,0,10,10,3,0,3,127,103,230,9,8,17,0,3,3,48,25,73,631,702,1333,9017,9500,18517
1008,6585,6829,13414,0,0,0,0,0,0,3,20,23,7,13,20,3,3,6,3,3,6,0,0,0,0,0,0,28,37,65,3,4,7,3,0,3,12,9,21,5,7,12,0,0,0,13,14,27,11,4,15,0,4,4,3,4,7,3,3,6,3,4,7,6,6,12,37,38,75,88,81,169,3,23,26,5,0,5,0,0,0,14,15,29,6,0,6,6,0,6,0,3,3,0,0,0,402,439,841,13,13,26,0,0,0,47,60,107,369,425,794,7681,8061,15742
1009,118460,127250,245710,32,28,60,20,30,50,232,258,490,335,563,898,133,117,250,179,164,343,141,191,332,20,15,35,520,638,1158,147,134,281,113,129,242,393,361,754,126,185,311,28,23,51,470,462,932,492,299,791,55,142,197,129,181,310,95,57,152,146,192,338,317,288,605,538,554,1092,2579,2712,5291,339,925,1264,134,152,286,60,89,149,676,662,1338,80,86,166,85,81,166,86,265,351,49,32,81,8724,9028,17752,456,453,909,78,91,169,2520,2694,5214,7938,8297,16235,146925,157828,304753
1010,8704,8935,17639,0,0,0,3,0,3,5,4,9,16,5,21,3,0,3,3,0,3,7,9,16,3,3,6,22,31,53,3,0,3,5,4,9,12,18,30,8,3,11,3,0,3,17,3,20,5,5,10,0,3,3,3,3,6,11,6,17,11,10,21,3,3,6,15,12,27,101,92,193,10,47,57,0,3,3,5,0,5,16,8,24,3,0,3,3,3,6,8,15,23,0,0,0,228,235,463,5,10,15,23,3,26,85,58,143,687,695,1382,10036,10226,20262
1011,25515,27184,52699,3,8,11,0,0,0,45,76,121,66,97,163,11,14,25,20,19,39,36,46,82,0,0,0,160,196,356,8,5,13,22,12,34,328,346,674,12,32,44,3,9,12,80,64,144,80,67,147,11,31,42,11,14,25,7,0,7,31,47,78,22,22,44,135,106,241,424,511,935,39,163,202,20,29,49,12,5,17,109,138,247,17,13,30,7,9,16,25,50,75,8,0,8,1426,1428,2854,89,94,183,15,18,33,672,739,1411,1594,1588,3182,31063,33180,64243
