region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
1000,2536,3007,3510,1649,428,77,12514,72,992,2117,2848,3116,954,204,34,10337,2453,11878,15722,14026,13735,6432,2118,543,66907,1822,6108,11212,13160,12192,6624,2375,566,54059,1051,1667,2632,3337,3374,1776,616,182,14635,13166,23518,29826,34509,26519,14978,5898,1322,149736,2505,2276,2356,2316,1644,638,162,41,11938,16722,27461,34814,40162,31537,17392,6676,1545,176309,541,897,1543,2704,2999,1915,877,283,11759,11273,7660,10610,12824,13818,13831,11216,4976,86208,32972,56214,78554,88731,80907,48797,23894,8024,418093
1001,261,281,194,67,12,6,1087,18,189,302,278,241,91,6,0,1125,403,1805,1533,1124,890,339,109,28,6231,329,914,1084,1084,886,395,151,29,4872,116,174,203,225,194,78,30,11,1031,1797,2858,2604,2371,1735,836,435,91,12727,390,312,204,171,138,23,7,3,1248,2303,3344,3011,2767,2067,937,472,105,15006,65,76,119,171,167,107,54,20,779,898,628,719,787,793,800,895,543,6063,4029,7209,7029,6492,5238,2736,1699,731,35163
1002,242,326,268,165,49,17,1220,10,56,93,117,102,31,9,5,423,201,607,484,479,396,180,77,43,2467,113,148,225,281,229,139,68,18,1221,50,34,51,58,65,37,20,9,324,389,498,422,528,370,175,89,18,2489,111,59,40,38,33,11,7,0,299,550,591,513,624,468,223,116,27,3112,23,16,22,49,44,37,21,15,227,384,228,243,229,199,225,197,116,1821,1284,1796,1822,2105,1706,1000,537,241,10491
1003,101,98,108,49,15,0,403,3,41,63,79,81,29,13,0,309,84,403,556,474,448,195,92,38,2290,48,158,339,368,344,230,113,30,1630,24,44,49,61,91,34,17,11,331,253,509,611,783,582,320,213,81,3352,53,46,46,57,49,15,6,3,275,330,599,706,901,722,369,236,95,3958,11,19,49,61,77,63,51,18,349,202,154,189,256,290,303,398,263,2055,681,1403,2003,2237,2070,1238,918,444,10994
1004,27,29,63,45,16,3,195,3,10,14,37,69,35,4,3,175,14,124,168,159,220,181,75,26,967,13,92,139,163,225,169,76,25,902,14,23,35,40,87,52,14,3,268,131,314,437,476,471,350,197,54,2430,34,36,34,30,32,8,5,0,179,179,373,506,546,590,410,216,57,2877,4,13,22,38,52,41,25,12,207,158,133,173,180,273,350,271,119,1657,371,757,1049,1152,1492,1231,683,245,6980
1005,129,159,134,63,23,3,579,3,51,82,103,96,26,6,0,367,194,696,617,479,379,173,73,20,2631,111,238,350,401,313,188,90,32,1723,57,62,91,111,112,53,29,11,526,640,1124,989,855,594,294,156,42,4694,128,101,84,74,48,13,0,4,452,825,1287,1164,1040,754,360,185,57,5672,26,29,60,92,74,57,33,13,384,569,451,406,318,332,318,345,161,2900,1734,2814,2808,2592,2082,1185,755,286,14256
1006,154,214,219,150,76,6,886,6,44,89,131,137,67,26,3,503,85,385,694,679,697,484,243,54,3321,85,216,500,581,550,452,225,52,2661,43,54,105,122,145,116,67,3,655,494,768,932,1064,710,553,269,52,4842,66,63,62,74,46,29,8,4,352,603,885,1099,1260,901,698,344,59,5849,19,39,54,108,91,109,55,12,487,319,160,268,374,436,443,435,334,2769,1120,1793,2858,3347,3031,2403,1404,520,16476
1007,28,36,25,7,3,0,123,3,19,36,43,35,8,3,0,147,43,194,163,174,146,42,15,6,783,33,94,148,181,112,41,25,7,641,18,29,39,44,39,20,4,3,196,291,437,480,590,467,223,99,17,2604,57,56,36,33,21,0,4,0,207,366,522,555,667,527,243,107,20,3007,7,14,28,44,31,14,12,0,150,237,222,200,291,315,344,450,246,2305,689,1089,1158,1436,1191,699,615,279,7156
1008,27,18,40,37,10,0,140,0,8,29,30,43,20,6,3,139,18,90,206,185,198,137,47,9,890,11,72,179,196,220,184,83,15,960,12,18,40,56,67,52,22,5,272,164,315,513,648,525,386,279,67,2897,25,35,27,32,28,14,8,0,169,201,368,580,736,620,452,309,72,3338,6,15,21,40,68,52,33,3,238,84,53,110,128,196,291,308,188,1358,320,614,1152,1333,1385,1173,796,290,7063
1009,978,1061,908,448,161,30,4160,28,350,587,730,697,260,93,14,2759,1082,4725,5003,4052,3324,1649,783,229,20847,1012,2903,4561,4147,3267,1931,1003,237,19061,447,621,910,1078,1070,697,268,83,5174,4559,8616,9437,9893,7058,4643,2597,808,47611,856,763,708,617,478,168,84,24,3698,5862,10000,11055,11588,8606,5508,2949,915,56483,223,350,535,758,742,527,328,160,3623,3200,2072,2834,3410,3513,4079,4486,2737,26331,11433,20948,25553,25746,21057,14402,9803,4322,133264
1010,13,26,13,6,0,0,72,0,14,19,19,24,3,0,0,79,44,191,141,114,118,50,26,10,694,54,144,167,148,132,75,29,6,755,20,50,55,36,46,25,10,6,248,380,715,673,642,456,232,115,23,3236,61,73,48,46,18,9,3,0,258,461,838,776,724,520,266,128,29,3742,19,22,23,39,33,25,16,5,182,350,359,369,311,339,277,273,132,2410,928,1582,1508,1381,1179,702,472,182,7934
1011,177,194,213,93,40,8,824,8,67,131,146,177,58,15,6,608,228,1043,1198,1041,997,406,169,41,5123,173,489,846,939,869,442,170,38,3966,97,117,154,221,257,114,51,21,1032,853,1583,1842,2226,1801,1003,475,153,9936,214,174,144,180,119,45,13,4,893,1164,1874,2140,2627,2177,1162,539,178,11861,34,63,109,173,192,143,65,20,799,660,442,531,678,764,793,876,620,5364,2271,4073,5132,5798,5389,3097,1874,911,28545
1012,97,98,67,20,13,3,382,8,55,88,87,70,15,3,0,326,164,787,592,453,336,103,57,14,2506,81,261,329,360,267,149,46,16,1509,57,70,105,117,84,42,16,8,499,710,1194,1072,1017,656,313,114,31,5107,136,145,101,81,39,14,3,0,519,903,1409,1278,1215,779,369,133,39,6125,32,38,45,89,87,52,32,8,383,426,269,324,372,297,357,282,135,2462,1614,2903,2753,2674,1903,1065,566,215,13693
1013,28,38,35,26,7,0,142,0,15,25,40,46,21,10,0,157,28,134,173,208,218,152,75,15,1003,35,90,153,205,262,206,100,29,1080,20,20,36,51,82,57,32,8,306,190,364,467,610,575,557,360,104,3227,62,57,43,53,38,24,6,0,283,272,441,546,714,695,638,398,112,3816,8,14,27,47,75,62,38,18,289,173,106,165,205,282,428,540,340,2239,516,808,1117,1457,1613,1533,1168,514,8726
1014,43,63,62,19,4,0,215,4,28,26,55,45,19,4,0,181,57,246,244,230,209,129,56,21,1192,60,187,251,244,234,108,51,15,1150,39,44,60,86,68,25,7,9,338,353,633,679,608,454,259,132,38,3156,66,70,64,48,24,11,6,0,289,458,747,803,742,546,295,145,47,3783,14,26,34,50,51,30,20,11,236,266,337,320,299,291,282,299,137,2231,862,1592,1721,1683,1438,882,579,231,8988
1015,32,29,22,17,6,3,122,3,9,24,38,26,15,0,3,118,46,182,171,198,172,73,42,9,893,37,105,154,190,151,98,46,9,790,29,39,42,69,71,34,14,10,308,285,497,472,536,404,206,124,21,2545,67,63,41,51,28,11,9,0,270,381,599,555,656,503,251,147,31,3123,11,21,30,41,46,24,24,9,206,240,205,233,232,230,255,286,145,1826,718,1134,1199,1384,1150,733,551,209,7078
1016,47,43,18,8,0,0,171,0,22,28,28,27,6,0,0,111,71,334,263,175,124,44,24,9,1044,54,169,168,136,92,48,19,3,689,26,27,51,45,35,11,0,3,198,312,593,461,459,274,129,56,15,2299,43,56,31,41,19,6,6,0,202,381,676,543,545,328,146,62,18,2699,18,23,30,43,37,11,10,6,178,322,266,253,245,246,217,181,99,1829,853,1538,1332,1215,872,480,296,135,6721
1017,8,13,9,3,0,0,48,0,8,15,16,7,5,0,0,51,35,109,74,91,77,26,17,3,432,39,95,121,136,89,41,9,0,530,25,28,39,42,37,21,9,6,207,338,638,615,564,469,209,78,21,2932,62,48,34,39,21,6,0,0,210,425,714,688,645,527,236,87,27,3349,8,22,17,21,26,15,9,3,121,175,113,138,179,215,162,186,58,1226,685,1073,1061,1101,950,488,308,91,5757
1018,82,108,108,45,10,0,409,0,52,57,99,97,29,4,0,338,140,580,592,498,421,141,61,15,2448,74,248,294,348,313,144,78,15,1514,39,74,84,82,78,39,15,3,414,492,838,735,832,591,319,158,45,4010,142,105,80,68,32,11,3,5,446,673,1017,899,982,701,369,176,53,4870,21,30,41,84,73,43,28,14,334,319,193,206,279,245,244,266,125,1877,1232,2171,2171,2398,1958,1015,623,222,11790
1019,14,26,14,10,4,0,87,3,13,13,21,29,14,0,0,93,37,116,113,97,103,32,25,7,530,18,53,97,114,101,57,23,6,469,18,18,32,36,30,10,7,3,154,218,357,406,388,292,184,90,19,1954,39,38,24,20,14,6,0,0,141,275,413,462,444,336,200,97,22,2249,6,11,18,30,24,32,10,8,139,183,196,186,216,216,186,162,77,1422,525,818,903,948,823,531,321,120,4989
1020,87,84,112,86,32,8,442,3,20,29,47,64,28,12,0,203,66,313,319,297,320,172,109,28,1624,58,166,253,310,264,192,138,44,1425,31,39,45,74,73,59,42,9,372,336,519,697,767,552,437,233,69,3610,61,53,46,45,26,25,4,6,266,428,611,788,886,651,521,279,84,4248,13,10,34,49,52,48,35,19,260,211,107,168,191,218,302,333,246,1776,779,1260,1678,1864,1681,1349,938,429,9978
1021,34,11,12,3,0,0,78,3,17,15,20,12,3,0,0,70,41,202,105,96,49,25,9,0,527,45,120,114,102,72,24,13,0,490,16,22,19,37,27,8,3,0,132,264,470,441,412,229,95,33,15,1959,35,39,27,21,16,4,0,0,142,315,531,487,470,272,107,36,15,2233,15,9,11,22,23,11,0,0,91,230,204,214,173,139,108,89,29,1186,649,1101,980,894,579,281,147,44,4675
1022,82,95,96,63,12,4,384,0,21,47,70,57,32,4,0,231,63,270,399,351,350,241,75,19,1768,66,193,339,378,383,275,124,37,1795,24,36,65,58,88,112,44,13,440,283,560,814,835,703,613,313,76,4197,36,44,49,56,52,31,11,0,279,343,640,928,949,843,756,368,89,4916,12,26,32,66,83,79,42,12,352,296,170,258,324,350,495,458,284,2635,786,1346,2085,2233,2162,1941,1083,445,12081
1023,2062,1957,1546,658,209,44,8177,41,638,1031,1130,1027,333,87,13,4300,2575,10615,8629,6232,4970,2147,780,205,36153,1585,4380,5681,5442,4315,2074,938,257,24672,458,673,1034,1257,1317,723,339,92,5893,6820,12377,12152,12443,9168,5344,2813,802,61919,1119,1051,865,767,508,207,60,18,4595,8397,14101,14051,14467,10993,6274,3212,912,72407,240,420,533,887,877,568,299,121,3945,3828,2916,3339,3977,3959,4150,4318,2397,28884,16746,34691,35326,34092,27687,16204,9843,3949,178538
