region_id,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS
1000,2681,26937,20248,381234,10480,441580,3,143,71,8178,297,8692,2699,321,263,1903,145,5331,1210,266,85,415,47,2023,6318,1952,1303,3141,166,12880,46642,25873,19143,308495,9861,410014,2016,90,546,83,75,2810,1380,365,234,2427,93,4499,7952,2559,1833,29786,780,42910,1465,550,180,1457,81,3733,1113,301,104,384,30,1932,1456,185,162,279,48,2130,8405,5680,3759,101741,2512,122097,6586,2581,853,10274,437,20731,293,10,29,26,15,373,865,294,107,620,60,1946,302,62,25,94,18,501,2166,614,365,1527,71,4743,1480,491,337,378,110,2796,2684,1254,995,579,123,5635,2049,491,245,1067,59,3911,824,175,146,498,23,1666,11022,6636,4905,75903,1744,100210,575,93,53,119,22,862,44,3,3,0,0,50,1363,219,161,137,19,1899,865,152,102,827,46,1992,174,67,17,27,4,289,482,37,37,6,18,580,1698,582,384,2608,70,5342,16695,4367,3033,8040,751,32886,2006,971,748,20678,47992,72395,135513,84321,60476,962931,76197,1319438,112605,51735
1001,240,2275,1665,29182,925,34287,3,3,3,161,13,183,240,24,34,160,17,475,257,48,30,69,14,418,679,258,136,479,19,1571,2965,2062,1463,24925,730,32145,332,8,62,9,14,425,79,31,13,202,7,332,962,389,218,4454,109,6132,187,53,21,178,12,451,128,31,17,45,3,224,478,33,15,27,8,561,529,456,304,9092,192,10573,483,259,85,1070,39,1936,28,0,0,3,4,35,67,24,10,74,7,182,18,4,4,13,0,39,68,40,9,90,5,212,106,28,27,38,11,210,200,107,102,34,6,449,276,57,32,170,12,547,71,12,8,40,11,142,744,534,378,6601,141,8398,134,19,9,38,0,200,20,0,0,0,0,20,99,7,10,7,4,127,80,14,6,132,6,238,6,4,3,3,0,16,32,3,3,0,0,38,117,45,21,231,3,417,2267,401,272,835,85,3860,224,77,46,1522,3107,4976,12119,7306,5006,79884,5504,109819,10407,4446
1002,57,676,477,8139,219,9568,0,0,3,208,9,220,322,17,10,63,10,422,5,3,3,4,0,15,104,42,35,88,3,272,869,560,410,6647,213,8699,59,3,16,4,4,86,34,10,6,54,0,104,206,64,48,791,24,1133,23,11,0,31,0,65,22,9,3,14,0,48,84,5,4,10,3,106,160,147,80,2503,49,2939,50,27,15,168,6,266,13,0,0,3,0,16,18,4,7,29,0,58,0,0,0,0,0,0,8,5,4,16,0,33,20,8,8,10,0,46,60,36,30,13,0,139,35,9,6,32,0,82,31,3,3,10,3,50,255,175,111,1964,57,2562,4,0,0,0,0,4,11,0,0,0,0,11,57,13,10,3,4,87,23,4,0,23,4,54,5,3,0,4,0,12,51,0,0,0,0,51,36,18,6,83,8,151,976,164,122,195,39,1496,39,15,19,361,1214,1648,3637,2031,1436,21470,1869,30443,3026,1187
1003,76,815,625,8046,272,9834,0,3,3,116,3,125,78,11,10,28,3,130,23,5,9,16,0,53,156,41,25,63,6,291,1354,750,560,7151,232,10047,66,3,16,5,0,90,33,14,4,65,0,116,172,51,47,668,21,959,24,12,0,52,3,91,30,7,3,3,0,43,21,4,3,14,0,42,248,191,150,2730,60,3379,130,73,20,340,15,578,3,0,0,3,0,6,7,6,0,10,3,26,5,0,0,3,0,8,39,10,5,25,3,82,41,27,26,13,4,111,103,41,25,21,4,194,44,9,8,16,3,80,16,3,3,4,0,26,329,194,142,1899,40,2604,7,0,0,0,0,7,0,0,0,0,0,0,37,7,0,6,0,50,33,8,0,23,0,64,3,3,0,0,0,6,19,4,4,0,0,27,61,22,13,65,0,161,501,132,135,250,22,1040,38,28,16,431,961,1474,3697,2474,1852,22066,1655,31744,3016,1508
1004,64,480,363,5119,141,6167,0,7,0,71,4,82,46,7,4,51,0,108,101,3,6,19,9,138,153,30,25,68,0,276,1167,470,365,4384,172,6558,39,0,11,6,0,56,36,10,4,39,4,93,196,34,29,402,5,666,81,11,0,46,0,138,41,7,3,9,0,60,11,0,0,0,0,11,183,93,69,1487,39,1871,158,31,14,161,3,367,4,0,0,3,0,7,7,6,0,9,0,22,8,0,3,0,0,11,38,17,3,13,0,71,14,7,4,12,3,40,55,32,27,13,4,131,53,5,14,29,5,106,19,7,0,3,0,29,272,113,107,1103,35,1630,21,4,0,4,0,29,0,0,0,0,0,0,23,6,3,0,0,32,29,0,0,10,0,39,3,0,0,0,0,3,13,0,0,0,0,13,42,13,9,45,0,109,320,81,32,114,15,562,50,26,10,279,979,1344,3247,1500,1105,13499,1418,20769,2746,926
1005,85,874,598,12453,336,14346,0,3,6,139,6,154,182,11,20,77,3,293,26,8,4,16,0,54,165,65,46,164,10,450,1150,805,592,10070,337,12954,83,3,35,10,3,134,31,11,3,93,3,141,187,90,34,768,17,1096,35,20,10,80,0,145,30,4,6,14,0,54,101,3,4,3,3,114,226,175,138,4062,96,4697,112,92,27,309,4,544,12,0,0,0,3,15,55,31,3,33,6,128,7,0,3,0,0,10,34,11,15,27,3,90,84,16,11,10,3,124,70,46,31,26,0,173,56,26,8,33,3,126,24,9,8,21,0,62,340,179,164,2422,62,3167,31,3,0,4,0,38,10,0,0,0,0,10,54,12,9,10,0,85,17,3,0,17,0,37,10,3,0,4,0,17,32,0,0,0,0,32,47,16,9,91,4,167,577,159,102,252,20,1110,57,19,20,639,1981,2716,3930,2697,1906,31847,2903,43283,3272,1646
1006,152,1428,1069,11246,340,14235,0,0,3,57,8,68,204,7,13,32,8,264,62,10,11,29,0,112,304,94,64,148,16,626,2925,1420,1008,9273,326,14952,72,4,20,3,3,102,67,21,11,77,4,180,348,98,81,792,30,1349,137,34,12,100,5,288,96,10,9,16,3,134,99,4,4,4,0,111,537,319,174,3385,99,4514,349,138,54,354,26,921,23,0,0,4,0,27,33,20,4,36,9,102,31,10,0,3,3,47,79,14,12,60,0,165,54,17,14,10,0,95,143,46,49,23,3,264,166,42,26,62,3,299,51,11,8,25,4,99,735,344,244,2640,65,4028,34,0,0,0,3,37,0,0,0,0,0,0,85,18,6,4,4,117,57,9,3,29,0,98,21,3,3,0,0,27,15,0,4,0,0,19,91,38,21,114,6,270,925,247,196,342,36,1746,85,55,35,471,1409,2055,7980,4461,3158,29339,2413,47351,6570,2731
1007,29,388,202,7764,238,8621,0,0,0,91,13,104,27,3,0,21,3,54,34,3,0,16,0,53,38,15,12,23,0,88,319,324,170,6124,240,7177,48,3,17,9,3,80,3,7,0,30,0,40,62,34,16,730,13,855,34,12,3,45,10,104,7,0,0,5,0,12,48,4,3,12,4,71,52,68,17,1458,34,1629,144,77,11,240,6,478,0,0,0,0,0,0,8,3,0,16,0,27,3,0,0,0,0,3,73,45,23,130,4,275,18,3,0,5,3,29,23,13,12,5,0,53,11,4,6,37,0,58,4,5,0,6,0,15,102,69,48,1185,33,1437,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,13,7,0,0,11,0,18,3,0,0,0,0,3,3,0,0,0,0,3,11,10,0,50,5,76,163,60,28,144,8,403,35,6,11,527,1112,1691,1315,1156,583,18684,1732,23470,1120,733
1008,39,482,338,5958,195,7012,0,4,0,42,0,46,28,11,3,13,0,55,13,5,3,3,0,24,119,29,22,43,3,216,1058,498,381,5041,181,7159,13,0,4,0,0,17,22,3,5,47,0,77,107,44,22,362,7,542,19,7,3,23,0,52,14,11,0,11,0,36,10,3,3,3,0,19,142,111,59,1547,39,1898,40,26,12,85,0,163,5,0,0,3,0,8,4,3,3,11,0,21,0,3,0,0,0,3,27,6,3,14,3,53,6,5,4,10,0,25,44,24,22,16,0,106,30,8,3,10,3,54,15,3,3,7,0,28,231,105,94,1189,30,1649,3,0,0,0,0,3,0,0,0,0,0,0,26,9,0,0,0,35,8,0,0,16,0,24,3,0,0,3,0,6,0,0,0,0,0,0,41,6,6,42,0,95,166,71,39,120,8,404,19,13,7,269,573,881,2252,1490,1039,14888,1042,20711,1903,922
1009,1380,12446,8663,104225,3371,130085,4,58,21,821,28,932,1832,150,185,605,53,2825,517,125,47,167,15,871,2128,649,390,1182,57,4406,23046,11302,7855,83021,3355,128579,1257,79,318,52,30,1736,547,119,98,755,34,1553,2287,759,548,5794,172,9560,831,266,99,647,36,1879,466,114,44,117,11,752,965,115,94,103,36,1313,4271,2478,1449,26978,760,35936,2256,914,325,3090,146,6731,347,11,16,18,6,398,317,113,42,216,22,710,76,18,8,23,3,128,1257,399,164,858,71,2749,1193,321,182,174,47,1917,1360,709,490,225,74,2858,752,163,100,351,23,1389,517,80,69,161,13,840,5298,2676,1825,19133,530,29462,230,30,9,52,12,333,17,0,0,0,0,17,847,141,91,64,12,1155,762,66,72,294,39,1233,133,37,19,10,0,199,166,18,20,6,4,214,780,284,164,796,32,2056,7638,2229,1326,2673,425,14291,1012,441,319,4945,13345,20062,64489,37310,25052,257556,22762,407169,53555,22763
