region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
1000,400898,401116,802014,170119,84857,254976,43041,95279,138320,14777,13701,28478,14770,11623,26393,242707,205460,448167,133851,174774,308625,6.1,5.7,5.9,60.5,51.2,55.9,56.9,48.3,52.6,6295,6219,12514,3366,6971,10337,25830,41076,66906,20723,33337,54060,114520,61790,176310,403128,402560,805688,64565,67204,131769,286651,281429,568080,152223,160469,312692
1001,31466,33921,65387,15845,8251,24096,3312,8797,12109,1165,1278,2443,1200,1163,2363,21522,19489,41011,8379,13045,21424,5.6,6.0,5.8,68.4,57.5,62.7,64.6,54.0,59.1,565,522,1087,412,715,1127,2393,3839,6232,2033,2840,4873,9235,5771,15006,30974,32800,63774,6625,7227,13852,19666,20703,40369,15319,16623,31942
1002,8496,9699,18195,3323,2213,5536,1150,2208,3358,266,325,591,435,363,798,5174,5109,10283,2783,3982,6765,8.4,7.1,7.8,60.9,52.7,56.5,55.8,48.9,52.1,686,535,1221,131,293,424,1016,1452,2468,448,774,1222,1849,1265,3114,7846,8551,16397,2093,2477,4570,4826,5327,10153,4504,5109,9613
1003,9168,10402,19570,3262,1981,5243,1294,2484,3778,296,317,613,382,332,714,5234,5114,10348,3432,4758,8190,7.3,6.5,6.9,57.1,49.2,52.9,52.9,46.0,49.2,205,197,402,122,187,309,967,1324,2291,610,1021,1631,2530,1430,3960,8806,9792,18598,1754,1962,3716,5746,6343,12089,4208,4793,9001
1004,6237,6756,12993,1714,979,2693,762,1426,2188,192,193,385,257,198,455,2925,2796,5721,2830,3536,6366,8.8,7.1,8.0,46.9,41.4,44.0,42.8,38.5,40.5,108,86,194,71,104,175,402,565,967,333,570,903,1882,995,2877,5729,6237,11966,1261,1351,2612,3707,3965,7672,2868,3202,6070
1005,12683,13022,25705,5925,3233,9158,1343,3256,4599,421,467,888,457,432,889,8146,7388,15534,3857,4973,8830,5.6,5.8,5.7,64.2,56.7,60.4,60.6,53.4,57.0,314,266,580,118,251,369,1037,1595,2632,707,1014,1721,3541,2132,5673,12033,12392,24425,2691,2911,5602,7464,7626,15090,6240,6679,12919
1006,13161,14858,28019,5805,3081,8886,1603,3573,5176,448,443,891,347,337,684,8203,7434,15637,4282,6799,11081,4.2,4.5,4.4,62.3,50.0,55.8,59.7,47.8,53.4,473,413,886,183,321,504,1493,1829,3322,1002,1658,2660,3769,2080,5849,13512,14840,28352,2201,2543,4744,8943,9806,18749,5814,6647,12461
1007,7295,7881,15176,2770,1599,4369,609,1469,2078,278,281,559,372,262,634,4029,3611,7640,2746,3655,6401,9.2,7.3,8.3,55.2,45.8,50.3,50.1,42.5,46.2,49,75,124,50,96,146,267,514,781,284,359,643,1935,1073,3008,7264,7739,15003,1020,1041,2061,5659,5946,11605,2093,2224,4317
1008,6348,6769,13117,1805,987,2792,699,1372,2071,155,170,325,266,188,454,2925,2717,5642,3100,3725,6825,9.1,6.9,8.0,46.1,40.1,43.0,41.9,37.4,39.6,70,70,140,53,86,139,350,540,890,383,577,960,2243,1095,3338,6212,6509,12721,1091,1135,2226,4200,4378,8578,2749,2886,5635
1009,116650,128899,245549,49819,26312,76131,12888,30019,42907,4003,4343,8346,5101,4435,9536,71811,65109,136920,38289,56895,95184,7.1,6.8,7.0,61.6,50.5,55.8,57.2,47.1,51.9,2206,1955,4161,1029,1730,2759,8538,12310,20848,7673,11387,19060,35733,20750,56483,119043,128217,247260,19239,21134,40373,78861,84918,163779,50391,55815,106206
