region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
1000,3265,4353,7618,137819,144829,282648,29,11,40,6095,6376,12471,471,523,994,125964,130060,256024,288,390,678,2024,1828,3852,1907,2417,4324,611,704,1315,3449,3658,7107,90,67,157,640,752,1392,3357,3869,7226,23144,23035,46179,1830,2194,4024,1858,2194,4052,27099,30304,57403,8589,9717,18306,556,605,1161,345820,363533,709353,766,675,1441,993,787,1780,461,425,886,212,151,363,1859,2374,4233,2071,2525,4596,97845,83627,181472,4737,3350,8087,46366,38277,84643,502324,497552,999876
1001,331,350,681,7627,8862,16489,0,0,0,555,655,1210,58,66,124,11105,12102,23207,53,63,116,278,287,565,143,214,357,55,59,114,1072,1271,2343,13,8,21,76,84,160,399,515,914,1473,1734,3207,130,162,292,132,159,291,1986,2629,4615,795,953,1748,29,30,59,25979,29853,55832,338,303,641,184,132,316,15,28,43,0,5,5,159,175,334,159,180,339,9195,8182,17377,475,217,692,3277,2884,6161,39953,42129,82082
1002,124,158,282,2642,3257,5899,0,0,0,87,113,200,96,99,195,2390,2696,5086,20,14,34,32,28,60,40,53,93,19,18,37,45,41,86,5,4,9,12,11,23,71,99,170,470,617,1087,48,66,114,54,91,145,374,489,863,174,219,393,13,15,28,6592,7930,14522,49,48,97,205,147,352,10,7,17,3,3,6,57,70,127,60,73,133,2495,2331,4826,149,80,229,976,1034,2010,10660,11808,22468
1003,139,194,333,2646,3195,5841,0,0,0,101,102,203,3,9,12,2907,3338,6245,9,10,19,29,28,57,62,69,131,3,12,15,40,57,97,0,0,0,9,15,24,113,135,248,562,696,1258,34,57,91,36,41,77,504,658,1162,242,259,501,14,17,31,7314,8698,16012,17,8,25,20,15,35,13,12,25,0,0,0,38,63,101,38,63,101,2593,2301,4894,169,125,294,875,915,1790,11178,12331,23509
1004,54,63,117,2071,2404,4475,0,0,0,82,92,174,0,0,0,1853,2021,3874,6,3,9,83,51,134,61,75,136,3,4,7,53,65,118,3,0,3,7,8,15,44,52,96,255,291,546,43,44,87,5,15,20,292,419,711,137,152,289,3,5,8,5001,5701,10702,7,8,15,8,7,15,3,3,6,3,3,6,27,35,62,30,38,68,1573,1474,3047,67,48,115,864,783,1647,7607,8125,15732
1005,111,122,233,3454,3937,7391,0,0,0,223,253,476,92,86,178,5390,5817,11207,10,15,25,68,71,139,53,75,128,26,26,52,47,58,105,5,4,9,22,21,43,90,88,178,667,770,1437,46,68,114,22,35,57,733,808,1541,252,249,501,8,3,11,11208,12384,23592,33,38,71,48,46,94,8,3,11,6,6,12,46,63,109,52,69,121,2844,2374,5218,185,73,258,1713,1168,2881,16202,16277,32479
1006,103,145,248,4828,5631,10459,0,4,4,237,268,505,71,74,145,4112,4673,8785,43,46,89,153,157,310,78,98,176,28,32,60,73,87,160,3,5,8,15,17,32,103,147,250,549,746,1295,31,29,60,38,42,80,700,890,1590,406,420,826,41,45,86,11509,13411,24920,40,48,88,32,29,61,40,48,88,0,0,0,55,107,162,55,107,162,3332,3082,6414,172,112,284,1312,1281,2593,16595,18263,34858
1007,47,42,89,1188,1282,2470,0,3,3,113,112,225,0,0,0,2209,2451,4660,22,24,46,40,46,86,17,21,38,33,32,65,96,112,208,0,0,0,14,12,26,38,56,94,97,121,218,110,128,238,14,25,39,977,1336,2313,115,139,254,0,6,6,5083,5906,10989,19,12,31,12,14,26,0,3,3,3,3,6,16,26,42,19,29,48,2647,2298,4945,91,37,128,1099,1160,2259,9017,9501,18518
1008,51,65,116,2466,2705,5171,0,0,0,119,155,274,0,0,0,1686,1817,3503,8,12,20,14,13,27,40,30,70,9,19,28,21,37,58,0,0,0,12,17,29,44,55,99,347,331,678,17,21,38,27,29,56,435,554,989,115,127,242,4,6,10,5364,5928,11292,3,0,3,7,3,10,4,8,12,3,0,3,21,35,56,24,35,59,1625,1432,3057,61,34,95,538,558,1096,7677,8063,15740
1009,1089,1577,2666,40347,46606,86953,8,3,11,2645,3007,5652,99,99,198,38141,42819,80960,209,255,464,1012,962,1974,608,807,1415,393,453,846,556,652,1208,62,54,116,678,813,1491,1344,1604,2948,4468,5235,9703,435,570,1005,694,796,1490,5634,7181,12815,3221,3718,6939,197,206,403,100751,115840,216591,377,337,714,499,445,944,148,207,355,23,11,34,421,595,1016,444,606,1050,30656,26523,57179,1343,886,2229,11619,11406,23025,146926,157827,304753
