region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
1000,9697,9117,18814,31014,29387,60401,8943,8515,17458,3580,3380,6960,43537,41282,84819,24088,23476,47564,6452,6972,13424,3632,3695,7327,34172,34143,68315,1307,1419,2726,696,1619,2315,4441,2485,6926,3685,7348,11033,172,148,320,10301,13019,23320,1990,3621,5611,811,1873,2684,436,853,1289,2110,4978,7088,37,70,107,5384,11395,16779,515,621,1136,995,2386,3381,50,38,88,1560,3045,4605,38956,33954,72910,143607,145955,289562
1001,788,740,1528,2113,2027,4140,932,859,1791,463,536,999,3508,3422,6930,1719,1677,3396,667,747,1414,376,394,770,2762,2818,5580,327,271,598,155,219,374,458,317,775,502,801,1303,18,12,30,1460,1620,3080,396,944,1340,140,261,401,78,135,213,251,493,744,7,10,17,872,1843,2715,209,74,283,119,244,363,3,10,13,331,328,659,2584,2450,5034,12305,13221,25526
1002,206,200,406,634,592,1226,119,98,217,178,190,368,931,880,1811,468,489,957,98,105,203,302,265,567,868,859,1727,52,71,123,43,59,102,91,65,156,99,155,254,5,8,13,290,358,648,695,1018,1713,264,226,490,59,67,126,166,254,420,4,7,11,1188,1572,2760,20,10,30,19,51,70,0,0,0,39,61,100,768,893,1661,4290,4823,9113
1003,204,192,396,451,401,852,313,362,675,87,97,184,851,860,1711,408,389,797,290,288,578,64,49,113,762,726,1488,21,26,47,27,52,79,77,47,124,95,200,295,4,6,10,224,331,555,87,151,238,55,84,139,11,24,35,73,152,225,0,3,3,226,414,640,6,18,24,28,65,93,0,0,0,34,83,117,736,770,1506,3037,3376,6413
1004,118,117,235,337,377,714,151,131,282,69,53,122,557,561,1118,262,308,570,120,125,245,56,47,103,438,480,918,12,11,23,11,17,28,50,39,89,58,100,158,0,0,0,131,167,298,16,15,31,15,28,43,4,9,13,18,66,84,0,3,3,53,121,174,8,12,20,14,54,68,0,0,0,22,66,88,688,665,1353,2007,2177,4184
1005,344,297,641,806,731,1537,535,514,1049,97,93,190,1438,1338,2776,685,574,1259,404,313,717,165,166,331,1254,1053,2307,50,83,133,23,60,83,204,91,295,159,207,366,3,5,8,439,446,885,543,781,1324,67,114,181,45,85,130,145,272,417,3,7,10,803,1259,2062,6,6,12,28,81,109,0,5,5,34,92,126,1597,1143,2740,5909,5628,11537
1006,358,323,681,918,886,1804,346,336,682,277,194,471,1541,1416,2957,574,505,1079,404,421,825,267,510,777,1245,1436,2681,37,54,91,18,55,73,161,109,270,133,260,393,0,8,8,349,486,835,93,141,234,30,74,104,30,23,53,135,213,348,0,4,4,288,455,743,24,24,48,41,113,154,0,3,3,65,140,205,992,1057,2049,4838,5313,10151
1007,140,158,298,628,557,1185,57,47,104,18,12,30,703,616,1319,545,515,1060,3,9,12,16,11,27,564,535,1099,25,32,57,25,49,74,84,86,170,107,147,254,3,3,6,244,317,561,8,40,48,3,30,33,11,16,27,39,87,126,0,0,0,61,173,234,10,14,24,20,47,67,0,3,3,30,64,94,897,932,1829,2639,2795,5434
1008,137,138,275,411,370,781,146,148,294,31,36,67,588,554,1142,326,299,625,157,139,296,41,38,79,524,476,1000,16,22,38,18,24,42,60,22,82,54,92,146,3,0,3,151,160,311,17,45,62,13,21,34,4,16,20,23,77,100,0,0,0,57,159,216,3,6,9,15,52,67,3,0,3,21,58,79,468,546,1014,1946,2091,4037
1009,3297,3093,6390,9452,8959,18411,1961,1953,3914,1280,1245,2525,12693,12157,24850,7555,7412,14967,1699,1624,3323,1223,1305,2528,10477,10341,20818,458,533,991,190,508,698,1459,791,2250,1005,1761,2766,33,43,76,3145,3636,6781,1538,2242,3780,514,1017,1531,333,414,747,892,1822,2714,17,26,43,3294,5521,8815,147,210,357,426,950,1376,13,20,33,586,1180,1766,9979,10705,20684,43471,46633,90104
1010,179,185,364,640,584,1224,125,121,246,74,48,122,839,753,1592,464,532,996,94,88,182,56,48,104,614,668,1282,34,40,74,15,27,42,131,71,202,80,95,175,0,6,6,260,239,499,45,79,124,7,43,50,12,24,36,39,63,102,0,0,0,103,209,312,11,13,24,33,44,77,5,5,10,49,62,111,1308,803,2111,3352,2919,6271
1011,588,572,1160,1708,1672,3380,571,471,1042,381,359,740,2660,2502,5162,1425,1407,2832,405,405,810,417,446,863,2247,2258,4505,129,162,291,89,180,269,313,208,521,316,617,933,13,10,23,860,1177,2037,248,432,680,110,204,314,43,70,113,174,326,500,3,6,9,578,1038,1616,35,63,98,86,198,284,0,8,8,121,269,390,2043,2170,4213,9097,9986,19083
1012,372,351,723,881,864,1745,471,471,942,184,199,383,1536,1534,3070,721,659,1380,355,345,700,135,169,304,1211,1173,2384,64,84,148,25,66,91,190,135,325,170,290,460,6,7,13,455,582,1037,45,169,214,23,78,101,21,50,71,113,184,297,0,5,5,202,486,688,17,17,34,32,85,117,7,4,11,56,106,162,1116,1123,2239,4948,5355,10303
1013,156,145,301,457,419,876,110,121,231,32,25,57,599,565,1164,481,450,931,33,41,74,18,14,32,532,505,1037,27,21,48,28,48,76,52,35,87,57,125,182,3,7,10,167,236,403,16,31,47,8,25,33,12,10,22,28,64,92,0,0,0,64,130,194,0,10,10,15,28,43,0,0,0,15,38,53,785,892,1677,2318,2511,4829
1014,235,174,409,656,607,1263,205,171,376,30,19,49,891,797,1688,489,490,979,198,164,362,26,22,48,713,676,1389,38,43,81,33,42,75,110,92,202,85,194,279,3,5,8,269,376,645,43,75,118,33,41,74,12,20,32,62,129,191,0,0,0,150,265,415,12,13,25,43,47,90,0,0,0,55,60,115,1179,686,1865,3492,3034,6526
1015,207,167,374,586,543,1129,108,88,196,59,55,114,753,686,1439,440,456,896,114,134,248,47,35,82,601,625,1226,22,49,71,18,53,71,68,59,127,68,136,204,8,0,8,184,297,481,33,58,91,12,36,48,13,14,27,35,74,109,0,0,0,93,182,275,11,10,21,21,43,64,0,3,3,32,56,88,811,654,1465,2681,2667,5348
1016,183,164,347,557,528,1085,240,204,444,13,5,18,810,737,1547,367,351,718,189,233,422,16,11,27,572,595,1167,25,36,61,14,45,59,96,51,147,73,119,192,0,5,5,208,256,464,25,50,75,15,20,35,11,35,46,50,69,119,3,3,6,104,177,281,15,22,37,23,40,63,0,0,0,38,62,100,896,779,1675,2811,2770,5581
1017,199,153,352,590,570,1160,91,90,181,25,39,64,706,699,1405,412,451,863,69,78,147,41,27,68,522,556,1078,21,40,61,11,22,33,97,53,150,54,72,126,7,0,7,190,187,377,37,59,96,6,41,47,11,13,24,15,51,66,0,0,0,69,164,233,5,18,23,22,40,62,0,0,0,27,58,85,481,509,990,2194,2326,4520
1018,285,244,529,738,715,1453,269,283,552,145,128,273,1152,1126,2278,568,571,1139,292,325,617,72,82,154,932,978,1910,45,55,100,40,97,137,130,91,221,129,200,329,3,5,8,347,448,795,334,432,766,159,218,377,44,62,106,140,240,380,5,0,5,682,952,1634,16,27,43,46,82,128,3,3,6,65,112,177,766,779,1545,4229,4639,8868
1019,117,105,222,301,272,573,131,112,243,12,11,23,444,395,839,263,239,502,82,93,175,21,17,38,366,349,715,16,27,43,16,20,36,68,50,118,53,62,115,3,3,6,156,162,318,23,35,58,8,19,27,9,21,30,30,45,75,0,0,0,70,120,190,3,4,7,12,23,35,0,0,0,15,27,42,779,454,1233,1947,1612,3559
1020,173,150,323,597,511,1108,86,66,152,232,237,469,915,814,1729,384,372,756,58,86,144,221,258,479,663,716,1379,41,41,82,20,38,58,107,61,168,75,110,185,5,0,5,248,250,498,193,225,418,88,82,170,20,21,41,81,143,224,0,0,0,382,471,853,9,17,26,23,58,81,0,3,3,32,78,110,579,582,1161,2992,3061,6053
1021,134,116,250,368,344,712,115,120,235,40,41,81,523,505,1028,267,225,492,111,123,234,26,30,56,404,378,782,7,16,23,0,9,9,71,53,124,47,67,114,3,3,6,128,148,276,13,32,45,3,16,19,3,17,20,27,49,76,0,0,0,46,114,160,3,8,11,14,25,39,0,0,0,17,33,50,759,468,1227,2011,1762,3773
1022,224,206,430,678,589,1267,131,142,273,149,145,294,958,876,1834,528,553,1081,63,58,121,173,157,330,764,768,1532,25,47,72,13,34,47,105,42,147,60,123,183,5,0,5,208,246,454,97,121,218,21,48,69,11,30,41,60,106,166,3,0,3,192,305,497,6,10,16,26,79,105,3,0,3,35,89,124,1098,1090,2188,3479,3580,7059
1023,3904,3661,7565,11877,11177,23054,2925,2824,5749,1608,1411,3019,16410,15412,31822,8642,8354,16996,2310,2398,4708,1611,1606,3217,12563,12358,24921,700,810,1510,334,631,965,2062,1055,3117,1640,2161,3801,51,56,107,4787,4713,9500,3986,5196,9182,1395,1770,3165,607,834,1441,1798,2811,4609,34,40,74,7820,10651,18471,212,277,489,528,994,1522,16,18,34,756,1289,2045,11603,11464,23067,57843,59548,117391
1024,383,339,722,1024,960,1984,178,141,319,194,178,372,1396,1279,2675,766,773,1539,141,172,313,190,192,382,1097,1137,2234,62,58,120,29,64,93,154,118,272,158,249,407,5,14,19,408,503,911,99,154,253,46,83,129,28,36,64,93,189,282,0,3,3,266,465,731,16,23,39,45,109,154,3,0,3,64,132,196,1829,1333,3162,5443,5188,10631
1025,397,348,745,1078,989,2067,302,323,625,198,194,392,1578,1506,3084,688,672,1360,290,335,625,295,352,647,1273,1359,2632,75,66,141,26,64,90,171,130,301,165,283,448,6,12,18,443,555,998,138,246,384,62,76,138,29,61,90,153,266,419,4,3,7,386,652,1038,14,21,35,51,81,132,4,0,4,69,102,171,1343,1283,2626,5489,5805,11294
1026,122,88,210,363,346,709,116,109,225,24,24,48,503,479,982,250,283,533,106,136,242,28,24,52,384,443,827,13,17,30,7,17,24,65,24,89,41,93,134,0,0,0,126,151,277,10,33,43,0,11,11,13,13,26,27,57,84,0,0,0,50,114,164,3,0,3,6,12,18,0,3,3,9,15,24,473,477,950,1667,1767,3434
1027,411,360,771,847,831,1678,536,533,1069,217,181,398,1600,1545,3145,577,575,1152,614,690,1304,115,135,250,1306,1400,2706,77,87,164,42,122,164,161,91,252,188,251,439,4,6,10,472,557,1029,46,146,192,43,78,121,22,38,60,127,230,357,0,0,0,238,492,730,19,23,42,56,106,162,0,7,7,75,136,211,1255,1252,2507,5357,5742,11099
1028,200,159,359,559,543,1102,158,175,333,57,40,97,774,758,1532,411,390,801,125,143,268,62,80,142,598,613,1211,23,10,33,5,18,23,132,86,218,70,142,212,0,3,3,230,259,489,35,61,96,8,18,26,15,16,31,50,83,133,0,3,3,108,181,289,12,4,16,22,55,77,0,0,0,34,59,93,503,438,941,2447,2467,4914
1029,119,97,216,465,468,933,13,13,26,42,26,68,520,507,1027,321,331,652,34,38,72,32,28,60,387,397,784,14,20,34,8,17,25,51,36,87,50,107,157,0,3,3,123,183,306,13,24,37,4,26,30,3,7,10,13,53,66,4,0,4,37,110,147,6,8,14,17,27,44,0,0,0,23,35,58,470,499,969,1679,1828,3507
1030,37199,34113,71312,106235,98999,205234,34403,33529,67932,20207,18979,39186,160845,151507,312352,71562,69781,141343,35258,34108,69366,24269,23399,47668,131089,127288,258377,9931,9356,19287,6417,10760,17177,14968,7424,22392,15117,21907,37024,689,580,1269,47122,50027,97149,54648,64274,118922,17141,18461,35602,6443,7416,13859,21407,27786,49193,722,790,1512,100361,118727,219088,6052,7038,13090,8124,14115,22239,314,402,716,14490,21555,36045,148795,138950,287745,639901,642167,1282068
1031,438,374,812,1092,999,2091,371,385,756,205,206,411,1668,1590,3258,1085,760,1845,230,296,526,184,268,452,1499,1324,2823,61,64,125,40,103,143,173,122,295,174,293,467,8,7,15,456,589,1045,73,125,198,27,61,88,17,70,87,126,208,334,0,0,0,243,464,707,24,23,47,46,85,131,4,0,4,74,108,182,1471,1439,2910,5849,5888,11737
1032,264,229,493,802,795,1597,173,146,319,112,105,217,1087,1046,2133,707,625,1332,120,117,237,86,95,181,913,837,1750,41,62,103,23,76,99,83,65,148,96,169,265,4,0,4,247,372,619,31,65,96,20,39,59,9,16,25,34,92,126,0,3,3,94,215,309,11,22,33,25,61,86,5,0,5,41,83,124,875,950,1825,3521,3732,7253
1033,124,136,260,387,401,788,48,49,97,36,38,74,471,488,959,384,414,798,22,33,55,62,57,119,468,504,972,26,13,39,11,15,26,55,35,90,50,84,134,0,0,0,142,147,289,16,37,53,14,24,38,4,3,7,27,64,91,0,0,0,61,128,189,6,12,18,10,38,48,0,0,0,16,50,66,468,548,1016,1750,2001,3751
1034,521,518,1039,1388,1256,2644,691,691,1382,276,276,552,2355,2223,4578,975,931,1906,483,539,1022,267,274,541,1725,1744,3469,140,127,267,78,131,209,366,195,561,295,437,732,10,12,22,889,902,1791,542,1109,1651,160,216,376,70,113,183,274,444,718,12,7,19,1058,1889,2947,31,16,47,71,130,201,3,4,7,105,150,255,1345,1433,2778,7998,8859,16857
1035,2922,2783,5705,8245,7623,15868,2111,2195,4306,905,831,1736,11261,10649,21910,6152,5949,12101,2158,2231,4389,860,797,1657,9170,8977,18147,565,599,1164,289,564,853,1466,759,2225,989,1486,2475,45,31,76,3354,3439,6793,3657,3998,7655,1350,1204,2554,399,426,825,951,1584,2535,26,31,57,6383,7243,13626,164,178,342,336,754,1090,8,20,28,508,952,1460,7963,7796,15759,41561,41839,83400
