region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1000,0,1708,1117,802,1573,1622,922,387,93,8224,0,1274,2067,2467,5972,9800,10558,10544,4893,47575,2091,2962,1810,1256,1819,2348,1715,822,310,15133,91309,47011,42080,60319,70062,66374,46286,26005,8579,458025,0,2427,31850,67098,83291,87436,61858,27037,4428,365425,0,8684,16851,16526,14877,9589,3296,714,82,70619,0,2510,6641,11229,10475,4132,2356,2331,1279,40953,183151,0,0,0,0,0,0,0,0,183151,0,37305,0,0,0,0,0,0,0,37305,0,27276,9261,4713,3619,1714,248,18,0,46849,0,3821,1311,1001,1695,2378,2156,1841,1154,15357,0,2512,1203,902,892,591,291,95,32,6518,0,3623,2873,2034,3370,3427,2014,877,166,18384,0,3273,6024,8040,15727,21311,19523,16108,6775,96781,4218,6015,4314,3363,4024,4491,3269,1415,440,31549,187369,97446,80328,114906,137970,135069,95011,50436,14356,912891
1001,0,682,256,82,95,102,50,20,4,1291,0,299,477,365,636,944,912,917,412,4962,143,296,133,59,75,108,94,61,25,994,7938,5498,5107,5354,5362,4504,2886,1893,680,39222,0,328,3919,5915,6161,5607,3300,1709,320,27259,0,1254,2009,1207,859,491,160,34,3,6017,0,271,746,1225,1045,335,164,131,89,4006,15835,0,0,0,0,0,0,0,0,15835,0,3481,0,0,0,0,0,0,0,3481,0,2381,697,275,219,100,17,0,0,3689,0,366,180,74,127,127,122,82,59,1137,0,293,138,64,47,36,4,5,3,590,0,1355,696,204,201,209,94,40,10,2809,0,630,1125,1055,1361,1666,1341,1244,525,8947,287,525,316,165,164,197,158,96,35,1943,16122,10884,9826,10184,10184,8768,5360,3341,1044,75713
1002,0,309,78,23,21,16,14,3,4,468,0,109,123,95,156,276,262,282,122,1425,34,110,42,15,31,39,38,24,9,342,1912,1720,1143,1234,1410,1136,824,540,201,10120,0,105,791,1268,1598,1342,929,422,95,6550,0,377,450,280,265,149,37,6,0,1564,0,86,179,265,258,98,43,57,23,1009,3833,0,0,0,0,0,0,0,0,3833,0,948,0,0,0,0,0,0,0,948,0,541,154,78,56,38,0,0,0,867,0,133,60,25,32,25,24,23,17,339,0,107,39,18,16,7,3,0,0,190,0,572,196,63,49,40,28,6,4,958,0,167,267,214,345,448,376,367,151,2335,72,204,81,44,49,70,65,34,9,628,3905,3240,2217,2255,2668,2217,1505,915,299,19221
1003,0,112,75,30,57,42,30,12,3,361,0,36,48,92,190,348,358,491,252,1815,31,51,34,22,33,46,48,16,8,289,1862,1127,965,1490,1689,1626,1244,1032,393,11428,0,36,603,1412,1664,1868,1402,915,234,8134,0,181,434,428,379,227,72,27,10,1758,0,45,141,350,367,168,76,81,39,1267,3730,0,0,0,0,0,0,0,0,3730,0,915,0,0,0,0,0,0,0,915,0,585,203,117,90,59,9,0,0,1063,0,84,34,31,44,59,42,45,26,365,0,79,43,32,26,16,7,0,0,203,0,241,194,98,115,92,66,24,9,839,0,63,153,211,423,574,536,661,339,2960,71,87,71,49,64,84,73,20,8,527,3801,2316,1876,2728,3172,3147,2283,1773,665,21761
1004,0,32,18,16,27,21,22,9,7,152,0,23,46,45,115,182,250,219,105,985,25,31,20,16,25,55,55,19,6,252,1277,657,609,795,975,1200,1070,565,205,7353,0,34,395,756,942,1520,1424,661,112,5844,0,132,246,255,201,147,70,19,0,1070,0,36,132,210,185,62,28,30,30,713,2490,0,0,0,0,0,0,0,0,2490,0,483,0,0,0,0,0,0,0,483,0,385,114,79,55,31,5,0,0,669,0,40,21,13,18,33,32,28,21,206,0,38,26,17,18,9,3,3,0,114,0,74,43,38,47,54,37,21,13,327,0,41,104,125,242,350,396,340,145,1743,62,62,58,40,57,96,96,37,12,520,2552,1325,1139,1533,1765,2302,2091,1139,333,14179
1005,0,325,67,32,27,31,24,16,0,522,0,103,143,113,188,293,315,360,174,1689,44,115,44,30,40,49,25,25,3,375,3104,2171,1829,1979,1960,1606,1082,807,270,14808,0,109,1407,2175,2309,2104,1309,719,104,10236,0,577,791,480,337,184,47,7,0,2423,0,113,295,410,357,137,69,54,24,1459,6308,0,0,0,0,0,0,0,0,6308,0,1280,0,0,0,0,0,0,0,1280,0,927,293,129,98,25,6,0,0,1478,0,163,59,36,48,60,55,50,45,516,0,128,58,24,26,12,5,0,0,253,0,640,221,92,62,64,45,23,3,1150,0,199,354,332,449,538,497,489,212,3070,97,231,111,70,65,74,54,40,6,748,6405,4367,3589,3748,3751,3198,2087,1382,394,28921
1006,0,41,29,24,30,40,38,17,0,219,0,32,71,75,207,455,543,501,262,2146,32,67,39,25,40,70,57,26,9,365,3157,1714,1330,2137,2395,2373,2016,1162,445,16729,0,110,1095,2459,2908,2869,2504,1242,244,13431,0,282,550,485,369,230,113,29,0,2058,0,73,177,419,439,174,85,95,59,1521,6338,0,0,0,0,0,0,0,0,6338,0,1478,0,0,0,0,0,0,0,1478,0,1112,311,175,144,54,12,0,0,1808,0,99,46,30,53,73,89,71,57,518,0,97,43,20,29,14,4,0,0,207,0,89,71,57,76,85,76,36,0,490,0,70,179,247,451,731,796,656,328,3458,74,129,94,71,88,123,90,43,12,724,6412,3539,2566,3963,4557,4353,3769,2172,700,32031
1007,0,37,23,13,28,23,16,7,3,150,0,45,70,77,181,245,241,342,130,1331,43,61,34,32,36,39,28,22,3,298,1522,971,886,1023,1289,1164,859,683,186,8583,0,45,490,912,1318,1430,983,564,86,5828,0,280,394,301,261,123,42,22,0,1423,0,81,233,285,220,82,51,71,22,1045,3060,0,0,0,0,0,0,0,0,3060,0,546,0,0,0,0,0,0,0,546,0,596,173,107,92,29,4,0,0,1001,0,96,28,23,42,49,32,27,12,309,0,50,26,14,17,0,4,0,0,111,0,62,53,24,56,57,26,12,3,293,0,109,196,205,429,510,414,475,172,2510,86,106,92,63,67,74,49,33,7,577,3146,1971,1685,1934,2502,2354,1605,1204,302,16703
1008,0,10,13,14,30,31,37,9,3,147,0,12,16,33,89,167,238,273,147,975,23,31,7,10,24,33,43,22,8,201,1236,577,459,887,1090,1143,1158,763,248,7561,0,29,374,994,1173,1516,1502,888,157,6633,0,95,168,208,233,170,103,34,0,1011,0,22,80,199,187,50,26,50,32,646,2484,0,0,0,0,0,0,0,0,2484,0,550,0,0,0,0,0,0,0,550,0,365,118,79,67,35,9,0,0,673,0,37,14,14,26,26,34,39,32,222,0,41,18,13,20,7,4,4,0,107,0,18,29,26,66,60,71,21,3,294,0,25,46,83,215,333,412,405,210,1729,38,67,22,34,51,58,73,34,8,385,2522,1249,869,1650,2038,2255,2234,1475,442,14734
1009,0,582,510,254,445,530,345,163,45,2874,0,342,757,855,1694,3327,4127,4506,2307,17915,442,776,410,261,295,410,352,234,97,3277,27869,17363,15690,19629,20636,18293,14298,10231,3955,147964,0,865,12074,21562,23110,21523,16467,9356,2047,107004,0,2634,6153,4785,3668,2081,839,237,38,20435,0,676,2373,4560,4619,1882,836,834,524,16304,56114,0,0,0,0,0,0,0,0,56114,0,14204,0,0,0,0,0,0,0,14204,0,11461,4023,1625,1173,671,104,6,0,19063,0,1235,592,328,630,837,770,747,407,5546,0,1010,561,332,355,198,101,46,22,2625,0,1155,1376,709,1023,1048,724,347,85,6467,0,741,1925,2598,4064,5847,6321,6213,3157,30866,877,1519,954,654,618,713,615,336,134,6420,56991,35500,30031,37153,39260,34800,26777,18122,6414,285048
