region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1000,617,650,1451,2660,6273,13360,14670,12404,6254,58339,47,71,177,291,428,610,649,520,195,2988,3581,3401,6519,8818,10403,11121,11505,9741,4574,69663,28945,44040,88679,124795,149741,148207,104885,56641,20037,765970
1001,88,71,183,203,337,701,898,866,464,3811,3,11,26,56,53,62,59,35,18,323,267,307,549,609,610,629,644,754,484,4853,3158,6033,10486,10775,10803,9572,6041,3848,1602,62318
1002,17,25,25,34,78,130,158,195,100,762,6,0,12,14,9,14,10,6,4,75,110,170,211,231,172,162,191,182,98,1527,1271,2409,2516,2475,2903,2461,1699,1057,456,17247
1003,9,10,32,40,77,205,236,330,219,1158,0,3,4,3,7,6,11,9,3,46,63,56,127,158,206,209,224,294,239,1576,588,1068,2026,2886,3366,3417,2465,1975,955,18746
1004,8,10,27,47,70,217,228,194,112,913,0,0,0,8,3,6,12,8,3,40,61,36,109,149,157,212,280,218,106,1328,413,537,1236,1658,1927,2577,2342,1291,526,12507
1005,22,18,39,71,147,245,275,283,146,1246,3,3,4,13,16,16,9,11,5,80,136,264,424,361,275,286,279,280,132,2437,1331,2953,4021,4115,4045,3496,2320,1571,586,24438
1006,26,21,42,67,126,252,294,258,136,1222,3,0,5,9,11,10,19,9,0,66,89,76,142,221,304,322,354,363,309,2180,916,1571,2736,4188,4901,4733,4100,2424,1002,26571
1007,23,25,56,74,247,426,300,296,111,1558,0,0,4,7,13,14,10,11,0,59,65,98,188,164,250,249,304,411,249,1978,585,1027,1887,2123,2725,2597,1788,1378,489,14599
1008,6,7,8,27,83,180,269,223,141,944,0,3,0,0,0,7,3,6,3,22,29,18,44,78,102,147,233,276,147,1074,349,461,925,1734,2132,2461,2416,1573,553,12604
1009,141,143,341,608,1377,2537,2690,2954,1868,12659,17,15,31,75,93,142,147,133,79,732,1000,868,1676,2296,2726,2748,3374,3989,2647,21324,9681,16765,31726,39213,41618,37271,29077,20237,8874,234462
1010,19,25,27,69,124,294,284,293,162,1297,0,6,0,6,11,18,27,42,41,151,105,137,344,337,279,277,241,236,114,2070,754,1364,2605,2562,2580,2371,1652,1158,490,15536
1011,40,56,116,170,334,563,670,699,385,3033,3,10,24,31,38,41,33,40,16,236,201,202,346,433,540,551,628,758,589,4248,2038,3320,6248,7824,9208,9086,6231,3942,1683,49580
1012,35,25,66,109,242,381,360,364,187,1769,3,5,3,8,17,30,20,17,7,110,142,125,212,260,302,260,293,264,176,2034,1341,2211,4217,4337,4518,3625,2525,1621,675,25070
1013,14,11,32,50,92,223,323,385,197,1327,3,0,3,0,6,7,9,12,6,46,44,51,85,122,159,200,365,491,307,1824,432,661,1278,1757,2365,2968,3233,2462,1033,16189
1014,25,22,66,48,136,266,322,255,151,1291,3,3,6,7,12,16,22,20,6,95,57,120,305,294,240,239,233,256,121,1865,708,1268,2559,2821,2932,2608,1955,1297,535,16683
1015,11,25,40,48,106,201,239,304,186,1160,0,0,4,3,6,6,12,16,8,55,61,86,183,196,178,178,207,271,151,1511,604,1057,1855,2088,2467,2286,1803,1353,587,14100
1016,15,12,37,69,115,271,266,380,196,1361,0,6,13,16,19,28,40,58,23,203,90,125,232,199,212,208,191,171,93,1521,634,1206,2403,2296,2242,1855,1288,1032,413,13369
1017,8,20,46,69,143,302,218,180,105,1091,0,0,7,0,7,11,7,6,5,43,60,35,79,109,145,188,141,180,57,994,612,1013,1960,2084,2129,2131,1252,730,258,12169
1018,11,19,44,92,126,243,303,439,303,1580,3,4,12,7,10,18,16,12,5,87,109,113,162,157,220,183,190,232,159,1525,987,2144,3363,3444,3914,3426,2179,1630,742,21829
1019,13,14,27,40,105,159,184,173,94,809,0,0,0,0,10,5,9,6,0,30,56,81,185,168,193,170,161,153,67,1234,403,747,1318,1485,1742,1615,1297,775,302,9684
1020,17,13,28,58,132,235,244,265,160,1152,0,0,0,8,20,34,21,7,4,94,72,43,72,123,138,159,224,262,217,1310,798,1201,1972,2539,2946,2855,2437,1705,755,17208
1021,12,15,30,26,94,122,125,92,43,559,3,0,3,3,3,4,0,0,3,19,83,102,201,198,161,119,93,87,36,1080,457,863,1775,1614,1592,1220,671,397,120,8709
1022,5,7,19,42,80,203,261,257,151,1025,0,3,3,4,21,15,12,17,3,78,103,87,158,205,252,275,403,388,264,2135,728,1038,1910,2912,3353,3573,3627,2097,842,20080
1023,226,201,502,801,1839,3415,3587,4101,2541,17213,18,27,89,187,358,239,216,208,107,1449,1141,1342,2426,2735,3218,3147,3409,3787,2307,23512,13349,27714,50226,53103,54240,48296,32761,21846,9242,310777
1024,30,40,74,95,214,386,333,374,203,1749,0,3,11,16,10,18,14,7,6,85,179,268,432,414,408,327,344,330,187,2889,1197,2108,3717,4078,4503,4117,3016,1978,758,25472
1025,17,26,69,93,225,402,362,396,255,1845,4,5,27,34,33,35,42,22,11,213,158,144,319,379,309,326,326,270,114,2345,1252,2368,4724,4731,4599,4035,2681,1829,753,26972
1026,6,4,16,28,66,134,144,171,132,701,0,4,5,3,0,3,9,6,3,33,58,59,96,108,116,95,143,121,55,851,348,598,1230,1333,1410,1163,938,704,295,8019
1027,24,20,45,82,168,330,438,532,317,1956,0,0,9,6,13,16,12,7,8,71,84,124,169,196,309,354,490,652,428,2806,990,1807,3606,4869,5639,5481,5185,3788,1580,32945
1028,15,8,10,39,73,119,118,153,94,629,0,3,0,6,10,10,8,6,0,43,54,49,120,111,122,109,102,80,23,770,648,1162,2314,2394,2147,1538,836,594,229,11862
1029,7,5,17,21,90,180,236,199,73,828,3,3,0,3,3,6,5,6,3,32,35,27,60,83,110,142,213,226,115,1011,344,513,1005,1408,1589,1761,1744,1083,364,9811
1030,1066,1635,5368,9898,18580,32404,34611,30157,14778,148497,233,926,3291,4630,7793,8698,8621,8399,2788,45379,13261,22129,49525,40321,37318,33200,28407,25561,16560,266282,116692,285870,638745,605204,544014,430123,263915,162672,71396,3118631
1031,39,33,73,98,195,349,409,452,259,1907,0,8,11,12,12,19,15,14,10,101,182,169,313,359,402,357,409,425,254,2870,1314,2486,4675,4750,5056,4421,3294,2164,894,29054
1032,24,33,60,97,178,329,454,446,255,1876,0,6,3,4,6,18,8,13,9,67,80,69,143,168,233,277,328,448,312,2058,804,1229,2234,2780,3397,3333,2853,2024,917,19571
1033,7,3,3,21,58,160,203,204,91,750,3,0,3,6,3,0,10,10,0,35,39,25,58,96,127,132,182,245,153,1057,371,506,940,1500,1922,2143,2012,1386,494,11274
