region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
1000,1212,7895,45521,157165,96250,18441,4506,6060,337050,92,976,4336,2637,386,93,28,346,8894,11,186,942,1193,201,44,16,74,2667,103,1162,5278,3830,587,137,44,420,11561,212,2489,6870,1785,199,41,43,577,12216,7,78,263,69,11,0,8,15,451,3,11,119,43,3,0,3,3,185,15,212,167,86,34,16,7,26,563,237,2790,7419,1983,247,57,61,621,13415,649,2095,1802,930,298,68,67,595,6504,16,70,103,142,82,22,41,73,549,2217,14012,60123,164050,97464,18725,4719,7769,369079
1001,21,139,2135,13846,7392,915,158,366,24972,6,200,1250,403,17,0,4,58,1938,0,11,71,71,0,0,0,0,153,6,211,1321,474,17,0,4,58,2091,38,598,2726,519,26,3,4,172,4086,5,13,79,0,0,0,0,5,102,0,0,21,3,0,0,0,0,24,0,11,5,5,0,0,0,0,21,43,622,2831,527,26,3,4,177,4233,21,54,30,31,4,0,0,15,155,0,0,3,7,5,0,0,0,15,91,1026,6320,14885,7444,918,166,616,31466
1002,10,65,647,3228,1899,427,90,115,6481,0,50,259,82,13,4,4,14,426,0,7,30,21,4,0,3,0,65,0,57,289,103,17,4,7,14,491,8,194,538,113,15,0,3,36,907,0,6,20,4,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,12,8,207,563,117,15,0,3,39,952,7,10,16,4,3,0,0,4,44,0,3,3,3,3,0,0,0,12,25,342,1518,3455,1937,431,100,172,7980
1003,11,78,574,2959,1837,325,49,87,5920,0,47,471,431,30,5,0,26,1010,0,15,241,400,24,4,5,10,699,0,62,712,831,54,9,5,36,1709,3,195,795,478,23,3,3,47,1547,0,7,33,21,0,0,0,0,61,0,0,28,12,0,4,0,0,44,3,6,6,0,0,0,0,0,15,6,208,862,511,23,7,3,47,1667,18,93,170,65,3,3,0,22,374,0,0,0,3,3,0,3,0,9,35,441,2318,4369,1920,344,60,192,9679
1004,6,52,529,2414,1487,271,63,86,4908,0,48,120,133,8,0,0,19,328,0,12,76,93,15,5,0,6,207,0,60,196,226,23,5,0,25,535,0,49,332,142,17,3,0,26,569,0,0,6,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,15,0,52,347,149,17,3,0,29,597,0,35,45,12,4,0,0,8,104,0,0,0,0,0,0,0,0,0,6,199,1117,2801,1531,279,63,148,6144
1005,14,82,848,4322,3413,632,120,163,9594,7,92,384,254,24,4,0,41,806,11,19,42,76,33,5,4,4,194,18,111,426,330,57,9,4,45,1000,25,135,518,95,9,4,0,31,817,0,4,28,0,0,0,0,4,36,0,0,4,0,0,0,0,0,4,0,4,11,15,0,3,0,0,33,25,143,561,110,9,7,0,35,890,0,15,14,3,0,0,0,5,37,0,7,4,0,0,0,5,0,16,57,358,1853,4765,3479,648,129,248,11537
1006,9,155,1173,5051,3991,796,187,181,11543,7,98,388,319,147,21,4,31,1015,0,7,49,105,10,3,0,3,177,7,105,437,424,157,24,4,34,1192,8,60,133,32,0,0,0,10,243,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,9,3,3,0,0,0,0,18,11,69,146,35,0,0,0,10,271,6,30,22,11,3,3,0,5,80,0,0,4,3,4,0,3,0,14,33,359,1782,5524,4155,823,194,230,13100
1007,9,103,1433,4008,1070,160,37,197,7017,0,15,42,12,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,15,42,12,0,0,0,5,74,16,33,114,40,10,0,3,28,244,0,0,0,0,0,0,0,0,0,0,0,14,34,10,0,3,6,67,0,0,0,0,4,0,0,0,4,16,33,128,74,24,0,6,34,315,0,7,5,3,0,5,0,4,24,0,0,3,0,0,0,3,0,6,25,158,1611,4097,1094,165,46,240,7436
1008,10,115,744,2654,1528,241,45,78,5415,8,16,184,109,3,0,0,7,327,0,6,67,22,3,3,0,4,105,8,22,251,131,6,3,0,11,432,0,33,182,45,6,0,0,13,279,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,36,188,48,6,0,0,13,291,14,113,97,17,9,0,0,11,261,0,0,3,3,0,0,0,0,6,32,286,1283,2853,1549,244,45,113,6405
1009,133,1492,11783,40822,28748,5536,1095,1401,91010,34,501,3763,3736,320,36,12,291,8693,32,235,1438,2698,434,92,19,121,5069,66,736,5201,6434,754,128,31,412,13762,44,1103,2722,1293,74,14,8,266,5524,28,104,891,268,22,5,0,35,1353,3,101,988,325,17,0,4,30,1468,13,91,61,38,10,0,0,14,227,88,1399,4662,1924,123,19,12,345,8572,79,433,568,109,22,0,4,74,1289,3,15,72,29,6,0,3,3,131,369,4075,22286,49318,29653,5683,1145,2235,114764
