region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
1000,70,29,36,16,33441,33592,902,87,50,22,22183,23244,15135,892,839,65,26506,43437,34303,2587,4244,208,19262,60604,44546,3957,9959,686,15728,74876,50040,3707,12214,1717,8418,76096,38158,2234,7056,3169,3652,54269,18346,760,2248,4443,1648,27445,3842,85,280,2752,375,7334,205342,14338,36926,13078,131213,400897,84,24,17,29,30683,30837,1784,200,58,24,18868,20934,20228,1557,1287,158,22072,45302,39093,3443,6091,583,15067,64277,47446,4120,11332,1735,10312,74945,49011,2922,11258,4529,4464,72184,32604,1263,5652,9530,1628,50677,12477,388,1669,13796,910,29240,1884,53,407,9908,467,12719,204611,13970,37771,40292,104471,401115,154,53,53,45,64124,64429,2686,287,108,46,41051,44178,35363,2449,2126,223,48578,88739,73396,6030,10335,791,34329,124881,91992,8077,21291,2421,26040,149821,99051,6629,23472,6246,12882,148280,70762,3497,12708,12699,5280,104946,30823,1148,3917,18239,2558,56685,5726,138,687,12660,842,20053,409953,28308,74697,53370,235684,802012
1001,5,0,0,5,3169,3179,121,10,8,0,2915,3054,1874,113,107,6,3044,5144,3058,227,441,16,1473,5215,3249,271,767,36,865,5188,3194,207,759,109,421,4690,2074,112,352,166,129,2833,1174,34,126,254,67,1655,282,9,24,173,19,507,15031,983,2584,765,12102,31465,11,5,0,0,2979,2995,247,21,3,4,2725,3000,2348,154,181,6,2667,5356,3252,347,662,39,1265,5565,3384,355,1095,125,658,5617,3068,246,952,349,267,4882,1832,89,466,715,111,3213,844,35,151,1102,66,2198,148,4,36,871,36,1095,15134,1256,3546,3211,10774,33921,16,5,0,5,6148,6174,368,31,11,4,5640,6054,4222,267,288,12,5711,10500,6310,574,1103,55,2738,10780,6633,626,1862,161,1523,10805,6262,453,1711,458,688,9572,3906,201,818,881,240,6046,2018,69,277,1356,133,3853,430,13,60,1044,55,1602,30165,2239,6130,3976,22876,65386
1002,3,0,3,0,1023,1029,35,3,0,4,1070,1112,403,33,13,4,801,1254,665,39,66,0,373,1143,849,84,160,11,286,1390,815,48,167,38,140,1208,573,20,84,48,56,781,312,14,24,55,20,425,84,3,0,60,5,152,3739,244,517,220,3774,8494,3,0,3,0,1168,1174,72,10,0,3,1219,1304,495,40,33,0,695,1263,736,77,141,14,366,1334,905,91,268,31,218,1513,735,67,235,99,116,1252,527,30,134,182,52,925,215,11,43,342,21,632,47,0,17,229,9,302,3735,326,874,900,3864,9699,6,0,6,0,2191,2203,107,13,0,7,2289,2416,898,73,46,4,1496,2517,1401,116,207,14,739,2477,1754,175,428,42,504,2903,1550,115,402,137,256,2460,1100,50,218,230,108,1706,527,25,67,397,41,1057,131,3,17,289,14,454,7474,570,1391,1120,7638,18193
1003,0,0,0,0,730,730,11,0,0,0,529,540,285,17,25,0,671,998,677,56,111,5,481,1330,866,92,248,12,371,1589,1063,80,325,35,158,1661,810,28,163,68,62,1131,566,16,72,137,38,829,204,7,17,121,12,361,4482,296,961,378,3052,9169,3,3,0,0,664,670,29,5,5,3,494,536,382,25,32,0,593,1032,828,93,192,7,435,1555,939,136,365,47,292,1779,1040,84,410,110,109,1753,765,35,222,276,39,1337,463,12,103,545,22,1145,107,3,25,442,17,594,4556,396,1354,1430,2665,10401,3,3,0,0,1394,1400,40,5,5,3,1023,1076,667,42,57,0,1264,2030,1505,149,303,12,916,2885,1805,228,613,59,663,3368,2103,164,735,145,267,3414,1575,63,385,344,101,2468,1029,28,175,682,60,1974,311,10,42,563,29,955,9038,692,2315,1808,5717,19570
1004,0,0,0,0,474,474,8,0,0,0,261,269,188,16,15,3,359,581,404,37,68,0,302,811,494,44,133,8,206,885,862,55,207,22,94,1240,885,40,132,65,31,1153,458,9,52,93,26,638,94,3,3,81,5,186,3393,204,610,272,1758,6237,0,0,0,0,419,419,28,3,3,3,232,269,259,23,39,4,332,657,444,60,116,8,219,847,585,74,202,36,151,1048,928,60,202,81,66,1337,780,22,154,206,25,1187,304,6,51,277,14,652,70,0,12,251,7,340,3398,248,779,866,1465,6756,0,0,0,0,893,893,36,3,3,3,493,538,447,39,54,7,691,1238,848,97,184,8,521,1658,1079,118,335,44,357,1933,1790,115,409,103,160,2577,1665,62,286,271,56,2340,762,15,103,370,40,1290,164,3,15,332,12,526,6791,452,1389,1138,3223,12993
1005,5,3,3,0,1351,1362,49,4,3,3,1452,1511,708,42,35,3,1306,2094,1169,93,168,8,600,2038,1229,96,256,19,381,1981,1249,78,218,38,167,1750,803,29,146,77,70,1125,464,18,37,101,38,658,88,0,4,59,14,165,5764,363,870,308,5379,12684,4,0,0,4,1212,1220,69,8,3,0,1364,1444,841,78,72,5,937,1933,1223,119,243,28,470,2083,1280,150,328,36,270,2064,1129,87,330,105,93,1744,674,49,164,248,61,1196,354,10,68,438,45,915,45,3,18,315,40,421,5619,504,1226,1179,4492,13020,9,3,3,4,2563,2582,118,12,6,3,2816,2955,1549,120,107,8,2243,4027,2392,212,411,36,1070,4121,2509,246,584,55,651,4045,2378,165,548,143,260,3494,1477,78,310,325,131,2321,818,28,105,539,83,1573,133,3,22,374,54,586,11383,867,2096,1487,9871,25704
1006,5,0,0,4,1169,1178,30,0,0,0,759,789,521,14,21,3,760,1319,1201,85,139,4,518,1947,1561,109,287,11,379,2347,1556,78,306,33,218,2191,1449,69,193,113,110,1934,860,24,64,124,60,1132,189,3,18,109,5,324,7372,382,1028,401,3978,13161,0,3,0,0,1166,1169,88,3,4,3,692,790,663,44,49,0,664,1420,1408,143,237,13,439,2240,1632,151,429,46,301,2559,1636,124,450,159,176,2545,1328,56,311,352,119,2166,542,18,121,548,64,1293,116,3,30,490,37,676,7413,545,1631,1611,3658,14858,5,3,0,4,2335,2347,118,3,4,3,1451,1579,1184,58,70,3,1424,2739,2609,228,376,17,957,4187,3193,260,716,57,680,4906,3192,202,756,192,394,4736,2777,125,504,465,229,4100,1402,42,185,672,124,2425,305,6,48,599,42,1000,14785,927,2659,2012,7636,28019
1007,0,0,0,3,589,592,20,4,0,0,487,511,255,28,21,0,622,926,502,54,80,3,384,1023,722,67,195,13,347,1344,838,79,222,36,157,1332,560,26,118,61,67,832,390,17,44,101,30,582,73,0,10,65,6,154,3360,275,690,282,2689,7296,0,0,3,3,547,553,39,5,0,0,477,521,319,39,38,3,560,959,521,80,124,10,364,1099,764,99,259,38,228,1388,797,51,218,126,74,1266,562,38,109,222,27,958,272,6,47,454,20,799,39,0,7,271,19,336,3313,318,805,1127,2316,7879,0,0,3,6,1136,1145,59,9,0,0,964,1032,574,67,59,3,1182,1885,1023,134,204,13,748,2122,1486,166,454,51,575,2732,1635,130,440,162,231,2598,1122,64,227,283,94,1790,662,23,91,555,50,1381,112,0,17,336,25,490,6673,593,1495,1409,5005,15175
1008,3,0,0,0,454,457,8,0,3,0,234,245,174,9,7,0,257,447,487,35,68,4,218,812,589,68,163,11,174,1005,840,51,195,24,105,1215,857,45,168,52,50,1172,564,19,65,93,21,762,127,3,14,80,9,233,3649,230,683,264,1522,6348,0,0,0,0,397,397,24,4,3,0,184,215,227,23,14,3,212,479,568,69,102,14,168,921,678,74,215,31,133,1131,870,53,200,67,57,1247,842,38,143,189,33,1245,413,10,45,334,9,811,57,3,5,248,11,324,3679,274,727,886,1204,6770,3,0,0,0,851,854,32,4,6,0,418,460,401,32,21,3,469,926,1055,104,170,18,386,1733,1267,142,378,42,307,2136,1710,104,395,91,162,2462,1699,83,311,241,83,2417,977,29,110,427,30,1573,184,6,19,328,20,557,7328,504,1410,1150,2726,13118
1009,11,10,9,4,10630,10664,303,11,20,3,8209,8546,5586,352,277,16,9094,15325,10910,900,1463,50,5368,18691,12121,1167,2942,173,3569,19972,11846,928,2986,372,1733,17865,9597,547,1962,782,800,13688,6003,214,704,1433,419,8773,1648,37,129,1186,126,3126,58025,4166,10492,4019,39948,116650,16,3,4,11,9892,9926,608,45,17,3,7598,8271,7319,575,562,37,7936,16429,11945,1370,2473,174,4569,20531,12580,1512,4333,534,2710,21669,11654,1030,4233,1252,1261,19430,8709,487,2626,3018,571,15411,4503,175,1099,5338,355,11470,969,26,271,4298,198,5762,58303,5223,15618,14665,35090,128899,27,13,13,15,20522,20590,911,56,37,6,15807,16817,12905,927,839,53,17030,31754,22855,2270,3936,224,9937,39222,24701,2679,7275,707,6279,41641,23500,1958,7219,1624,2994,37295,18306,1034,4588,3800,1371,29099,10506,389,1803,6771,774,20243,2617,63,400,5484,324,8888,116328,9389,26110,18684,75038,245549
