region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
1000,1791,527,629,908,866,759,614,1739,21149,93,8,17,4,4,8,9,10,9,52,214,65159,4708,5529,1399,1411,1864,1684,1654,1382,5203,89993
1001,273,196,205,210,304,198,151,147,3152,18,0,0,0,3,0,3,0,3,12,39,4983,436,578,286,302,308,390,298,220,393,8194
1002,134,33,57,99,136,226,167,79,1221,0,0,0,0,0,6,3,3,0,3,15,1173,232,238,59,80,135,186,260,190,143,2696
1003,72,22,18,19,34,36,12,23,523,3,0,0,0,0,0,0,0,0,0,3,1710,147,215,58,50,60,78,72,32,117,2539
1004,18,3,6,6,4,9,16,18,492,3,0,0,0,0,0,0,0,0,3,6,1884,56,74,18,27,20,20,17,16,88,2220
1005,111,31,33,35,41,30,25,179,887,3,3,0,0,0,0,0,0,0,3,9,1584,201,240,66,75,60,88,66,51,262,2693
1006,93,26,30,18,43,25,18,97,1066,3,0,3,3,0,3,0,0,0,3,15,3972,256,311,82,65,51,94,53,37,335,5256
1007,22,12,19,15,12,10,11,36,275,3,0,0,0,0,0,0,0,0,0,3,515,33,51,27,30,25,24,24,19,80,828
1008,9,7,5,3,4,0,3,10,158,0,0,0,0,0,0,0,0,0,0,0,1236,75,66,16,13,6,18,8,3,95,1536
1009,1147,288,359,418,312,270,157,490,10254,53,11,4,0,0,8,4,0,0,15,95,29625,3073,3503,876,879,959,781,680,343,2093,42812
1010,28,8,0,7,8,14,28,121,351,3,0,0,0,0,3,0,6,0,0,12,769,61,61,23,14,21,24,36,45,186,1240
1011,300,121,141,195,245,215,99,140,2698,3,3,3,3,0,3,3,7,3,14,42,5155,469,672,242,246,311,325,327,157,461,8365
1012,136,54,78,51,55,42,24,39,817,3,0,3,0,0,0,0,3,0,3,12,1037,117,212,76,105,71,78,56,59,115,1926
1013,29,10,14,10,7,0,9,26,360,3,0,3,0,0,0,0,0,0,0,6,1505,86,68,19,17,23,10,11,14,109,1862
1014,56,15,25,38,29,50,17,152,625,7,0,3,0,0,0,0,3,0,0,13,1006,60,98,30,42,56,44,68,28,218,1650
1015,36,6,18,17,12,6,6,43,249,0,0,0,0,0,0,0,0,0,0,0,621,51,73,15,18,23,17,14,16,88,936
1016,344,91,123,221,195,110,63,139,2706,5,3,6,0,0,3,3,3,0,6,29,1614,332,433,116,136,255,245,144,80,201,3556
1017,16,12,0,10,3,7,6,8,144,0,0,0,0,0,0,0,0,3,0,3,646,35,51,18,5,18,11,17,12,41,854
1018,101,35,32,39,66,57,27,52,782,8,0,3,0,0,3,0,3,0,0,17,1447,154,205,59,53,73,88,76,41,129,2325
1019,28,6,8,17,6,7,7,134,390,0,0,0,0,0,0,0,0,0,0,0,726,56,50,25,14,27,15,12,10,176,1111
1020,53,24,17,47,26,41,17,39,682,3,0,0,0,0,0,0,0,0,6,9,2080,180,171,46,40,70,43,72,47,160,2909
1021,27,24,29,30,19,23,9,68,314,0,0,0,0,0,0,0,0,0,0,0,388,46,58,38,47,63,54,40,29,90,853
1022,52,21,30,21,22,28,13,44,687,6,0,0,0,0,3,0,0,0,0,9,2478,164,257,88,74,114,80,99,23,173,3550
1023,1655,575,677,831,934,978,537,736,15141,53,9,25,3,4,6,11,5,8,37,161,25028,2470,3469,1045,1152,1383,1456,1515,861,2020,40399
1024,87,24,22,27,27,20,13,175,879,3,3,0,0,0,0,0,0,0,3,9,2717,216,239,51,55,65,75,56,31,312,3817
1025,287,80,88,89,63,31,56,49,1330,0,0,0,0,0,3,3,0,0,0,6,1719,203,430,119,134,129,106,67,89,145,3141
1026,18,9,15,10,20,24,10,12,173,0,0,0,0,0,0,0,3,0,0,3,290,31,38,15,15,24,23,43,20,46,545
1027,91,28,38,46,40,24,9,38,847,4,0,0,0,0,0,0,0,0,0,4,3686,320,419,98,119,135,110,83,33,242,5245
1028,81,52,26,41,22,18,14,16,371,0,0,0,0,0,0,0,0,0,0,0,670,128,184,72,54,90,46,58,39,69,1410
1029,4,5,3,3,0,4,0,24,336,8,0,0,0,0,0,0,0,0,0,8,1423,53,37,15,8,10,8,8,0,96,1658
1030,131631,35648,42116,47593,43103,35736,19797,39820,998021,3275,819,948,269,273,442,393,310,212,1199,8140,759877,158242,178904,46867,54444,61355,55734,49773,28332,59102,1452630
1031,95,47,40,72,44,25,30,28,655,3,0,0,3,0,0,0,0,0,0,6,1169,130,172,76,60,106,70,45,46,129,2003
1032,55,10,22,25,17,18,11,32,429,0,0,0,0,4,0,8,0,0,0,12,1279,92,112,21,44,36,30,26,20,113,1773
1033,24,5,0,0,21,6,0,17,356,3,0,0,0,0,0,0,0,0,0,3,1386,62,73,14,16,18,37,6,0,94,1706
1034,373,128,160,115,240,220,112,72,1995,0,0,12,0,0,3,6,4,3,3,31,1861,311,564,198,227,190,301,287,156,165,4260
1035,1680,473,714,976,1304,1341,656,1127,26939,133,12,14,3,8,11,6,15,10,26,238,39515,2563,3078,858,1090,1402,1667,1675,905,2416,55169
